  I     	  II     	  AOp     	  AOp'		  FA     	  FA'		
-46.69   	-114.44   	 72.45   	 -30.52		 77.31   	 -35.61		
-47.00   	-121.15   	 72.33   	   0.00		 77.17   	 -35.61		
-47.30   	-126.04   	 72.33   	  35.61		 77.03   	 -30.52		
-46.69   	-126.65   	 72.47   	  76.30		 76.91   	 -50.86		
-44.25   	-124.21   	 72.78   	 132.25		 76.70   	 -76.30		
-40.59   	-121.46   	 73.31   	 183.11		 76.40   	 -71.21		
-37.23   	-120.54   	 74.04   	 244.15		 76.11   	 -45.78		
-34.79   	-121.77   	 75.01   	 300.10		 75.93   	 -20.35		
-32.96   	-123.60   	 76.22   	 356.05		 75.85   	   5.09		
-30.52   	-123.60   	 77.64   	 406.92		 75.87   	  25.43		
-26.86   	-121.77   	 79.27   	 452.69		 75.97   	  25.43		
-22.89   	-118.41   	 81.08   	 483.21		 76.07   	  55.95		
-20.14   	-115.36   	 83.01   	 508.65		 76.30   	 142.42		
-18.92   	-114.14   	 85.05   	 523.90		 76.87   	 284.84		
-19.53   	-115.05   	 87.14   	 528.99		 78.01   	 513.73		
-21.06   	-117.49   	 89.26   	 528.99		 80.06   	 839.26		
-23.19   	-119.02   	 91.37   	 518.82		 83.42   	1180.06		
-25.63   	-118.71   	 93.45   	 513.73		 88.14   	1419.12		
-27.47   	-115.97   	 95.50   	 493.39		 93.81   	1439.47		
-26.55   	-111.08   	 97.48   	 488.30		 99.57   	1205.49		
-21.97   	-105.90   	 99.43   	 473.04		104.39   	 905.39		
-15.26   	-101.32   	101.32   	 467.95		108.02   	 701.93		
 -8.54   	-97.96   	103.19   	 462.87		110.82   	 681.58		
 -3.97   	-96.44   	105.05   	 457.78		113.55   	 727.36		
 -0.92   	-95.52   	106.88   	 457.78		116.46   	 768.05		
  1.83   	-93.99   	108.71   	 457.78		119.53   	 778.23		
  4.58   	-91.86   	110.54   	 452.69		122.64   	 752.79		
  6.10   	-88.81   	112.35   	 452.69		125.66   	 757.88		
  6.10   	-85.75   	114.16   	 447.61		128.69   	 788.40		
  5.80   	-82.09   	115.95   	 442.52		131.84   	 788.40		
  7.32   	-77.82   	117.72   	 437.43		134.99   	 783.31		
 11.29   	-72.33   	119.47   	 437.43		138.13   	 788.40		
 17.40   	-65.92   	121.22   	 422.18		141.28   	 773.14		
 24.11   	-59.20   	122.91   	 422.18		144.37   	 712.10		
 29.30   	-53.41   	124.60   	 412.00		147.22   	 645.98		
 32.04   	-48.22   	126.25   	 396.74		149.81   	 605.29		
 32.35   	-43.95   	127.83   	 391.66		152.23   	 554.42		
 31.74   	-38.76   	129.40   	 371.31		154.44   	 508.65		
 32.04   	-31.74   	130.88   	 361.14		156.48   	 467.95		
 33.26   	-23.19   	132.33   	 345.88		158.35   	 391.66		
 33.87   	-13.43   	133.71   	 325.53		159.92   	 320.45		
 32.65   	 -3.97   	135.01   	 305.19		161.20   	 295.01		
 29.91   	  4.58   	136.24   	 295.01		162.38   	 279.75		
 27.77   	 13.43   	137.42   	 269.58		163.50   	 233.98		
 29.30   	 23.19   	138.49   	 259.41		164.43   	 188.20		
 33.87   	 33.87   	139.53   	 239.06		165.19   	 178.03		
 38.15   	 44.56   	140.49   	 228.89		165.90   	 172.94		
 39.06   	 54.02   	141.40   	 208.54		166.59   	 178.03		
 36.62   	 61.65   	142.24   	 198.37		167.30   	 162.77		
 33.87   	 65.61   	143.03   	 183.11		167.95   	 116.99		
 32.96   	 66.53   	143.76   	 172.94		168.42   	  81.38		
 34.79   	 64.39   	144.46   	 157.68		168.75   	  66.12		
 36.62   	 60.42   	145.09   	 147.51		169.01   	  71.21		
 36.93   	 55.85   	145.68   	 137.33		169.30   	  61.04		
 34.79   	 50.05   	146.23   	 127.16		169.54   	  35.61		
 31.13   	 42.72   	146.73   	 111.90		169.68(S)	  -5.09		
 25.94   	 32.96   	147.18   	 106.82		169.66   	 -30.52		
 19.84   	 21.67   	147.61   	  86.47		169.54   	 -40.69		
 13.43   	 11.29   	147.95   	  81.38		169.38   	 -45.78		
  7.63   	  3.05   	148.28   	  66.12		169.20   	 -55.95		
  3.05   	 -2.75   	148.54   	  55.95		168.97   	 -76.30		
 -1.22   	 -7.63   	148.77   	  45.78		168.67   	-122.07		
 -5.80   	-12.82   	148.95   	  30.52		168.18   	-178.03		
-10.68   	-18.92   	149.07   	  20.35		167.47   	-198.37		
-15.26   	-25.33   	149.16   	   5.09		166.67   	-213.63		
-18.31   	-29.91   	149.18(S)	  -5.09		165.82   	-239.06		
-18.31   	-32.35   	149.16   	 -20.35		164.86   	-244.15		
-14.65   	-32.35   	149.07   	 -35.61		163.89   	-254.32		
 -8.54   	-31.43   	148.93   	 -55.95		162.87   	-279.75		
 -3.66   	-30.82   	148.71   	 -71.21		161.75   	-320.45		
 -3.97   	-31.43   	148.42   	 -91.56		160.47   	-335.71		
-10.07   	-33.57   	148.06   	-111.90		159.12   	-345.88		
-18.31   	-36.32   	147.61   	-137.33		157.74   	-350.97		
-23.80   	-38.15   	147.06   	-162.77		156.34   	-371.31		
-23.19   	-37.54   	146.41   	-193.29		154.85   	-391.66		
-17.09   	-34.48   	145.64   	-218.72		153.29   	-422.18		
-10.07   	-30.82   	144.76   	-254.32		151.60   	-447.61		
 -5.49   	-28.69   	143.74   	-279.75		149.81   	-473.04		
 -5.19   	-29.30   	142.62   	-305.19		147.91   	-498.47		
 -7.32   	-31.74   	141.40   	-325.53		145.92   	-528.99		
 -9.77   	-33.26   	140.10   	-340.79		143.80   	-569.68		
-10.99   	-32.35   	138.74   	-345.88		141.53   	-584.94		
-10.68   	-27.77   	137.35   	-345.88		139.19   	-595.11		
 -9.46   	-22.28   	135.97   	-335.71		136.81   	-600.20		
 -8.85   	-19.23   	134.63   	-330.62		134.40   	-605.29		
 -9.16   	-20.45   	133.31   	-310.27		131.98   	-595.11		
-10.99   	-25.33   	132.06   	-289.93		129.60   	-579.86		
-13.43   	-30.21   	130.90   	-279.75		127.28   	-528.99		
-14.95   	-30.82   	129.79   	-259.41		125.17   	-462.87		
-14.95   	-27.16   	128.75   	-249.24		123.32   	-366.22		
-14.65   	-21.67   	127.75   	-233.98		121.85   	-289.93		
-14.34   	-17.70   	126.82   	-228.89		120.69   	-264.50		
-14.04   	-17.40   	125.90   	-218.72		119.63   	-284.84		
-13.73   	-19.84   	125.02   	-213.63		118.49   	-310.27		
-13.43   	-22.89   	124.17   	-213.63		117.25   	-330.62		
-13.73   	-24.41   	123.32   	-203.46		115.93   	-310.27		
-14.65   	-24.72   	122.50   	-203.46		114.69   	-274.67		
-15.56   	-24.11   	121.69   	-198.37		113.59   	-244.15		
-14.95   	-23.80   	120.89   	-198.37		112.61   	-223.80		
-12.21   	-23.80   	120.10   	-198.37		111.72   	-203.46		
 -9.46   	-24.41   	119.31   	-193.29		110.90   	-193.29		
 -8.85   	-25.02   	118.53   	-193.29		110.13   	-183.11		
-10.38   	-24.72   	117.76   	-193.29		109.40   	-162.77		
-12.21   	-23.50   	116.99   	-193.29		108.75   	-147.51		
-11.60   	-21.06   	116.22   	-188.20		108.16   	-147.51		
 -9.77   	-19.23   	115.46   	-193.29		107.57   	-137.33		
 -8.85   	-18.92   	114.69   	-183.11		107.02   	-127.16		
-10.99   	-21.06   	113.96   	-183.11		106.51   	-116.99		
-14.65   	-25.02   	113.22   	-183.11		106.04   	-111.90		
-16.48   	-30.52   	112.49   	-178.03		105.59   	-106.82		
-14.34   	-36.01   	111.78   	-178.03		105.17   	-101.73		
-10.38   	-40.28   	111.07   	-172.94		104.76   	 -96.64		
 -8.85   	-41.20   	110.38   	-167.85		104.37   	-106.82		
-10.99   	-39.67   	109.70   	-162.77		103.95   	-106.82		
-14.95   	-36.32   	109.05   	-162.77		103.52   	 -96.64		
-15.56   	-33.26   	108.40   	-157.68		103.13   	 -86.47		
-10.99   	-31.74   	107.77   	-157.68		102.79   	 -76.30		
 -4.27   	-31.74   	107.14   	-152.59		102.48   	 -81.38		
 -0.31   	-32.65   	106.53   	-147.51		102.16   	 -81.38		
 -1.83   	-33.57   	105.94   	-142.42		101.83   	 -81.38		
 -7.63   	-34.18   	105.37   	-142.42		101.51   	 -76.30		
-13.43   	-34.48   	104.80   	-142.42		101.20   	 -81.38		
-16.17   	-34.18   	104.23   	-137.33		100.87   	 -86.47		
-14.95   	-33.87   	103.68   	-137.33		100.53   	 -81.38		
-11.90   	-34.79   	103.13   	-137.33		100.20   	 -76.30		
 -9.46   	-36.93   	102.58   	-132.25		 99.90   	 -76.30		
 -7.93   	-39.06   	102.05   	-132.25		 99.59   	 -76.30		
 -7.02   	-40.28   	101.53   	-132.25		 99.29   	 -76.30		
 -6.10   	-39.98   	101.00   	-127.16		 98.98   	 -76.30		
 -5.49   	-39.37   	100.49   	-127.16		 98.68   	 -81.38		
 -5.80   	-39.06   	 99.98   	-127.16		 98.35   	 -91.56		
 -7.32   	-40.28   	 99.47   	-122.07		 97.99   	 -81.38		
-10.07   	-42.11   	 98.98   	-122.07		 97.66   	 -76.30		
-12.21   	-42.72   	 98.49   	-122.07		 97.35   	 -76.30		
-14.04   	-42.42   	 98.01   	-122.07		 97.05   	 -71.21		
-14.65   	-40.89   	 97.52   	-116.99		 96.76   	 -76.30		
-14.95   	-38.76   	 97.05   	-116.99		 96.46   	 -76.30		
-14.04   	-37.23   	 96.58   	-116.99		 96.15   	 -66.12		
-11.90   	-37.23   	 96.11   	-111.90		 95.89   	 -61.04		
 -8.85   	-37.54   	 95.67   	-111.90		 95.65   	 -55.95		
 -5.19   	-36.32   	 95.22   	-106.82		 95.42   	 -66.12		
 -1.83   	-30.82   	 94.79   	-106.82		 95.16   	 -66.12		
  1.22   	-18.31   	 94.36   	-106.82		 94.89   	 -71.21		
  3.66   	  0.92   	 93.94   	-101.73		 94.61   	 -76.30		
  5.49   	 21.36   	 93.53   	-101.73		 94.30   	 -76.30		
  6.10   	 37.84   	 93.12   	 -96.64		 94.00   	 -66.12		
  5.19   	 46.08   	 92.74   	 -96.64		 93.73   	 -61.04		
  4.27   	 46.69   	 92.35   	 -96.64		 93.49   	 -61.04		
  5.49   	 44.25   	 91.96   	 -96.64		 93.24   	 -71.21		
 10.99   	 43.03   	 91.58   	 -91.56		 92.96   	 -81.38		
 20.75   	 46.39   	 91.21   	 -96.64		 92.63   	 -81.38		
 32.35   	 55.54   	 90.82   	 -91.56		 92.31   	 -91.56		
 42.72   	 70.19   	 90.46   	 -86.47		 91.94   	 -86.47		
 47.91   	 87.89   	 90.11   	 -91.56		 91.60   	 -86.47		
 47.91   	101.93   	 89.75   	 -91.56		 91.25   	 -76.30		
 45.78   	104.37   	 89.38   	 -86.47		 90.95   	 -71.21		
 44.86   	 90.33   	 89.03   	 -86.47		 90.66   	 -71.21		
 48.83   	 63.48   	 88.69   	 -86.47		 90.38   	 -76.30		
 57.07   	 34.18   	 88.34   	 -86.47		 90.07   	 -81.38		
 65.61   	 12.51   	 88.00   	 -86.47		 89.75   	 -76.30		
 69.58   	  2.14   	 87.65   	 -81.38		 89.44   	 -76.30		
 65.31   	 -0.92   	 87.32   	 -81.38		 89.13   	 -76.30		
 51.88   	 -2.14   	 87.00   	 -81.38		 88.83   	 -76.30		
 32.35   	 -7.02   	 86.67   	 -76.30		 88.52   	 -66.12		
 10.68   	-15.87   	 86.37   	 -71.21		 88.26   	 -61.04		
 -7.32   	-28.99   	 86.08   	 -71.21		 88.02   	 -71.21		
-18.92   	-44.86   	 85.80   	 -71.21		 87.73   	 -86.47		
-22.89   	-62.26   	 85.51   	 -66.12		 87.39   	 -91.56		
-21.97   	-77.51   	 85.25   	 -61.04		 87.02   	 -76.30		
-20.75   	-88.50   	 85.00   	 -66.12		 86.71   	 -71.21		
-20.75   	-93.38   	 84.74   	 -61.04		 86.43   	 -71.21		
-21.67   	-93.08   	 84.50   	 -55.95		 86.14   	 -76.30		
-20.45   	-88.50   	 84.27   	 -61.04		 85.84   	 -71.21		
-16.48   	-82.40   	 84.03   	 -61.04		 85.55   	 -66.12		
-12.21   	-77.82   	 83.78   	 -61.04		 85.29   	 -61.04		
-10.68   	-76.60   	 83.54   	 -61.04		 85.05   	 -55.95		
-14.34   	-78.74   	 83.30   	 -61.04		 84.82   	 -50.86		
-20.45   	-82.40   	 83.05   	 -61.04		 84.62   	 -50.86		
-24.41   	-84.23   	 82.81   	 -66.12		 84.41   	 -55.95		
-24.41   	-83.62   	 82.54   	 -61.04		 84.19   	 -61.04		
-21.36   	-80.87   	 82.30   	 -66.12		 83.95   	 -61.04		
-19.84   	-79.96   	 82.03   	 -66.12		 83.70   	 -50.86		
-23.19   	-85.14   	 81.77   	 -66.12		 83.50   	 -61.04		
-32.96   	-101.01   	 81.51   	 -66.12		 83.26   	 -66.12		
-50.05   	-130.31   	 81.24   	 -61.04		 82.99   	 -71.21		
-72.63   	-172.73   	 81.00   	 -66.12		 82.71   	 -71.21		
-97.05   	-219.42   	 80.73   	 -61.04		 82.42   	 -61.04		
-114.44   	-252.99   	 80.49   	 -66.12		 82.18   	 -66.12		
-108.34   	-252.69   	 80.22   	 -61.04		 81.91   	 -61.04		
-60.42   	-202.64   	 79.98   	 -55.95		 81.67   	 -71.21		
 42.42   	-98.57   	 79.76   	 -61.04		 81.38   	 -71.21		
199.58   	 53.41   	 79.51   	 -55.95		 81.10   	 -71.21		
391.85   	242.92   	 79.29   	 -55.95		 80.81   	 -61.04		
582.58   	465.70   	 79.06   	 -55.95		 80.57   	 -55.95		
726.01   	723.88   	 78.84   	 -55.95		 80.35   	 -55.95		
783.08   	998.23   	 78.62   	-101.73		 80.12   	-106.82		
599.06   	1323.55(R)	 78.21   	 -50.86		 79.69   	 -55.95		
413.21   	1237.49   	 78.01   	 -50.86		 79.47   	 -55.95		
230.10   	981.45   	 77.80   	 -50.86		 79.25   	 -50.86		
 85.14   	650.33   	 77.60   	 -50.86		 79.04   	 -40.69		
-12.21   	360.11   	 77.40   	 -55.95		 78.88   	 -40.69		
-74.46   	175.48   	 77.17   	 -55.95		 78.72   	 -40.69		
-119.63   	 90.03   	 76.95   	 -50.86		 78.56   	 -35.61		
-155.33   	 59.81   	 76.74   	 -61.04		 78.41   	 -30.52		
-176.09   	 46.08   	 76.50   	 -55.95		 78.29   	 -30.52		
-174.26   	 34.48   	 76.28   	 -61.04		 78.17   	 -25.43		
-150.45   	 23.19   	 76.03   	 -55.95		 78.07   	 -20.35		
-113.83   	  8.54   	 75.81   	 -55.95		 77.99   	 -20.35		
-77.82   	-18.01   	 75.58   	 -55.95		 77.90   	 -25.43		
-52.49   	-56.15   	 75.36   	 -50.86		 77.80   	 -40.69		
-39.37   	-93.99   	 75.16   	 -50.86		 77.64   	 -45.78		
-34.79   	-117.19   	 74.95   	 -40.69		 77.46   	 -55.95		
-34.79   	-122.68   	 74.79   	 -40.69		 77.23   	 -61.04		
-36.32   	-118.41   	 74.63   	 -30.52		 76.99   	 -66.12		
-38.45   	-114.75   	 74.51   	 -20.35		 76.72   	 -66.12		
-40.28   	-116.27   	 74.42   	  -5.09		 76.46   	 -61.04		
-40.59   	-122.38   	 74.40(D)	  15.26		 76.22   	 -50.86		
-39.06   	-129.39   	 74.47   	  45.78		 76.01   	 -61.04		
-36.32   	-133.97   	 74.65   	  81.38		 75.77   	 -71.21		
-33.57   	-134.58   	 74.97   	 122.07		 75.48   	 -50.86		
-32.04   	-131.84   	 75.46   	 167.85		 75.28   	 -25.43		
-31.43   	-127.87   	 76.13   	 218.72		 75.18   	  -5.09		
-31.43   	-125.43   	 77.01   	 274.67		 75.16(D)	   5.09		
-31.74   	-126.34   	 78.11   	 325.53		 75.18   	   0.00		
-32.65   	-129.39   	 79.41   	 371.31		 75.18   	  15.26		
-32.65   	-131.84   	 80.89   	 406.92		 75.24   	  40.69		
-30.82   	-131.53   	 82.52   	 442.52		 75.40   	  91.56		
-26.25   	-128.17   	 84.29   	 467.95		 75.77   	 157.68		
-20.75   	-123.60   	 86.16   	 483.21		 76.40   	 269.58		
-16.78   	-121.15   	 88.10   	 493.39		 77.48   	 452.69		
-16.78   	-121.46   	 90.07   	 488.30		 79.29   	 742.62		
-20.14   	-123.60   	 92.02   	 493.39		 82.26   	1098.67		
-23.19   	-124.51   	 94.00   	 483.21		 86.65   	1393.69		
-23.19   	-123.60   	 95.93   	 473.04		 92.23   	1449.64		
-18.92   	-119.93   	 97.82   	 462.87		 98.03   	1261.44		
-12.51   	-114.75   	 99.67   	 457.78		103.07   	 956.25		
 -7.02   	-108.64   	101.51   	 442.52		106.90   	 722.28		
 -4.58   	-102.84   	103.28   	 437.43		109.79   	 651.07		
 -4.58   	-97.96   	105.03   	 427.26		112.39   	 696.84		
 -5.19   	-94.91   	106.73   	 422.18		115.18   	 768.05		
 -5.19   	-93.38   	108.42   	 417.09		118.25   	 793.49		
 -3.66   	-92.16   	110.09   	 412.00		121.42   	 762.97		
 -0.61   	-89.42   	111.74   	 412.00		124.48   	 737.54		
  3.36   	-84.23   	113.39   	 406.92		127.43   	 732.45		
  8.54   	-77.51   	115.01   	 406.92		130.36   	 742.62		
 13.12   	-71.11   	116.64   	 406.92		133.33   	 773.14		
 16.17   	-65.92   	118.27   	 401.83		136.42   	 773.14		
 16.78   	-61.65   	119.88   	 396.74		139.51   	 742.62		
 17.09   	-57.07   	121.46   	 391.66		142.48   	 696.84		
 18.62   	-50.96   	123.03   	 386.57		145.27   	 630.72		
 22.58   	-43.95   	124.58   	 381.48		147.79   	 574.77		
 28.08   	-36.93   	126.10   	 366.22		150.09   	 508.65		
 32.65   	-30.52   	127.57   	 356.05		152.13   	 457.78		
 35.10   	-24.11   	128.99   	 345.88		153.96   	 427.26		
 36.32   	-16.48   	130.38   	 330.62		155.67   	 381.48		
 37.84   	 -7.32   	131.70   	 315.36		157.19   	 330.62		
 39.67   	  2.75   	132.96   	 300.10		158.51   	 274.67		
 40.59   	 12.51   	134.16   	 289.93		159.61   	 218.72		
 39.37   	 21.36   	135.32   	 274.67		160.49   	 178.03		
 36.32   	 30.21   	136.42   	 259.41		161.20   	 183.11		
 32.96   	 40.28   	137.46   	 244.15		161.93   	 203.46		
 32.35   	 51.27   	138.43   	 228.89		162.75   	 223.80		
 35.10   	 61.04   	139.35   	 218.72		163.64   	 198.37		
 39.98   	 67.44   	140.22   	 203.46		164.43   	 152.59		
 43.95   	 69.27   	141.04   	 188.20		165.05   	 111.90		
 44.86   	 67.75   	141.79   	 172.94		165.49   	  76.30		
 43.03   	 65.61   	142.48   	 162.77		165.80   	  50.86		
 40.28   	 63.78   	143.13   	 147.51		166.00   	  40.69		
 37.23   	 61.04   	143.72   	 137.33		166.16   	  30.52		
 32.96   	 54.93   	144.27   	 116.99		166.29   	  25.43		
 27.16   	 44.25   	144.74   	 111.90		166.39   	   5.09		
 20.45   	 31.13   	145.19   	  91.56		166.41(S)	 -15.26		
 14.95   	 19.23   	145.55   	  81.38		166.35   	 -45.78		
 11.60   	  9.77   	145.88   	  71.21		166.16   	 -86.47		
  8.54   	  1.83   	146.16   	  55.95		165.82   	-127.16		
  4.88   	 -6.10   	146.39   	  45.78		165.31   	-178.03		
 -0.31   	-15.26   	146.57   	  25.43		164.60   	-178.03		
 -4.88   	-24.72   	146.67   	  20.35		163.89   	-157.68		
 -7.32   	-32.35   	146.75(S)	   0.00		163.25   	-167.85		
 -8.85   	-36.93   	146.75   	 -10.17		162.58   	-193.29		
-11.29   	-37.54   	146.71   	 -30.52		161.81   	-228.89		
-15.56   	-35.71   	146.59   	 -45.78		160.89   	-254.32		
-19.23   	-33.87   	146.41   	 -61.04		159.88   	-269.58		
-20.14   	-33.26   	146.16   	 -76.30		158.80   	-269.58		
-18.31   	-34.79   	145.86   	-101.73		157.72   	-289.93		
-16.17   	-38.76   	145.45   	-127.16		156.56   	-325.53		
-16.78   	-42.72   	144.94   	-152.59		155.26   	-371.31		
-20.14   	-45.47   	144.33   	-178.03		153.77   	-381.48		
-23.19   	-45.78   	143.62   	-208.54		152.25   	-401.83		
-22.58   	-43.64   	142.79   	-239.06		150.64   	-422.18		
-18.31   	-39.98   	141.83   	-269.58		148.95   	-447.61		
-12.82   	-36.62   	140.75   	-300.10		147.16   	-493.39		
 -7.93   	-33.57   	139.55   	-325.53		145.19   	-534.08		
 -4.88   	-32.04   	138.25   	-340.79		143.05   	-559.51		
 -4.58   	-31.43   	136.89   	-356.05		140.81   	-584.94		
 -5.80   	-32.04   	135.46   	-356.05		138.47   	-600.20		
 -8.54   	-33.57   	134.04   	-356.05		136.07   	-625.63		
-12.51   	-35.40   	132.61   	-340.79		133.57   	-635.81		
-16.17   	-36.62   	131.25   	-330.62		131.03   	-625.63		
-18.62   	-36.01   	129.93   	-315.36		128.52   	-610.37		
-18.62   	-32.96   	128.67   	-289.93		126.08   	-584.94		
-15.56   	-28.69   	127.51   	-279.75		123.74   	-528.99		
-10.99   	-24.41   	126.39   	-259.41		121.63   	-457.78		
 -7.02   	-22.28   	125.35   	-244.15		119.80   	-371.31		
 -6.10   	-22.89   	124.37   	-228.89		118.31   	-295.01		
 -9.46   	-25.63   	123.46   	-223.80		117.13   	-259.41		
-15.26   	-28.38   	122.56   	-213.63		116.09   	-274.67		
-21.06   	-29.60   	121.71   	-208.54		114.99   	-300.10		
-24.41   	-28.69   	120.87   	-203.46		113.79   	-305.19		
-24.41   	-27.16   	120.06   	-198.37		112.57   	-279.75		
-23.19   	-26.55   	119.27   	-198.37		111.45   	-249.24		
-21.67   	-26.55   	118.47   	-193.29		110.46   	-218.72		
-20.14   	-26.86   	117.70   	-193.29		109.58   	-208.54		
-17.40   	-26.86   	116.93   	-193.29		108.75   	-198.37		
-13.43   	-27.16   	116.15   	-188.20		107.95   	-198.37		
 -9.46   	-29.91   	115.40   	-183.11		107.16   	-188.20		
 -7.32   	-35.40   	114.67   	-183.11		106.41   	-167.85		
 -9.46   	-41.81   	113.94   	-183.11		105.74   	-162.77		
-15.56   	-46.08   	113.20   	-178.03		105.09   	-152.59		
-21.67   	-45.78   	112.49   	-172.94		104.48   	-137.33		
-24.11   	-42.11   	111.80   	-172.94		103.93   	-127.16		
-21.67   	-37.84   	111.11   	-167.85		103.42   	-127.16		
-16.78   	-34.79   	110.44   	-162.77		102.91   	-122.07		
-12.82   	-33.57   	109.79   	-162.77		102.42   	-111.90		
-11.90   	-33.57   	109.13   	-162.77		101.97   	-106.82		
-13.12   	-33.26   	108.48   	-157.68		101.55   	-101.73		
-14.04   	-33.57   	107.85   	-157.68		101.14   	 -91.56		
-14.04   	-36.01   	107.22   	-152.59		100.77   	 -91.56		
-13.73   	-40.59   	106.61   	-152.59		100.41   	-101.73		
-14.65   	-45.47   	106.00   	-147.51		100.00   	 -96.64		
-15.87   	-48.83   	105.41   	-152.59		 99.61   	 -86.47		
-16.17   	-49.44   	104.80   	-147.51		 99.27   	 -86.47		
