  I     	  II     	  FA     	  FA'		  AO     	  AO'		
-26.25   	-39.06   	 60.24   	 254.32		 55.79   	 116.99		
-23.19   	-35.40   	 61.26   	 259.41		 56.26   	 132.25		
-21.36   	-34.48   	 62.30   	 269.58		 56.79   	 152.59		
-20.45   	-36.01   	 63.38   	 269.58		 57.40   	 167.85		
-20.75   	-39.98   	 64.46   	 274.67		 58.07   	 183.11		
-21.97   	-43.64   	 65.55   	 264.50		 58.80   	 203.46		
-23.50   	-44.86   	 66.61   	 259.41		 59.61   	 213.63		
-25.33   	-43.33   	 67.65   	 254.32		 60.47   	 228.89		
-27.16   	-41.20   	 68.67   	 249.24		 61.38   	 239.06		
-28.38   	-40.59   	 69.66   	 233.98		 62.34   	 249.24		
-28.69   	-43.03   	 70.60   	 228.89		 63.34   	 259.41		
-28.38   	-47.00   	 71.52   	 213.63		 64.37   	 269.58		
-27.77   	-50.96   	 72.37   	 213.63		 65.45   	 269.58		
-27.16   	-52.80   	 73.22   	 203.46		 66.53   	 279.75		
-26.55   	-52.80   	 74.04   	 203.46		 67.65   	 284.84		
-25.94   	-51.27   	 74.85   	 203.46		 68.79   	 295.01		
-25.63   	-49.44   	 75.67   	 213.63		 69.97   	 300.10		
-26.55   	-48.22   	 76.52   	 218.72		 71.17   	 305.19		
-29.30   	-48.52   	 77.40   	 233.98		 72.39   	 310.27		
-32.96   	-50.66   	 78.33   	 254.32		 73.63   	 320.45		
-34.48   	-53.41   	 79.35   	 264.50		 74.91   	 330.62		
-32.65   	-54.93   	 80.41   	 279.75		 76.24   	 340.79		
-28.69   	-54.32   	 81.53   	 295.01		 77.60   	 345.88		
-24.72   	-51.88   	 82.71   	 310.27		 78.98   	 350.97		
-22.58   	-49.44   	 83.95   	 310.27		 80.39   	 366.22		
-22.89   	-49.44   	 85.19   	 320.45		 81.85   	 366.22		
-24.11   	-50.96   	 86.47   	 330.62		 83.32   	 376.40		
-24.11   	-52.49   	 87.79   	 325.53		 84.82   	 376.40		
-23.80   	-51.27   	 89.09   	 335.71		 86.33   	 391.66		
-23.80   	-47.00   	 90.44   	 340.79		 87.89   	 391.66		
-25.02   	-42.11   	 91.80   	 345.88		 89.46   	 396.74		
-26.55   	-40.59   	 93.18   	 350.97		 91.05   	 396.74		
-26.86   	-43.33   	 94.59   	 356.05		 92.63   	 401.83		
-25.33   	-46.39   	 96.01   	 366.22		 94.24   	 401.83		
-22.58   	-45.78   	 97.48   	 366.22		 95.85   	 401.83		
-20.75   	-40.59   	 98.94   	 366.22		 97.46   	 396.74		
-20.75   	-33.87   	100.41   	 371.31		 99.04   	 401.83		
-22.58   	-28.99   	101.89   	 371.31		100.65   	 391.66		
-24.11   	-26.55   	103.38   	 366.22		102.22   	 396.74		
-24.11   	-21.97   	104.84   	 361.14		103.80   	 386.57		
-22.89   	-13.43   	106.29   	 356.05		105.35   	 386.57		
-21.36   	 -2.75   	107.71   	 356.05		106.90   	 386.57		
-20.75   	  6.10   	109.13   	 350.97		108.44   	 376.40		
-20.45   	 10.68   	110.54   	 345.88		109.95   	 371.31		
-19.23   	 13.73   	111.92   	 350.97		111.43   	 366.22		
-15.26   	 20.14   	113.33   	 340.79		112.90   	 361.14		
 -9.46   	 32.04   	114.69   	 345.88		114.34   	 356.05		
 -3.66   	 47.30   	116.07   	 340.79		115.77   	 350.97		
  0.61   	 61.65   	117.44   	 345.88		117.17   	 345.88		
  3.36   	 72.02   	118.82   	 335.71		118.55   	 335.71		
  5.49   	 79.04   	120.16   	 335.71		119.90   	 335.71		
  7.63   	 82.70   	121.51   	 325.53		121.24   	 325.53		
 11.29   	 83.92   	122.81   	 320.45		122.54   	 315.36		
 15.87   	 83.31   	124.09   	 315.36		123.80   	 315.36		
 20.75   	 81.48   	125.35   	 310.27		125.07   	 305.19		
 25.33   	 81.48   	126.59   	 300.10		126.29   	 300.10		
 29.91   	 86.06   	127.79   	 289.93		127.49   	 295.01		
 34.48   	 94.60   	128.95   	 279.75		128.67   	 289.93		
 38.15   	103.45   	130.07   	 269.58		129.83   	 279.75		
 41.50   	108.64   	131.15   	 264.50		130.95   	 264.50		
 44.25   	107.73   	132.21   	 244.15		132.00   	 269.58		
 46.39   	101.01   	133.18   	 239.06		133.08   	 254.32		
 48.22   	 91.86   	134.14   	 223.80		134.10   	 249.24		
 48.52   	 83.62   	135.04   	 213.63		135.10   	 233.98		
 47.00   	 77.82   	135.89   	 193.29		136.03   	 228.89		
 43.64   	 72.94   	136.66   	 183.11		136.95   	 213.63		
 39.37   	 65.92   	137.40   	 162.77		137.80   	 203.46		
 35.71   	 54.93   	138.05   	 147.51		138.62   	 188.20		
 35.71   	 54.93   	138.64   	 127.16		139.37   	 178.03		
 33.26   	 40.59   	139.14   	 111.90		140.08   	 167.85		
 31.74   	 26.86   	139.59   	  91.56		140.75   	 147.51		
 30.82   	 18.62   	139.96   	  76.30		141.34   	 137.33		
 29.91   	 17.40   	140.26   	  55.95		141.89   	 116.99		
 28.38   	 19.84   	140.49   	  35.61		142.36   	 101.73		
 25.63   	 21.06   	140.63   	  15.26		142.77   	  86.47		
 21.97   	 16.78   	140.69(S)	  -5.09		143.11   	  66.12		
 17.40   	  7.02   	140.67   	 -25.43		143.38   	  50.86		
 13.43   	 -5.19   	140.57   	 -50.86		143.58   	  30.52		
 10.38   	-16.17   	140.37   	 -76.30		143.70   	  15.26		
  9.16   	-23.80   	140.06   	 -96.64		143.76   	 -10.17		
  8.85   	-28.99   	139.67   	-122.07		143.72   	 -30.52		
  8.85   	-32.04   	139.19   	-142.42		143.60   	 -50.86		
  9.16   	-33.26   	138.62   	-167.85		143.40   	 -76.30		
  8.85   	-32.65   	137.94   	-193.29		143.09   	 -96.64		
  7.93   	-29.91   	137.17   	-203.46		142.71   	-116.99		
  6.71   	-25.63   	136.36   	-223.80		142.24   	-142.42		
  5.49   	-23.19   	135.46   	-233.98		141.67   	-157.68		
  4.88   	-23.80   	134.53   	-244.15		141.04   	-183.11		
  5.19   	-28.38   	133.55   	-249.24		140.30   	-198.37		
  6.71   	-34.48   	132.55   	-254.32		139.51   	-213.63		
  8.54   	-38.76   	131.54   	-254.32		138.66   	-228.89		
 10.07   	-39.37   	130.52   	-254.32		137.74   	-244.15		
 10.38   	-36.32   	129.50   	-254.32		136.76   	-259.41		
  8.24   	-32.65   	128.48   	-249.24		135.73   	-259.41		
  4.58   	-32.04   	127.49   	-249.24		134.69   	-274.67		
  0.31   	-35.40   	126.49   	-244.15		133.59   	-279.75		
 -2.75   	-39.98   	125.51   	-239.06		132.47   	-274.67		
 -3.05   	-41.50   	124.56   	-244.15		131.37   	-279.75		
 -1.22   	-39.06   	123.58   	-239.06		130.25   	-279.75		
  0.61   	-35.40   	122.62   	-233.98		129.13   	-279.75		
  1.53   	-34.18   	121.69   	-239.06		128.02   	-279.75		
  1.53   	-35.40   	120.73   	-228.89		126.90   	-274.67		
  0.61   	-37.23   	119.82   	-233.98		125.80   	-264.50		
  0.31   	-37.23   	118.88   	-228.89		124.74   	-264.50		
  1.22   	-35.10   	117.96   	-223.80		123.68   	-264.50		
  3.36   	-32.96   	117.07   	-223.80		122.62   	-249.24		
  5.49   	-32.96   	116.17   	-218.72		121.63   	-249.24		
  6.71   	-35.10   	115.30   	-213.63		120.63   	-249.24		
  5.49   	-37.23   	114.45   	-208.54		119.63   	-239.06		
  2.44   	-38.15   	113.61   	-203.46		118.68   	-228.89		
 -0.92   	-37.84   	112.80   	-198.37		117.76   	-223.80		
 -3.05   	-37.23   	112.00   	-198.37		116.87   	-223.80		
 -2.14   	-36.62   	111.21   	-193.29		115.97   	-218.72		
  1.22   	-36.01   	110.44   	-193.29		115.10   	-208.54		
  5.80   	-34.18   	109.66   	-188.20		114.26   	-213.63		
  9.77   	-30.82   	108.91   	-183.11		113.41   	-203.46		
 10.68   	-28.08   	108.18   	-188.20		112.59   	-203.46		
  8.54   	-27.77   	107.43   	-183.11		111.78   	-193.29		
  4.88   	-31.13   	106.69   	-183.11		111.01   	-198.37		
  1.83   	-36.01   	105.96   	-183.11		110.21   	-193.29		
  0.92   	-40.59   	105.23   	-178.03		109.44   	-188.20		
  1.83   	-43.33   	104.52   	-178.03		108.69   	-188.20		
  3.05   	-44.56   	103.80   	-178.03		107.93   	-188.20		
  3.66   	-44.86   	103.09   	-167.85		107.18   	-183.11		
  3.66   	-45.78   	102.42   	-167.85		106.45   	-178.03		
  3.36   	-47.30   	101.75   	-167.85		105.74   	-178.03		
  2.75   	-48.22   	101.08   	-162.77		105.03   	-178.03		
  1.83   	-48.22   	100.43   	-157.68		104.31   	-178.03		
  0.92   	-47.61   	 99.80   	-152.59		103.60   	-172.94		
  0.31   	-46.08   	 99.19   	-152.59		102.91   	-167.85		
  1.22   	-44.56   	 98.58   	-152.59		102.24   	-172.94		
  3.05   	-43.95   	 97.97   	-147.51		101.55   	-162.77		
  5.19   	-45.17   	 97.37   	-142.42		100.89   	-162.77		
  7.02   	-47.61   	 96.81   	-147.51		100.24   	-162.77		
  7.32   	-50.96   	 96.22   	-137.33		 99.59   	-162.77		
  6.41   	-53.10   	 95.67   	-142.42		 98.94   	-147.51		
  5.49   	-53.10   	 95.10   	-137.33		 98.35   	-157.68		
  5.80   	-51.27   	 94.55   	-137.33		 97.72   	-147.51		
  6.41   	-50.05   	 94.00   	-137.33		 97.13   	-147.51		
  7.63   	-51.88   	 93.45   	-132.25		 96.54   	-147.51		
  7.93   	-56.46   	 92.92   	-132.25		 95.95   	-137.33		
  7.93   	-61.34   	 92.39   	-127.16		 95.40   	-142.42		
  7.63   	-63.17   	 91.88   	-127.16		 94.83   	-137.33		
  7.93   	-60.42   	 91.37   	-127.16		 94.28   	-132.25		
  8.54   	-55.54   	 90.86   	-122.07		 93.75   	-132.25		
  9.77   	-50.96   	 90.38   	-116.99		 93.22   	-127.16		
 10.99   	-49.13   	 89.91   	-122.07		 92.72   	-127.16		
 11.60   	-49.74   	 89.42   	-116.99		 92.21   	-122.07		
 11.60   	-51.27   	 88.95   	-111.90		 91.72   	-122.07		
 10.38   	-52.80   	 88.50   	-116.99		 91.23   	-116.99		
  9.16   	-54.63   	 88.04   	-111.90		 90.76   	-116.99		
  8.85   	-56.46   	 87.59   	-106.82		 90.29   	-116.99		
 10.38   	-57.07   	 87.16   	-111.90		 89.83   	-111.90		
 12.51   	-55.54   	 86.71   	-106.82		 89.38   	-111.90		
 14.34   	-51.57   	 86.29   	-106.82		 88.93   	-106.82		
 14.95   	-48.22   	 85.86   	-101.73		 88.50   	-106.82		
 14.04   	-47.61   	 85.45   	-101.73		 88.08   	-106.82		
 12.51   	-51.27   	 85.05   	-101.73		 87.65   	-106.82		
 11.90   	-57.37   	 84.64   	-101.73		 87.22   	-106.82		
 12.21   	-63.48   	 84.23   	 -96.64		 86.80   	 -96.64		
 13.73   	-67.44   	 83.85   	 -96.64		 86.41   	-101.73		
 15.56   	-68.66   	 83.46   	 -96.64		 86.00   	 -96.64		
 16.48   	-67.75   	 83.07   	 -91.56		 85.62   	 -96.64		
 15.87   	-65.31   	 82.71   	 -96.64		 85.23   	 -96.64		
 14.04   	-62.26   	 82.32   	 -96.64		 84.84   	 -96.64		
 12.51   	-59.51   	 81.93   	 -91.56		 84.46   	 -96.64		
 12.82   	-58.59   	 81.57   	 -96.64		 84.07   	 -96.64		
 14.04   	-59.51   	 81.18   	 -91.56		 83.68   	 -96.64		
 14.95   	-61.04   	 80.81   	 -91.56		 83.30   	 -91.56		
 13.73   	-62.87   	 80.45   	 -91.56		 82.93   	-101.73		
 10.68   	-64.70   	 80.08   	 -91.56		 82.52   	 -86.47		
  7.02   	-67.14   	 79.71   	 -91.56		 82.18   	 -91.56		
  6.10   	-69.58   	 79.35   	 -86.47		 81.81   	 -91.56		
  8.24   	-71.72   	 79.00   	 -86.47		 81.44   	 -91.56		
 11.90   	-72.63   	 78.66   	 -86.47		 81.08   	 -86.47		
 14.95   	-72.94   	 78.31   	 -86.47		 80.73   	 -91.56		
 14.65   	-74.16   	 77.97   	 -81.38		 80.37   	 -86.47		
 11.90   	-75.99   	 77.64   	 -81.38		 80.02   	 -91.56		
  7.93   	-77.21   	 77.31   	 -76.30		 79.65   	 -81.38		
  6.71   	-75.99   	 77.01   	 -81.38		 79.33   	 -86.47		
  8.54   	-72.63   	 76.68   	 -76.30		 78.98   	 -81.38		
 12.51   	-69.27   	 76.38   	 -76.30		 78.66   	 -81.38		
 16.17   	-67.44   	 76.07   	 -76.30		 78.33   	 -81.38		
 18.31   	-67.44   	 75.77   	 -71.21		 78.01   	 -76.30		
 18.62   	-68.36   	 75.48   	 -71.21		 77.70   	 -81.38		
 17.70   	-69.27   	 75.20   	 -71.21		 77.38   	 -81.38		
 16.78   	-70.50   	 74.91   	 -71.21		 77.05   	 -66.12		
 15.56   	-72.63   	 74.63   	 -71.21		 76.79   	 -76.30		
 14.65   	-75.68   	 74.34   	 -66.12		 76.48   	 -71.21		
 14.04   	-78.43   	 74.08   	 -66.12		 76.20   	 -71.21		
 14.65   	-78.43   	 73.81   	 -66.12		 75.91   	 -71.21		
 15.87   	-76.29   	 73.55   	 -61.04		 75.63   	 -66.12		
 17.09   	-73.85   	 73.31   	 -66.12		 75.36   	 -66.12		
 17.09   	-73.24   	 73.04   	 -61.04		 75.10   	 -66.12		
 15.87   	-74.77   	 72.80   	 -66.12		 74.83   	 -66.12		
 14.65   	-77.21   	 72.53   	 -61.04		 74.57   	 -66.12		
 14.34   	-77.82   	 72.29   	 -61.04		 74.30   	 -66.12		
 15.56   	-76.29   	 72.04   	 -61.04		 74.04   	 -61.04		
 17.70   	-73.85   	 71.80   	 -61.04		 73.79   	 -61.04		
 19.23   	-72.94   	 71.56   	 -61.04		 73.55   	 -61.04		
 19.53   	-74.77   	 71.31   	 -61.04		 73.31   	 -61.04		
 18.92   	-77.51   	 71.07   	 -55.95		 73.06   	 -61.04		
 18.01   	-79.04   	 70.84   	 -61.04		 72.82   	 -55.95		
 18.01   	-78.43   	 70.60   	 -55.95		 72.59   	 -61.04		
 19.23   	-75.99   	 70.38   	 -55.95		 72.35   	 -55.95		
 19.84   	-74.16   	 70.15   	 -55.95		 72.13   	 -55.95		
 19.23   	-75.07   	 69.93   	 -55.95		 71.90   	 -55.95		
 17.09   	-77.82   	 69.70   	 -50.86		 71.68   	 -55.95		
 14.04   	-81.48   	 69.50   	 -55.95		 71.45   	 -55.95		
 11.60   	-84.23   	 69.28   	 -50.86		 71.23   	 -55.95		
 11.60   	-85.45   	 69.07   	 -50.86		 71.01   	 -55.95		
 14.04   	-84.53   	 68.87   	 -50.86		 70.78   	 -50.86		
 17.70   	-81.48   	 68.67   	 -50.86		 70.58   	 -55.95		
 21.06   	-76.60   	 68.46   	 -50.86		 70.36   	 -50.86		
 23.19   	-69.89   	 68.26   	 -50.86		 70.15   	 -50.86		
 24.72   	-60.73   	 68.06   	 -45.78		 69.95   	 -50.86		
 25.63   	-49.44   	 67.87   	 -50.86		 69.75   	 -50.86		
 27.16   	-36.32   	 67.67   	 -45.78		 69.54   	 -50.86		
 29.30   	-22.58   	 67.49   	 -45.78		 69.34   	 -45.78		
 31.43   	-11.60   	 67.30   	 -40.69		 69.16   	 -50.86		
 34.18   	 -4.27   	 67.14   	 -45.78		 68.95   	 -45.78		
 36.93   	 -1.53   	 66.96   	 -40.69		 68.77   	 -50.86		
 40.28   	 -0.92   	 66.80   	 -45.78		 68.57   	 -45.78		
 44.25   	  1.53   	 66.61   	 -40.69		 68.38   	 -45.78		
 48.22   	  8.54   	 66.45   	 -40.69		 68.20   	 -45.78		
 51.88   	 19.84   	 66.29   	 -40.69		 68.02   	 -45.78		
 55.54   	 32.35   	 66.12   	 -35.61		 67.83   	 -45.78		
 59.20   	 41.81   	 65.98   	 -40.69		 67.65   	 -45.78		
 63.48   	 46.08   	 65.82   	 -40.69		 67.47   	 -45.78		
 68.97   	 46.08   	 65.66   	 -40.69		 67.28   	 -40.69		
 73.85   	 43.64   	 65.49   	 -35.61		 67.12   	 -40.69		
 77.51   	 39.98   	 65.35   	 -40.69		 66.96   	 -45.78		
 79.96   	 36.93   	 65.19   	 -40.69		 66.77   	 -40.69		
 83.01   	 34.48   	 65.03   	 -40.69		 66.61   	 -40.69		
 86.98   	 32.04   	 64.86   	 -40.69		 66.45   	 -40.69		
 91.25   	 28.08   	 64.70   	 -40.69		 66.29   	 -45.78		
 93.08   	 19.53   	 64.54   	 -40.69		 66.10   	 -40.69		
 90.03   	  5.19   	 64.37   	 -40.69		 65.94   	 -35.61		
 81.18   	-13.73   	 64.21   	 -40.69		 65.80   	 -40.69		
 68.66   	-32.35   	 64.05   	 -40.69		 65.64   	 -40.69		
 55.54   	-45.78   	 63.89   	 -35.61		 65.47   	 -40.69		
 42.72   	-54.63   	 63.74   	 -40.69		 65.31   	 -40.69		
 31.74   	-62.26   	 63.58   	 -35.61		 65.15   	 -35.61		
 23.19   	-72.33   	 63.44   	 -40.69		 65.00   	 -40.69		
 18.01   	-86.98   	 63.28   	 -35.61		 64.84   	 -40.69		
 15.56   	-104.06   	 63.13   	 -30.52		 64.68   	 -35.61		
 14.65   	-119.02   	 63.01   	 -30.52		 64.54   	 -35.61		
 12.82   	-128.78   	 62.89   	 -30.52		 64.39   	 -30.52		
  9.46   	-133.97   	 62.77   	 -30.52		 64.27   	 -35.61		
  5.49   	-135.50   	 62.64   	 -25.43		 64.13   	 -40.69		
  2.44   	-135.50   	 62.54   	 -25.43		 63.97   	 -25.43		
  1.83   	-135.50   	 62.44   	 -25.43		 63.87   	 -35.61		
  3.36   	-135.80   	 62.34   	 -20.35		 63.72   	 -25.43		
  5.49   	-136.11   	 62.26   	 -20.35		 63.62   	 -25.43		
  7.02   	-136.72   	 62.18   	 -20.35		 63.52   	 -30.52		
  7.63   	-137.02   	 62.10   	 -15.26		 63.40   	 -25.43		
  6.71   	-137.33   	 62.03   	 -20.35		 63.30   	 -20.35		
  5.49   	-137.02   	 61.95   	 -15.26		 63.21   	 -25.43		
  4.27   	-136.72   	 61.89   	 -20.35		 63.11   	 -25.43		
  2.44   	-136.11   	 61.81   	 -15.26		 63.01   	 -20.35		
 -3.36   	-137.02   	 61.75   	 -20.35		 62.93   	 -20.35		
-17.40   	-139.47   	 61.67   	 -20.35		 62.85   	 -20.35		
-38.76   	-141.30   	 61.59   	 -15.26		 62.77   	 -20.35		
-59.51   	-137.33   	 61.53   	 -20.35		 62.69   	 -20.35		
-65.31   	-120.54   	 61.44   	 -25.43		 62.60   	 -20.35		
-41.20   	-86.67   	 61.34   	 -20.35		 62.52   	 -15.26		
 17.40   	-37.54   	 61.26   	 -20.35		 62.46   	 -20.35		
108.03   	 19.84   	 61.18   	 -20.35		 62.38   	 -20.35		
225.83   	 83.01   	 61.10   	 -25.43		 62.30   	 -20.35		
372.31   	160.22   	 61.00   	 -20.35		 62.22   	 -20.35		
548.40   	267.94   	 60.92   	 -25.43		 62.14   	 -20.35		
738.83   	405.27   	 60.81   	 -20.35		 62.05   	 -25.43		
980.22   	575.56   	 60.73   	 -25.43		 61.95   	 -20.35		
938.72   	481.57   	 60.63   	 -25.43		 61.87   	 -25.43		
792.24   	250.24   	 60.53   	 -25.43		 61.77   	 -20.35		
601.50   	-49.74   	 60.43   	 -20.35		 61.69   	 -25.43		
437.93   	-327.76   	 60.35   	 -25.43		 61.59   	 -20.35		
340.58   	-526.43   	 60.24   	 -20.35		 61.51   	 -25.43		
295.41   	-637.51   	 60.16   	 -25.43		 61.40   	 -20.35		
260.01   	-682.68(R)	 60.06   	 -25.43		 61.32   	 -25.43		
198.97   	-677.80   	 59.96   	 -25.43		 61.22   	 -30.52		
108.03   	-624.08   	 59.86   	 -30.52		 61.10   	 -15.26		
  7.02   	-530.40   	 59.74   	 -25.43		 61.04   	 -25.43		
-79.65   	-427.55   	 59.63   	 -30.52		 60.94   	 -25.43		
-140.99   	-350.04   	 59.51   	 -30.52		 60.83   	 -25.43		
-180.36   	-311.58   	 59.39   	 -35.61		 60.73   	 -25.43		
-206.91   	-299.07   	 59.25   	 -30.52		 60.63   	 -25.43		
-225.52   	-285.95   	 59.12   	 -30.52		 60.53   	 -25.43		
-235.29   	-257.57   	 59.00   	 -30.52		 60.43   	 -25.43		
-234.68   	-221.25   	 58.88   	 -25.43		 60.33   	 -25.43		
-222.78   	-194.70   	 58.78   	 -20.35		 60.22   	 -25.43		
-200.81   	-185.55   	 58.70   	 -10.17		 60.12   	 -20.35		
-170.59   	-185.85   	 58.66   	  -5.09		 60.04   	 -30.52		
-135.80   	-180.36   	 58.64(D)	  10.17		 59.92   	 -15.26		
-101.01   	-161.44   	 58.68   	  20.35		 59.86   	 -15.26		
-70.80   	-134.28   	 58.76   	  40.69		 59.80   	 -15.26		
-48.83   	-112.30   	 58.92   	  50.86		 59.74   	 -15.26		
-35.10   	-105.59   	 59.12   	  76.30		 59.67   	   0.00		
-28.38   	-112.61   	 59.43   	  91.56		 59.67   	   0.00		
-26.25   	-123.90   	 59.80   	 116.99		 59.67   	   0.00		
-25.94   	-130.00   	 60.26   	 137.33		 59.67   	  25.43		
-25.33   	-129.09   	 60.81   	 157.68		 59.78   	  30.52		
-23.19   	-124.82   	 61.44   	 183.11		 59.90   	  40.69		
-19.53   	-120.54   	 62.18   	 203.46		 60.06   	  55.95		
-15.26   	-118.41   	 62.99   	 223.80		 60.28   	  66.12		
-12.21   	-118.41   	 63.89   	 233.98		 60.55   	  81.38		
-11.60   	-119.93   	 64.82   	 254.32		 60.87   	 111.90		
-12.82   	-121.77   	 65.84   	 259.41		 61.32   	 122.07		
-14.04   	-123.60   	 66.88   	 274.67		 61.81   	 142.42		
-13.73   	-124.51   	 67.98   	 274.67		 62.38   	 157.68		
-11.29   	-124.51   	 69.07   	 274.67		 63.01   	 178.03		
 -8.85   	-124.21   	 70.17   	 279.75		 63.72   	 193.29		
 -6.71   	-124.51   	 71.29   	 274.67		 64.50   	 208.54		
 -6.10   	-125.12   	 72.39   	 269.58		 65.33   	 228.89		
 -6.71   	-125.43   	 73.47   	 269.58		 66.25   	 239.06		
 -7.93   	-125.73   	 74.55   	 259.41		 67.20   	 249.24		
 -9.46   	-125.73   	 75.58   	 254.32		 68.20   	 264.50		
-10.68   	-125.43   	 76.60   	 244.15		 69.26   	 274.67		
-11.60   	-125.12   	 77.58   	 239.06		 70.36   	 279.75		
-11.90   	-125.43   	 78.53   	 233.98		 71.47   	 295.01		
-11.60   	-125.73   	 79.47   	 228.89		 72.65   	 300.10		
-10.99   	-126.34   	 80.39   	 228.89		 73.86   	 305.19		
-10.07   	-127.56   	 81.30   	 228.89		 75.08   	 315.36		
-10.07   	-128.48   	 82.22   	 233.98		 76.34   	 325.53		
-10.68   	-129.39   	 83.15   	 244.15		 77.64   	 325.53		
-11.60   	-129.70   	 84.13   	 259.41		 78.94   	 345.88		
-12.51   	-129.39   	 85.17   	 269.58		 80.33   	 350.97		
-12.51   	-128.78   	 86.25   	 284.84		 81.73   	 356.05		
-11.90   	-127.87   	 87.39   	 305.19		 83.15   	 366.22		
-10.68   	-127.26   	 88.61   	 325.53		 84.62   	 376.40		
-10.07   	-126.95   	 89.91   	 335.71		 86.12   	 386.57		
-10.38   	-126.95   	 91.25   	 350.97		 87.67   	 391.66		
-10.38   	-125.73   	 92.65   	 366.22		 89.24   	 396.74		
-10.38   	-123.29   	 94.12   	 371.31		 90.82   	 406.92		
 -9.16   	-119.93   	 95.60   	 376.40		 92.45   	 406.92		
 -7.63   	-117.19   	 97.11   	 376.40		 94.08   	 417.09		
 -6.41   	-115.97   	 98.62   	 376.40		 95.75   	 417.09		
 -6.71   	-116.88   	100.12   	 371.31		 97.42   	 417.09		
 -7.63   	-118.41   	101.61   	 366.22		 99.08   	 417.09		
 -7.93   	-118.41   	103.07   	 366.22		100.75   	 417.09		
 -7.63   	-116.58   	104.54   	 356.05		102.42   	 417.09		
 -6.10   	-112.92   	105.96   	 356.05		104.09   	 412.00		
 -4.88   	-108.95   	107.39   	 350.97		105.74   	 406.92		
 -4.27   	-104.98   	108.79   	 350.97		107.36   	 406.92		
 -4.88   	-101.32   	110.19   	 350.97		108.99   	 396.74		
 -5.49   	-97.35   	111.60   	 356.05		110.58   	 396.74		
 -6.10   	-93.38   	113.02   	 350.97		112.17   	 386.57		
 -6.71   	-89.72   	114.42   	 356.05		113.71   	 381.48		
 -7.63   	-86.98   	115.85   	 356.05		115.24   	 381.48		
 -8.85   	-84.53   	117.27   	 356.05		116.76   	 371.31		
 -9.46   	-80.57   	118.70   	 356.05		118.25   	 366.22		
 -9.46   	-74.16   	120.12   	 356.05		119.71   	 361.14		
 -7.93   	-65.00   	121.55   	 356.05		121.16   	 356.05		
 -5.49   	-55.24   	122.97   	 350.97		122.58   	 350.97		
 -2.44   	-46.39   	124.37   	 350.97		123.99   	 345.88		
  0.61   	-39.37   	125.78   	 350.97		125.37   	 340.79		
  2.75   	-34.48   	127.18   	 345.88		126.73   	 335.71		
  4.58   	-30.21   	128.57   	 340.79		128.08   	 325.53		
  6.71   	-24.11   	129.93   	 340.79		129.38   	 330.62		
 10.38   	-15.26   	131.29   	 330.62		130.70   	 320.45		
 16.78   	 -4.58   	132.61   	 320.45		131.98   	 315.36		
 25.33   	  6.10   	133.90   	 315.36		133.24   	 310.27		
 33.87   	 13.73   	135.16   	 310.27		134.49   	 300.10		
 40.59   	 16.78   	136.40   	 300.10		135.69   	 300.10		
 44.56   	 16.48   	137.60   	 289.93		136.89   	 284.84		
 46.39   	 14.95   	138.76   	 279.75		138.03   	 279.75		
 48.22   	 14.65   	139.88   	 274.67		139.14   	 284.84		
 51.27   	 16.17   	140.98   	 259.41		140.28   	 264.50		
 54.93   	 17.70   	142.01   	 249.24		141.34   	 264.50		
 57.68   	 16.78   	143.01   	 239.06		142.40   	 254.32		
 58.29   	 12.82   	143.97   	 228.89		143.42   	 239.06		
 56.76   	  5.80   	144.88   	 208.54		144.37   	 239.06		
 54.02   	 -1.22   	145.72   	 198.37		145.33   	 228.89		
 51.88   	 -7.32   	146.51   	 183.11		146.25   	 213.63		
 50.96   	-12.51   	147.24   	 167.85		147.10   	 208.54		
 49.74   	-18.01   	147.91   	 147.51		147.93   	 193.29		
 47.91   	-24.11   	148.50   	 132.25		148.71   	 183.11		
 45.47   	-29.60   	149.03   	 111.90		149.44   	 167.85		
 43.64   	-34.48   	149.48   	  96.64		150.11   	 157.68		
 42.42   	-39.06   	149.87   	  71.21		150.74   	 132.25		
 40.89   	-44.86   	150.15   	  55.95		151.27   	 132.25		
 36.93   	-53.41   	150.38   	  30.52		151.80   	 106.82		
 30.82   	-62.87   	150.50   	  10.17		152.23   	  96.64		
 24.72   	-71.41   	150.54(S)	 -15.26		152.61   	  76.30		
 21.06   	-76.29   	150.48   	 -40.69		152.92   	  50.86		
 20.45   	-77.51   	150.31   	 -66.12		153.12   	  35.61		
 21.67   	-76.90   	150.05   	 -91.56		153.26   	  15.26		
 22.58   	-76.60   	149.68   	-122.07		153.33(S)	  -5.09		
 22.28   	-78.13   	149.20   	-147.51		153.31   	 -35.61		
 21.06   	-81.48   	148.61   	-167.85		153.16   	 -55.95		
 19.23   	-86.36   	147.93   	-193.29		152.94   	 -76.30		
 17.09   	-91.86   	147.16   	-213.63		152.63   	-101.73		
 14.34   	-96.44   	146.31   	-228.89		152.23   	-127.16		
 12.21   	-99.79   	145.39   	-244.15		151.72   	-147.51		
 11.29   	-101.93   	144.41   	-259.41		151.13   	-172.94		
 10.68   	-103.45   	143.38   	-264.50		150.44   	-193.29		
 10.07   	-105.29   	142.32   	-274.67		149.66   	-218.72		
  8.54   	-107.73   	141.22   	-279.75		148.79   	-228.89		
  6.71   	-109.86   	140.10   	-284.84		147.87   	-249.24		
