  I     	  II     	  AOp     	  AOp'		  AO     	  AO'		
-45.47   	  9.77   	100.04   	-198.37		101.32   	-198.37		
-46.39   	  3.97   	 99.25   	-188.20		100.53   	-193.29		
-36.01   	 12.51   	 98.49   	-188.20		 99.76   	-188.20		
-34.79   	  8.85   	 97.74   	-188.20		 99.00   	-188.20		
-35.40   	  7.63   	 96.99   	-188.20		 98.25   	-188.20		
-27.77   	 -2.44   	 96.24   	-183.11		 97.50   	-188.20		
-36.62   	-14.95   	 95.50   	-193.29		 96.74   	-188.20		
-39.06   	-31.13   	 94.73   	-193.29		 95.99   	-188.20		
-44.25   	-53.41   	 93.96   	-198.37		 95.24   	-188.20		
-37.23   	-56.46   	 93.16   	-198.37		 94.49   	-188.20		
-43.33   	-79.04   	 92.37   	-193.29		 93.73   	-193.29		
-44.25   	-100.71   	 91.60   	-198.37		 92.96   	-188.20		
-39.67   	-120.54   	 90.80   	-193.29		 92.21   	-183.11		
-37.54   	-141.60   	 90.03   	-193.29		 91.47   	-188.20		
-28.08   	-156.25   	 89.26   	-198.37		 90.72   	-188.20		
-28.08   	-157.78   	 88.46   	-213.63		 89.97   	-188.20		
-32.35   	-155.03   	 87.61   	-223.80		 89.22   	-193.29		
-40.59   	-158.69   	 86.71   	-244.15		 88.44   	-198.37		
-49.44   	-149.84   	 85.74   	-259.41		 87.65   	-198.37		
-51.57   	-138.24   	 84.70   	-254.32		 86.86   	-193.29		
-58.59   	-131.23   	 83.68   	-244.15		 86.08   	-188.20		
-57.98   	-118.41   	 82.71   	-213.63		 85.33   	-178.03		
-64.70   	-110.47   	 81.85   	-178.03		 84.62   	-162.77		
-51.57   	-95.83   	 81.14   	-132.25		 83.97   	-147.51		
-35.10   	-68.97   	 80.61   	 -86.47		 83.38   	-127.16		
-26.86   	-36.01   	 80.26   	 -50.86		 82.87   	-116.99		
-13.43   	-15.56   	 80.06   	 -25.43		 82.40   	-101.73		
-23.50   	 -4.58   	 79.96   	 -10.17		 81.99   	 -96.64		
-36.62   	  3.97   	 79.92   	 -25.43		 81.61   	 -91.56		
-29.30   	  8.54   	 79.82   	 -50.86		 81.24   	 -96.64		
-39.06   	 11.29   	 79.61   	 -81.38		 80.85   	-106.82		
-33.87   	 18.31   	 79.29   	-116.99		 80.43   	-111.90		
-34.18   	 15.87   	 78.82   	-147.51		 79.98   	-122.07		
-37.54   	 12.82   	 78.23   	-162.77		 79.49   	-127.16		
-45.17   	 17.70   	 77.58   	-162.77		 78.98   	-132.25		
-50.96   	 15.26   	 76.93   	-147.51		 78.45   	-122.07		
-54.63   	 19.23   	 76.34   	-127.16		 77.97   	-122.07		
-62.26   	 18.92   	 75.83   	 -91.56		 77.48   	-106.82		
-48.52   	 21.67   	 75.46   	 -50.86		 77.05   	 -96.64		
-32.65   	 30.52   	 75.26   	 -10.17		 76.66   	 -81.38		
-26.86   	 30.21   	 75.22   	  20.35		 76.34   	 -66.12		
-32.65   	 44.86   	 75.30   	  40.69		 76.07   	 -55.95		
-72.33   	 84.84   	 75.46   	  50.86		 75.85   	 -40.69		
-120.54   	152.59   	 75.67   	  45.78		 75.69   	 -40.69		
-126.04   	236.51   	 75.85   	  25.43		 75.52   	 -35.61		
-76.60   	344.85   	 75.95   	  -5.09		 75.38   	 -35.61		
 24.11   	444.03   	 75.93   	 -40.69		 75.24   	 -45.78		
187.38   	529.17   	 75.77   	 -81.38		 75.06   	 -55.95		
382.39   	624.69   	 75.44   	-111.90		 74.83   	 -61.04		
605.77   	619.51   	 74.99   	-132.25		 74.59   	 -71.21		
833.13   	386.96   	 74.47   	-142.42		 74.30   	 -76.30		
1019.29   	  3.66   	 73.90   	-137.33		 74.00   	 -81.38		
1120.30   	-468.44   	 73.35   	-132.25		 73.67   	 -81.38		
1072.08   	-877.69   	 72.82   	-111.90		 73.35   	 -81.38		
942.08   	-1045.53   	 72.37   	 -91.56		 73.02   	 -81.38		
795.29   	-1078.19(R)	 72.00   	 -81.38		 72.70   	 -81.38		
655.21   	-1052.86   	 71.68   	 -66.12		 72.37   	 -76.30		
564.58   	-963.75   	 71.41   	 -66.12		 72.06   	 -76.30		
478.82   	-854.49   	 71.15   	 -61.04		 71.76   	 -76.30		
374.45   	-625.31   	 70.91   	 -71.21		 71.45   	 -71.21		
252.38   	-349.73   	 70.62   	 -81.38		 71.17   	 -76.30		
121.15   	-152.28   	 70.29   	 -91.56		 70.86   	 -81.38		
 39.06   	-21.67   	 69.93   	-106.82		 70.54   	 -86.47		
-14.34   	  9.16   	 69.50   	-111.90		 70.19   	 -86.47		
-48.22   	 17.09   	 69.05   	-116.99		 69.85   	 -91.56		
-48.83   	 41.20   	 68.59   	-111.90		 69.48   	 -91.56		
-43.95   	 50.96   	 68.14   	-101.73		 69.11   	 -91.56		
-48.22   	 60.73   	 67.73   	 -81.38		 68.75   	 -91.56		
-49.44   	 66.22   	 67.41   	 -61.04		 68.38   	 -81.38		
-50.05   	 76.29   	 67.16   	 -20.35		 68.06   	 -76.30		
-45.78   	 93.08   	 67.08(D)	  15.26		 67.75   	 -66.12		
-40.89   	102.84   	 67.14   	  55.95		 67.49   	 -40.69		
-47.30   	 98.57   	 67.36   	  96.64		 67.32   	 -25.43		
-48.22   	 97.35   	 67.75   	 137.33		 67.22   	  -5.09		
-54.02   	100.40   	 68.30   	 162.77		 67.20(D)	  25.43		
-73.85   	101.62   	 68.95   	 198.37		 67.30   	  55.95		
-66.83   	108.64   	 69.75   	 218.72		 67.53   	  81.38		
-53.41   	110.17   	 70.62   	 244.15		 67.85   	 111.90		
-57.07   	107.42   	 71.60   	 264.50		 68.30   	 147.51		
-56.76   	124.82   	 72.65   	 289.93		 68.89   	 178.03		
-50.35   	121.15   	 73.81   	 315.36		 69.60   	 208.54		
-61.95   	125.73   	 75.08   	 335.71		 70.44   	 244.15		
-61.34   	132.14   	 76.42   	 366.22		 71.41   	 274.67		
-48.52   	120.24   	 77.88   	 386.57		 72.51   	 300.10		
-46.69   	133.36   	 79.43   	 412.00		 73.71   	 330.62		
-44.86   	137.02   	 81.08   	 422.18		 75.04   	 356.05		
-60.73   	134.28   	 82.77   	 432.35		 76.46   	 381.48		
-68.97   	141.60   	 84.50   	 432.35		 77.99   	 396.74		
-72.33   	137.02   	 86.23   	 417.09		 79.57   	 406.92		
-68.66   	133.67   	 87.89   	 381.48		 81.20   	 391.66		
-52.49   	140.99   	 89.42   	 325.53		 82.77   	 371.31		
-47.30   	145.87   	 90.72   	 264.50		 84.25   	 335.71		
-50.35   	150.45   	 91.78   	 208.54		 85.59   	 315.36		
-55.85   	164.18   	 92.61   	 203.46		 86.86   	 305.19		
-62.26   	164.18   	 93.43   	 233.98		 88.08   	 325.53		
-59.81   	166.63   	 94.36   	 325.53		 89.38   	 356.05		
-50.66   	187.99   	 95.67   	 447.61		 90.80   	 401.83		
-54.02   	187.38   	 97.46   	 559.51		 92.41   	 467.95		
-56.15   	201.72   	 99.69   	 661.24		 94.28   	 518.82		
-59.51   	227.36   	102.34   	 722.28		 96.36   	 569.68		
-62.87   	227.97   	105.23   	 762.97		 98.64   	 610.37		
-52.19   	238.95   	108.28   	 788.40		101.08   	 640.89		
-43.64   	256.35   	111.43   	 803.66		103.64   	 671.41		
-33.87   	270.08   	114.65   	 798.57		106.33   	 691.76		
-34.79   	289.00   	117.84   	 778.23		109.09   	 696.84		
-39.37   	314.33   	120.96   	 727.36		111.88   	 696.84		
-33.57   	336.61   	123.87   	 651.07		114.67   	 676.50		
-28.99   	357.97   	126.47   	 564.60		117.37   	 651.07		
-25.63   	379.64   	128.73   	 473.04		119.98   	 630.72		
-29.30   	408.94   	130.62   	 401.83		122.50   	 610.37		
-32.35   	432.43   	132.23   	 371.31		124.94   	 595.11		
-28.69   	450.74   	133.71   	 366.22		127.32   	 579.86		
-14.95   	480.35   	135.18   	 386.57		129.64   	 569.68		
 15.56   	489.50   	136.72   	 427.26		131.92   	 564.60		
 34.18   	505.37   	138.43   	 467.95		134.18   	 554.42		
 45.17   	525.21   	140.30   	 513.73		136.40   	 544.25		
 52.49   	520.94   	142.36   	 534.08		138.58   	 539.16		
 53.41   	530.09   	144.50   	 549.34		140.73   	 518.82		
 58.29   	528.56   	146.69   	 544.25		142.81   	 498.47		
 55.54   	518.19   	148.87   	 518.82		144.80   	 478.13		
 47.61   	509.34   	150.95   	 478.13		146.71   	 457.78		
 39.98   	491.33   	152.86   	 447.61		148.54   	 432.35		
 43.33   	466.61   	154.65   	 417.09		150.27   	 412.00		
 52.49   	437.62   	156.32   	 401.83		151.92   	 396.74		
 69.89   	405.27   	157.92   	 401.83		153.51   	 376.40		
 69.27   	371.09   	159.53   	 406.92		155.01   	 361.14		
 53.41   	332.95   	161.16   	 427.26		156.46   	 350.97		
 47.30   	289.00   	162.87   	 417.09		157.86   	 335.71		
 38.15   	251.16   	164.54   	 401.83		159.21   	 325.53		
 34.48   	209.35   	166.14   	 350.97		160.51   	 305.19		
 36.01   	174.26   	167.55   	 274.67		161.73   	 295.01		
 19.53   	148.62   	168.65   	 193.29		162.91   	 274.67		
  6.41   	124.21   	169.42   	 111.90		164.01   	 264.50		
 -5.49   	105.90   	169.87   	  35.61		165.07   	 249.24		
-21.06   	 85.14   	170.01   	 -10.17		166.06   	 239.06		
-27.47   	 67.44   	169.97   	 -35.61		167.02   	 223.80		
-23.50   	 52.19   	169.83   	 -45.78		167.91   	 218.72		
-28.99   	 37.54   	169.64   	 -35.61		168.79   	 203.46		
-15.87   	 32.65   	169.50   	 -10.17		169.60   	 203.46		
 -3.66   	 31.74   	169.46   	  15.26		170.42   	 188.20		
-19.84   	 27.47   	169.52   	  40.69		171.17   	 183.11		
-21.06   	 21.97   	169.68   	  66.12		171.90   	 167.85		
-28.38   	 20.45   	169.95   	  81.38		172.57   	 152.59		
-38.45   	 16.78   	170.27   	  86.47		173.18   	 132.25		
-35.71   	  6.10   	170.62   	  86.47		173.71   	 106.82		
-48.22   	  0.92   	170.97   	  71.21		174.14   	  81.38		
-47.61   	 -3.36   	171.25   	  45.78		174.47   	  45.78		
-42.11   	 -0.92   	171.43   	  15.26		174.65   	  15.26		
-46.69   	 -5.19   	171.49(S)	 -30.52		174.71(S)	 -25.43		
-31.13   	  0.00   	171.37   	 -81.38		174.61   	 -61.04		
-27.16   	 -3.36   	171.05   	-137.33		174.36   	 -96.64		
-33.57   	-19.53   	170.50   	-193.29		173.98   	-142.42		
-25.94   	-17.40   	169.72   	-259.41		173.41   	-178.03		
-23.80   	-16.78   	168.69   	-320.45		172.70   	-218.72		
-30.52   	-22.28   	167.41   	-376.40		171.82   	-259.41		
-36.93   	-15.56   	165.90   	-442.52		170.78   	-295.01		
-32.65   	-16.17   	164.13   	-493.39		169.60   	-335.71		
-34.79   	-21.36   	162.16   	-549.34		168.26   	-371.31		
-32.65   	-20.14   	159.96   	-590.03		166.77   	-406.92		
-29.30   	-32.96   	157.60   	-630.72		165.15   	-437.43		
-30.82   	-35.40   	155.08   	-666.32		163.40   	-462.87		
-41.50   	-38.45   	152.41   	-681.58		161.55   	-493.39		
-47.00   	-36.01   	149.68   	-696.84		159.57   	-518.82		
-35.40   	-26.25   	146.90   	-691.76		157.50   	-539.16		
-39.37   	-25.02   	144.13   	-676.50		155.34   	-554.42		
-36.01   	-19.84   	141.42   	-651.07		153.12   	-564.60		
-28.69   	-20.45   	138.82   	-615.46		150.86   	-569.68		
-34.79   	-17.40   	136.36   	-569.68		148.59   	-574.77		
-39.67   	-22.28   	134.08   	-523.90		146.29   	-569.68		
-49.13   	-20.14   	131.98   	-488.30		144.01   	-564.60		
-47.91   	-16.17   	130.03   	-442.52		141.75   	-559.51		
-48.52   	-15.87   	128.26   	-417.09		139.51   	-549.34		
-54.63   	 -2.44   	126.59   	-401.83		137.31   	-534.08		
-50.35   	  0.61   	124.98   	-391.66		135.18   	-523.90		
-54.93   	  0.31   	123.42   	-386.57		133.08   	-508.65		
-59.81   	  7.93   	121.87   	-396.74		131.05   	-498.47		
-59.20   	  0.31   	120.28   	-401.83		129.05   	-483.21		
-54.32   	  5.49   	118.68   	-401.83		127.12   	-467.95		
-51.27   	  8.85   	117.07   	-396.74		125.25   	-457.78		
-62.26   	  7.93   	115.48   	-386.57		123.42   	-437.43		
-62.56   	 18.31   	113.94   	-366.22		121.67   	-427.26		
-58.29   	 15.56   	112.47   	-345.88		119.96   	-406.92		
-59.51   	 16.78   	111.09   	-315.36		118.33   	-386.57		
-55.24   	 21.06   	109.83   	-295.01		116.78   	-371.31		
-50.35   	 20.45   	108.65   	-274.67		115.30   	-350.97		
-48.83   	 21.97   	107.55   	-254.32		113.90   	-340.79		
-49.74   	 21.36   	106.53   	-239.06		112.53   	-320.45		
-49.44   	 14.04   	105.57   	-239.06		111.25   	-310.27		
-56.15   	  9.77   	104.62   	-233.98		110.01   	-300.10		
-59.20   	 16.78   	103.68   	-239.06		108.81   	-289.93		
-71.72   	 13.12   	102.73   	-233.98		107.65   	-279.75		
-50.96   	 21.67   	101.79   	-239.06		106.53   	-269.58		
-35.71   	 14.65   	100.83   	-233.98		105.45   	-264.50		
-44.25   	  0.00   	 99.90   	-228.89		104.39   	-259.41		
-37.23   	  8.24   	 98.98   	-223.80		103.36   	-244.15		
-57.37   	  6.71   	 98.09   	-208.54		102.38   	-239.06		
-68.66   	  8.54   	 97.25   	-203.46		101.42   	-228.89		
-53.71   	 16.48   	 96.44   	-188.20		100.51   	-223.80		
-51.27   	 10.68   	 95.69   	-183.11		 99.61   	-218.72		
-44.25   	 -4.58   	 94.95   	-183.11		 98.74   	-208.54		
-41.81   	-16.48   	 94.22   	-178.03		 97.90   	-203.46		
-46.39   	-26.55   	 93.51   	-178.03		 97.09   	-198.37		
-41.50   	-55.85   	 92.80   	-188.20		 96.30   	-203.46		
-37.23   	-70.19   	 92.04   	-188.20		 95.48   	-198.37		
-44.86   	-87.59   	 91.29   	-203.46		 94.69   	-203.46		
-56.15   	-117.19   	 90.48   	-203.46		 93.88   	-203.46		
-61.95   	-123.90   	 89.66   	-213.63		 93.06   	-203.46		
-70.19   	-140.69   	 88.81   	-218.72		 92.25   	-203.46		
-72.33   	-148.93   	 87.93   	-218.72		 91.43   	-203.46		
-62.26   	-148.93   	 87.06   	-218.72		 90.62   	-203.46		
-62.87   	-150.15   	 86.18   	-203.46		 89.81   	-198.37		
-48.83   	-151.67   	 85.37   	-193.29		 89.01   	-193.29		
-39.06   	-146.48   	 84.60   	-178.03		 88.24   	-188.20		
-40.59   	-135.50   	 83.89   	-152.59		 87.49   	-172.94		
-36.32   	-130.62   	 83.28   	-137.33		 86.80   	-167.85		
-42.11   	-124.82   	 82.73   	-122.07		 86.12   	-157.68		
-37.84   	-102.54   	 82.24   	-101.73		 85.49   	-142.42		
-28.08   	-93.69   	 81.83   	 -86.47		 84.92   	-132.25		
-43.64   	-76.29   	 81.48   	 -81.38		 84.39   	-132.25		
-61.34   	-40.59   	 81.16   	 -81.38		 83.87   	-116.99		
-74.77   	-32.96   	 80.83   	 -81.38		 83.40   	-122.07		
-77.21   	-15.56   	 80.51   	 -91.56		 82.91   	-111.90		
-57.98   	  3.05   	 80.14   	 -96.64		 82.46   	-116.99		
-41.20   	  5.80   	 79.76   	-106.82		 81.99   	-116.99		
-35.40   	  3.97   	 79.33   	-116.99		 81.53   	-122.07		
-36.93   	  7.32   	 78.86   	-132.25		 81.04   	-122.07		
-45.78   	 12.51   	 78.33   	-132.25		 80.55   	-127.16		
-32.65   	 10.38   	 77.80   	-147.51		 80.04   	-127.16		
-34.79   	 22.89   	 77.21   	-147.51		 79.53   	-132.25		
-36.01   	 30.82   	 76.62   	-147.51		 79.00   	-132.25		
-44.25   	 21.67   	 76.03   	-157.68		 78.47   	-137.33		
-61.04   	 26.86   	 75.40   	-152.59		 77.92   	-137.33		
-56.15   	 33.57   	 74.79   	-152.59		 77.38   	-137.33		
-54.32   	 27.16   	 74.18   	-152.59		 76.83   	-142.42		
-46.08   	 25.33   	 73.57   	-147.51		 76.26   	-137.33		
-36.62   	 35.71   	 72.98   	-142.42		 75.71   	-142.42		
-65.00   	 62.56   	 72.41   	-132.25		 75.14   	-137.33		
-105.59   	120.24   	 71.88   	-111.90		 74.59   	-132.25		
-126.95   	196.53   	 71.43   	 -91.56		 74.06   	-116.99		
-126.34   	273.44   	 71.07   	 -55.95		 73.59   	-106.82		
-54.32   	361.33   	 70.84   	 -30.52		 73.16   	 -86.47		
 93.69   	432.43   	 70.72   	   5.09		 72.82   	 -76.30		
287.48   	514.22   	 70.74   	  30.52		 72.51   	 -55.95		
535.28   	556.03   	 70.86   	  40.69		 72.29   	 -40.69		
786.74   	391.85   	 71.03   	  35.61		 72.13   	 -40.69		
994.57   	 38.45   	 71.17   	  25.43		 71.96   	 -35.61		
1124.27   	-385.44   	 71.27   	  -5.09		 71.82   	 -35.61		
1094.36   	-835.88   	 71.25   	 -40.69		 71.68   	 -45.78		
949.71   	-1065.06   	 71.09   	 -66.12		 71.50   	 -50.86		
787.66   	-1090.39   	 70.82   	-101.73		 71.29   	 -66.12		
628.05   	-1098.02(R)	 70.42   	-122.07		 71.03   	 -71.21		
510.56   	-1022.64   	 69.93   	-137.33		 70.74   	 -76.30		
428.77   	-925.29   	 69.38   	-137.33		 70.44   	 -86.47		
336.61   	-741.88   	 68.83   	-137.33		 70.09   	 -86.47		
216.98   	-456.54   	 68.28   	-122.07		 69.75   	 -86.47		
113.22   	-203.55   	 67.79   	-101.73		 69.40   	 -86.47		
 42.11   	-41.81   	 67.39   	 -81.38		 69.05   	 -86.47		
 -7.02   	  4.88   	 67.06   	 -61.04		 68.71   	 -76.30		
-35.40   	 18.01   	 66.82   	 -45.78		 68.40   	 -76.30		
-55.85   	 35.71   	 66.63   	 -30.52		 68.10   	 -71.21		
-64.70   	 50.05   	 66.51   	 -20.35		 67.81   	 -71.21		
-72.02   	 71.41   	 66.43   	 -10.17		 67.53   	 -71.21		
-81.18   	 78.13   	 66.39   	  -5.09		 67.24   	 -66.12		
-63.17   	 76.60   	 66.37   	  -5.09		 66.98   	 -71.21		
-63.78   	 83.31   	 66.35(D)	   0.00		 66.69   	 -66.12		
-66.83   	 94.91   	 66.35   	   0.00		 66.43   	 -71.21		
-66.53   	 94.91   	 66.35   	   5.09		 66.14   	 -71.21		
-77.21   	 95.52   	 66.37   	   5.09		 65.86   	 -61.04		
-77.51   	 95.83   	 66.39   	  15.26		 65.62   	 -50.86		
-74.16   	103.15   	 66.45   	  20.35		 65.41   	 -40.69		
-75.99   	100.71   	 66.53   	  35.61		 65.25   	 -20.35		
-71.72   	100.10   	 66.67   	  55.95		 65.17(D)	   0.00		
-67.75   	108.34   	 66.90   	  86.47		 65.17   	  30.52		
-74.16   	110.47   	 67.24   	 127.16		 65.29   	  66.12		
-70.50   	131.53   	 67.75   	 178.03		 65.55   	  96.64		
-72.02   	130.31   	 68.46   	 233.98		 65.94   	 147.51		
-71.72   	125.12   	 69.40   	 305.19		 66.53   	 193.29		
-74.77   	135.19   	 70.62   	 391.66		 67.30   	 244.15		
-76.60   	127.56   	 72.19   	 467.95		 68.28   	 305.19		
-75.38   	126.04   	 74.06   	 544.25		 69.50   	 356.05		
-88.50   	129.39   	 76.24   	 595.11		 70.93   	 406.92		
-81.79   	133.36   	 78.62   	 625.63		 72.55   	 447.61		
-73.55   	135.19   	 81.12   	 630.72		 74.34   	 467.95		
-70.50   	146.18   	 83.64   	 600.20		 76.22   	 493.39		
-60.73   	154.72   	 86.04   	 559.51		 78.19   	 498.47		
-64.70   	149.54   	 88.28   	 498.47		 80.18   	 503.56		
-74.16   	141.60   	 90.27   	 447.61		 82.20   	 498.47		
-77.82   	154.42   	 92.06   	 401.83		 84.19   	 498.47		
-79.35   	159.30   	 93.67   	 366.22		 86.18   	 498.47		
-70.80   	172.42   	 95.14   	 361.14		 88.18   	 493.39		
-62.26   	193.18   	 96.58   	 371.31		 90.15   	 498.47		
-54.02   	196.53   	 98.07   	 396.74		 92.15   	 503.56		
-61.34   	195.92   	 99.65   	 422.18		 94.16   	 513.73		
-61.95   	208.74   	101.34   	 452.69		 96.22   	 513.73		
-74.77   	212.71   	103.15   	 473.04		 98.27   	 518.82		
-82.40   	224.00   	105.05   	 483.21		100.35   	 518.82		
-68.66   	242.61   	106.98   	 473.04		102.42   	 513.73		
-62.56   	256.04   	108.87   	 467.95		104.48   	 508.65		
-55.24   	277.71   	110.74   	 452.69		106.51   	 498.47		
-49.13   	298.16   	112.55   	 452.69		108.50   	 493.39		
-46.39   	318.60   	114.36   	 467.95		110.48   	 488.30		
-42.11   	343.02   	116.24   	 493.39		112.43   	 493.39		
-39.06   	361.33   	118.21   	 534.08		114.40   	 503.56		
-32.35   	397.64   	120.35   	 590.03		116.42   	 523.90		
-38.76   	410.16   	122.71   	 645.98		118.51   	 549.34		
-30.21   	432.74   	125.29   	 691.76		120.71   	 569.68		
-32.65   	459.59   	128.06   	 717.19		122.99   	 584.94		
-16.17   	473.63   	130.93   	 727.36		125.33   	 600.20		
  3.97   	495.00   	133.83   	 701.93		127.73   	 595.11		
 15.87   	521.24   	136.64   	 661.24		130.11   	 584.94		
 28.08   	524.29   	139.29   	 584.94		132.45   	 554.42		
 33.87   	523.38   	141.63   	 488.30		134.67   	 523.90		
 37.84   	525.21   	143.58   	 376.40		136.76   	 483.21		
 30.21   	513.31   	145.09   	 274.67		138.70   	 442.52		
 37.54   	511.78   	146.18   	 188.20		140.47   	 406.92		
 42.72   	499.27   	146.94   	 127.16		142.10   	 381.48		
 38.15   	476.68   	147.45   	 101.73		143.62   	 350.97		
 38.45   	451.97   	147.85   	 111.90		145.02   	 335.71		
 37.23   	413.51   	148.30   	 157.68		146.37   	 330.62		
 36.62   	377.20   	148.93   	 223.80		147.69   	 325.53		
 26.86   	337.83   	149.83   	 310.27		148.99   	 335.71		
 19.84   	295.41   	151.07   	 412.00		150.34   	 345.88		
 10.07   	255.74   	152.72   	 498.47		151.72   	 366.22		
  0.92   	215.45   	154.71   	 559.51		153.18   	 381.48		
 -9.16   	183.11   	156.95   	 595.11		154.71   	 396.74		
 -0.92   	156.86   	159.33   	 590.03		156.30   	 396.74		
-11.29   	128.48   	161.69   	 549.34		157.88   	 401.83		
-28.69   	101.62   	163.89   	 478.13		159.49   	 386.57		
-33.26   	 78.74   	165.80   	 386.57		161.04   	 361.14		
-48.22   	 57.37   	167.34   	 284.84		162.48   	 335.71		
-49.13   	 51.57   	168.48   	 183.11		163.82   	 289.93		
-52.19   	 46.39   	169.22   	  86.47		164.98   	 249.24		
-56.46   	 42.42   	169.56(S)	   0.00		165.98   	 203.46		
-58.90   	 33.57   	169.56   	 -66.12		166.79   	 157.68		
-61.34   	 19.53   	169.30   	-122.07		167.43   	 111.90		
-55.54   	 13.43   	168.81   	-162.77		167.87   	  76.30		
-49.13   	  3.97   	168.16   	-193.29		168.18   	  40.69		
-45.17   	  3.66   	167.38   	-203.46		168.34   	  15.26		
-48.22   	  3.05   	166.57   	-218.72		168.40(S)	  -5.09		
-53.71   	-13.12   	165.70   	-213.63		168.38   	 -30.52		
-50.05   	-14.95   	164.84   	-208.54		168.26   	 -45.78		
-57.07   	-19.53   	164.01   	-203.46		168.08   	 -61.04		
-58.59   	-14.34   	163.19   	-198.37		167.83   	 -76.30		
-64.09   	-11.90   	162.40   	-193.29		167.53   	 -91.56		
-76.60   	 -9.16   	161.63   	-188.20		167.16   	-111.90		
-69.89   	-13.43   	160.87   	-193.29		166.71   	-127.16		
-54.02   	-23.80   	160.10   	-203.46		166.20   	-147.51		
-46.39   	-28.99   	159.29   	-213.63		165.61   	-178.03		
-34.18   	-36.62   	158.43   	-239.06		164.90   	-198.37		
-29.91   	-41.50   	157.48   	-274.67		164.11   	-239.06		
-39.06   	-42.42   	156.38   	-310.27		163.15   	-274.67		
-39.98   	-45.17   	155.14   	-356.05		162.05   	-315.36		
-42.42   	-46.08   	153.71   	-412.00		160.79   	-361.14		
-52.19   	-40.89   	152.06   	-462.87		159.35   	-406.92		
-56.76   	-43.95   	150.21   	-518.82		157.72   	-447.61		
-55.54   	-42.42   	148.14   	-564.60		155.93   	-493.39		
-58.59   	-36.62   	145.88   	-600.20		153.96   	-523.90		
-62.56   	-40.89   	143.48   	-620.55		151.86   	-554.42		
-72.02   	-47.61   	141.00   	-630.72		149.64   	-564.60		
-79.35   	-51.57   	138.47   	-625.63		147.38   	-579.86		
-59.20   	-43.95   	135.97   	-610.37		145.07   	-574.77		
-54.32   	-43.95   	133.53   	-584.94		142.77   	-574.77		
-43.33   	-37.84   	131.19   	-559.51		140.47   	-564.60		
-36.62   	-37.23   	128.95   	-534.08		138.21   	-544.25		
-61.04   	-35.10   	126.82   	-493.39		136.03   	-528.99		
-66.53   	-28.38   	124.84   	-462.87		133.92   	-503.56		
-63.17   	-19.84   	122.99   	-432.35		131.90   	-483.21		
-66.22   	 -1.53   	121.26   	-396.74		129.97   	-462.87		
-72.33   	 -5.49   	119.67   	-361.14		128.12   	-432.35		
-75.07   	 -4.58   	118.23   	-330.62		126.39   	-417.09		
-80.87   	 -0.61   	116.91   	-305.19		124.72   	-391.66		
-95.21   	 -8.85   	115.69   	-284.84		123.15   	-381.48		
-83.92   	 -7.02   	114.55   	-274.67		121.63   	-361.14		
-60.73   	 -0.61   	113.45   	-264.50		120.18   	-356.05		
-63.48   	 -7.93   	112.39   	-274.67		118.76   	-345.88		
-49.74   	 -7.93   	111.29   	-284.84		117.37   	-345.88		
-47.30   	 -3.66   	110.15   	-300.10		115.99   	-345.88		
-67.75   	 -0.31   	108.95   	-320.45		114.61   	-345.88		
-61.95   	  4.27   	107.67   	-340.79		113.22   	-345.88		
-51.88   	 20.75   	106.31   	-356.05		111.84   	-350.97		
-50.35   	 27.16   	104.88   	-366.22		110.44   	-350.97		
-51.27   	 13.12   	103.42   	-371.31		109.03   	-345.88		
-53.10   	 10.68   	101.93   	-371.31		107.65   	-345.88		
-57.37   	  1.53   	100.45   	-361.14		106.27   	-340.79		
-57.98   	  1.22   	 99.00   	-350.97		104.90   	-335.71		
-52.80   	  3.97   	 97.60   	-325.53		103.56   	-325.53		
-61.95   	  2.44   	 96.30   	-310.27		102.26   	-315.36		
-57.07   	  6.41   	 95.06   	-284.84		101.00   	-300.10		
-54.93   	 -3.05   	 93.92   	-259.41		 99.80   	-289.93		
-61.65   	 -5.19   	 92.88   	-239.06		 98.64   	-279.75		
-52.80   	  2.44   	 91.92   	-218.72		 97.52   	-259.41		
-59.20   	 -5.49   	 91.05   	-193.29		 96.48   	-249.24		
-61.65   	-11.90   	 90.27   	-178.03		 95.48   	-233.98		
-50.35   	-11.60   	 89.56   	-157.68		 94.55   	-218.72		
-46.69   	-31.43   	 88.93   	-137.33		 93.67   	-203.46		
-42.11   	-47.00   	 88.38   	-122.07		 92.86   	-188.20		
-51.88   	-64.09   	 87.89   	-111.90		 92.11   	-178.03		
-50.66   	-86.98   	 87.45   	-106.82		 91.39   	-167.85		
-40.89   	-101.32   	 87.02   	-106.82		 90.72   	-162.77		
-47.00   	-127.56   	 86.59   	-116.99		 90.07   	-157.68		
-49.74   	-145.26   	 86.12   	-127.16		 89.44   	-157.68		
-51.57   	-151.67   	 85.62   	-142.42		 88.81   	-157.68		
-54.63   	-165.10   	 85.05   	-162.77		 88.18   	-162.77		
-56.15   	-159.30   	 84.39   	-172.94		 87.53   	-162.77		
-58.29   	-158.69   	 83.70   	-178.03		 86.88   	-162.77		
-58.29   	-163.88   	 82.99   	-178.03		 86.23   	-162.77		
-76.90   	-144.96   	 82.28   	-167.85		 85.57   	-162.77		
-66.83   	-137.63   	 81.61   	-152.59		 84.92   	-152.59		
-45.17   	-120.85   	 81.00   	-132.25		 84.31   	-147.51		
