  I     	  II     	  AO     	  AO'		  FAC     	  FAC'		
-10.99   	 -5.80   	 82.71   	 -61.04		 71.92   	-162.77		
-14.65   	 -5.80   	 82.46   	 -55.95		 71.27   	-198.37		
-16.78   	 -7.63   	 82.24   	 -61.04		 70.48   	-183.11		
-15.26   	-11.60   	 81.99   	 -61.04		 69.75   	-152.59		
-10.68   	-14.34   	 81.75   	 -61.04		 69.14   	-116.99		
 -3.97   	-12.21   	 81.51   	 -66.12		 68.67   	-116.99		
  2.75   	 -4.27   	 81.24   	 -61.04		 68.20   	-137.33		
  6.41   	  5.19   	 81.00   	 -66.12		 67.65   	-147.51		
  5.80   	 11.29   	 80.73   	 -66.12		 67.06   	-162.77		
  2.14   	 11.29   	 80.47   	 -66.12		 66.41   	-137.33		
 -0.92   	  7.93   	 80.20   	 -71.21		 65.86   	 -81.38		
 -0.61   	  4.58   	 79.92   	 -66.12		 65.53   	 -91.56		
  3.66   	  3.66   	 79.65   	 -71.21		 65.17   	-132.25		
  7.93   	  3.97   	 79.37   	 -66.12		 64.64   	-157.68		
  7.02   	  2.14   	 79.10   	 -71.21		 64.01   	-127.16		
  0.31   	 -2.44   	 78.82   	 -71.21		 63.50   	 -86.47		
 -7.93   	 -7.93   	 78.53   	 -76.30		 63.15   	 -71.21		
-12.21   	-10.99   	 78.23   	 -71.21		 62.87   	 -81.38		
-10.68   	-10.38   	 77.94   	 -71.21		 62.54   	 -91.56		
 -7.63   	 -7.63   	 77.66   	 -76.30		 62.18   	 -91.56		
 -7.93   	 -5.49   	 77.35   	 -76.30		 61.81   	-111.90		
-11.90   	 -4.27   	 77.05   	 -71.21		 61.36   	-101.73		
-15.87   	 -2.44   	 76.76   	 -76.30		 60.96   	 -66.12		
-15.87   	  0.61   	 76.46   	 -71.21		 60.69   	 -55.95		
-10.38   	  4.88   	 76.17   	 -76.30		 60.47   	 -71.21		
 -3.97   	  8.54   	 75.87   	 -71.21		 60.18   	 -81.38		
 -0.61   	  9.46   	 75.58   	 -66.12		 59.86   	 -91.56		
 -0.92   	  7.02   	 75.32   	 -71.21		 59.49   	 -81.38		
 -2.75   	  1.22   	 75.04   	 -66.12		 59.17   	 -76.30		
 -3.97   	 -5.19   	 74.77   	 -71.21		 58.86   	 -76.30		
 -2.75   	 -8.54   	 74.49   	 -61.04		 58.56   	 -66.12		
  1.53   	 -6.10   	 74.24   	 -66.12		 58.29   	 -66.12		
  6.71   	  2.75   	 73.98   	 -66.12		 58.03   	 -66.12		
 10.68   	 14.04   	 73.71   	 -61.04		 57.76   	 -45.78		
 10.07   	 21.06   	 73.47   	 -66.12		 57.58   	 -30.52		
  3.66   	 19.53   	 73.20   	 -61.04		 57.46   	 -45.78		
 -6.10   	 10.07   	 72.96   	 -66.12		 57.27   	 -76.30		
-13.73   	 -2.75   	 72.70   	 -66.12		 56.97   	 -76.30		
-14.65   	-12.21   	 72.43   	 -66.12		 56.66   	 -45.78		
 -9.46   	-13.73   	 72.17   	 -66.12		 56.48   	 -30.52		
 -3.36   	 -7.93   	 71.90   	 -71.21		 56.36   	 -30.52		
 -2.14   	  0.61   	 71.62   	 -66.12		 56.24   	 -40.69		
 -5.80   	  7.02   	 71.35   	 -66.12		 56.07   	 -50.86		
-11.29   	  7.93   	 71.09   	 -71.21		 55.87   	 -40.69		
-14.65   	  3.97   	 70.80   	 -66.12		 55.71   	 -30.52		
-14.34   	 -0.61   	 70.54   	 -61.04		 55.58   	 -30.52		
-12.51   	 -2.14   	 70.29   	 -66.12		 55.46   	 -40.69		
-11.29   	 -1.53   	 70.03   	 -66.12		 55.30   	 -40.69		
-11.90   	 -1.83   	 69.77   	 -61.04		 55.14   	 -40.69		
-13.73   	 -4.58   	 69.52   	 -66.12		 54.97   	 -30.52		
-15.87   	 -8.85   	 69.26   	 -66.12		 54.85   	 -30.52		
-18.62   	-12.21   	 68.99   	 -66.12		 54.73   	 -30.52		
-20.45   	-12.21   	 68.73   	 -66.12		 54.61   	 -30.52		
-19.84   	 -8.54   	 68.46   	 -66.12		 54.49   	 -35.61		
-17.70   	 -5.19   	 68.20   	 -66.12		 54.34   	 -35.61		
-15.26   	 -3.36   	 67.93   	 -66.12		 54.20   	 -40.69		
-12.51   	 -1.83   	 67.67   	 -66.12		 54.04   	 -35.61		
-10.68   	  0.61   	 67.41   	 -66.12		 53.90   	 -30.52		
 -9.16   	  5.19   	 67.14   	 -61.04		 53.77   	 -30.52		
 -7.63   	 10.99   	 66.90   	 -61.04		 53.65   	 -20.35		
 -7.02   	 14.65   	 66.65   	 -55.95		 53.57   	 -25.43		
 -7.63   	 13.73   	 66.43   	 -61.04		 53.47   	 -35.61		
 -9.16   	  9.16   	 66.18   	 -55.95		 53.33   	 -35.61		
 -9.46   	  4.27   	 65.96   	 -55.95		 53.18   	 -35.61		
 -8.24   	  2.75   	 65.74   	 -55.95		 53.04   	 -45.78		
 -5.80   	  4.27   	 65.51   	 -55.95		 52.86   	 -40.69		
 -3.66   	  5.80   	 65.29   	 -55.95		 52.70   	 -30.52		
 -2.44   	  4.88   	 65.07   	 -55.95		 52.57   	 -30.52		
 -2.75   	  0.61   	 64.84   	 -55.95		 52.45   	 -35.61		
 -4.58   	 -4.27   	 64.62   	 -55.95		 52.31   	 -30.52		
 -7.02   	 -6.41   	 64.39   	 -55.95		 52.19   	 -30.52		
 -9.16   	 -5.80   	 64.17   	 -55.95		 52.06   	 -35.61		
-10.07   	 -3.97   	 63.95   	 -55.95		 51.92   	 -35.61		
 -8.54   	 -1.22   	 63.72   	 -55.95		 51.78   	 -35.61		
 -7.32   	  1.83   	 63.50   	 -50.86		 51.64   	 -30.52		
 -8.54   	  5.49   	 63.30   	 -50.86		 51.52   	 -30.52		
-11.29   	 10.07   	 63.09   	 -50.86		 51.39   	 -40.69		
-12.21   	 14.95   	 62.89   	 -55.95		 51.23   	 -40.69		
 -7.02   	 19.84   	 62.67   	 -50.86		 51.07   	 -40.69		
  3.66   	 24.11   	 62.46   	 -50.86		 50.91   	 -35.61		
 13.43   	 27.16   	 62.26   	 -50.86		 50.76   	 -30.52		
 14.95   	 27.16   	 62.05   	 -50.86		 50.64   	 -25.43		
  5.80   	 23.50   	 61.85   	 -50.86		 50.54   	 -35.61		
 -8.85   	 16.17   	 61.65   	 -50.86		 50.40   	 -30.52		
-19.53   	  7.32   	 61.44   	 -45.78		 50.27   	 -35.61		
-20.75   	 -0.61   	 61.26   	 -50.86		 50.13   	 -35.61		
-12.82   	 -3.97   	 61.06   	 -45.78		 49.99   	 -30.52		
 -1.83   	 -2.75   	 60.87   	 -40.69		 49.87   	 -35.61		
  4.88   	  1.22   	 60.71   	 -45.78		 49.73   	 -35.61		
  3.05   	  5.19   	 60.53   	 -45.78		 49.58   	 -35.61		
 -6.10   	  8.54   	 60.35   	 -40.69		 49.44   	 -30.52		
-15.56   	 11.90   	 60.18   	 -40.69		 49.32   	 -25.43		
-18.62   	 15.87   	 60.02   	 -45.78		 49.22   	 -25.43		
-14.04   	 18.62   	 59.84   	 -40.69		 49.11   	 -35.61		
 -5.19   	 16.78   	 59.67   	 -40.69		 48.97   	 -25.43		
  0.31   	  9.46   	 59.51   	 -40.69		 48.87   	 -25.43		
 -1.22   	  0.00   	 59.35   	 -45.78		 48.77   	 -30.52		
 -7.02   	 -5.80   	 59.17   	 -40.69		 48.65   	 -30.52		
-11.60   	 -4.88   	 59.00   	 -40.69		 48.52   	 -35.61		
-10.99   	  3.66   	 58.84   	 -35.61		 48.38   	 -30.52		
 -5.49   	 18.92   	 58.70   	 -40.69		 48.26   	 -30.52		
  1.22   	 38.15   	 58.53   	 -40.69		 48.14   	 -30.52		
  4.27   	 59.81   	 58.37   	 -40.69		 48.02   	 -25.43		
  2.14   	 80.87   	 58.21   	 -35.61		 47.91   	 -30.52		
 -3.66   	 95.83   	 58.07   	 -40.69		 47.79   	 -30.52		
 -8.54   	100.71   	 57.90   	 -40.69		 47.67   	 -30.52		
 -8.54   	 97.35   	 57.74   	 -35.61		 47.55   	 -35.61		
 -1.83   	 92.47   	 57.60   	 -40.69		 47.41   	 -25.43		
  9.77   	 93.38   	 57.44   	 -40.69		 47.30   	 -30.52		
 21.36   	103.45   	 57.27   	 -35.61		 47.18   	 -25.43		
 26.86   	120.54   	 57.13   	 -35.61		 47.08   	 -30.52		
 24.72   	138.24   	 56.99   	 -40.69		 46.96   	 -35.61		
 17.70   	152.89   	 56.83   	 -30.52		 46.82   	 -30.52		
 11.29   	163.27   	 56.70   	 -35.61		 46.69   	 -30.52		
 10.99   	169.68   	 56.56   	 -35.61		 46.57   	 -20.35		
 17.09   	172.73   	 56.42   	 -30.52		 46.49   	 -35.61		
 25.63   	172.42   	 56.30   	 -35.61		 46.35   	 -30.52		
 32.04   	171.81   	 56.15   	 -30.52		 46.23   	 -25.43		
 34.18   	175.17   	 56.03   	 -30.52		 46.12   	 -25.43		
 33.87   	183.11   	 55.91   	 -30.52		 46.02   	 -25.43		
 32.65   	192.26   	 55.79   	 -30.52		 45.92   	 -30.52		
 31.43   	194.09   	 55.67   	 -25.43		 45.80   	 -30.52		
 29.60   	183.11   	 55.56   	 -25.43		 45.68   	 -30.52		
 25.63   	159.30   	 55.46   	 -25.43		 45.55   	 -25.43		
 19.84   	127.26   	 55.36   	 -25.43		 45.45   	 -30.52		
 13.43   	 93.69   	 55.26   	 -20.35		 45.33   	 -20.35		
  6.41   	 62.26   	 55.18   	 -25.43		 45.25   	 -25.43		
 -0.92   	 34.79   	 55.08   	 -15.26		 45.15   	 -25.43		
 -6.41   	 11.60   	 55.02   	 -20.35		 45.05   	 -30.52		
 -7.93   	 -5.19   	 54.93   	 -20.35		 44.92   	 -20.35		
 -7.02   	-14.34   	 54.85   	 -15.26		 44.84   	 -25.43		
 -5.19   	-16.48   	 54.79   	 -20.35		 44.74   	 -30.52		
 -3.97   	-14.95   	 54.71   	 -20.35		 44.62   	 -25.43		
 -3.97   	-14.34   	 54.63   	 -20.35		 44.52   	 -15.26		
 -3.36   	-17.70   	 54.55   	 -20.35		 44.46   	 -20.35		
 -1.83   	-25.94   	 54.47   	 -20.35		 44.37   	 -15.26		
 -2.14   	-35.40   	 54.38   	 -25.43		 44.31   	 -15.26		
 -7.63   	-43.33   	 54.28   	 -20.35		 44.25   	 -20.35		
-16.48   	-47.61   	 54.20   	 -20.35		 44.17   	 -25.43		
-23.80   	-49.74   	 54.12   	 -20.35		 44.07   	 -20.35		
-25.94   	-52.49   	 54.04   	 -20.35		 43.99   	 -25.43		
-23.19   	-57.98   	 53.96   	 -25.43		 43.89   	 -15.26		
-19.84   	-66.53   	 53.86   	 -25.43		 43.82   	 -10.17		
-20.14   	-75.68   	 53.75   	 -25.43		 43.78   	 -10.17		
-25.33   	-80.57   	 53.65   	 -25.43		 43.74   	 -15.26		
-29.60   	-73.85   	 53.55   	 -30.52		 43.68   	 -25.43		
-23.80   	-41.81   	 53.43   	 -35.61		 43.58   	 -30.52		
  4.27   	 36.62   	 53.29   	 -30.52		 43.46   	 -20.35		
 64.39   	187.38   	 53.16   	 -35.61		 43.38   	 -15.26		
158.08   	427.25   	 53.02   	 -40.69		 43.32   	 -10.17		
271.30   	737.92   	 52.86   	 -66.12		 43.28   	 -30.52		
436.71   	1211.85(R)	 52.59   	 -35.61		 43.15   	 -30.52		
431.21   	1164.55   	 52.45   	 -30.52		 43.03   	 -35.61		
361.33   	888.98   	 52.33   	 -30.52		 42.89   	 -25.43		
255.43   	478.82   	 52.21   	 -30.52		 42.79   	 -15.26		
155.03   	 89.11   	 52.09   	 -25.43		 42.73   	   0.00		
 88.20   	-159.30   	 51.98   	 -20.35		 42.73   	  -5.09		
 57.98   	-237.73   	 51.90   	 -25.43		 42.71   	 -20.35		
 45.47   	-197.75   	 51.80   	 -20.35		 42.62   	 -25.43		
 29.91   	-116.58   	 51.72   	 -25.43		 42.52   	 -30.52		
  5.19   	-54.32   	 51.62   	 -20.35		 42.40   	 -20.35		
-20.75   	-32.04   	 51.54   	 -20.35		 42.32   	  -5.09		
-36.62   	-40.89   	 51.45   	 -15.26		 42.30   	  -5.09		
-39.06   	-63.78   	 51.39   	 -20.35		 42.28   	 -10.17		
-34.18   	-90.33   	 51.31   	  -5.09		 42.24   	 -25.43		
-30.21   	-115.36   	 51.29(D)	   0.00		 42.14   	 -35.61		
-32.04   	-134.89   	 51.29   	  15.26		 41.99   	 -15.26		
-37.23   	-146.18   	 51.35   	  30.52		 41.93   	 -10.17		
-41.50   	-148.32   	 51.47   	  50.86		 41.89   	 -10.17		
-42.42   	-141.91   	 51.68   	  81.38		 41.85   	  -5.09		
-40.28   	-130.92   	 52.00   	 101.73		 41.83   	 -20.35		
-36.93   	-122.99   	 52.41   	 127.16		 41.75   	 -20.35		
-34.18   	-122.99   	 52.92   	 152.59		 41.67   	 -30.52		
-32.65   	-128.78   	 53.53   	 178.03		 41.55   	 -25.43		
-29.91   	-134.28   	 54.24   	 213.63		 41.44   	 -30.52		
-26.86   	-136.11   	 55.10   	 244.15		 41.32   	 -25.43		
-26.86   	-136.41   	 56.07   	 284.84		 41.22   	 -25.43		
-33.26   	-138.55   	 57.21   	 320.45		 41.12   	 -30.52		
-43.64   	-143.43   	 58.49   	 356.05		 41.00   	 -25.43		
-51.88   	-148.01   	 59.92   	 381.48		 40.90   	 -25.43		
-53.10   	-149.23   	 61.44   	 391.66		 40.79   	 -20.35		
-47.00   	-146.18   	 63.01   	 386.57		 40.71   	  -5.09		
-39.37   	-142.21   	 64.56   	 366.22		 40.69(D)	   5.09		
-36.01   	-139.77   	 66.02   	 330.62		 40.71   	  15.26		
-36.93   	-139.77   	 67.34   	 289.93		 40.77   	  35.61		
-39.37   	-140.38   	 68.50   	 254.32		 40.92   	  61.04		
-42.72   	-141.30   	 69.52   	 213.63		 41.16   	 101.73		
-46.39   	-143.13   	 70.38   	 183.11		 41.57   	 157.68		
-50.66   	-146.18   	 71.11   	 157.68		 42.20   	 239.06		
-54.63   	-149.84   	 71.74   	 137.33		 43.15   	 356.05		
-54.63   	-150.76   	 72.29   	 127.16		 44.58   	 478.13		
-49.74   	-146.48   	 72.80   	 127.16		 46.49   	 605.29		
-43.64   	-138.55   	 73.31   	 132.25		 48.91   	 666.32		
-39.06   	-130.31   	 73.83   	 157.68		 51.58   	 651.07		
-37.54   	-126.04   	 74.47   	 188.20		 54.18   	 590.03		
-37.84   	-126.95   	 75.22   	 223.80		 56.54   	 518.82		
-37.54   	-130.62   	 76.11   	 259.41		 58.62   	 457.78		
-37.23   	-133.97   	 77.15   	 289.93		 60.45   	 432.35		
-38.45   	-134.58   	 78.31   	 315.36		 62.18   	 442.52		
-42.42   	-132.14   	 79.57   	 335.71		 63.95   	 467.95		
-47.61   	-128.48   	 80.92   	 335.71		 65.82   	 473.04		
-51.27   	-125.43   	 82.26   	 325.53		 67.71   	 473.04		
-52.19   	-123.60   	 83.56   	 295.01		 69.60   	 437.43		
-50.66   	-121.15   	 84.74   	 259.41		 71.35   	 437.43		
-48.22   	-116.58   	 85.78   	 223.80		 73.10   	 467.95		
-46.08   	-109.56   	 86.67   	 178.03		 74.97   	 473.04		
-46.08   	-102.23   	 87.39   	 142.42		 76.87   	 462.87		
-48.52   	-96.74   	 87.95   	 111.90		 78.72   	 427.26		
-53.71   	-93.99   	 88.40   	 101.73		 80.43   	 417.09		
-59.51   	-92.77   	 88.81   	  91.56		 82.10   	 417.09		
-62.26   	-89.72   	 89.18   	  86.47		 83.76   	 401.83		
-60.73   	-83.31   	 89.52   	  91.56		 85.37   	 381.48		
-55.54   	-75.07   	 89.89   	  91.56		 86.90   	 371.31		
-50.05   	-66.22   	 90.25   	 101.73		 88.38   	 345.88		
-47.30   	-58.59   	 90.66   	 111.90		 89.77   	 300.10		
-49.74   	-52.80   	 91.11   	 116.99		 90.97   	 259.41		
-55.85   	-47.91   	 91.58   	 122.07		 92.00   	 218.72		
-61.95   	-43.33   	 92.06   	 116.99		 92.88   	 203.46		
-64.39   	-38.76   	 92.53   	 116.99		 93.69   	 188.20		
-61.65   	-32.96   	 93.00   	 101.73		 94.45   	 152.59		
-56.46   	-25.63   	 93.41   	  76.30		 95.06   	 106.82		
-52.80   	-17.09   	 93.71   	  55.95		 95.48   	 101.73		
-53.41   	 -9.16   	 93.94   	  25.43		 95.89   	  86.47		
-56.76   	 -2.44   	 94.04(S)	  -5.09		 96.24   	  61.04		
-57.98   	  4.27   	 94.02   	 -30.52		 96.48   	  35.61		
-53.41   	 13.43   	 93.90   	 -45.78		 96.62   	  30.52		
-44.56   	 25.63   	 93.71   	 -55.95		 96.74   	  30.52		
-36.62   	 39.67   	 93.49   	 -50.86		 96.87(S)	 -20.35		
-33.26   	 50.96   	 93.29   	 -50.86		 96.78   	-101.73		
-33.26   	 57.37   	 93.08   	 -40.69		 96.38   	-116.99		
-31.13   	 58.90   	 92.92   	 -40.69		 95.91   	-106.82		
-23.19   	 58.90   	 92.76   	 -35.61		 95.48   	 -91.56		
-10.07   	 59.81   	 92.61   	 -50.86		 95.12   	-122.07		
  3.05   	 61.65   	 92.41   	 -61.04		 94.63   	-162.77		
 11.29   	 62.87   	 92.17   	 -76.30		 93.98   	-193.29		
 13.73   	 62.26   	 91.86   	-101.73		 93.20   	-188.20		
 13.43   	 60.12   	 91.45   	-122.07		 92.45   	-172.94		
 12.21   	 58.29   	 90.97   	-137.33		 91.76   	-178.03		
 11.60   	 56.76   	 90.42   	-152.59		 91.05   	-198.37		
 10.99   	 55.24   	 89.81   	-162.77		 90.25   	-218.72		
 11.29   	 52.19   	 89.16   	-157.68		 89.38   	-223.80		
 14.04   	 48.83   	 88.52   	-157.68		 88.48   	-218.72		
 18.92   	 47.00   	 87.89   	-142.42		 87.61   	-239.06		
 23.50   	 48.22   	 87.32   	-132.25		 86.65   	-244.15		
 24.11   	 51.27   	 86.80   	-116.99		 85.68   	-254.32		
 19.84   	 53.10   	 86.33   	 -96.64		 84.66   	-259.41		
 12.82   	 51.57   	 85.94   	 -91.56		 83.62   	-264.50		
  6.71   	 47.30   	 85.57   	 -76.30		 82.56   	-259.41		
  4.58   	 43.03   	 85.27   	 -76.30		 81.53   	-254.32		
  5.19   	 40.28   	 84.96   	 -76.30		 80.51   	-264.50		
  6.41   	 38.76   	 84.66   	 -76.30		 79.45   	-269.58		
  5.49   	 36.32   	 84.35   	 -86.47		 78.37   	-269.58		
  3.05   	 31.74   	 84.01   	 -81.38		 77.29   	-259.41		
  0.61   	 24.72   	 83.68   	 -91.56		 76.26   	-254.32		
 -0.92   	 17.40   	 83.32   	 -86.47		 75.24   	-239.06		
 -1.53   	 11.90   	 82.97   	 -86.47		 74.28   	-213.63		
 -1.53   	 10.68   	 82.62   	 -76.30		 73.43   	-193.29		
 -2.44   	 13.73   	 82.32   	 -71.21		 72.65   	-167.85		
 -4.27   	 19.84   	 82.03   	 -55.95		 71.98   	-152.59		
 -6.10   	 24.11   	 81.81   	 -50.86		 71.37   	-152.59		
 -7.32   	 22.28   	 81.61   	 -45.78		 70.76   	-152.59		
 -7.93   	 13.12   	 81.42   	 -35.61		 70.15   	-167.85		
 -7.32   	  1.83   	 81.28   	 -35.61		 69.48   	-152.59		
 -4.88   	 -5.19   	 81.14   	 -35.61		 68.87   	-142.42		
 -2.14   	 -4.58   	 81.00   	 -35.61		 68.30   	-137.33		
  0.00   	  2.75   	 80.85   	 -35.61		 67.75   	-122.07		
 -0.31   	 10.07   	 80.71   	 -40.69		 67.26   	-132.25		
 -2.75   	 10.99   	 80.55   	 -40.69		 66.73   	-122.07		
 -6.41   	  4.58   	 80.39   	 -45.78		 66.25   	-122.07		
 -9.16   	 -4.88   	 80.20   	 -50.86		 65.76   	-127.16		
 -9.77   	-11.90   	 80.00   	 -50.86		 65.25   	-111.90		
 -8.24   	-14.65   	 79.80   	 -50.86		 64.80   	 -91.56		
 -5.49   	-14.95   	 79.59   	 -50.86		 64.44   	 -91.56		
 -4.27   	-15.87   	 79.39   	 -55.95		 64.07   	 -96.64		
 -4.27   	-17.70   	 79.17   	 -50.86		 63.68   	 -91.56		
 -3.97   	-18.01   	 78.96   	 -55.95		 63.32   	 -81.38		
 -2.44   	-13.73   	 78.74   	 -55.95		 62.99   	 -76.30		
  0.61   	 -5.49   	 78.51   	 -61.04		 62.69   	 -66.12		
  3.36   	  2.75   	 78.27   	 -61.04		 62.42   	 -81.38		
  2.44   	  7.93   	 78.03   	 -61.04		 62.10   	 -96.64		
 -3.05   	  7.93   	 77.78   	 -61.04		 61.71   	 -81.38		
 -9.77   	  3.97   	 77.54   	 -61.04		 61.38   	 -55.95		
-14.34   	 -1.22   	 77.29   	 -61.04		 61.16   	 -61.04		
-14.95   	 -5.49   	 77.05   	 -61.04		 60.92   	 -66.12		
-12.82   	 -8.54   	 76.81   	 -55.95		 60.65   	 -76.30		
-10.68   	-10.99   	 76.58   	 -61.04		 60.35   	 -71.21		
-10.38   	-14.65   	 76.34   	 -61.04		 60.06   	 -50.86		
-11.90   	-19.23   	 76.09   	 -55.95		 59.86   	 -50.86		
-11.60   	-21.97   	 75.87   	 -61.04		 59.65   	 -50.86		
 -7.93   	-19.84   	 75.63   	 -61.04		 59.45   	 -50.86		
 -1.22   	-12.21   	 75.38   	 -61.04		 59.25   	 -55.95		
  4.88   	 -1.53   	 75.14   	 -66.12		 59.02   	 -50.86		
  7.63   	  7.63   	 74.87   	 -66.12		 58.82   	 -50.86		
  6.10   	 10.99   	 74.61   	 -61.04		 58.62   	 -45.78		
  2.44   	  9.46   	 74.36   	 -66.12		 58.43   	 -40.69		
 -0.61   	  6.71   	 74.10   	 -66.12		 58.27   	 -45.78		
 -2.75   	  4.88   	 73.83   	 -66.12		 58.09   	 -55.95		
 -4.58   	  3.97   	 73.57   	 -61.04		 57.86   	 -61.04		
 -6.10   	  2.14   	 73.33   	 -61.04		 57.62   	 -20.35		
 -7.93   	 -2.44   	 73.08   	 -66.12		 57.54   	  20.35		
-10.07   	-10.07   	 72.82   	 -55.95		 57.62   	 -25.43		
-11.60   	-15.56   	 72.59   	 -61.04		 57.52   	 -96.64		
-11.60   	-14.95   	 72.35   	 -61.04		 57.13   	 -81.38		
 -9.77   	 -6.71   	 72.11   	 -61.04		 56.81   	 -30.52		
 -6.10   	  6.41   	 71.86   	 -61.04		 56.68   	  -5.09		
 -1.83   	 17.70   	 71.62   	 -61.04		 56.66   	 -20.35		
  0.31   	 21.97   	 71.37   	 -61.04		 56.58   	 -40.69		
  0.00   	 18.31   	 71.13   	 -61.04		 56.42   	 -50.86		
  0.92   	 11.60   	 70.88   	 -61.04		 56.22   	 -50.86		
  4.27   	  6.41   	 70.64   	 -61.04		 56.01   	 -25.43		
  7.93   	  5.19   	 70.40   	 -61.04		 55.91   	 -20.35		
  8.85   	  5.80   	 70.15   	 -66.12		 55.83   	 -25.43		
  4.27   	  6.10   	 69.89   	 -55.95		 55.73   	 -40.69		
 -4.88   	  3.66   	 69.66   	 -61.04		 55.56   	 -40.69		
-14.65   	 -0.92   	 69.42   	 -61.04		 55.40   	 -35.61		
-20.75   	 -5.49   	 69.18   	 -61.04		 55.26   	 -30.52		
-19.53   	 -5.80   	 68.93   	 -55.95		 55.14   	 -30.52		
-10.38   	 -0.31   	 68.71   	 -61.04		 55.02   	 -30.52		
  3.66   	  9.16   	 68.46   	 -61.04		 54.89   	 -40.69		
 15.87   	 18.62   	 68.22   	 -55.95		 54.73   	 -40.69		
 19.23   	 22.89   	 68.00   	 -61.04		 54.57   	 -35.61		
 12.21   	 20.75   	 67.75   	 -55.95		 54.43   	 -30.52		
 -0.31   	 14.95   	 67.53   	 -61.04		 54.30   	 -25.43		
-10.07   	 10.07   	 67.28   	 -55.95		 54.20   	 -30.52		
-12.21   	  7.93   	 67.06   	 -61.04		 54.08   	 -25.43		
 -8.85   	  6.41   	 66.82   	 -55.95		 53.98   	 -30.52		
 -5.19   	  3.97   	 66.59   	 -55.95		 53.86   	 -30.52		
 -5.49   	  1.53   	 66.37   	 -50.86		 53.73   	 -35.61		
 -7.93   	  1.22   	 66.16   	 -55.95		 53.59   	 -30.52		
 -7.63   	  5.19   	 65.94   	 -50.86		 53.47   	 -30.52		
 -3.66   	 12.51   	 65.74   	 -55.95		 53.35   	 -30.52		
  1.83   	 18.31   	 65.51   	 -50.86		 53.22   	 -30.52		
  3.66   	 19.23   	 65.31   	 -50.86		 53.10   	 -30.52		
 -0.31   	 14.65   	 65.11   	 -45.78		 52.98   	 -30.52		
 -6.41   	  7.63   	 64.92   	 -50.86		 52.86   	 -30.52		
 -8.85   	  3.66   	 64.72   	 -50.86		 52.74   	 -35.61		
 -4.58   	  5.19   	 64.52   	 -50.86		 52.59   	 -35.61		
  2.44   	 10.68   	 64.31   	 -50.86		 52.45   	 -30.52		
  6.41   	 15.56   	 64.11   	 -50.86		 52.33   	 -25.43		
  4.88   	 16.48   	 63.91   	 -45.78		 52.23   	 -25.43		
  0.31   	 14.65   	 63.72   	 -45.78		 52.13   	 -25.43		
 -1.53   	 13.43   	 63.54   	 -45.78		 52.02   	 -30.52		
  1.53   	 16.78   	 63.36   	 -45.78		 51.90   	 -25.43		
  7.63   	 26.86   	 63.17   	 -45.78		 51.80   	 -30.52		
 11.90   	 43.64   	 62.99   	 -45.78		 51.68   	 -30.52		
 11.29   	 64.70   	 62.81   	 -40.69		 51.56   	 -30.52		
  6.71   	 84.84   	 62.64   	 -40.69		 51.43   	 -30.52		
  0.61   	 97.96   	 62.48   	 -40.69		 51.31   	 -25.43		
 -3.66   	100.71   	 62.32   	 -45.78		 51.21   	 -30.52		
 -5.19   	 95.21   	 62.14   	 -40.69		 51.09   	 -30.52		
 -3.36   	 91.55   	 61.97   	 -40.69		 50.97   	 -30.52		
  2.44   	 98.57   	 61.81   	 -40.69		 50.84   	 -30.52		
 11.90   	118.10   	 61.65   	 -40.69		 50.72   	 -30.52		
 22.28   	141.91   	 61.49   	 -40.69		 50.60   	 -25.43		
 30.21   	159.91   	 61.32   	 -40.69		 50.50   	 -25.43		
 33.26   	166.93   	 61.16   	 -40.69		 50.40   	 -30.52		
 32.35   	166.32   	 61.00   	 -40.69		 50.27   	 -30.52		
 31.43   	166.02   	 60.83   	 -35.61		 50.15   	 -30.52		
 32.35   	169.68   	 60.69   	 -40.69		 50.03   	 -25.43		
 33.57   	175.48   	 60.53   	 -35.61		 49.93   	 -30.52		
 32.65   	179.75   	 60.39   	 -35.61		 49.81   	 -30.52		
 31.13   	182.50   	 60.24   	 -35.61		 49.68   	 -30.52		
 32.04   	186.46   	 60.10   	 -35.61		 49.56   	 -30.52		
 37.84   	192.87   	 59.96   	 -35.61		 49.44   	 -25.43		
 46.08   	196.84   	 59.82   	 -30.52		 49.34   	 -25.43		
 50.05   	189.21   	 59.69   	 -30.52		 49.24   	 -30.52		
 43.33   	161.74   	 59.57   	 -30.52		 49.11   	 -25.43		
 26.55   	116.27   	 59.45   	 -25.43		 49.01   	 -30.52		
  7.32   	 65.31   	 59.35   	 -25.43		 48.89   	 -25.43		
 -7.32   	 23.80   	 59.25   	 -30.52		 48.79   	 -30.52		
-13.12   	 -0.92   	 59.12   	 -20.35		 48.67   	 -30.52		
-10.99   	-10.68   	 59.04   	 -25.43		 48.55   	 -25.43		
 -5.49   	-15.87   	 58.94   	 -25.43		 48.44   	 -25.43		
 -2.14   	-23.80   	 58.84   	 -20.35		 48.34   	 -25.43		
 -1.22   	-34.18   	 58.76   	 -25.43		 48.24   	 -30.52		
 -2.14   	-40.28   	 58.66   	 -25.43		 48.12   	 -20.35		
 -2.44   	-39.37   	 58.56   	 -25.43		 48.04   	 -25.43		
 -1.53   	-33.57   	 58.45   	 -25.43		 47.93   	 -25.43		
