  I     	  II     	  AO     	  AO'		  FAC     	  FAC'		
  4.27   	-12.51   	 83.91   	 -76.30		 69.85   	-162.77		
 11.90   	 -8.24   	 83.60   	 -76.30		 69.20   	-442.52		
 17.09   	 -7.02   	 83.30   	 -71.21		 67.43   	-315.36		
 16.48   	-10.99   	 83.01   	 -76.30		 66.16   	 -50.86		
 10.07   	-18.92   	 82.71   	 -76.30		 65.96   	  15.26		
  2.14   	-27.47   	 82.40   	 -76.30		 66.02   	 -50.86		
 -3.66   	-32.65   	 82.10   	 -76.30		 65.82   	-106.82		
 -4.27   	-31.43   	 81.79   	 -71.21		 65.39   	-137.33		
 -0.92   	-22.89   	 81.51   	 -71.21		 64.84   	 -91.56		
  2.14   	-10.99   	 81.22   	 -71.21		 64.48   	 -10.17		
  2.14   	 -0.31   	 80.94   	 -66.12		 64.44   	 -86.47		
  0.31   	  3.97   	 80.67   	 -71.21		 64.09   	 -61.04		
 -0.92   	  1.53   	 80.39   	 -66.12		 63.85   	  10.17		
  0.31   	 -5.49   	 80.12   	 -71.21		 63.89   	-137.33		
  3.97   	-12.82   	 79.84   	 -71.21		 63.34   	-213.63		
  7.02   	-18.01   	 79.55   	 -66.12		 62.48   	-111.90		
  6.71   	-20.45   	 79.29   	 -71.21		 62.03   	   5.09		
  4.88   	-20.45   	 79.00   	 -66.12		 62.05   	  76.30		
  3.97   	-17.70   	 78.74   	 -66.12		 62.36   	  20.35		
  4.88   	-13.12   	 78.47   	 -71.21		 62.44   	-137.33		
  7.63   	 -7.93   	 78.19   	 -66.12		 61.89   	-183.11		
  9.46   	 -5.19   	 77.92   	 -66.12		 61.16   	-106.82		
  7.93   	 -6.41   	 77.66   	 -66.12		 60.73   	 -15.26		
  3.66   	-10.68   	 77.40   	 -66.12		 60.67   	  20.35		
 -1.22   	-14.34   	 77.13   	 -71.21		 60.75   	 -20.35		
 -4.27   	-15.56   	 76.85   	 -71.21		 60.67   	-116.99		
 -4.58   	-14.34   	 76.56   	 -66.12		 60.20   	 -86.47		
 -1.22   	-12.51   	 76.30   	 -76.30		 59.86   	   0.00		
  3.66   	-11.90   	 75.99   	 -71.21		 59.86   	  -5.09		
  7.32   	-12.51   	 75.71   	 -71.21		 59.84   	 -66.12		
  8.85   	-12.82   	 75.42   	 -76.30		 59.57   	 -71.21		
  8.24   	-12.21   	 75.12   	 -71.21		 59.29   	 -81.38		
  6.71   	-10.68   	 74.83   	 -71.21		 58.96   	-137.33		
  5.49   	-10.68   	 74.55   	 -76.30		 58.41   	 -91.56		
  5.19   	-13.43   	 74.24   	 -71.21		 58.05   	  20.35		
  4.27   	-18.62   	 73.96   	 -71.21		 58.13   	  45.78		
  2.44   	-24.41   	 73.67   	 -71.21		 58.31   	 -40.69		
  0.00   	-26.55   	 73.39   	 -71.21		 58.15   	 -96.64		
 -2.44   	-23.50   	 73.10   	 -71.21		 57.76   	  50.86		
 -3.66   	-14.34   	 72.82   	 -71.21		 57.97   	 -45.78		
 -1.83   	 -2.14   	 72.53   	 -71.21		 57.78   	-412.00		
  2.75   	  7.63   	 72.25   	 -71.21		 56.13   	-244.15		
  7.93   	 11.60   	 71.96   	 -66.12		 55.16   	 376.40		
 11.60   	  8.85   	 71.70   	 -66.12		 56.66   	 569.68		
 11.29   	  1.83   	 71.43   	 -66.12		 58.94   	 -25.43		
  7.93   	 -5.80   	 71.17   	 -66.12		 58.84   	-554.42		
  5.49   	-10.68   	 70.91   	 -61.04		 56.62   	-427.26		
  5.19   	-12.21   	 70.66   	 -61.04		 54.91   	  50.86		
  6.10   	-12.21   	 70.42   	 -61.04		 55.12   	 320.45		
  5.19   	-12.51   	 70.17   	 -66.12		 56.40   	 188.20		
  3.66   	-12.82   	 69.91   	 -66.12		 57.15   	-137.33		
  3.36   	-12.21   	 69.64   	 -61.04		 56.60   	-289.93		
  4.58   	 -9.77   	 69.40   	 -66.12		 55.44   	-157.68		
  5.80   	 -6.41   	 69.14   	 -66.12		 54.81   	  61.04		
  3.05   	 -4.88   	 68.87   	 -66.12		 55.06   	 132.25		
 -3.97   	 -6.41   	 68.61   	 -66.12		 55.58   	  35.61		
 -9.16   	-10.07   	 68.34   	 -66.12		 55.73   	 -91.56		
 -7.02   	-12.51   	 68.08   	 -66.12		 55.36   	-147.51		
  0.61   	-12.21   	 67.81   	 -61.04		 54.77   	 -66.12		
  7.63   	-10.07   	 67.57   	 -61.04		 54.51   	  20.35		
  8.24   	 -7.93   	 67.32   	 -61.04		 54.59   	  30.52		
  3.05   	 -7.63   	 67.08   	 -55.95		 54.71   	 -20.35		
 -1.83   	 -9.46   	 66.86   	 -55.95		 54.63   	 -66.12		
 -2.44   	-12.51   	 66.63   	 -55.95		 54.36   	 -66.12		
  1.22   	-14.65   	 66.41   	 -50.86		 54.10   	 -35.61		
  3.97   	-13.73   	 66.21   	 -55.95		 53.96   	  -5.09		
  2.44   	 -9.16   	 65.98   	 -50.86		 53.94   	 -10.17		
 -1.53   	 -0.61   	 65.78   	 -55.95		 53.90   	 -35.61		
 -3.05   	  9.77   	 65.55   	 -50.86		 53.75   	 -50.86		
  0.61   	 20.45   	 65.35   	 -50.86		 53.55   	 -55.95		
  8.24   	 32.35   	 65.15   	 -50.86		 53.33   	 -35.61		
 17.09   	 47.30   	 64.94   	 -50.86		 53.18   	 -20.35		
 22.28   	 64.70   	 64.74   	 -50.86		 53.10   	 -20.35		
 21.06   	 80.87   	 64.54   	 -50.86		 53.02   	 -35.61		
 15.56   	 90.94   	 64.33   	 -50.86		 52.88   	 -40.69		
  8.85   	 93.08   	 64.13   	 -45.78		 52.72   	 -45.78		
  4.58   	 90.94   	 63.95   	 -50.86		 52.53   	 -40.69		
  5.19   	 90.64   	 63.74   	 -45.78		 52.37   	 -30.52		
 10.38   	 96.44   	 63.56   	 -45.78		 52.25   	 -30.52		
 17.40   	108.95   	 63.38   	 -45.78		 52.13   	 -30.52		
 24.11   	124.51   	 63.19   	 -45.78		 52.00   	 -35.61		
 29.30   	138.55   	 63.01   	 -45.78		 51.86   	 -40.69		
 33.26   	147.71   	 62.83   	 -45.78		 51.70   	 -35.61		
 36.01   	151.06   	 62.64   	 -45.78		 51.56   	 -40.69		
 37.23   	148.93   	 62.46   	 -40.69		 51.39   	 -35.61		
 37.84   	144.65   	 62.30   	 -45.78		 51.25   	 -35.61		
 39.37   	142.82   	 62.12   	 -40.69		 51.11   	 -35.61		
 43.64   	147.09   	 61.95   	 -40.69		 50.97   	 -30.52		
 50.05   	157.17   	 61.79   	 -40.69		 50.84   	 -35.61		
 55.24   	167.85   	 61.63   	 -40.69		 50.70   	 -30.52		
 54.93   	171.20   	 61.46   	 -35.61		 50.58   	 -35.61		
 47.91   	163.27   	 61.32   	 -40.69		 50.44   	 -35.61		
 37.23   	143.13   	 61.16   	 -35.61		 50.29   	 -35.61		
 26.25   	113.83   	 61.02   	 -30.52		 50.15   	 -25.43		
 18.31   	 80.26   	 60.89   	 -35.61		 50.05   	 -25.43		
 12.82   	 46.39   	 60.75   	 -30.52		 49.95   	 -30.52		
  9.46   	 17.40   	 60.63   	 -30.52		 49.83   	 -35.61		
  7.93   	 -3.36   	 60.51   	 -30.52		 49.68   	 -30.52		
  7.02   	-16.78   	 60.39   	 -25.43		 49.56   	 -25.43		
  5.19   	-26.25   	 60.28   	 -25.43		 49.46   	 -25.43		
  0.92   	-34.79   	 60.18   	 -30.52		 49.36   	 -25.43		
 -4.88   	-42.72   	 60.06   	 -25.43		 49.26   	 -35.61		
-10.07   	-48.22   	 59.96   	 -25.43		 49.11   	 -25.43		
-12.82   	-51.27   	 59.86   	 -30.52		 49.01   	 -25.43		
-12.21   	-52.80   	 59.74   	 -25.43		 48.91   	 -20.35		
 -9.16   	-54.63   	 59.63   	 -30.52		 48.83   	 -20.35		
 -4.58   	-57.37   	 59.51   	 -30.52		 48.75   	 -25.43		
 -0.31   	-61.04   	 59.39   	 -30.52		 48.65   	 -30.52		
  2.14   	-64.70   	 59.27   	 -30.52		 48.52   	 -15.26		
  1.83   	-69.58   	 59.15   	 -30.52		 48.46   	 -20.35		
 -2.14   	-78.43   	 59.02   	 -30.52		 48.38   	 -15.26		
-10.38   	-91.25   	 58.90   	 -30.52		 48.32   	 -20.35		
-21.36   	-103.76   	 58.78   	 -30.52		 48.24   	 -25.43		
-32.65   	-108.03   	 58.66   	 -35.61		 48.14   	 -20.35		
-38.76   	-93.08   	 58.51   	 -35.61		 48.06   	 -30.52		
-28.99   	-42.42   	 58.37   	 -40.69		 47.93   	 -35.61		
  7.32   	 61.34   	 58.21   	 -40.69		 47.79   	 -25.43		
 76.60   	235.60   	 58.05   	 -45.78		 47.69   	 -20.35		
176.70   	488.28   	 57.86   	 -45.78		 47.61   	 -25.43		
294.19   	795.59   	 57.68   	 -45.78		 47.51   	 -30.52		
402.53   	1076.97   	 57.50   	 -86.47		 47.39   	 -66.12		
461.73   	1139.22(R)	 57.15   	 -40.69		 47.12   	 -25.43		
388.18   	831.91   	 56.99   	 -35.61		 47.02   	 -25.43		
276.49   	395.51   	 56.85   	 -35.61		 46.92   	 -25.43		
174.56   	-11.29   	 56.70   	 -25.43		 46.82   	 -25.43		
114.75   	-262.76   	 56.60   	 -30.52		 46.71   	 -25.43		
 97.35   	-325.93   	 56.48   	 -25.43		 46.61   	 -30.52		
 94.30   	-254.52   	 56.38   	 -25.43		 46.49   	 -25.43		
 78.13   	-138.55   	 56.28   	 -25.43		 46.39   	 -25.43		
 41.50   	-54.02   	 56.17   	 -20.35		 46.29   	 -20.35		
 -1.22   	-30.52   	 56.09   	 -25.43		 46.21   	 -35.61		
-31.74   	-54.63   	 55.99   	 -20.35		 46.06   	 -20.35		
-42.42   	-96.44   	 55.91   	 -20.35		 45.98   	 -30.52		
-39.06   	-131.23   	 55.83   	 -15.26		 45.86   	 -25.43		
-32.35   	-147.71   	 55.77(D)	   0.00		 45.76   	 -30.52		
-27.77   	-147.71   	 55.77   	   5.09		 45.64   	 -25.43		
-27.16   	-140.69   	 55.79   	  25.43		 45.53   	 -25.43		
-28.38   	-136.41   	 55.89   	  40.69		 45.43   	 -20.35		
-29.91   	-138.24   	 56.05   	  61.04		 45.35   	 -15.26		
-31.13   	-144.96   	 56.30   	  86.47		 45.29   	 -15.26		
-31.74   	-152.89   	 56.64   	 111.90		 45.23   	 -15.26		
-31.74   	-157.47   	 57.09   	 132.25		 45.17   	 -25.43		
-32.04   	-156.25   	 57.62   	 157.68		 45.07   	 -20.35		
-32.65   	-149.84   	 58.25   	 188.20		 44.98   	 -30.52		
-34.18   	-142.52   	 59.00   	 213.63		 44.86   	 -30.52		
-36.32   	-139.16   	 59.86   	 249.24		 44.74   	 -25.43		
-37.84   	-141.60   	 60.85   	 279.75		 44.64   	 -30.52		
-37.54   	-146.48   	 61.97   	 305.19		 44.52   	 -30.52		
-35.10   	-149.54   	 63.19   	 325.53		 44.39   	 -25.43		
-31.74   	-148.01   	 64.50   	 330.62		 44.29   	 -30.52		
-28.99   	-142.21   	 65.82   	 325.53		 44.17   	  -5.09		
-28.99   	-136.72   	 67.12   	 320.45		 44.15(D)	   5.09		
-30.52   	-135.19   	 68.40   	 300.10		 44.17   	  15.26		
-32.65   	-139.47   	 69.60   	 279.75		 44.23   	  35.61		
-33.57   	-148.32   	 70.72   	 259.41		 44.37   	  66.12		
-32.65   	-156.56   	 71.76   	 239.06		 44.64   	 101.73		
-31.13   	-160.52   	 72.72   	 218.72		 45.05   	 152.59		
-29.91   	-159.00   	 73.59   	 198.37		 45.66   	 223.80		
-31.13   	-152.28   	 74.38   	 172.94		 46.55   	 330.62		
-34.18   	-144.04   	 75.08   	 157.68		 47.87   	 452.69		
-37.84   	-137.33   	 75.71   	 142.42		 49.68   	 539.16		
-41.20   	-133.67   	 76.28   	 132.25		 51.84   	 564.60		
-43.64   	-134.28   	 76.81   	 127.16		 54.10   	 549.34		
-43.64   	-137.33   	 77.31   	 132.25		 56.30   	 498.47		
-40.59   	-140.69   	 77.84   	 142.42		 58.29   	 457.78		
-36.32   	-142.52   	 78.41   	 162.77		 60.12   	 432.35		
-33.26   	-140.99   	 79.06   	 178.03		 61.85   	 422.18		
-33.87   	-135.80   	 79.78   	 193.29		 63.54   	 437.43		
-37.84   	-128.48   	 80.55   	 198.37		 65.29   	 447.61		
-42.11   	-122.38   	 81.34   	 208.54		 67.08   	 447.61		
-44.56   	-119.32   	 82.18   	 213.63		 68.87   	 442.52		
-45.17   	-119.93   	 83.03   	 223.80		 70.64   	 427.26		
-45.47   	-121.77   	 83.93   	 228.89		 72.35   	 432.35		
-45.78   	-122.07   	 84.84   	 239.06		 74.08   	 447.61		
-45.17   	-119.93   	 85.80   	 233.98		 75.87   	 447.61		
-43.64   	-115.05   	 86.73   	 228.89		 77.66   	 412.00		
-42.11   	-107.73   	 87.65   	 218.72		 79.31   	 406.92		
-42.11   	-98.57   	 88.52   	 208.54		 80.94   	 417.09		
-44.25   	-87.89   	 89.36   	 198.37		 82.60   	 412.00		
-46.39   	-78.74   	 90.15   	 183.11		 84.25   	 396.74		
-47.30   	-74.16   	 90.88   	 183.11		 85.84   	 371.31		
-49.44   	-75.99   	 91.62   	 183.11		 87.32   	 361.14		
-53.71   	-81.18   	 92.35   	 188.20		 88.77   	 335.71		
-57.98   	-83.01   	 93.10   	 198.37		 90.11   	 320.45		
-60.12   	-78.43   	 93.90   	 208.54		 91.39   	 289.93		
-57.98   	-69.89   	 94.73   	 213.63		 92.55   	 259.41		
-53.71   	-62.56   	 95.58   	 208.54		 93.59   	 223.80		
-52.49   	-59.51   	 96.42   	 203.46		 94.49   	 193.29		
-58.59   	-58.59   	 97.23   	 188.20		 95.26   	 167.85		
-69.89   	-53.41   	 97.99   	 162.77		 95.93   	 178.03		
-80.26   	-42.11   	 98.64   	 137.33		 96.64   	 167.85		
-84.53   	-28.38   	 99.19   	 111.90		 97.31   	 122.07		
-81.48   	-18.92   	 99.63   	  81.38		 97.80   	  71.21		
-74.77   	-17.40   	 99.96   	  61.04		 98.09   	  66.12		
-69.27   	-20.75   	100.20   	  50.86		 98.35   	  66.12		
-68.36   	-24.41   	100.41   	  30.52		 98.62   	  66.12		
-70.50   	-23.19   	100.53   	  25.43		 98.88   	  30.52		
-69.58   	-16.78   	100.63   	  10.17		 99.00   	   0.00		
-62.26   	 -7.63   	100.67   	   0.00		 99.00   	  -5.09		
-48.52   	 -0.31   	100.67   	 -15.26		 98.98   	  -5.09		
-32.65   	  3.36   	100.61   	 -30.52		 98.96   	 -35.61		
-19.84   	  3.36   	100.49   	 -50.86		 98.82   	 -76.30		
-13.43   	  0.31   	100.28   	 -66.12		 98.51   	 -81.38		
-12.51   	 -2.44   	100.02   	 -91.56		 98.19   	 -96.64		
-11.60   	 -3.05   	 99.65   	-101.73		 97.80   	-101.73		
 -7.32   	 -0.92   	 99.25   	-122.07		 97.40   	-116.99		
  0.00   	  2.75   	 98.76   	-137.33		 96.93   	-147.51		
  6.41   	  5.49   	 98.21   	-142.42		 96.34   	-157.68		
  9.46   	  6.71   	 97.64   	-152.59		 95.71   	-167.85		
  8.24   	  5.80   	 97.03   	-162.77		 95.04   	-172.94		
  6.41   	  3.97   	 96.38   	-162.77		 94.34   	-172.94		
  6.71   	  0.61   	 95.73   	-172.94		 93.65   	-188.20		
  8.85   	 -4.58   	 95.04   	-178.03		 92.90   	-193.29		
 10.07   	-11.29   	 94.32   	-178.03		 92.13   	-213.63		
  8.85   	-16.17   	 93.61   	-188.20		 91.27   	-223.80		
  5.80   	-15.56   	 92.86   	-183.11		 90.38   	-239.06		
  4.27   	 -6.71   	 92.13   	  N/A		 89.42   	  N/A		
