  I     	  II     	  AO     	  AO'		  AO     	  AO'		
 41.50   	 51.27   	 95.30   	-116.99		 97.80   	-111.90		
 49.13   	 76.60   	 94.83   	-111.90		 97.35   	-111.90		
 60.42   	103.76   	 94.38   	-101.73		 96.91   	-106.82		
 66.53   	118.71   	 93.98   	-101.73		 96.48   	-111.90		
 75.07   	133.97   	 93.57   	-101.73		 96.03   	-106.82		
 83.92   	145.57   	 93.16   	 -96.64		 95.60   	-106.82		
 85.45   	152.89   	 92.78   	 -96.64		 95.18   	-106.82		
 89.42   	162.96   	 92.39   	 -96.64		 94.75   	-101.73		
 90.03   	169.68   	 92.00   	-101.73		 94.34   	-106.82		
 82.40   	155.33   	 91.60   	 -96.64		 93.92   	-106.82		
 72.33   	120.85   	 91.21   	-106.82		 93.49   	-101.73		
 56.76   	 75.99   	 90.78   	-101.73		 93.08   	-106.82		
 43.03   	 32.96   	 90.38   	-101.73		 92.65   	-101.73		
 28.69   	  2.44   	 89.97   	 -96.64		 92.25   	-101.73		
 23.19   	 -9.77   	 89.58   	-101.73		 91.84   	 -96.64		
 22.89   	-12.21   	 89.18   	 -91.56		 91.45   	 -96.64		
 14.95   	-25.63   	 88.81   	 -91.56		 91.07   	 -96.64		
 15.56   	-37.54   	 88.44   	 -91.56		 90.68   	 -96.64		
 13.12   	-52.49   	 88.08   	 -86.47		 90.29   	 -91.56		
 10.99   	-78.13   	 87.73   	 -86.47		 89.93   	 -91.56		
 13.12   	-91.86   	 87.39   	 -81.38		 89.56   	 -86.47		
 10.68   	-103.76   	 87.06   	 -81.38		 89.22   	 -86.47		
 12.21   	-112.92   	 86.73   	 -76.30		 88.87   	 -81.38		
 16.48   	-109.25   	 86.43   	 -81.38		 88.54   	 -81.38		
 16.78   	-109.86   	 86.10   	 -76.30		 88.22   	 -81.38		
 25.63   	-99.18   	 85.80   	 -76.30		 87.89   	 -76.30		
 27.47   	-93.69   	 85.49   	 -76.30		 87.59   	 -71.21		
 26.86   	-90.33   	 85.19   	 -71.21		 87.30   	 -76.30		
 28.08   	-83.62   	 84.90   	 -71.21		 87.00   	 -66.12		
 33.57   	-85.14   	 84.62   	 -66.12		 86.73   	 -71.21		
 36.93   	-86.06   	 84.35   	 -66.12		 86.45   	 -66.12		
 40.89   	-92.47   	 84.09   	 -61.04		 86.18   	 -66.12		
 45.17   	-97.96   	 83.85   	 -61.04		 85.92   	 -66.12		
 41.50   	-103.15   	 83.60   	 -61.04		 85.66   	 -66.12		
 42.42   	-101.32   	 83.36   	 -66.12		 85.39   	 -61.04		
 37.54   	-91.86   	 83.09   	 -61.04		 85.15   	 -66.12		
 34.48   	-83.62   	 82.85   	 -61.04		 84.88   	 -66.12		
 29.30   	-79.65   	 82.60   	 -66.12		 84.62   	 -66.12		
 16.48   	-87.28   	 82.34   	 -66.12		 84.35   	 -66.12		
 10.38   	-96.13   	 82.07   	 -66.12		 84.09   	 -71.21		
  6.71   	-101.32   	 81.81   	 -66.12		 83.80   	 -66.12		
  0.31   	-99.18   	 81.55   	 -61.04		 83.54   	 -66.12		
 -0.31   	-81.18   	 81.30   	 -61.04		 83.28   	 -66.12		
  3.36   	-71.41   	 81.06   	 -61.04		 83.01   	 -61.04		
 -3.36   	-67.44   	 80.81   	 -61.04		 82.77   	 -66.12		
 -2.14   	-66.22   	 80.57   	 -55.95		 82.50   	 -61.04		
  2.44   	-76.29   	 80.35   	 -50.86		 82.26   	 -55.95		
 -1.22   	-77.21   	 80.14   	 -50.86		 82.03   	 -61.04		
  0.61   	-73.55   	 79.94   	 -50.86		 81.79   	 -55.95		
  2.14   	-68.36   	 79.74   	 -50.86		 81.57   	 -55.95		
  0.92   	-61.95   	 79.53   	 -45.78		 81.34   	 -50.86		
  0.92   	-56.76   	 79.35   	 -50.86		 81.14   	 -55.95		
  3.97   	-55.85   	 79.15   	 -50.86		 80.92   	 -55.95		
  3.36   	-47.00   	 78.94   	 -55.95		 80.69   	 -55.95		
  1.83   	-11.90   	 78.72   	 -55.95		 80.47   	 -55.95		
 13.43   	 43.95   	 78.49   	 -66.12		 80.24   	 -55.95		
 28.38   	148.32   	 78.23   	 -61.04		 80.02   	 -61.04		
 39.06   	313.72   	 77.99   	 -71.21		 79.78   	 -61.04		
 83.01   	479.43   	 77.70   	 -71.21		 79.53   	 -61.04		
126.65   	682.68   	 77.42   	 -71.21		 79.29   	 -61.04		
176.09   	900.57   	 77.13   	 -71.21		 79.04   	 -66.12		
260.31   	1043.70   	 76.85   	 -76.30		 78.78   	 -66.12		
349.12   	1124.57(R)	 76.54   	 -66.12		 78.51   	 -66.12		
420.84   	1039.73   	 76.28   	 -66.12		 78.25   	 -66.12		
389.10   	768.43   	 76.01   	 -66.12		 77.99   	 -66.12		
285.03   	377.20   	 75.75   	 -55.95		 77.72   	 -66.12		
166.63   	 49.44   	 75.52   	 -55.95		 77.46   	 -61.04		
 72.94   	-210.27   	 75.30   	 -55.95		 77.21   	 -61.04		
 72.94   	-324.71   	 75.08   	 -50.86		 76.97   	 -61.04		
154.72   	-250.24   	 74.87   	 -45.78		 76.72   	 -61.04		
199.28   	-269.17   	 74.69   	 -50.86		 76.48   	 -55.95		
168.76   	-245.06   	 74.49   	 -45.78		 76.26   	 -55.95		
101.32   	-185.24   	 74.30   	 -50.86		 76.03   	 -55.95		
 48.52   	-197.45   	 74.10   	 -45.78		 75.81   	 -50.86		
 -5.49   	-148.01   	 73.92   	 -45.78		 75.60   	 -55.95		
-33.87   	-113.83   	 73.73   	 -45.78		 75.38   	 -50.86		
-24.11   	-106.51   	 73.55   	 -40.69		 75.18   	 -50.86		
-22.28   	-127.26   	 73.39   	 -40.69		 74.97   	 -50.86		
-27.16   	-126.34   	 73.22   	 -35.61		 74.77   	 -45.78		
-21.67   	-121.46   	 73.08   	 -35.61		 74.59   	 -50.86		
-15.56   	-116.27   	 72.94   	 -30.52		 74.38   	 -40.69		
-22.28   	-113.53   	 72.82   	 -20.35		 74.22   	 -45.78		
-27.47   	-109.56   	 72.74   	 -10.17		 74.04   	 -35.61		
-17.09   	-114.14   	 72.70   	   5.09		 73.90   	 -30.52		
-16.78   	-119.93   	 72.72   	  30.52		 73.77   	 -25.43		
-18.31   	-112.30   	 72.84   	  66.12		 73.67   	 -10.17		
-19.23   	-102.84   	 73.10   	 111.90		 73.63   	   5.09		
-20.45   	-98.88   	 73.55   	 157.68		 73.65   	  25.43		
-20.45   	-99.79   	 74.18   	 208.54		 73.75   	  50.86		
-22.89   	-100.71   	 75.01   	 259.41		 73.96   	  76.30		
-26.55   	-111.69   	 76.05   	 295.01		 74.26   	 111.90		
-27.47   	-119.02   	 77.23   	 315.36		 74.71   	 137.33		
-25.63   	-115.66   	 78.49   	 325.53		 75.26   	 167.85		
-25.02   	-119.93   	 79.80   	 320.45		 75.93   	 193.29		
-24.11   	-116.88   	 81.08   	 305.19		 76.70   	 223.80		
-19.23   	-104.68   	 82.30   	 289.93		 77.60   	 239.06		
-20.14   	-103.76   	 83.46   	 279.75		 78.56   	 264.50		
-23.19   	-110.47   	 84.58   	 274.67		 79.61   	 279.75		
-21.36   	-112.00   	 85.68   	 274.67		 80.73   	 300.10		
-28.08   	-118.41   	 86.77   	 279.75		 81.93   	 315.36		
-29.60   	-125.12   	 87.89   	 279.75		 83.19   	 325.53		
-25.02   	-116.58   	 89.01   	 269.58		 84.50   	 340.79		
-29.91   	-114.14   	 90.09   	 264.50		 85.86   	 350.97		
-26.55   	-117.49   	 91.15   	 249.24		 87.26   	 356.05		
-25.33   	-113.53   	 92.15   	 228.89		 88.69   	 361.14		
-30.82   	-113.22   	 93.06   	 218.72		 90.13   	 361.14		
-28.69   	-110.47   	 93.94   	 213.63		 91.58   	 371.31		
-34.48   	-113.83   	 94.79   	 218.72		 93.06   	 366.22		
-35.10   	-126.04   	 95.67   	 239.06		 94.53   	 366.22		
-32.04   	-133.36   	 96.62   	 259.41		 95.99   	 361.14		
-35.71   	-140.69   	 97.66   	 289.93		 97.44   	 366.22		
-35.71   	-142.21   	 98.82   	 315.36		 98.90   	 356.05		
-35.10   	-132.75   	100.08   	 335.71		100.33   	 350.97		
-39.98   	-130.00   	101.42   	 335.71		101.73   	 345.88		
-37.84   	-134.89   	102.77   	 335.71		103.11   	 330.62		
-39.67   	-133.97   	104.11   	 310.27		104.43   	 325.53		
-41.50   	-134.28   	105.35   	 289.93		105.74   	 320.45		
-43.03   	-143.43   	106.51   	 264.50		107.02   	 305.19		
-47.91   	-144.96   	107.57   	 233.98		108.24   	 300.10		
-50.05   	-152.89   	108.50   	 213.63		109.44   	 295.01		
-50.96   	-158.08   	109.36   	 193.29		110.62   	 284.84		
-55.54   	-158.69   	110.13   	 172.94		111.76   	 279.75		
-56.15   	-161.13   	110.82   	 167.85		112.88   	 269.58		
-62.87   	-162.66   	111.49   	 157.68		113.96   	 264.50		
-68.66   	-174.56   	112.13   	 157.68		115.01   	 254.32		
-70.50   	-184.02   	112.76   	 167.85		116.03   	 244.15		
-74.46   	-184.33   	113.43   	 188.20		117.01   	 244.15		
-78.74   	-194.70   	114.18   	 218.72		117.99   	 239.06		
-80.87   	-194.40   	115.06   	 249.24		118.94   	 239.06		
-85.14   	-194.09   	116.05   	 269.58		119.90   	 233.98		
-91.25   	-197.14   	117.13   	 274.67		120.83   	 228.89		
-87.89   	-185.55   	118.23   	 274.67		121.75   	 223.80		
-93.08   	-184.02   	119.33   	 249.24		122.64   	 213.63		
-93.99   	-182.50   	120.33   	 218.72		123.50   	 198.37		
-92.77   	-181.27   	121.20   	 183.11		124.29   	 178.03		
-92.47   	-180.97   	121.93   	 147.51		125.00   	 162.77		
-88.81   	-167.85   	122.52   	 127.16		125.66   	 152.59		
-86.36   	-154.11   	123.03   	 122.07		126.27   	 132.25		
-83.01   	-142.52   	123.52   	 132.25		126.80   	 122.07		
-80.26   	-130.00   	124.05   	 142.42		127.28   	 116.99		
-73.55   	-119.63   	124.62   	 162.77		127.75   	 101.73		
-64.70   	-103.76   	125.27   	 167.85		128.16   	  96.64		
-55.24   	-88.50   	125.94   	 167.85		128.54   	  91.56		
-49.74   	-77.82   	126.61   	 152.59		128.91   	  76.30		
-44.56   	-68.97   	127.22   	 122.07		129.22   	  71.21		
-36.01   	-65.61   	127.71   	  76.30		129.50   	  61.04		
-29.30   	-58.90   	128.02   	  30.52		129.75   	  50.86		
-18.31   	-41.50   	128.14(S)	 -20.35		129.95   	  40.69		
-12.51   	-26.86   	128.06   	 -71.21		130.11   	  20.35		
 -5.80   	-18.31   	127.77   	-106.82		130.19   	  10.17		
 -3.66   	-17.09   	127.34   	-142.42		130.23(S)	 -10.17		
  1.22   	-22.58   	126.77   	-167.85		130.19   	 -30.52		
  8.54   	-25.33   	126.10   	-188.20		130.07   	 -50.86		
  7.93   	-18.62   	125.35   	-198.37		129.87   	 -81.38		
 12.82   	-11.60   	124.56   	-213.63		129.54   	-101.73		
 13.73   	 -9.46   	123.70   	-223.80		129.13   	-132.25		
 10.38   	-14.95   	122.81   	-249.24		128.61   	-167.85		
 16.17   	-20.14   	121.81   	-269.58		127.93   	-193.29		
 18.01   	-21.97   	120.73   	-300.10		127.16   	-228.89		
 15.56   	-16.17   	119.53   	-330.62		126.25   	-259.41		
 20.14   	 -7.93   	118.21   	-350.97		125.21   	-295.01		
 20.14   	-10.07   	116.81   	-366.22		124.03   	-325.53		
 20.75   	 -7.32   	115.34   	-361.14		122.73   	-350.97		
 25.02   	 -9.16   	113.90   	-345.88		121.32   	-366.22		
 22.89   	-15.26   	112.51   	-305.19		119.86   	-376.40		
 21.67   	 -7.63   	111.29   	-254.32		118.35   	-371.31		
 19.53   	-10.68   	110.27   	-193.29		116.87   	-366.22		
 16.78   	-11.90   	109.50   	-127.16		115.40   	-335.71		
 25.33   	 -5.49   	108.99   	 -71.21		114.06   	-310.27		
 24.11   	 -9.77   	108.71   	 -20.35		112.82   	-269.58		
 20.45   	 -8.54   	108.63   	  15.26		111.74   	-233.98		
 25.63   	  0.00   	108.69   	  20.35		110.80   	-198.37		
 21.06   	  3.05   	108.77   	  10.17		110.01   	-162.77		
 20.14   	  5.49   	108.81   	 -15.26		109.36   	-132.25		
 28.69   	  2.75   	108.75   	 -55.95		108.83   	-106.82		
 26.25   	 -8.85   	108.52   	 -86.47		108.40   	 -86.47		
 24.11   	-13.43   	108.18   	-122.07		108.06   	 -71.21		
 25.94   	-12.82   	107.69   	-142.42		107.77   	 -55.95		
 24.41   	-11.90   	107.12   	-147.51		107.55   	 -50.86		
 23.19   	 -8.54   	106.53   	-147.51		107.34   	 -40.69		
 26.25   	 -3.36   	105.94   	-127.16		107.18   	 -40.69		
 25.63   	 -9.16   	105.43   	-101.73		107.02   	 -40.69		
 23.19   	-11.60   	105.03   	 -81.38		106.86   	 -40.69		
 24.11   	 -8.85   	104.70   	 -55.95		106.69   	 -40.69		
 21.06   	-20.14   	104.48   	 -45.78		106.53   	 -50.86		
 21.67   	-24.11   	104.29   	 -40.69		106.33   	 -55.95		
 21.36   	-21.97   	104.13   	 -40.69		106.10   	 -55.95		
 21.67   	-22.89   	103.97   	 -55.95		105.88   	 -71.21		
 24.41   	-24.11   	103.74   	 -76.30		105.59   	 -71.21		
 22.28   	-27.16   	103.44   	 -91.56		105.31   	 -81.38		
 25.63   	-26.25   	103.07   	-116.99		104.98   	 -81.38		
 22.58   	-29.30   	102.60   	-127.16		104.66   	 -91.56		
 19.84   	-32.35   	102.10   	-142.42		104.29   	 -96.64		
 21.36   	-26.25   	101.53   	-142.42		103.91   	-101.73		
 21.67   	-32.96   	100.96   	-137.33		103.50   	-101.73		
 21.06   	-41.20   	100.41   	-132.25		103.09   	-106.82		
 23.80   	-35.40   	 99.88   	-122.07		102.66   	-111.90		
 21.36   	-38.76   	 99.39   	-111.90		102.22   	-111.90		
 19.53   	-37.23   	 98.94   	-101.73		101.77   	-111.90		
 21.06   	-34.18   	 98.53   	 -91.56		101.32   	-111.90		
 21.67   	-37.23   	 98.17   	 -91.56		100.87   	-111.90		
 20.75   	-37.23   	 97.80   	 -91.56		100.43   	-111.90		
 21.36   	-34.48   	 97.44   	 -96.64		 99.98   	-111.90		
 22.89   	-27.16   	 97.05   	 -96.64		 99.53   	-111.90		
 24.11   	-16.48   	 96.66   	-106.82		 99.08   	-111.90		
 26.25   	 -3.66   	 96.24   	-106.82		 98.64   	-111.90		
 32.35   	 12.21   	 95.81   	-116.99		 98.19   	-111.90		
 35.71   	 25.02   	 95.34   	-116.99		 97.74   	-111.90		
 41.20   	 45.17   	 94.87   	-122.07		 97.29   	-111.90		
 54.02   	 67.14   	 94.38   	-116.99		 96.85   	-106.82		
 63.78   	 86.06   	 93.92   	-111.90		 96.42   	-111.90		
 68.97   	103.76   	 93.47   	-106.82		 95.97   	-106.82		
 79.35   	115.66   	 93.04   	-101.73		 95.54   	-106.82		
 80.57   	120.85   	 92.63   	 -91.56		 95.12   	-101.73		
 81.48   	131.84   	 92.27   	 -86.47		 94.71   	-101.73		
 82.40   	143.13   	 91.92   	 -86.47		 94.30   	-101.73		
 76.60   	133.06   	 91.58   	 -81.38		 93.90   	-101.73		
 64.39   	103.15   	 91.25   	 -76.30		 93.49   	 -96.64		
 51.88   	 61.65   	 90.95   	 -81.38		 93.10   	 -96.64		
 41.50   	 14.65   	 90.62   	 -81.38		 92.72   	 -96.64		
 31.74   	-12.21   	 90.29   	 -81.38		 92.33   	 -91.56		
 26.25   	-21.67   	 89.97   	 -86.47		 91.96   	 -91.56		
 23.19   	-30.52   	 89.62   	 -86.47		 91.60   	 -91.56		
 18.31   	-39.37   	 89.28   	 -91.56		 91.23   	 -91.56		
 14.04   	-55.85   	 88.91   	 -86.47		 90.86   	 -91.56		
 12.21   	-74.16   	 88.57   	 -91.56		 90.50   	 -86.47		
 11.90   	-89.11   	 88.20   	 -86.47		 90.15   	 -91.56		
 10.07   	-106.51   	 87.85   	 -81.38		 89.79   	 -81.38		
 10.99   	-119.32   	 87.53   	 -81.38		 89.46   	 -86.47		
 14.65   	-123.90   	 87.20   	 -76.30		 89.11   	 -81.38		
 17.40   	-126.65   	 86.90   	 -76.30		 88.79   	 -81.38		
 24.11   	-125.43   	 86.59   	 -66.12		 88.46   	 -76.30		
 25.02   	-117.49   	 86.33   	 -71.21		 88.16   	 -76.30		
 27.16   	-114.75   	 86.04   	 -66.12		 87.85   	 -76.30		
 27.77   	-112.00   	 85.78   	 -66.12		 87.55   	 -71.21		
 26.86   	-103.76   	 85.51   	 -61.04		 87.26   	 -71.21		
 31.43   	-99.49   	 85.27   	 -71.21		 86.98   	 -71.21		
 33.87   	-100.71   	 84.98   	 -66.12		 86.69   	 -71.21		
 36.01   	-109.25   	 84.72   	 -71.21		 86.41   	 -71.21		
 37.84   	-119.63   	 84.44   	 -71.21		 86.12   	 -66.12		
 37.84   	-123.60   	 84.15   	 -71.21		 85.86   	 -71.21		
 40.28   	-124.51   	 83.87   	 -71.21		 85.57   	 -66.12		
 33.26   	-115.05   	 83.58   	 -71.21		 85.31   	 -66.12		
 31.74   	-101.62   	 83.30   	 -71.21		 85.05   	 -66.12		
 25.02   	-104.37   	 83.01   	 -66.12		 84.78   	 -66.12		
 11.90   	-110.17   	 82.75   	 -66.12		 84.52   	 -66.12		
 10.07   	-110.17   	 82.48   	 -61.04		 84.25   	 -66.12		
  7.93   	-112.92   	 82.24   	 -55.95		 83.99   	 -61.04		
  3.05   	-110.47   	 82.01   	 -50.86		 83.74   	 -66.12		
  6.41   	-95.21   	 81.81   	 -50.86		 83.48   	 -61.04		
  5.19   	-91.55   	 81.61   	 -45.78		 83.23   	 -55.95		
  3.36   	-89.42   	 81.42   	 -45.78		 83.01   	 -61.04		
  4.58   	-86.67   	 81.24   	 -40.69		 82.77   	 -55.95		
  4.88   	-87.28   	 81.08   	 -40.69		 82.54   	 -55.95		
  7.32   	-82.70   	 80.92   	 -45.78		 82.32   	 -55.95		
  3.97   	-85.14   	 80.73   	 -40.69		 82.10   	 -50.86		
  2.75   	-82.70   	 80.57   	 -50.86		 81.89   	 -50.86		
  0.92   	-88.50   	 80.37   	 -45.78		 81.69   	 -50.86		
  0.31   	-96.74   	 80.18   	 -55.95		 81.48   	 -50.86		
  5.19   	-87.59   	 79.96   	 -55.95		 81.28   	 -55.95		
  5.19   	-78.13   	 79.74   	 -55.95		 81.06   	 -50.86		
  7.63   	-40.28   	 79.51   	 -66.12		 80.85   	 -50.86		
 15.26   	 22.28   	 79.25   	 -61.04		 80.65   	 -55.95		
 31.74   	105.59   	 79.00   	 -66.12		 80.43   	 -50.86		
 39.06   	258.79   	 78.74   	 -66.12		 80.22   	 -55.95		
 72.94   	423.28   	 78.47   	 -66.12		 80.00   	 -55.95		
110.47   	615.23   	 78.21   	 -66.12		 79.78   	 -55.95		
146.48   	847.47   	 77.94   	 -61.04		 79.55   	 -50.86		
217.59   	1029.05   	 77.70   	 -61.04		 79.35   	 -55.95		
301.51   	1147.77(R)	 77.46   	 -55.95		 79.12   	 -50.86		
376.59   	1142.58   	 77.23   	 -55.95		 78.92   	 -45.78		
366.82   	926.51   	 77.01   	 -55.95		 78.74   	 -50.86		
272.22   	540.47   	 76.79   	 -50.86		 78.53   	 -45.78		
156.86   	171.20   	 76.58   	 -45.78		 78.35   	 -45.78		
 50.35   	-104.98   	 76.40   	 -50.86		 78.17   	 -40.69		
 33.26   	-262.76   	 76.20   	 -50.86		 78.01   	 -45.78		
107.12   	-193.18   	 75.99   	 -50.86		 77.82   	 -40.69		
160.83   	-172.42   	 75.79   	 -50.86		 77.66   	 -45.78		
153.20   	-203.55   	 75.58   	 -50.86		 77.48   	 -50.86		
 99.18   	-183.41   	 75.38   	 -50.86		 77.27   	 -50.86		
 50.05   	-220.34   	 75.18   	 -50.86		 77.07   	 -50.86		
  3.97   	-198.06   	 74.97   	 -50.86		 76.87   	 -55.95		
-21.97   	-149.84   	 74.77   	 -50.86		 76.64   	 -55.95		
-18.31   	-123.29   	 74.57   	 -45.78		 76.42   	 -61.04		
-11.60   	-126.34   	 74.38   	 -40.69		 76.17   	 -55.95		
-16.78   	-127.87   	 74.22   	 -40.69		 75.95   	 -61.04		
-10.07   	-120.54   	 74.06   	 -30.52		 75.71   	 -55.95		
 -8.54   	-117.19   	 73.94   	 -30.52		 75.48   	 -55.95		
-11.90   	-113.53   	 73.81   	 -25.43		 75.26   	 -50.86		
-15.26   	-116.88   	 73.71   	 -15.26		 75.06   	 -40.69		
-14.65   	-124.21   	 73.65(D)	   0.00		 74.89   	 -40.69		
-12.21   	-128.17   	 73.65   	  20.35		 74.73   	 -30.52		
-16.78   	-128.48   	 73.73   	  45.78		 74.61   	 -20.35		
-19.53   	-126.34   	 73.92   	  86.47		 74.53   	  -5.09		
-17.40   	-118.41   	 74.26   	 132.25		 74.51(D)	  10.17		
-14.34   	-116.88   	 74.79   	 183.11		 74.55   	  40.69		
-11.90   	-119.32   	 75.52   	 228.89		 74.71   	  61.04		
-14.04   	-120.54   	 76.44   	 264.50		 74.95   	  96.64		
-16.48   	-127.26   	 77.50   	 295.01		 75.34   	 122.07		
-12.82   	-128.17   	 78.68   	 305.19		 75.83   	 152.59		
-12.21   	-120.85   	 79.90   	 305.19		 76.44   	 178.03		
-18.01   	-121.15   	 81.12   	 295.01		 77.15   	 203.46		
-16.17   	-122.38   	 82.30   	 284.84		 77.97   	 228.89		
-17.40   	-124.51   	 83.44   	 284.84		 78.88   	 254.32		
-21.67   	-131.23   	 84.58   	 295.01		 79.90   	 274.67		
-18.01   	-130.00   	 85.76   	 305.19		 81.00   	 295.01		
-16.17   	-124.51   	 86.98   	 320.45		 82.18   	 310.27		
-17.40   	-125.43   	 88.26   	 325.53		 83.42   	 330.62		
-18.62   	-123.60   	 89.56   	 320.45		 84.74   	 340.79		
-20.45   	-124.21   	 90.84   	 310.27		 86.10   	 350.97		
-21.06   	-126.95   	 92.09   	 284.84		 87.51   	 350.97		
-20.45   	-125.12   	 93.22   	 254.32		 88.91   	 361.14		
-19.84   	-128.48   	 94.24   	 228.89		 90.36   	 361.14		
-18.62   	-130.62   	 95.16   	 203.46		 91.80   	 366.22		
-19.84   	-131.23   	 95.97   	 188.20		 93.27   	 366.22		
-23.80   	-135.80   	 96.72   	 193.29		 94.73   	 371.31		
-23.50   	-135.19   	 97.50   	 208.54		 96.22   	 366.22		
-26.25   	-138.55   	 98.33   	 223.80		 97.68   	 366.22		
-28.38   	-142.52   	 99.23   	 259.41		 99.15   	 366.22		
-26.55   	-140.69   	100.26   	 279.75		100.61   	 356.05		
-28.08   	-144.96   	101.38   	 305.19		102.03   	 356.05		
-27.16   	-143.13   	102.60   	 320.45		103.46   	 340.79		
-28.38   	-142.52   	103.89   	 320.45		104.82   	 335.71		
-31.13   	-147.71   	105.17   	 305.19		106.16   	 325.53		
-32.65   	-152.28   	106.39   	 274.67		107.47   	 315.36		
-34.48   	-155.03   	107.49   	 244.15		108.73   	 300.10		
-34.79   	-155.03   	108.46   	 213.63		109.93   	 289.93		
-39.98   	-158.69   	109.32   	 188.20		111.09   	 279.75		
-43.03   	-158.69   	110.07   	 183.11		112.21   	 269.58		
-47.00   	-165.10   	110.80   	 178.03		113.29   	 264.50		
-52.80   	-175.17   	111.52   	 183.11		114.34   	 259.41		
-53.41   	-180.05   	112.25   	 208.54		115.38   	 254.32		
-55.85   	-182.50   	113.08   	 228.89		116.40   	 254.32		
-62.87   	-181.88   	114.00   	 269.58		117.42   	 249.24		
-65.61   	-179.14   	115.08   	 300.10		118.41   	 254.32		
-70.50   	-173.95   	116.28   	 325.53		119.43   	 254.32		
-75.07   	-166.93   	117.58   	 345.88		120.45   	 249.24		
-74.46   	-160.22   	118.96   	 345.88		121.44   	 249.24		
-78.13   	-152.59   	120.35   	 325.53		122.44   	 239.06		
-80.26   	-146.48   	121.65   	 289.93		123.40   	 233.98		
-80.87   	-141.60   	122.81   	 239.06		124.33   	 213.63		
-81.48   	-136.72   	123.76   	 183.11		125.19   	 198.37		
-79.65   	-128.17   	124.50   	 132.25		125.98   	 178.03		
-76.90   	-118.71   	125.02   	  76.30		126.69   	 167.85		
-75.38   	-108.03   	125.33   	  40.69		127.36   	 142.42		
-71.72   	-91.55   	125.49   	  15.26		127.93   	 132.25		
-65.61   	-75.07   	125.55   	   0.00		128.46   	 116.99		
-61.04   	-54.93   	125.55   	  10.17		128.93   	 101.73		
-51.88   	-29.60   	125.59   	  25.43		129.34   	  91.56		
-45.47   	 -8.24   	125.70   	  50.86		129.70   	  81.38		
-38.15   	 10.07   	125.90   	  86.47		130.03   	  71.21		
-30.21   	 25.33   	126.25   	 111.90		130.31   	  66.12		
-22.89   	 32.35   	126.69   	 127.16		130.58   	  55.95		
-16.78   	 37.84   	127.20   	 127.16		130.80   	  45.78		
-11.60   	 44.86   	127.71   	 106.82		130.99   	  35.61		
 -3.36   	 49.74   	128.14   	  71.21		131.13   	  25.43		
  1.53   	 58.29   	128.42   	  20.35		131.23   	  15.26		
  7.93   	 66.83   	128.50(S)	 -35.61		131.29(S)	   0.00		
