  I     	  II     	  AOp     	  AOp'		  CH2     	  CH2'		
 27.77   	 82.09   	 65.33   	 -81.38		 65.49   	 -71.21		
 14.95   	 77.21   	 65.00   	 -76.30		 65.21   	 -55.95		
  4.88   	 66.83   	 64.70   	 -71.21		 64.98   	 -55.95		
 -5.19   	 57.37   	 64.41   	 -76.30		 64.76   	 -66.12		
 16.48   	 41.50   	 64.11   	 -66.12		 64.50   	 -61.04		
  2.75   	 23.50   	 63.85   	 -71.21		 64.25   	 -50.86		
-22.28   	 43.33   	 63.56   	 -66.12		 64.05   	 -55.95		
  0.31   	 54.63   	 63.30   	 -61.04		 63.82   	 -50.86		
  1.53   	 51.57   	 63.05   	 -61.04		 63.62   	 -50.86		
  0.61   	 72.63   	 62.81   	 -61.04		 63.42   	 -50.86		
 17.09   	 64.39   	 62.56   	 -55.95		 63.21   	 -45.78		
 -3.66   	 53.71   	 62.34   	 -55.95		 63.03   	 -50.86		
-31.43   	 61.95   	 62.12   	 -55.95		 62.83   	 -50.86		
-18.62   	 63.17   	 61.89   	 -55.95		 62.62   	 -50.86		
 -5.80   	 64.70   	 61.67   	 -50.86		 62.42   	 -50.86		
-11.29   	 58.59   	 61.46   	 -50.86		 62.22   	 -55.95		
 -5.49   	 65.31   	 61.26   	 -55.95		 61.99   	 -50.86		
  2.44   	 68.05   	 61.04   	 -50.86		 61.79   	 -45.78		
  4.58   	 64.39   	 60.83   	 -50.86		 61.61   	 -45.78		
 -1.83   	 65.92   	 60.63   	 -55.95		 61.42   	 -45.78		
-10.38   	 65.61   	 60.41   	 -50.86		 61.24   	 -40.69		
 -6.71   	 72.33   	 60.20   	 -55.95		 61.08   	 -40.69		
  2.75   	 75.38   	 59.98   	 -55.95		 60.92   	 -40.69		
 -8.24   	 78.13   	 59.76   	 -55.95		 60.75   	 -35.61		
 -2.14   	 77.51   	 59.53   	 -61.04		 60.61   	 -45.78		
 -8.24   	 60.12   	 59.29   	 -55.95		 60.43   	 -50.86		
-26.25   	 50.05   	 59.06   	 -55.95		 60.22   	 -55.95		
-35.40   	 42.11   	 58.84   	 -61.04		 60.00   	 -55.95		
 -6.10   	 51.27   	 58.60   	 -55.95		 59.78   	 -55.95		
 14.65   	 65.31   	 58.37   	 -61.04		 59.55   	 -66.12		
 -6.71   	 63.48   	 58.13   	 -55.95		 59.29   	 -66.12		
 19.84   	 75.68   	 57.90   	 -55.95		 59.02   	 -61.04		
 23.19   	 67.44   	 57.68   	 -55.95		 58.78   	 -55.95		
 -2.44   	 55.24   	 57.46   	 -50.86		 58.56   	 -50.86		
 -1.83   	 65.31   	 57.25   	 -55.95		 58.35   	 -55.95		
  4.27   	 70.19   	 57.03   	 -50.86		 58.13   	 -50.86		
  0.61   	 76.90   	 56.83   	 -45.78		 57.92   	 -55.95		
 -6.41   	 82.70   	 56.64   	 -45.78		 57.70   	 -50.86		
 -4.27   	 88.50   	 56.46   	 -45.78		 57.50   	 -30.52		
  3.66   	 87.89   	 56.28   	 -45.78		 57.38   	  -5.09		
  6.10   	 86.06   	 56.09   	 -45.78		 57.35   	 -45.78		
 11.90   	 89.42   	 55.91   	 -40.69		 57.17   	 -66.12		
 21.36   	 87.59   	 55.75   	 -45.78		 56.91   	 -35.61		
 13.12   	 90.94   	 55.56   	 -45.78		 56.76   	 -40.69		
 -9.46   	 95.52   	 55.38   	 -45.78		 56.60   	 -50.86		
-29.91   	 97.35   	 55.20   	 -45.78		 56.40   	 -20.35		
-47.30   	105.29   	 55.02   	 -50.86		 56.32   	 -30.52		
-59.51   	122.38   	 54.81   	 -50.86		 56.20   	 -45.78		
-44.25   	145.57   	 54.61   	 -45.78		 56.01   	 -50.86		
 -4.27   	182.19   	 54.43   	 -55.95		 55.81   	 -50.86		
 68.66   	231.32   	 54.20   	 -50.86		 55.61   	 -50.86		
164.18   	319.52   	 54.00   	 -50.86		 55.40   	 -50.86		
286.87   	448.61   	 53.79   	 -50.86		 55.20   	 -50.86		
455.02   	588.07   	 53.59   	 -55.95		 54.99   	 -45.78		
660.10   	802.92   	 53.37   	 -45.78		 54.81   	 -35.61		
840.45   	999.76   	 53.18   	 -96.64		 54.67   	 -76.30		
868.84   	1089.48(R)	 52.80   	 -40.69		 54.36   	 -25.43		
723.57   	896.61   	 52.63   	 -45.78		 54.26   	 -30.52		
482.79   	629.27   	 52.45   	 -35.61		 54.14   	 -25.43		
271.00   	383.91   	 52.31   	 -40.69		 54.04   	 -25.43		
128.78   	203.86   	 52.15   	 -35.61		 53.94   	 -30.52		
-29.60   	124.51   	 52.00   	 -30.52		 53.81   	 -25.43		
-129.09   	 61.34   	 51.88   	 -30.52		 53.71   	 -25.43		
-137.63   	 22.89   	 51.76   	 -30.52		 53.61   	 -20.35		
-137.63   	 -1.83   	 51.64   	 -30.52		 53.53   	 -15.26		
-90.33   	 -7.93   	 51.52   	 -30.52		 53.47   	 -20.35		
-13.73   	 13.12   	 51.39   	 -30.52		 53.39   	 -35.61		
  0.00   	 12.51   	 51.27   	 -25.43		 53.24   	 -45.78		
-13.12   	 39.98   	 51.17   	 -25.43		 53.06   	 -50.86		
-35.40   	 65.92   	 51.07   	 -25.43		 52.86   	 -55.95		
-44.25   	 82.09   	 50.97   	 -15.26		 52.63   	 -50.86		
-37.54   	 88.81   	 50.91   	 -15.26		 52.43   	 -35.61		
-21.67   	 91.25   	 50.84   	   5.09		 52.29   	 -40.69		
-12.82   	 84.53   	 50.86   	  15.26		 52.13   	 -30.52		
-24.41   	 83.01   	 50.93   	  35.61		 52.00   	 -15.26		
-12.51   	 93.69   	 51.07   	  71.21		 51.94   	  30.52		
 -2.75   	 94.30   	 51.35   	  96.64		 52.06   	  76.30		
-17.70   	 86.98   	 51.74   	 142.42		 52.37   	 152.59		
-34.18   	 75.07   	 52.31   	 178.03		 52.98   	 249.24		
-52.19   	 76.60   	 53.02   	 223.80		 53.98   	 391.66		
-77.51   	 80.26   	 53.92   	 269.58		 55.54   	 539.16		
-68.97   	 68.05   	 54.99   	 315.36		 57.70   	 645.98		
-32.65   	 66.53   	 56.26   	 356.05		 60.28   	 778.23		
-21.36   	 75.07   	 57.68   	 386.57		 63.40   	 854.52		
-30.52   	 72.94   	 59.23   	 422.18		 66.82   	 824.00		
-27.16   	 72.63   	 60.92   	 437.43		 70.11   	 834.18		
-27.77   	 73.55   	 62.67   	 452.69		 73.45   	 818.92		
-45.47   	 65.00   	 64.48   	 452.69		 76.72   	 762.97		
-50.96   	 60.73   	 66.29   	 447.61		 79.78   	 717.19		
-55.54   	 68.97   	 68.08   	 437.43		 82.64   	 569.68		
-60.12   	 72.33   	 69.83   	 412.00		 84.92   	 396.74		
-25.02   	 75.99   	 71.47   	 401.83		 86.51   	 340.79		
  1.22   	 83.62   	 73.08   	 381.48		 87.87   	 310.27		
-31.13   	 72.02   	 74.61   	 376.40		 89.11   	 386.57		
-50.35   	 70.50   	 76.11   	 376.40		 90.66   	 610.37		
-45.47   	 86.06   	 77.62   	 381.48		 93.10   	 701.93		
-53.71   	 75.99   	 79.15   	 406.92		 95.91   	 625.63		
-10.38   	 90.64   	 80.77   	 437.43		 98.41   	 808.75		
  4.27   	102.54   	 82.52   	 462.87		101.65   	1007.12		
-46.69   	 75.99   	 84.37   	 498.47		105.68   	 900.30		
-76.29   	 87.59   	 86.37   	 523.90		109.28   	 788.40		
-74.77   	108.64   	 88.46   	 544.25		112.43   	 752.79		
-46.39   	111.69   	 90.64   	 564.60		115.44   	 584.94		
-16.48   	134.28   	 92.90   	 564.60		117.78   	 412.00		
  0.31   	151.06   	 95.16   	 554.42		119.43   	 376.40		
  6.71   	154.42   	 97.37   	 539.16		120.94   	 371.31		
  5.80   	173.34   	 99.53   	 513.73		122.42   	 203.46		
 12.51   	191.35   	101.59   	 478.13		123.23   	   0.00		
 14.95   	197.45   	103.50   	 437.43		123.23   	  50.86		
  6.10   	210.88   	105.25   	 401.83		123.44   	 152.59		
 -2.75   	223.69   	106.86   	 361.14		124.05   	 -76.30		
  1.22   	229.80   	108.30   	 340.79		123.74   	-239.06		
 29.30   	251.46   	109.66   	 320.45		122.79   	 111.90		
 77.21   	276.18   	110.95   	 320.45		123.23   	 493.39		
 81.48   	287.48   	112.23   	 330.62		125.21   	 523.90		
 75.99   	299.99   	113.55   	 350.97		127.30   	 717.19		
 75.99   	307.01   	114.95   	 371.31		130.17   	 971.51		
 51.27   	297.55   	116.44   	 396.74		134.06   	 778.23		
 62.26   	293.27   	118.03   	 417.09		137.17   	 549.34		
 75.68   	301.21   	119.69   	 422.18		139.37   	 681.58		
 65.92   	303.96   	121.38   	 412.00		142.10   	 549.34		
 71.11   	307.92   	123.03   	 401.83		144.29   	-188.20		
 61.65   	303.34   	124.64   	 361.14		143.54   	-579.86		
 60.73   	291.75   	126.08   	 320.45		141.22   	-325.53		
 65.61   	273.74   	127.36   	 269.58		139.92   	-274.67		
 57.37   	247.80   	128.44   	 203.46		138.82   	-386.57		
 57.68   	227.66   	129.26   	 142.42		137.27   	-228.89		
 34.18   	209.05   	129.83   	  86.47		136.36   	 -76.30		
 18.31   	191.96   	130.17   	  45.78		136.05   	-289.93		
 15.26   	173.95   	130.36   	  25.43		134.89   	-1007.12		
  2.75   	148.62   	130.46   	  15.26		130.86   	-1063.07		
 12.21   	124.51   	130.52   	  25.43		126.61   	 747.71		
 -1.22   	 93.08   	130.62   	  35.61		129.60   	2105.79		
-15.56   	 75.99   	130.76   	  61.04		138.03   	1190.23		
 -6.71   	 80.26   	131.01   	  81.38		142.79   	 -10.17		
  0.00   	 75.38   	131.33   	  91.56		142.75   	 -55.95		
 12.51   	 70.19   	131.70   	  91.56		142.52   	  45.78		
  0.61   	 65.00   	132.06   	  91.56		142.71   	-340.79		
-37.84   	 42.72   	132.43   	  76.30		141.34   	-467.95		
-67.75   	 32.96   	132.74   	  55.95		139.47   	-310.27		
-65.61   	 28.69   	132.96   	  30.52		138.23   	-325.53		
-47.91   	 26.55   	133.08   	   5.09		136.93   	-350.97		
-19.84   	 31.43   	133.10(S)	 -30.52		135.52   	-254.32		
 -9.77   	 25.33   	132.98   	 -55.95		134.51   	-188.20		
-10.38   	 25.63   	132.76   	 -81.38		133.75   	-193.29		
-10.99   	 29.91   	132.43   	-106.82		132.98   	-228.89		
-36.01   	 21.67   	132.00   	-127.16		132.06   	-223.80		
-36.62   	 18.31   	131.49   	-142.42		131.17   	-208.54		
-47.30   	 20.45   	130.93   	-162.77		130.34   	-203.46		
-54.02   	 19.23   	130.27   	-178.03		129.52   	-208.54		
-28.99   	 21.06   	129.56   	-193.29		128.69   	-244.15		
-17.40   	 25.33   	128.79   	-208.54		127.71   	-295.01		
-11.60   	 30.21   	127.95   	-223.80		126.53   	-315.36		
-15.56   	 33.57   	127.06   	-244.15		125.27   	-335.71		
-34.79   	 30.82   	126.08   	-259.41		123.93   	-412.00		
-43.33   	 35.40   	125.05   	-279.75		122.28   	-462.87		
-41.81   	 33.26   	123.93   	-300.10		120.43   	-467.95		
-33.57   	 25.63   	122.73   	-320.45		118.55   	-508.65		
-15.56   	 30.82   	121.44   	-340.79		116.52   	-559.51		
-16.78   	 32.04   	120.08   	-361.14		114.28   	-554.42		
-10.07   	 46.08   	118.64   	-376.40		112.06   	-569.68		
-22.89   	 58.59   	117.13   	-391.66		109.79   	-584.94		
-45.78   	 60.42   	115.56   	-401.83		107.45   	-559.51		
-21.97   	 71.72   	113.96   	-401.83		105.21   	-513.73		
-40.89   	 59.20   	112.35   	-406.92		103.15   	-503.56		
-41.81   	 53.71   	110.72   	-396.74		101.14   	-447.61		
-16.17   	 56.46   	109.13   	-391.66		 99.35   	-376.40		
-19.23   	 57.37   	107.57   	-376.40		 97.84   	-345.88		
-17.40   	 60.42   	106.06   	-366.22		 96.46   	-264.50		
-12.51   	 60.12   	104.60   	-345.88		 95.40   	-183.11		
 -9.77   	 58.59   	103.21   	-335.71		 94.67   	-183.11		
-19.23   	 61.95   	101.87   	-315.36		 93.94   	-183.11		
-36.01   	 62.87   	100.61   	-305.19		 93.20   	-162.77		
-50.05   	 59.81   	 99.39   	-289.93		 92.55   	-172.94		
-49.44   	 71.72   	 98.23   	-274.67		 91.86   	-167.85		
-53.41   	 65.31   	 97.13   	-264.50		 91.19   	-172.94		
-25.94   	 69.58   	 96.07   	-254.32		 90.50   	-178.03		
  0.00   	 80.87   	 95.06   	-239.06		 89.79   	-193.29		
 -4.88   	 73.55   	 94.10   	-233.98		 89.01   	-147.51		
-12.51   	 67.44   	 93.16   	-223.80		 88.42   	 -91.56		
-21.97   	 63.17   	 92.27   	-218.72		 88.06   	-127.16		
-32.96   	 47.61   	 91.39   	-203.46		 87.55   	-198.37		
-26.55   	 52.80   	 90.58   	-203.46		 86.75   	-142.42		
-17.40   	 72.33   	 89.77   	-188.20		 86.18   	 -86.47		
-13.73   	 69.89   	 89.01   	-188.20		 85.84   	-127.16		
  5.49   	 81.18   	 88.26   	-178.03		 85.33   	-152.59		
  3.05   	 80.57   	 87.55   	-172.94		 84.72   	-142.42		
-17.70   	 60.73   	 86.86   	-167.85		 84.15   	-127.16		
-29.30   	 61.65   	 86.18   	-162.77		 83.64   	 -96.64		
-53.71   	 63.17   	 85.53   	-157.68		 83.26   	 -96.64		
-65.61   	 56.46   	 84.90   	-152.59		 82.87   	-127.16		
-42.72   	 50.96   	 84.29   	-147.51		 82.36   	-111.90		
-12.21   	 47.91   	 83.70   	-142.42		 81.91   	 -96.64		
  6.10   	 43.33   	 83.13   	-137.33		 81.53   	-106.82		
 12.82   	 45.78   	 82.58   	-132.25		 81.10   	-122.07		
 -9.77   	 46.69   	 82.05   	-127.16		 80.61   	-106.82		
-29.60   	 50.96   	 81.55   	-122.07		 80.18   	 -91.56		
-40.89   	 45.17   	 81.06   	-122.07		 79.82   	 -96.64		
-40.89   	 40.28   	 80.57   	-111.90		 79.43   	 -91.56		
-23.50   	 47.30   	 80.12   	-111.90		 79.06   	 -91.56		
-15.26   	 40.89   	 79.67   	-106.82		 78.70   	 -96.64		
-18.01   	 41.50   	 79.25   	-101.73		 78.31   	-101.73		
 -7.93   	 35.40   	 78.84   	-101.73		 77.90   	-101.73		
 -1.83   	 31.43   	 78.43   	-101.73		 77.50   	 -91.56		
 -9.77   	 52.49   	 78.03   	 -96.64		 77.13   	 -91.56		
-13.73   	 57.07   	 77.64   	 -96.64		 76.76   	 -96.64		
-37.23   	 61.34   	 77.25   	 -96.64		 76.38   	 -96.64		
-43.33   	 63.48   	 76.87   	 -96.64		 75.99   	 -96.64		
-33.57   	 38.15   	 76.48   	 -96.64		 75.60   	 -91.56		
-21.97   	 23.50   	 76.09   	 -96.64		 75.24   	 -91.56		
 -7.93   	 28.99   	 75.71   	 -91.56		 74.87   	 -96.64		
-14.65   	 32.65   	 75.34   	 -91.56		 74.49   	 -91.56		
-25.63   	 35.40   	 74.97   	 -96.64		 74.12   	 -86.47		
-17.40   	 41.20   	 74.59   	 -91.56		 73.77   	 -81.38		
-21.06   	 36.01   	 74.22   	 -91.56		 73.45   	 -86.47		
-22.28   	 27.77   	 73.86   	 -91.56		 73.10   	 -81.38		
 -8.24   	 28.08   	 73.49   	 -91.56		 72.78   	 -86.47		
-15.87   	 28.08   	 73.12   	 -96.64		 72.43   	 -86.47		
-32.35   	 22.58   	 72.74   	 -86.47		 72.09   	 -91.56		
-28.99   	 -2.14   	 72.39   	 -91.56		 71.72   	 -81.38		
-45.17   	-20.75   	 72.02   	 -91.56		 71.39   	 -76.30		
-54.93   	-26.25   	 71.66   	 -91.56		 71.09   	 -81.38		
-33.57   	-44.56   	 71.29   	 -91.56		 70.76   	 -86.47		
-14.04   	-41.50   	 70.93   	 -91.56		 70.42   	 -86.47		
 -7.32   	-47.00   	 70.56   	 -86.47		 70.07   	 -76.30		
  3.66   	-57.98   	 70.21   	 -86.47		 69.77   	 -81.38		
  4.58   	-48.52   	 69.87   	 -91.56		 69.44   	 -91.56		
-16.48   	-33.57   	 69.50   	 -86.47		 69.07   	 -71.21		
-32.04   	-17.40   	 69.16   	 -86.47		 68.79   	 -66.12		
-14.04   	-17.70   	 68.81   	 -86.47		 68.52   	 -81.38		
  2.14   	-18.01   	 68.46   	 -81.38		 68.20   	 -71.21		
 36.93   	 -0.92   	 68.14   	 -81.38		 67.91   	 -66.12		
 76.90   	 18.01   	 67.81   	 -86.47		 67.65   	 -76.30		
 54.93   	 39.67   	 67.47   	 -81.38		 67.34   	 -66.12		
 11.60   	 52.49   	 67.14   	 -76.30		 67.08   	 -71.21		
 -3.97   	 42.72   	 66.84   	 -76.30		 66.80   	 -66.12		
 -9.77   	 29.91   	 66.53   	 -81.38		 66.53   	 -61.04		
  8.54   	 28.69   	 66.21   	 -71.21		 66.29   	 -61.04		
 20.45   	 27.16   	 65.92   	 -76.30		 66.04   	 -66.12		
-20.14   	 17.70   	 65.62   	 -71.21		 65.78   	 -50.86		
-54.63   	 15.56   	 65.33   	 -71.21		 65.57   	 -50.86		
-50.66   	 22.89   	 65.05   	 -66.12		 65.37   	 -50.86		
-46.39   	 28.69   	 64.78   	 -71.21		 65.17   	 -61.04		
 -0.61   	 39.98   	 64.50   	 -66.12		 64.92   	 -66.12		
 27.77   	 53.41   	 64.23   	 -61.04		 64.66   	 -61.04		
-19.23   	 43.95   	 63.99   	 -66.12		 64.41   	 -55.95		
-41.50   	 36.01   	 63.72   	 -66.12		 64.19   	 -55.95		
-26.55   	 34.79   	 63.46   	 -61.04		 63.97   	 -45.78		
-28.69   	 32.35   	 63.21   	 -61.04		 63.78   	 -50.86		
 -3.97   	 31.74   	 62.97   	 -55.95		 63.58   	 -55.95		
 26.25   	 39.67   	 62.75   	 -61.04		 63.36   	 -55.95		
  1.22   	 51.27   	 62.50   	 -61.04		 63.13   	 -61.04		
-28.38   	 56.76   	 62.26   	 -55.95		 62.89   	 -50.86		
-26.86   	 49.74   	 62.03   	 -55.95		 62.69   	 -45.78		
-29.91   	 46.69   	 61.81   	 -61.04		 62.50   	 -35.61		
-29.60   	 40.89   	 61.57   	 -55.95		 62.36   	 -35.61		
-15.56   	 31.13   	 61.34   	 -61.04		 62.22   	 -35.61		
-22.28   	 40.59   	 61.10   	 -55.95		 62.08   	 -40.69		
-27.77   	 60.73   	 60.87   	 -61.04		 61.91   	 -50.86		
-23.80   	 64.70   	 60.63   	 -61.04		 61.71   	 -55.95		
 -9.16   	 65.61   	 60.39   	 -66.12		 61.49   	 -66.12		
 11.60   	 70.19   	 60.12   	 -61.04		 61.22   	 -76.30		
 12.82   	 55.24   	 59.88   	 -66.12		 60.92   	 -76.30		
 -4.27   	 44.25   	 59.61   	 -71.21		 60.61   	 -81.38		
-32.04   	 57.07   	 59.33   	 -66.12		 60.28   	 -81.38		
-53.71   	 56.76   	 59.06   	 -66.12		 59.96   	 -71.21		
-52.80   	 58.59   	 58.80   	 -66.12		 59.67   	 -61.04		
-29.60   	 57.37   	 58.53   	 -66.12		 59.43   	 -61.04		
 -7.02   	 50.96   	 58.27   	 -66.12		 59.19   	 -61.04		
 15.87   	 49.13   	 58.01   	 -61.04		 58.94   	 -61.04		
 18.01   	 54.32   	 57.76   	 -61.04		 58.70   	 -61.04		
  1.53   	 69.58   	 57.52   	 -61.04		 58.45   	 -50.86		
 -2.44   	 76.60   	 57.27   	 -55.95		 58.25   	 -55.95		
-12.51   	 72.02   	 57.05   	 -61.04		 58.03   	 -66.12		
-27.47   	 72.02   	 56.81   	 -55.95		 57.76   	 -61.04		
-26.55   	 68.66   	 56.58   	 -50.86		 57.52   	 -45.78		
-36.62   	 57.68   	 56.38   	 -55.95		 57.33   	 -45.78		
-25.63   	 80.87   	 56.15   	 -50.86		 57.15   	 -45.78		
 -7.93   	102.54   	 55.95   	 -55.95		 56.97   	 -45.78		
-27.16   	 96.74   	 55.73   	 -50.86		 56.79   	 -45.78		
-33.26   	108.64   	 55.52   	 -55.95		 56.60   	 -45.78		
-52.19   	122.07   	 55.30   	 -50.86		 56.42   	 -50.86		
-68.36   	133.97   	 55.10   	 -55.95		 56.22   	 -55.95		
-16.48   	176.70   	 54.87   	 -55.95		 55.99   	 -45.78		
 73.24   	249.33   	 54.65   	 -55.95		 55.81   	 -50.86		
170.59   	333.86   	 54.43   	 -55.95		 55.61   	 -61.04		
288.39   	442.81   	 54.20   	 -55.95		 55.36   	 -61.04		
467.83   	592.35   	 53.98   	 -61.04		 55.12   	 -55.95		
667.11   	795.90   	 53.73   	-111.90		 54.89   	-111.90		
912.17   	1068.73(R)	 53.29   	 -55.95		 54.45   	 -40.69		
878.91   	1041.57   	 53.06   	 -55.95		 54.28   	 -30.52		
706.48   	809.02   	 52.84   	 -55.95		 54.16   	 -40.69		
469.97   	542.30   	 52.61   	 -55.95		 54.00   	 -35.61		
274.96   	319.21   	 52.39   	 -50.86		 53.86   	 -30.52		
100.71   	169.37   	 52.19   	 -45.78		 53.73   	 -35.61		
-43.95   	123.60   	 52.00   	 -45.78		 53.59   	 -55.95		
-94.60   	 67.44   	 51.82   	 -40.69		 53.37   	 -61.04		
-121.77   	 13.43   	 51.66   	 -35.61		 53.12   	 -55.95		
-128.48   	-41.20   	 51.52   	 -40.69		 52.90   	 -25.43		
-85.14   	-49.13   	 51.35   	 -35.61		 52.80   	 152.59		
-58.29   	-18.92   	 51.21   	 -40.69		 53.41   	 320.45		
-27.77   	 11.60   	 51.05   	 -45.78		 54.69   	-152.59		
 -1.83   	 62.26   	 50.86   	 -45.78		 54.08   	-686.67		
 -9.77   	 81.18   	 50.68   	 -50.86		 51.33   	-284.84		
 -9.77   	 89.72   	 50.48   	 -50.86		 50.19   	 106.82		
-34.18   	 83.62   	 50.27   	 -45.78		 50.62   	-106.82		
-58.29   	 69.27   	 50.09   	 -35.61		 50.19   	-127.16		
-58.90   	 61.95   	 49.95   	 -20.35		 49.68   	  76.30		
-82.40   	 55.54   	 49.87(D)	   5.09		 49.99   	  50.86		
-68.05   	 57.68   	 49.89   	  35.61		 50.19   	  20.35		
-36.62   	 64.70   	 50.03   	  76.30		 50.27   	 127.16		
-54.02   	 57.07   	 50.34   	 122.07		 50.78   	 208.54		
-41.50   	 61.34   	 50.82   	 162.77		 51.62   	 269.58		
-31.13   	 69.89   	 51.47   	 218.72		 52.70   	 417.09		
-48.83   	 73.55   	 52.35   	 269.58		 54.36   	 569.68		
-28.99   	 81.79   	 53.43   	 315.36		 56.64   	 691.76		
-14.65   	 69.89   	 54.69   	 361.14		 59.41   	 793.49		
-32.96   	 50.05   	 56.13   	 401.83		 62.58   	 859.61		
-51.27   	 49.74   	 57.74   	 432.35		 66.02   	 890.13		
-58.59   	 50.66   	 59.47   	 452.69		 69.58   	 864.70		
-72.33   	 57.07   	 61.28   	 467.95		 73.04   	 788.40		
-85.75   	 65.31   	 63.15   	 467.95		 76.20   	 737.54		
-61.65   	 63.48   	 65.03   	 462.87		 79.15   	 727.36		
-59.20   	 54.93   	 66.88   	 452.69		 82.05   	 595.11		
-55.54   	 52.80   	 68.69   	 432.35		 84.44   	 401.83		
-36.01   	 65.00   	 70.42   	 412.00		 86.04   	 350.97		
-46.08   	 68.36   	 72.06   	 401.83		 87.45   	 350.97		
-54.32   	 65.00   	 73.67   	 396.74		 88.85   	 361.14		
-53.10   	 67.14   	 75.26   	 391.66		 90.29   	 620.55		
-43.03   	 63.17   	 76.83   	 406.92		 92.78   	 818.92		
-44.86   	 65.61   	 78.45   	 427.26		 96.05   	 600.20		
-47.00   	 88.20   	 80.16   	 447.61		 98.45   	 574.77		
-43.95   	 95.52   	 81.95   	 483.21		100.75   	1042.72		
-65.31   	 86.36   	 83.89   	 518.82		104.92   	1093.59		
-75.38   	 97.35   	 85.96   	 549.34		109.30   	 630.72		
-58.59   	103.45   	 88.16   	 574.77		111.82   	 574.77		
-47.00   	114.75   	 90.46   	 590.03		114.12   	 874.87		
-38.76   	130.62   	 92.82   	 595.11		117.62   	 839.26		
-22.89   	137.63   	 95.20   	 595.11		120.98   	 528.99		
-26.86   	130.62   	 97.58   	 574.77		123.09   	 350.97		
-28.08   	144.65   	 99.88   	 554.42		124.50   	 233.98		
 16.48   	180.36   	102.10   	 523.90		125.43   	   0.00		
 52.80   	212.10   	104.19   	 493.39		125.43   	 -55.95		
 58.29   	238.34   	106.16   	 457.78		125.21   	 218.72		
 35.10   	257.87   	108.00   	 427.26		126.08   	 340.79		
 -0.61   	252.38   	109.70   	 396.74		127.45   	 -50.86		
-10.68   	254.52   	111.29   	 376.40		127.24   	-172.94		
 17.70   	271.61   	112.80   	 350.97		126.55   	 457.78		
 65.00   	277.40   	114.20   	 335.71		128.38   	 300.10		
 73.55   	269.47   	115.54   	 325.53		129.58   	 -86.47		
 48.83   	259.40   	116.85   	 315.36		129.24   	 727.36		
 55.54   	275.88   	118.11   	 305.19		132.15   	 437.43		
 79.35   	297.24   	119.33   	 295.01		133.90   	-691.76		
105.90   	321.96   	120.51   	 279.75		131.13   	 284.84		
