  I     	  II     	  AO     	  AO'		  AO     	  AO'		
-34.79   	-119.93   	 58.74   	 -25.43		 59.55   	 -20.35		
-35.10   	-118.41   	 58.64   	 -15.26		 59.47   	 -15.26		
-35.40   	-115.66   	 58.58   	 -10.17		 59.41   	 -10.17		
-36.62   	-111.08   	 58.53   	  -5.09		 59.37   	 -10.17		
-37.84   	-106.51   	 58.51   	  -5.09		 59.33   	 -10.17		
-39.37   	-104.68   	 58.49   	   0.00		 59.29   	 -10.17		
-40.59   	-103.15   	 58.49   	   0.00		 59.25   	  -5.09		
-39.67   	-90.03   	 58.49   	  -5.09		 59.23   	  -5.09		
-34.48   	-43.03   	 58.47   	   0.00		 59.21   	 -10.17		
-20.75   	 63.48   	 58.47   	  -5.09		 59.17   	  -5.09		
  5.49   	245.06   	 58.45   	  -5.09		 59.15   	 -10.17		
 47.00   	499.88   	 58.43   	  -5.09		 59.10   	 -10.17		
103.15   	806.88   	 58.41   	 -15.26		 59.06   	 -10.17		
168.15   	1128.23   	 58.35   	 -25.43		 59.02   	 -35.61		
271.30   	1548.46(R)	 58.25   	 -15.26		 58.88   	 -20.35		
277.10   	1477.97   	 58.19   	 -15.26		 58.80   	 -20.35		
242.31   	1172.18   	 58.13   	 -20.35		 58.72   	 -25.43		
176.39   	706.48   	 58.05   	 -15.26		 58.62   	 -30.52		
100.10   	234.68   	 57.99   	 -15.26		 58.49   	 -30.52		
 35.71   	-91.25   	 57.92   	 -20.35		 58.37   	 -30.52		
 -4.88   	-214.54   	 57.84   	 -20.35		 58.25   	 -30.52		
-23.19   	-192.26   	 57.76   	 -20.35		 58.13   	 -35.61		
-28.99   	-130.62   	 57.68   	 -25.43		 57.99   	 -35.61		
-31.13   	-101.62   	 57.58   	 -30.52		 57.84   	 -35.61		
-33.57   	-111.08   	 57.46   	 -30.52		 57.70   	 -35.61		
-35.71   	-127.26   	 57.33   	 -35.61		 57.56   	 -35.61		
-36.32   	-125.43   	 57.19   	 -35.61		 57.42   	 -35.61		
-35.40   	-108.95   	 57.05   	 -40.69		 57.27   	 -35.61		
-35.10   	-93.69   	 56.89   	 -40.69		 57.13   	 -35.61		
-35.71   	-89.42   	 56.72   	 -30.52		 56.99   	 -35.61		
-37.23   	-93.08   	 56.60   	 -30.52		 56.85   	 -35.61		
-38.45   	-97.66   	 56.48   	 -20.35		 56.70   	 -35.61		
-39.06   	-99.49   	 56.40   	  -5.09		 56.56   	 -30.52		
-38.76   	-98.27   	 56.38   	  20.35		 56.44   	 -30.52		
-37.84   	-95.52   	 56.46   	  45.78		 56.32   	 -30.52		
-36.62   	-92.16   	 56.64   	  86.47		 56.20   	 -20.35		
-35.40   	-90.03   	 56.99   	 132.25		 56.11   	 -15.26		
-34.79   	-89.42   	 57.52   	 188.20		 56.05   	  -5.09		
-34.48   	-88.81   	 58.27   	 249.24		 56.03   	  10.17		
-34.48   	-86.98   	 59.27   	 300.10		 56.07   	  25.43		
-33.87   	-83.31   	 60.47   	 345.88		 56.17   	  45.78		
-32.65   	-78.43   	 61.85   	 386.57		 56.36   	  71.21		
-31.13   	-73.55   	 63.40   	 412.00		 56.64   	 101.73		
-29.91   	-68.66   	 65.05   	 427.26		 57.05   	 137.33		
-29.60   	-64.09   	 66.75   	 437.43		 57.60   	 167.85		
-30.52   	-59.81   	 68.50   	 432.35		 58.27   	 203.46		
-31.43   	-56.46   	 70.23   	 422.18		 59.08   	 244.15		
-32.04   	-53.10   	 71.92   	 422.18		 60.06   	 274.67		
-32.04   	-49.74   	 73.61   	 406.92		 61.16   	 315.36		
-31.74   	-45.78   	 75.24   	 396.74		 62.42   	 340.79		
-31.43   	-40.89   	 76.83   	 381.48		 63.78   	 371.31		
-31.43   	-35.40   	 78.35   	 361.14		 65.27   	 386.57		
-31.43   	-29.30   	 79.80   	 345.88		 66.82   	 406.92		
-31.13   	-22.58   	 81.18   	 320.45		 68.44   	 412.00		
-29.91   	-15.26   	 82.46   	 289.93		 70.09   	 412.00		
-28.38   	 -7.63   	 83.62   	 259.41		 71.74   	 406.92		
-26.25   	  0.00   	 84.66   	 223.80		 73.37   	 391.66		
-24.11   	  7.63   	 85.55   	 193.29		 74.93   	 381.48		
-23.19   	 15.26   	 86.33   	 172.94		 76.46   	 361.14		
-22.58   	 23.80   	 87.02   	 167.85		 77.90   	 345.88		
-21.97   	 33.26   	 87.69   	 162.77		 79.29   	 325.53		
-20.14   	 43.64   	 88.34   	 188.20		 80.59   	 320.45		
-17.09   	 54.32   	 89.09   	 218.72		 81.87   	 315.36		
-13.73   	 65.00   	 89.97   	 249.24		 83.13   	 305.19		
-10.68   	 75.99   	 90.97   	 289.93		 84.35   	 310.27		
 -8.24   	 87.59   	 92.13   	 315.36		 85.59   	 310.27		
 -6.10   	100.40   	 93.39   	 340.79		 86.84   	 315.36		
 -3.66   	115.36   	 94.75   	 345.88		 88.10   	 320.45		
 -0.31   	132.14   	 96.13   	 335.71		 89.38   	 325.53		
  4.27   	150.45   	 97.48   	 315.36		 90.68   	 325.53		
  9.46   	170.59   	 98.74   	 295.01		 91.98   	 330.62		
 14.95   	191.65   	 99.92   	 264.50		 93.31   	 330.62		
 19.84   	213.32   	100.98   	 239.06		 94.63   	 325.53		
 24.11   	235.29   	101.93   	 208.54		 95.93   	 325.53		
 28.08   	256.96   	102.77   	 193.29		 97.23   	 315.36		
 32.04   	277.40   	103.54   	 178.03		 98.49   	 305.19		
 36.62   	296.94   	104.25   	 167.85		 99.71   	 295.01		
 41.81   	314.94   	104.92   	 157.68		100.89   	 284.84		
 46.69   	332.34   	105.55   	 157.68		102.03   	 269.58		
 50.35   	348.51   	106.18   	 152.59		103.11   	 249.24		
 53.41   	362.55   	106.80   	 142.42		104.11   	 239.06		
 55.24   	373.23   	107.36   	 137.33		105.07   	 213.63		
 56.46   	379.64   	107.91   	 127.16		105.92   	 203.46		
 56.46   	383.00   	108.42   	 111.90		106.73   	 183.11		
 55.54   	383.00   	108.87   	  96.64		107.47   	 162.77		
 53.41   	379.33   	109.26   	  66.12		108.12   	 147.51		
 50.05   	371.40   	109.52   	  45.78		108.71   	 132.25		
 45.78   	357.97   	109.70   	  20.35		109.24   	 116.99		
 40.89   	339.05   	109.79(S)	 -10.17		109.70   	  96.64		
 35.40   	315.25   	109.75   	 -40.69		110.09   	  81.38		
 29.30   	287.78   	109.58   	 -71.21		110.42   	  61.04		
 22.58   	257.26   	109.30   	 -91.56		110.66   	  40.69		
 14.95   	224.61   	108.93   	-127.16		110.82   	  25.43		
  7.32   	190.43   	108.42   	-147.51		110.93   	   5.09		
  0.31   	155.94   	107.83   	-167.85		110.95(S)	 -20.35		
 -5.49   	121.46   	107.16   	-188.20		110.86   	 -35.61		
-10.38   	 87.89   	106.41   	-208.54		110.72   	 -66.12		
-15.26   	 55.85   	105.57   	-213.63		110.46   	 -81.38		
-19.53   	 25.94   	104.72   	-223.80		110.13   	-106.82		
-23.80   	 -0.92   	103.82   	-218.72		109.70   	-127.16		
-27.16   	-24.11   	102.95   	-218.72		109.20   	-142.42		
-30.21   	-43.95   	102.07   	-208.54		108.63   	-162.77		
-32.65   	-61.65   	101.24   	-188.20		107.98   	-183.11		
-35.40   	-77.21   	100.49   	-172.94		107.24   	-188.20		
-38.15   	-90.94   	 99.80   	-147.51		106.49   	-203.46		
-40.59   	-102.84   	 99.21   	-122.07		105.68   	-203.46		
-42.72   	-113.22   	 98.72   	-101.73		104.86   	-208.54		
-43.64   	-121.46   	 98.31   	 -86.47		104.03   	-208.54		
-43.64   	-128.48   	 97.97   	 -61.04		103.19   	-203.46		
-43.03   	-133.67   	 97.72   	 -55.95		102.38   	-198.37		
-42.72   	-137.02   	 97.50   	 -40.69		101.59   	-183.11		
-42.72   	-138.24   	 97.33   	 -40.69		100.85   	-172.94		
-43.33   	-138.55   	 97.17   	 -40.69		100.16   	-157.68		
-43.95   	-137.94   	 97.01   	 -45.78		 99.53   	-147.51		
-44.25   	-137.33   	 96.83   	 -45.78		 98.94   	-127.16		
-43.95   	-136.72   	 96.64   	 -50.86		 98.43   	-116.99		
-43.03   	-136.41   	 96.44   	 -55.95		 97.97   	-106.82		
-42.11   	-137.02   	 96.22   	 -66.12		 97.54   	 -96.64		
-41.50   	-137.94   	 95.95   	 -66.12		 97.15   	 -86.47		
-41.50   	-138.85   	 95.69   	 -71.21		 96.81   	 -76.30		
-42.11   	-138.24   	 95.40   	 -71.21		 96.50   	 -76.30		
-43.03   	-136.11   	 95.12   	 -71.21		 96.19   	 -71.21		
-43.95   	-132.75   	 94.83   	 -71.21		 95.91   	 -71.21		
-43.64   	-128.78   	 94.55   	 -71.21		 95.63   	 -66.12		
-42.72   	-125.12   	 94.26   	 -66.12		 95.36   	 -66.12		
-41.20   	-121.77   	 94.00   	 -66.12		 95.10   	 -61.04		
-39.98   	-118.10   	 93.73   	 -61.04		 94.85   	 -61.04		
-39.06   	-114.44   	 93.49   	 -55.95		 94.61   	 -66.12		
-38.45   	-110.78   	 93.27   	 -61.04		 94.34   	 -61.04		
-38.45   	-108.34   	 93.02   	 -55.95		 94.10   	 -61.04		
-38.45   	-107.12   	 92.80   	 -55.95		 93.86   	 -66.12		
-38.45   	-106.51   	 92.57   	 -55.95		 93.59   	 -61.04		
-38.45   	-105.29   	 92.35   	 -61.04		 93.35   	 -66.12		
-38.45   	-102.84   	 92.11   	 -61.04		 93.08   	 -61.04		
-38.15   	-99.79   	 91.86   	 -66.12		 92.84   	 -66.12		
-38.15   	-97.66   	 91.60   	 -66.12		 92.57   	 -71.21		
-38.15   	-96.44   	 91.33   	 -76.30		 92.29   	 -66.12		
-38.15   	-96.74   	 91.03   	 -76.30		 92.02   	 -71.21		
-37.84   	-97.05   	 90.72   	 -81.38		 91.74   	 -71.21		
-36.93   	-96.44   	 90.40   	 -86.47		 91.45   	 -76.30		
-36.32   	-95.52   	 90.05   	 -91.56		 91.15   	 -81.38		
-36.01   	-94.91   	 89.68   	 -86.47		 90.82   	 -76.30		
-36.93   	-94.91   	 89.34   	 -86.47		 90.52   	 -81.38		
-38.76   	-95.52   	 88.99   	 -86.47		 90.19   	 -81.38		
-40.28   	-96.13   	 88.65   	 -81.38		 89.87   	 -81.38		
-40.89   	-97.05   	 88.32   	 -76.30		 89.54   	 -81.38		
-40.59   	-98.27   	 88.02   	 -71.21		 89.22   	 -81.38		
-39.67   	-99.79   	 87.73   	 -71.21		 88.89   	 -81.38		
-38.76   	-100.71   	 87.45   	 -61.04		 88.57   	 -76.30		
-38.45   	-100.10   	 87.20   	 -61.04		 88.26   	 -81.38		
-38.15   	-99.18   	 86.96   	 -66.12		 87.93   	 -71.21		
-38.45   	-98.57   	 86.69   	 -61.04		 87.65   	 -76.30		
-39.06   	-99.79   	 86.45   	 -61.04		 87.34   	 -71.21		
-39.98   	-102.84   	 86.21   	 -61.04		 87.06   	 -71.21		
-40.59   	-105.90   	 85.96   	 -66.12		 86.77   	 -66.12		
-40.28   	-107.42   	 85.70   	 -61.04		 86.51   	 -66.12		
-39.67   	-106.81   	 85.45   	 -66.12		 86.25   	 -66.12		
-39.06   	-105.29   	 85.19   	 -61.04		 85.98   	 -66.12		
-39.06   	-104.06   	 84.94   	 -61.04		 85.72   	 -61.04		
-39.06   	-104.37   	 84.70   	 -61.04		 85.47   	 -61.04		
-38.76   	-105.90   	 84.46   	 -55.95		 85.23   	 -66.12		
-38.15   	-107.42   	 84.23   	 -55.95		 84.96   	 -61.04		
-37.23   	-108.64   	 84.01   	 -55.95		 84.72   	 -55.95		
-36.62   	-108.95   	 83.78   	 -55.95		 84.50   	 -61.04		
-36.62   	-109.25   	 83.56   	 -61.04		 84.25   	 -61.04		
-36.62   	-110.17   	 83.32   	 -55.95		 84.01   	 -61.04		
-36.32   	-111.69   	 83.09   	 -61.04		 83.76   	 -61.04		
-35.71   	-113.53   	 82.85   	 -55.95		 83.52   	 -61.04		
-34.48   	-114.44   	 82.62   	 -61.04		 83.28   	 -55.95		
-33.57   	-113.22   	 82.38   	 -66.12		 83.05   	 -66.12		
-32.96   	-110.78   	 82.12   	 -61.04		 82.79   	 -61.04		
-32.96   	-108.34   	 81.87   	 -66.12		 82.54   	 -61.04		
-33.26   	-106.81   	 81.61   	 -66.12		 82.30   	 -61.04		
-34.18   	-106.51   	 81.34   	 -61.04		 82.05   	 -61.04		
-34.79   	-107.42   	 81.10   	 -66.12		 81.81   	 -66.12		
-35.10   	-108.34   	 80.83   	 -66.12		 81.55   	 -66.12		
-35.40   	-108.95   	 80.57   	 -61.04		 81.28   	 -61.04		
-36.01   	-109.25   	 80.33   	 -66.12		 81.04   	 -66.12		
-36.32   	-109.25   	 80.06   	 -61.04		 80.77   	 -66.12		
-36.32   	-108.64   	 79.82   	 -66.12		 80.51   	 -66.12		
-35.71   	-107.42   	 79.55   	 -66.12		 80.24   	 -66.12		
-34.79   	-105.90   	 79.29   	 -66.12		 79.98   	 -66.12		
-34.18   	-104.37   	 79.02   	 -66.12		 79.71   	 -61.04		
-33.87   	-103.45   	 78.76   	 -71.21		 79.47   	 -66.12		
-34.48   	-103.76   	 78.47   	 -71.21		 79.21   	 -66.12		
-35.71   	-104.98   	 78.19   	 -66.12		 78.94   	 -66.12		
-37.23   	-106.20   	 77.92   	 -71.21		 78.68   	 -66.12		
-38.15   	-106.51   	 77.64   	 -71.21		 78.41   	 -66.12		
-38.45   	-106.20   	 77.35   	 -71.21		 78.15   	 -66.12		
-38.45   	-105.90   	 77.07   	 -66.12		 77.88   	 -66.12		
-38.15   	-106.20   	 76.81   	 -66.12		 77.62   	 -61.04		
-37.84   	-105.90   	 76.54   	 -61.04		 77.38   	 -66.12		
-37.23   	-104.98   	 76.30   	 -55.95		 77.11   	 -61.04		
-36.62   	-103.15   	 76.07   	 -55.95		 76.87   	 -61.04		
-35.40   	-100.40   	 75.85   	 -55.95		 76.62   	 -61.04		
-34.48   	-97.96   	 75.63   	 -50.86		 76.38   	 -61.04		
-33.57   	-96.44   	 75.42   	 -50.86		 76.13   	 -55.95		
-32.65   	-96.13   	 75.22   	 -55.95		 75.91   	 -61.04		
-32.04   	-97.05   	 74.99   	 -55.95		 75.67   	 -55.95		
-31.13   	-97.96   	 74.77   	 -50.86		 75.44   	 -55.95		
-30.82   	-97.96   	 74.57   	 -55.95		 75.22   	 -55.95		
-31.13   	-97.05   	 74.34   	 -55.95		 74.99   	 -55.95		
-31.43   	-95.52   	 74.12   	 -55.95		 74.77   	 -50.86		
-32.35   	-94.60   	 73.90   	 -55.95		 74.57   	 -55.95		
-33.57   	-94.30   	 73.67   	 -50.86		 74.34   	 -55.95		
-34.48   	-94.30   	 73.47   	 -50.86		 74.12   	 -50.86		
-34.79   	-93.69   	 73.27   	 -45.78		 73.92   	 -50.86		
-34.48   	-92.47   	 73.08   	 -40.69		 73.71   	 -50.86		
-33.57   	-90.64   	 72.92   	 -45.78		 73.51   	 -45.78		
-32.04   	-89.42   	 72.74   	 -35.61		 73.33   	 -50.86		
-31.13   	-88.50   	 72.59   	 -40.69		 73.12   	 -45.78		
-31.13   	-88.20   	 72.43   	 -40.69		 72.94   	 -45.78		
-31.74   	-88.20   	 72.27   	 -40.69		 72.76   	 -45.78		
-32.96   	-88.50   	 72.11   	 -40.69		 72.57   	 -40.69		
-33.87   	-88.50   	 71.94   	 -40.69		 72.41   	 -45.78		
-33.87   	-88.20   	 71.78   	 -45.78		 72.23   	 -40.69		
-32.96   	-86.98   	 71.60   	 -40.69		 72.06   	 -45.78		
-31.43   	-86.06   	 71.43   	 -40.69		 71.88   	 -40.69		
-30.21   	-84.84   	 71.27   	 -45.78		 71.72   	 -40.69		
-29.91   	-84.84   	 71.09   	 -40.69		 71.56   	 -40.69		
-31.13   	-84.84   	 70.93   	 -40.69		 71.39   	 -45.78		
-32.35   	-85.14   	 70.76   	 -35.61		 71.21   	 -35.61		
-33.57   	-84.53   	 70.62   	 -40.69		 71.07   	 -40.69		
-34.18   	-83.62   	 70.46   	 -35.61		 70.91   	 -40.69		
-33.87   	-82.70   	 70.32   	 -35.61		 70.74   	 -40.69		
-33.87   	-82.40   	 70.17   	 -35.61		 70.58   	 -35.61		
-33.57   	-82.40   	 70.03   	 -35.61		 70.44   	 -40.69		
-33.57   	-82.09   	 69.89   	 -40.69		 70.27   	 -35.61		
-33.26   	-80.87   	 69.73   	 -35.61		 70.13   	 -40.69		
-32.96   	-79.04   	 69.58   	 -40.69		 69.97   	 -35.61		
-32.96   	-76.90   	 69.42   	 -35.61		 69.83   	 -40.69		
-32.96   	-75.99   	 69.28   	 -40.69		 69.66   	 -35.61		
-33.57   	-75.68   	 69.11   	 -35.61		 69.52   	 -35.61		
-33.87   	-75.99   	 68.97   	 -40.69		 69.38   	 -35.61		
-34.18   	-76.90   	 68.81   	 -35.61		 69.24   	 -40.69		
-33.87   	-78.43   	 68.67   	 -35.61		 69.07   	 -35.61		
-33.57   	-79.65   	 68.52   	 -35.61		 68.93   	 -35.61		
-33.87   	-79.65   	 68.38   	 -35.61		 68.79   	 -35.61		
-34.18   	-78.13   	 68.24   	 -35.61		 68.65   	 -35.61		
-34.48   	-74.77   	 68.10   	 -30.52		 68.50   	 -35.61		
-34.48   	-70.80   	 67.98   	 -35.61		 68.36   	 -35.61		
-33.87   	-68.66   	 67.83   	 -30.52		 68.22   	 -35.61		
-32.96   	-68.05   	 67.71   	 -35.61		 68.08   	 -35.61		
-32.65   	-69.27   	 67.57   	 -30.52		 67.93   	 -35.61		
-32.65   	-70.50   	 67.45   	 -35.61		 67.79   	 -35.61		
-33.87   	-71.11   	 67.30   	 -30.52		 67.65   	 -30.52		
-35.40   	-71.41   	 67.18   	 -35.61		 67.53   	 -35.61		
-36.01   	-71.11   	 67.04   	 -35.61		 67.39   	 -35.61		
-35.71   	-69.58   	 66.90   	 -30.52		 67.24   	 -35.61		
-34.79   	-67.14   	 66.77   	 -30.52		 67.10   	 -30.52		
-33.57   	-64.09   	 66.65   	 -35.61		 66.98   	 -35.61		
-32.96   	-61.04   	 66.51   	 -30.52		 66.84   	 -35.61		
-32.65   	-58.90   	 66.39   	 -35.61		 66.69   	 -30.52		
-32.96   	-58.29   	 66.25   	 -30.52		 66.57   	 -35.61		
-32.65   	-58.29   	 66.12   	 -30.52		 66.43   	 -30.52		
-32.35   	-58.59   	 66.00   	 -35.61		 66.31   	 -35.61		
-31.74   	-58.59   	 65.86   	 -30.52		 66.16   	 -30.52		
-31.74   	-57.68   	 65.74   	 -30.52		 66.04   	 -30.52		
-31.43   	-56.76   	 65.62   	 -30.52		 65.92   	 -35.61		
-31.43   	-56.15   	 65.49   	 -35.61		 65.78   	 -30.52		
-31.13   	-56.15   	 65.35   	 -30.52		 65.66   	 -30.52		
-30.52   	-55.54   	 65.23   	 -35.61		 65.53   	 -35.61		
-29.91   	-54.02   	 65.09   	 -30.52		 65.39   	 -30.52		
-29.60   	-52.19   	 64.96   	 -30.52		 65.27   	 -30.52		
-29.91   	-51.27   	 64.84   	 -35.61		 65.15   	 -35.61		
-30.21   	-52.49   	 64.70   	 -35.61		 65.00   	 -30.52		
-30.52   	-54.93   	 64.56   	 -30.52		 64.88   	 -35.61		
-30.82   	-56.76   	 64.44   	 -35.61		 64.74   	 -30.52		
-30.82   	-56.46   	 64.29   	 -35.61		 64.62   	 -30.52		
-30.52   	-53.71   	 64.15   	 -30.52		 64.50   	 -35.61		
-30.21   	-50.05   	 64.03   	 -35.61		 64.35   	 -30.52		
-29.91   	-47.91   	 63.89   	 -30.52		 64.23   	 -35.61		
-29.30   	-47.91   	 63.76   	 -35.61		 64.09   	 -35.61		
-28.38   	-49.13   	 63.62   	 -30.52		 63.95   	 -30.52		
-27.77   	-50.35   	 63.50   	 -35.61		 63.82   	 -35.61		
-26.86   	-50.05   	 63.36   	 -30.52		 63.68   	 -30.52		
-25.63   	-48.52   	 63.23   	 -30.52		 63.56   	 -35.61		
-24.41   	-46.69   	 63.11   	 -35.61		 63.42   	 -30.52		
-23.50   	-44.86   	 62.97   	 -30.52		 63.30   	 -35.61		
-22.58   	-42.72   	 62.85   	 -30.52		 63.15   	 -30.52		
-21.67   	-39.06   	 62.73   	 -35.61		 63.03   	 -35.61		
-20.45   	-32.65   	 62.58   	 -30.52		 62.89   	 -30.52		
-18.92   	-21.97   	 62.46   	 -30.52		 62.77   	 -30.52		
-17.09   	 -7.32   	 62.34   	 -30.52		 62.64   	 -35.61		
-16.17   	 10.99   	 62.22   	 -30.52		 62.50   	 -30.52		
-16.48   	 31.13   	 62.10   	 -30.52		 62.38   	 -35.61		
-17.40   	 49.44   	 61.97   	 -30.52		 62.24   	 -30.52		
-18.31   	 63.48   	 61.85   	 -30.52		 62.12   	 -30.52		
-18.01   	 72.33   	 61.73   	 -30.52		 61.99   	 -30.52		
-16.78   	 77.51   	 61.61   	 -25.43		 61.87   	 -30.52		
-14.65   	 82.40   	 61.51   	 -30.52		 61.75   	 -30.52		
-12.51   	 89.42   	 61.38   	 -25.43		 61.63   	 -30.52		
-10.68   	 97.35   	 61.28   	 -30.52		 61.51   	 -25.43		
 -9.16   	102.23   	 61.16   	 -25.43		 61.40   	 -30.52		
 -7.93   	 98.88   	 61.06   	 -30.52		 61.28   	 -30.52		
 -7.02   	 87.89   	 60.94   	 -30.52		 61.16   	 -25.43		
 -6.10   	 74.77   	 60.81   	 -30.52		 61.06   	 -30.52		
 -4.27   	 67.44   	 60.69   	 -25.43		 60.94   	 -25.43		
 -0.92   	 70.19   	 60.59   	 -30.52		 60.83   	 -30.52		
  3.05   	 79.04   	 60.47   	 -30.52		 60.71   	 -25.43		
  6.71   	 84.84   	 60.35   	 -30.52		 60.61   	 -25.43		
  8.85   	 78.74   	 60.22   	 -25.43		 60.51   	 -30.52		
  8.85   	 60.12   	 60.12   	 -30.52		 60.39   	 -25.43		
  7.02   	 36.32   	 60.00   	 -25.43		 60.28   	 -25.43		
  3.05   	 17.70   	 59.90   	 -25.43		 60.18   	 -25.43		
 -3.36   	  7.63   	 59.80   	 -25.43		 60.08   	 -30.52		
-11.29   	  3.36   	 59.69   	 -25.43		 59.96   	 -25.43		
-19.53   	 -3.05   	 59.59   	 -25.43		 59.86   	 -20.35		
-25.94   	-15.56   	 59.49   	 -25.43		 59.78   	 -25.43		
-29.30   	-33.57   	 59.39   	 -20.35		 59.67   	 -25.43		
-29.91   	-51.88   	 59.31   	 -20.35		 59.57   	 -25.43		
-28.69   	-65.92   	 59.23   	 -25.43		 59.47   	 -25.43		
-27.16   	-74.16   	 59.12   	 -20.35		 59.37   	 -20.35		
-26.25   	-78.13   	 59.04   	 -20.35		 59.29   	 -25.43		
-25.94   	-79.96   	 58.96   	 -20.35		 59.19   	 -20.35		
-26.55   	-80.57   	 58.88   	 -20.35		 59.10   	 -20.35		
-27.47   	-80.26   	 58.80   	 -20.35		 59.02   	 -25.43		
-28.08   	-78.74   	 58.72   	 -20.35		 58.92   	 -20.35		
-28.38   	-76.29   	 58.64   	 -20.35		 58.84   	 -20.35		
-28.38   	-73.24   	 58.56   	 -15.26		 58.76   	 -20.35		
-27.77   	-70.80   	 58.49   	 -15.26		 58.68   	 -20.35		
-27.77   	-68.97   	 58.43   	 -15.26		 58.60   	 -25.43		
-28.08   	-67.14   	 58.37   	 -15.26		 58.49   	 -15.26		
-28.69   	-64.39   	 58.31   	 -15.26		 58.43   	 -20.35		
-29.60   	-60.12   	 58.25   	 -10.17		 58.35   	 -20.35		
-30.82   	-56.46   	 58.21   	 -15.26		 58.27   	 -20.35		
-32.04   	-53.71   	 58.15   	 -15.26		 58.19   	 -20.35		
-32.35   	-45.47   	 58.09   	 -10.17		 58.11   	 -20.35		
