  I     	  II     	  LVp     	  LVp'		  CH2     	  CH2'		
 26.25   	 57.07   	 15.56   	-335.71		 78.01   	 -61.04		
 11.29   	 46.39   	 14.22   	-315.36		 77.76   	 -66.12		
  4.58   	 27.16   	 12.96   	-284.84		 77.50   	-137.33		
 -3.97   	 30.52   	 11.82   	-264.50		 76.95   	-147.51		
  6.10   	 30.52   	 10.76   	-239.06		 76.36   	-142.42		
 23.80   	 29.91   	  9.81   	-218.72		 75.79   	-152.59		
 10.68   	 35.40   	  8.93   	-193.29		 75.18   	-106.82		
  7.93   	 36.62   	  8.16   	-167.85		 74.75   	 -66.12		
 44.56   	 40.28   	  7.49   	-142.42		 74.49   	 -76.30		
 61.04   	 38.15   	  6.92   	-127.16		 74.18   	 -86.47		
 37.23   	 30.21   	  6.41   	-101.73		 73.83   	 -81.38		
 14.04   	 26.25   	  6.00   	 -91.56		 73.51   	 -81.38		
 -2.44   	 27.16   	  5.64   	 -71.21		 73.18   	 -96.64		
-33.26   	 20.75   	  5.35   	 -55.95		 72.80   	-111.90		
-16.48   	 21.67   	  5.13   	 -50.86		 72.35   	-127.16		
 36.01   	 27.16   	  4.92   	 -40.69		 71.84   	-137.33		
 29.91   	 14.34   	  4.76   	 -35.61		 71.29   	-122.07		
 24.41   	  6.10   	  4.62   	 -25.43		 70.80   	 -86.47		
 32.04   	  9.16   	  4.52   	 -25.43		 70.46   	 -76.30		
 30.21   	 14.65   	  4.42   	 -20.35		 70.15   	 -66.12		
 47.91   	 24.72   	  4.33   	 -15.26		 69.89   	 -45.78		
 32.65   	 32.65   	  4.27   	 -10.17		 69.70   	 -45.78		
-10.38   	 42.72   	  4.23   	 -15.26		 69.52   	 -71.21		
-29.91   	 41.20   	  4.17   	 -10.17		 69.24   	-106.82		
-53.10   	 26.55   	  4.13   	 -10.17		 68.81   	-116.99		
-33.57   	 27.77   	  4.09   	  -5.09		 68.34   	-106.82		
 48.83   	 28.99   	  4.07   	  -5.09		 67.91   	 -96.64		
 64.70   	 16.78   	  4.05   	   0.00		 67.53   	 -76.30		
 47.91   	 17.70   	  4.05   	  -5.09		 67.22   	 -45.78		
 29.60   	 16.48   	  4.03(D)	   5.09		 67.04   	 -20.35		
-11.60   	 -4.88   	  4.05   	   5.09		 66.96   	 -45.78		
 -9.16   	 -1.83   	  4.07   	   5.09		 66.77   	 -71.21		
  3.05   	  9.46   	  4.09   	   5.09		 66.49   	 -76.30		
 -4.27   	  9.46   	  4.11   	  10.17		 66.18   	 -86.47		
-17.40   	  5.80   	  4.15   	  10.17		 65.84   	-111.90		
-25.94   	  4.58   	  4.19   	  10.17		 65.39   	-106.82		
-30.52   	-18.62   	  4.23   	  10.17		 64.96   	 -96.64		
 -8.24   	-35.71   	  4.27   	  10.17		 64.58   	 -86.47		
 21.67   	-31.74   	  4.31   	  15.26		 64.23   	 -86.47		
  3.05   	-45.47   	  4.37   	   5.09		 63.89   	 -81.38		
-12.21   	-32.04   	  4.39   	  10.17		 63.56   	 -96.64		
  4.27   	-19.23   	  4.44   	  10.17		 63.17   	-106.82		
  0.31   	-17.70   	  4.48   	  10.17		 62.75   	-101.73		
  5.49   	-13.12   	  4.52   	   5.09		 62.34   	 -81.38		
 39.98   	 -9.77   	  4.54   	  10.17		 62.01   	 -81.38		
 39.06   	-18.62   	  4.58   	  10.17		 61.69   	 -81.38		
 58.59   	 -3.36   	  4.62   	  10.17		 61.36   	 -66.12		
 91.86   	 18.92   	  4.66   	  10.17		 61.10   	 -55.95		
 79.65   	 31.13   	  4.70   	  15.26		 60.87   	 -50.86		
 36.01   	 47.00   	  4.76   	  20.35		 60.67   	 -61.04		
 22.89   	 52.49   	  4.84   	  20.35		 60.43   	 -71.21		
 29.60   	 50.05   	  4.92   	  20.35		 60.14   	 -55.95		
 14.04   	 38.15   	  5.01   	  25.43		 59.92   	 -61.04		
 28.08   	 43.64   	  5.11   	  30.52		 59.67   	 -76.30		
 15.26   	 35.10   	  5.23   	  30.52		 59.37   	 -71.21		
-23.50   	 22.28   	  5.35   	  30.52		 59.08   	 -61.04		
-14.95   	 26.86   	  5.47   	  40.69		 58.84   	 -71.21		
 27.77   	 21.36   	  5.64   	  40.69		 58.56   	 -91.56		
 29.91   	 17.09   	  5.80   	  45.78		 58.19   	 -76.30		
 -6.41   	 22.28   	  5.98   	  50.86		 57.88   	 -10.17		
-21.67   	 20.75   	  6.19   	  55.95		 57.84   	  10.17		
-32.35   	 29.91   	  6.41   	  55.95		 57.88   	 -10.17		
-17.70   	 34.48   	  6.63   	  61.04		 57.84   	   5.09		
 22.28   	 39.67   	  6.88   	  66.12		 57.86   	  30.52		
 39.67   	 54.93   	  7.14   	  61.04		 57.99   	  35.61		
 14.04   	 42.42   	  7.39   	  61.04		 58.13   	  -5.09		
 -1.22   	 36.93   	  7.63   	  61.04		 58.11   	 -55.95		
  2.75   	 29.60   	  7.87   	  50.86		 57.88   	 -66.12		
 14.95   	 21.06   	  8.08   	  50.86		 57.62   	 -96.64		
 18.92   	 32.65   	  8.28   	  40.69		 57.23   	-167.85		
  6.71   	 35.40   	  8.44   	  35.61		 56.56   	-183.11		
 -8.54   	 44.86   	  8.59   	  35.61		 55.83   	-157.68		
 -8.24   	 44.25   	  8.73   	  25.43		 55.20   	-127.16		
 -4.88   	 44.86   	  8.83   	  20.35		 54.69   	 -96.64		
 13.12   	 59.81   	  8.91   	  20.35		 54.30   	 -66.12		
 39.37   	 65.92   	  8.99   	  20.35		 54.04   	 -50.86		
 35.40   	 70.50   	  9.07   	  20.35		 53.83   	 -15.26		
 34.48   	 70.19   	  9.16   	  20.35		 53.77   	  10.17		
 40.59   	 54.02   	  9.24   	  30.52		 53.81   	  10.17		
 37.54   	 44.56   	  9.36   	  35.61		 53.86   	  15.26		
 25.63   	 45.78   	  9.50   	  45.78		 53.92   	  15.26		
 -4.27   	 35.40   	  9.68   	  61.04		 53.98   	  10.17		
-21.06   	 38.45   	  9.93   	  66.12		 54.02   	  20.35		
-21.67   	 52.19   	 10.19   	  81.38		 54.10   	  35.61		
 -2.14   	 61.65   	 10.52   	  86.47		 54.24   	  30.52		
 39.98   	 68.05   	 10.86   	  86.47		 54.36   	  25.43		
 67.14   	 68.05   	 11.21   	  91.56		 54.47   	  10.17		
 52.19   	 60.73   	 11.58   	  86.47		 54.51   	 -76.30		
  7.02   	 45.47   	 11.92   	  71.21		 54.20   	-167.85		
 13.43   	 60.73   	 12.21   	  66.12		 53.53   	-147.51		
 20.14   	 73.55   	 12.47   	  50.86		 52.94   	-116.99		
 35.71   	 80.57   	 12.68   	  40.69		 52.47   	-188.20		
 80.87   	 82.40   	 12.84   	  25.43		 51.72   	-233.98		
 50.35   	 72.94   	 12.94   	  15.26		 50.78   	-193.29		
  2.14   	 65.00   	 13.00   	  15.26		 50.01   	-106.82		
-24.72   	 63.17   	 13.06   	   5.09		 49.58   	 -20.35		
-47.00   	 61.04   	 13.08   	  10.17		 49.50   	  35.61		
-31.43   	 64.09   	 13.12   	  15.26		 49.64   	  76.30		
  4.88   	 86.06   	 13.18   	  20.35		 49.95   	  96.64		
 32.96   	120.24   	 13.27   	  30.52		 50.34   	  91.56		
 60.73   	177.61   	 13.39   	  35.61		 50.70   	  71.21		
122.68   	243.23   	 13.53   	  45.78		 50.99   	  25.43		
225.83   	324.71   	 13.71   	  50.86		 51.09   	   0.00		
377.50   	441.28   	 13.92   	  50.86		 51.09   	 -35.61		
582.89   	633.85   	 14.12   	  55.95		 50.95   	 -66.12		
779.42   	899.05   	 14.34   	 116.99		 50.68   	-127.16		
881.96   	1198.73(R)	 14.81(E)	  61.04		 50.17   	 -45.78		
768.13   	1106.26   	 15.06   	  61.04		 49.99   	 -35.61		
548.40   	849.00   	 15.30   	  61.04		 49.85   	 -20.35		
304.57   	578.61   	 15.54   	  71.21		 49.77   	  -5.09		
137.33   	343.93   	 15.83   	  81.38		 49.75   	  10.17		
 22.58   	173.95   	 16.15   	  91.56		 49.79   	  15.26		
-44.56   	 38.15   	 16.52   	 122.07		 49.85   	  15.26		
-75.68   	-39.98   	 17.01   	 142.42		 49.91   	  25.43		
-74.46   	-59.20   	 17.58   	 183.11		 50.01   	  50.86		
-71.11   	-46.08   	 18.31   	 223.80		 50.21   	  81.38		
-59.81   	-19.53   	 19.21   	 274.67		 50.54   	  96.64		
-41.81   	-21.67   	 20.31   	 335.71		 50.93   	  50.86		
-32.96   	-50.96   	 21.65   	 401.83		 51.13   	 -10.17		
-25.94   	-41.50   	 23.26   	 467.95		 51.09   	 -35.61		
-27.47   	 17.70   	 25.13   	 554.42		 50.95   	 -35.61		
-12.82   	 51.88   	 27.34   	 635.81		 50.80   	  20.35		
 12.21   	 78.74   	 29.89   	 737.54		 50.88   	  71.21		
 11.90   	 83.92   	 32.84   	 839.26		 51.17   	  81.38		
  9.77   	 57.98   	 36.20   	 946.08		 51.50   	 279.75		
 24.41   	 65.61   	 39.98   	1063.07		 52.61   	 661.24		
 27.47   	 71.11   	 44.23   	1164.80		 55.26   	 869.78		
  6.71   	 59.20   	 48.89   	1276.70		 58.74   	 844.35		
-12.82   	 55.54   	 54.00   	1363.17		 62.12   	1027.46		
-28.08   	 54.32   	 59.45   	1444.55		 66.23   	1307.22		
-41.20   	 54.93   	 65.23   	1505.59		 71.45   	1241.09		
-41.20   	 59.51   	 71.25   	1536.11		 76.42   	 951.17		
 -2.75   	 65.61   	 77.40   	1546.28		 80.22   	 661.24		
 -2.14   	 53.10   	 83.58   	1541.19		 82.87   	 569.68		
-14.04   	 56.46   	 89.75   	1505.59		 85.15   	 223.80		
 15.26   	 67.14   	 95.77   	1464.90		 86.04   	  25.43		
 19.84   	 61.04   	101.63   	1403.86		 86.14   	  55.95		
 10.07   	 61.34   	107.24   	1347.91		 86.37   	  40.69		
 21.67   	 65.31   	112.63   	1281.79		 86.53   	 116.99		
-14.65   	 44.25   	117.76   	1220.75		 87.00   	 264.50		
-43.03   	 38.45   	122.64   	1159.71		 88.06   	 437.43		
-27.16   	 45.17   	127.28   	1098.67		 89.81   	 620.55		
-15.26   	 43.95   	131.68   	1037.64		 92.29   	 498.47		
 -6.71   	 51.88   	135.83   	 976.60		 94.28   	 183.11		
  0.92   	 50.35   	139.73   	 920.65		 95.01   	  76.30		
 -5.80   	 38.15   	143.42   	 864.70		 95.32   	 132.25		
 -3.05   	 50.35   	146.88   	 824.00		 95.85   	  55.95		
  5.19   	 70.50   	150.17   	 788.40		 96.07   	-137.33		
 13.12   	 88.50   	153.33   	 768.05		 95.52   	-127.16		
 14.04   	108.64   	156.40   	 747.71		 95.01   	 401.83		
  0.61   	107.12   	159.39   	 727.36		 96.62   	1215.66		
  0.00   	 95.21   	162.30   	 696.84		101.48   	1297.04		
 12.82   	104.06   	165.09   	 666.32		106.67   	 345.88		
 27.47   	117.80   	167.75   	 620.55		108.06   	 -61.04		
 34.79   	127.56   	170.23   	 574.77		107.81   	 127.16		
 32.04   	137.02   	172.53   	 528.99		108.32   	-406.92		
 27.47   	139.16   	174.65   	 483.21		106.69   	-762.97		
 31.13   	155.64   	176.58   	 442.52		103.64   	  96.64		
 32.35   	168.46   	178.35   	 396.74		104.03   	 869.78		
 64.09   	184.94   	179.94   	 366.22		107.51   	1002.03		
110.78   	208.74   	181.40   	 330.62		111.52   	 940.99		
106.20   	199.28   	182.73   	 300.10		115.28   	  96.64		
101.62   	205.38   	183.93   	 274.67		115.67   	-523.90		
 87.28   	223.39   	185.02   	 239.06		113.57   	 386.57		
 64.70   	224.30   	185.98   	 203.46		115.12   	 895.22		
 72.02   	237.12   	186.79   	 172.94		118.70   	 259.41		
109.56   	249.63   	187.49   	 132.25		119.74   	  50.86		
140.08   	251.46   	188.02   	  96.64		119.94   	-167.85		
124.82   	259.70   	188.40   	  66.12		119.27   	-412.00		
130.92   	265.81   	188.67   	  25.43		117.62   	 142.42		
132.45   	267.03   	188.77(S)	  -5.09		118.19   	 549.34		
121.77   	268.25   	188.75   	 -35.61		120.39   	  10.17		
132.45   	262.76   	188.61   	 -61.04		120.43   	 -71.21		
112.00   	255.13   	188.36   	 -91.56		120.14   	 178.03		
 81.79   	249.33   	188.00   	-111.90		120.85   	  81.38		
 72.63   	241.70   	187.55   	-132.25		121.18   	 147.51		
 63.48   	228.58   	187.02   	-157.68		121.77   	 452.69		
 63.48   	216.98   	186.39   	-178.03		123.58   	 656.15		
 65.00   	198.36   	185.68   	-203.46		126.20   	 295.01		
 58.59   	169.98   	184.86   	-233.98		127.39   	  25.43		
 47.91   	149.54   	183.93   	-264.50		127.49   	  86.47		
 38.45   	141.91   	182.87   	-295.01		127.83   	 -96.64		
 56.46   	136.72   	181.69   	-325.53		127.45   	-432.35		
 65.31   	129.70   	180.39   	-361.14		125.72   	-478.13		
 32.65   	117.80   	178.94   	-391.66		123.80   	-330.62		
 12.21   	109.25   	177.37   	-417.09		122.48   	-381.48		
 -0.31   	100.71   	175.71   	-432.35		120.96   	-371.31		
 -5.19   	101.32   	173.98   	-452.69		119.47   	-223.80		
  5.80   	 99.18   	172.17   	-467.95		118.58   	  76.30		
 21.36   	 83.62   	170.29   	-478.13		118.88   	 442.52		
 19.53   	 68.66   	168.38   	-488.30		120.65   	  55.95		
  0.92   	 54.93   	166.43   	-498.47		120.87   	-666.32		
  3.66   	 51.57   	164.43   	-513.73		118.21   	-381.48		
 18.62   	 58.90   	162.38   	-523.90		116.68   	-244.15		
 23.19   	 51.27   	160.28   	-539.16		115.71   	-137.33		
  9.77   	 54.02   	158.13   	-554.42		115.16   	 295.01		
 -8.54   	 51.88   	155.91   	-579.86		116.34   	 -30.52		
-11.29   	 49.44   	153.59   	-600.20		116.22   	-203.46		
 -2.14   	 62.26   	151.19   	-635.81		115.40   	  -5.09		
  7.02   	 68.97   	148.65   	-671.41		115.38   	-452.69		
  9.16   	 72.94   	145.96   	-712.10		113.57   	-885.04		
 15.87   	 72.02   	143.11   	-742.62		110.03   	-707.02		
  4.27   	 68.05   	140.14   	-783.31		107.20   	-707.02		
 -2.14   	 66.53   	137.01   	-818.92		104.37   	-854.52		
 31.43   	 66.83   	133.73   	-849.44		100.96   	-371.31		
 46.69   	 77.82   	130.34   	-879.96		 99.47   	 -35.61		
  8.85   	 83.92   	126.82   	-905.39		 99.33   	-503.56		
-11.60   	 86.36   	123.19   	-930.82		 97.31   	-839.26		
-29.60   	 79.96   	119.47   	-951.17		 93.96   	-676.50		
-58.59   	 70.19   	115.67   	-976.60		 91.25   	-544.25		
 -0.92   	 84.84   	111.76   	-991.86		 89.07   	-401.83		
 35.10   	 85.75   	107.79   	-1017.29		 87.47   	 -76.30		
 19.84   	 93.38   	103.72   	-1032.55		 87.16   	 213.63		
 34.18   	110.78   	 99.59   	-1052.90		 88.02   	 147.51		
 28.99   	 93.99   	 95.38   	-1068.15		 88.61   	-193.29		
 14.34   	 88.81   	 91.11   	-1078.33		 87.83   	-305.19		
  5.80   	 96.13   	 86.80   	-1088.50		 86.61   	-122.07		
 -1.22   	 93.69   	 82.44   	-1088.50		 86.12   	 -25.43		
-30.21   	 96.13   	 78.09   	-1078.33		 86.02   	 -86.47		
-25.94   	 98.57   	 73.77   	-1068.15		 85.68   	-111.90		
 20.45   	101.01   	 69.50   	-1042.72		 85.23   	 -66.12		
 42.72   	 96.44   	 65.33   	-1012.20		 84.96   	-147.51		
 32.35   	102.54   	 61.28   	-976.60		 84.37   	-193.29		
  4.88   	103.15   	 57.38   	-930.82		 83.60   	 -40.69		
 -8.24   	 98.27   	 53.65   	-885.04		 83.44   	  66.12		
  2.14   	 92.16   	 50.11   	-839.26		 83.70   	 -20.35		
-15.87   	 85.14   	 46.75   	-788.40		 83.62   	-137.33		
  3.05   	 96.74   	 43.60   	-737.54		 83.07   	-172.94		
 20.45   	100.71   	 40.65   	-691.76		 82.38   	-178.03		
-12.82   	 93.69   	 37.88   	-651.07		 81.67   	-147.51		
 13.12   	100.40   	 35.28   	-605.29		 81.08   	-116.99		
 47.30   	104.06   	 32.86   	-564.60		 80.61   	-111.90		
 35.10   	104.68   	 30.60   	-534.08		 80.16   	-116.99		
 37.23   	112.61   	 28.46   	-493.39		 79.69   	 -91.56		
 32.04   	115.36   	 26.49   	-462.87		 79.33   	 -10.17		
  8.54   	 96.13   	 24.64   	-427.26		 79.29   	  35.61		
 12.51   	 85.45   	 22.93   	-396.74		 79.43   	 -40.69		
 18.62   	 89.42   	 21.34   	-361.14		 79.27   	-137.33		
 -7.93   	 83.92   	 19.90   	-335.71		 78.72   	-127.16		
 -0.92   	 86.36   	 18.56   	-305.19		 78.21   	 -45.78		
  4.58   	 94.91   	 17.33   	-274.67		 78.03   	 -50.86		
 -4.88   	 93.69   	 16.24   	-244.15		 77.82   	 -86.47		
 41.50   	108.03   	 15.26   	-218.72		 77.48   	 -50.86		
 56.15   	118.10   	 14.38   	-198.37		 77.27   	 -45.78		
 14.65   	100.10   	 13.59   	-172.94		 77.09   	-122.07		
  6.10   	 94.30   	 12.90   	-147.51		 76.60   	-147.51		
  6.10   	 92.47   	 12.31   	-132.25		 76.01   	-137.33		
  1.53   	 83.31   	 11.78   	-111.90		 75.46   	-116.99		
  6.71   	 86.06   	 11.33   	 -91.56		 74.99   	 -96.64		
 -3.66   	 89.72   	 10.97   	 -76.30		 74.61   	 -71.21		
-14.65   	 76.90   	 10.66   	 -66.12		 74.32   	 -45.78		
  5.19   	 71.41   	 10.40   	 -50.86		 74.14   	 -15.26		
 18.92   	 76.90   	 10.19   	 -35.61		 74.08   	 -25.43		
 25.63   	 79.65   	 10.05   	 -30.52		 73.98   	 -71.21		
 28.08   	 77.21   	  9.93   	 -20.35		 73.69   	 -91.56		
  9.46   	 77.82   	  9.85   	 -15.26		 73.33   	 -71.21		
 -0.31   	 69.58   	  9.79   	 -10.17		 73.04   	 -81.38		
 18.92   	 64.09   	  9.75   	  -5.09		 72.72   	-142.42		
  4.88   	 64.70   	  9.73   	  -5.09		 72.15   	-172.94		
-41.20   	 55.24   	  9.70   	  -5.09		 71.45   	-162.77		
-25.02   	 67.75   	  9.68   	  -5.09		 70.80   	-142.42		
 10.38   	 84.84   	  9.66   	   0.00		 70.23   	-122.07		
 19.23   	 83.92   	  9.66   	  -5.09		 69.75   	 -96.64		
 42.11   	 97.66   	  9.64(D)	   0.00		 69.36   	 -66.12		
 39.98   	 91.55   	  9.64   	   0.00		 69.09   	 -55.95		
  7.02   	 66.53   	  9.64   	   5.09		 68.87   	 -66.12		
 12.82   	 70.19   	  9.66   	   5.09		 68.61   	 -61.04		
 49.74   	 68.66   	  9.68   	  10.17		 68.36   	 -61.04		
 39.67   	 66.53   	  9.73   	  15.26		 68.12   	 -61.04		
-10.99   	 62.87   	  9.79   	  10.17		 67.87   	 -55.95		
-27.16   	 40.28   	  9.83   	  15.26		 67.65   	 -55.95		
-43.33   	 18.92   	  9.89   	  15.26		 67.43   	 -81.38		
-49.44   	 -1.22   	  9.95   	  15.26		 67.10   	-106.82		
 -2.75   	 -9.77   	 10.01   	  15.26		 66.67   	 -96.64		
  4.58   	 -9.77   	 10.07   	  15.26		 66.29   	 -91.56		
 21.67   	  0.31   	 10.13   	  10.17		 65.92   	 -91.56		
 53.10   	 22.28   	 10.17   	  10.17		 65.55   	 -96.64		
 46.08   	 28.99   	 10.21   	   5.09		 65.17   	 -86.47		
 26.25   	 33.26   	 10.23   	  10.17		 64.82   	 -66.12		
-13.43   	 29.91   	 10.27   	  10.17		 64.56   	 -61.04		
-14.65   	 22.28   	 10.32   	  10.17		 64.31   	 -66.12		
 27.16   	 33.57   	 10.36   	  10.17		 64.05   	 -61.04		
 74.16   	 59.51   	 10.40   	  15.26		 63.80   	 -61.04		
 97.96   	 81.18   	 10.46   	  15.26		 63.56   	 -66.12		
 68.36   	 98.27   	 10.52   	  20.35		 63.30   	 -66.12		
 26.55   	107.73   	 10.60   	  20.35		 63.03   	 -71.21		
  6.71   	 95.21   	 10.68   	  20.35		 62.75   	 -76.30		
 14.65   	 89.42   	 10.76   	  25.43		 62.44   	 -86.47		
 31.74   	 78.43   	 10.86   	  25.43		 62.10   	 -81.38		
 37.23   	 68.36   	 10.97   	  30.52		 61.77   	 -71.21		
 10.68   	 71.11   	 11.09   	  35.61		 61.49   	 -66.12		
 -5.19   	 90.33   	 11.23   	  40.69		 61.22   	 -55.95		
-16.78   	 89.42   	 11.39   	  45.78		 61.00   	 -40.69		
-28.08   	 84.84   	 11.58   	  50.86		 60.83   	 -25.43		
 -9.46   	 95.21   	 11.78   	  55.95		 60.73   	 -15.26		
 22.28   	 89.42   	 12.00   	  61.04		 60.67   	  -5.09		
 25.33   	 90.64   	 12.25   	  66.12		 60.65   	   0.00		
 20.14   	101.01   	 12.51   	  66.12		 60.65   	  -5.09		
 13.43   	 93.99   	 12.78   	  71.21		 60.63   	 -30.52		
  3.66   	 89.11   	 13.06   	  66.12		 60.51   	 -45.78		
  6.71   	 95.83   	 13.33   	  71.21		 60.33   	 -30.52		
 10.38   	103.15   	 13.61   	  71.21		 60.20   	 -25.43		
  3.97   	112.92   	 13.90   	  66.12		 60.10   	 -55.95		
  8.54   	114.14   	 14.16   	  66.12		 59.88   	 -86.47		
 -5.49   	 97.05   	 14.43   	  61.04		 59.53   	-101.73		
 -3.36   	 91.86   	 14.67   	  61.04		 59.12   	-106.82		
 14.04   	 87.89   	 14.91   	  55.95		 58.70   	 -96.64		
  7.32   	 80.57   	 15.14   	  55.95		 58.31   	 -91.56		
  7.32   	 83.92   	 15.36   	  55.95		 57.94   	 -76.30		
  4.58   	 86.06   	 15.58   	  61.04		 57.64   	 -45.78		
-12.82   	 87.89   	 15.83   	  66.12		 57.46   	 -40.69		
-10.38   	 90.94   	 16.09   	  71.21		 57.29   	 -35.61		
-11.90   	 86.67   	 16.38   	  86.47		 57.15   	 -10.17		
 11.60   	 89.11   	 16.72   	  91.56		 57.11   	  20.35		
 20.75   	 92.47   	 17.09   	  96.64		 57.19   	  61.04		
 -9.46   	101.32   	 17.48   	 101.73		 57.44   	 101.73		
 -8.85   	130.92   	 17.88   	 101.73		 57.84   	  61.04		
-17.09   	141.30   	 18.29   	  91.56		 58.09   	 -35.61		
 -8.54   	143.13   	 18.66   	  76.30		 57.94   	-147.51		
 11.90   	140.38   	 18.96   	  61.04		 57.35   	-244.15		
 -3.97   	118.41   	 19.21   	  45.78		 56.38   	-249.24		
 -9.16   	123.29   	 19.39   	  30.52		 55.38   	-213.63		
 -7.63   	128.78   	 19.51   	  15.26		 54.53   	-239.06		
 -4.58   	129.70   	 19.57   	   0.00		 53.57   	-274.67		
  0.00   	146.79   	 19.57   	   0.00		 52.47   	-198.37		
 -8.54   	144.35   	 19.57   	   0.00		 51.68   	 -81.38		
-17.40   	138.24   	 19.57   	   5.09		 51.35   	  30.52		
 -9.46   	144.96   	 19.59   	  15.26		 51.47   	 116.99		
  2.14   	138.85   	 19.65   	  20.35		 51.94   	 142.42		
  0.92   	131.84   	 19.74   	  35.61		 52.51   	 147.51		
-15.87   	156.86   	 19.88   	  45.78		 53.10   	 137.33		
-36.62   	173.34   	 20.06   	  50.86		 53.65   	  76.30		
-43.95   	174.87   	 20.26   	  55.95		 53.96   	  10.17		
-41.20   	199.89   	 20.49   	  61.04		 54.00   	 -40.69		
-41.81   	202.94   	 20.73   	  55.95		 53.83   	 -96.64		
-13.12   	224.30   	 20.96   	  55.95		 53.45   	-147.51		
 48.22   	290.53   	 21.18   	  55.95		 52.86   	-157.68		
158.39   	391.54   	 21.40   	  45.78		 52.23   	-111.90		
327.15   	516.97   	 21.59   	  40.69		 51.78   	-116.99		
518.19   	650.02   	 21.75   	  30.52		 51.31   	 -86.47		
716.86   	868.53   	 21.87   	  30.52		 50.97   	 -25.43		
847.17   	1065.37   	 21.99   	  55.95		 50.86   	  15.26		
814.51   	1164.25(R)	 22.22(E)	  25.43		 50.93   	   5.09		
653.99   	949.10   	 22.32   	  25.43		 50.95   	  -5.09		
402.22   	679.32   	 22.42   	  30.52		 50.93   	 -10.17		
161.74   	407.10   	 22.54   	  40.69		 50.88   	 -10.17		
  9.46   	230.41   	 22.71   	  55.95		 50.84   	 -20.35		
-108.34   	128.17   	 22.93   	  66.12		 50.76   	 -15.26		
-133.67   	 46.08   	 23.19   	  91.56		 50.70   	 -10.17		
-61.34   	 37.23   	 23.56   	 116.99		 50.66   	 -20.35		
-71.72   	 26.86   	 24.03   	 152.59		 50.58   	 -35.61		
-91.86   	 39.67   	 24.64   	 198.37		 50.44   	 -40.69		
-75.99   	 57.07   	 25.43   	 254.32		 50.27   	 -66.12		
-62.56   	 25.63   	 26.45   	 325.53		 50.01   	 -81.38		
-49.13   	 36.93   	 27.75   	 406.92		 49.68   	 -40.69		
-21.06   	 92.47   	 29.38   	 493.39		 49.52   	  40.69		
 12.82   	136.72   	 31.35   	 605.29		 49.68   	 111.90		
 -4.58   	163.27   	 33.77   	 712.10		 50.13   	 223.80		
 -6.41   	162.66   	 36.62   	 824.00		 51.03   	 427.26		
 -9.46   	119.63   	 39.92   	 946.08		 52.74   	 640.89		
-43.64   	 99.49   	 43.70   	1057.98		 55.30   	 844.35		
-68.36   	107.12   	 47.93   	1164.80		 58.68   	 920.65		
-69.27   	110.47   	 52.59   	1251.27		 62.36   	 798.57		
-52.80   	109.56   	 57.60   	1332.65		 65.55   	 879.96		
-51.88   	105.59   	 62.93   	1393.69		 69.07   	 895.22		
-41.20   	 98.27   	 68.50   	1439.47		 72.65   	 824.00		
-47.00   	 92.16   	 74.26   	1459.81		 75.95   	 773.14		
-49.13   	117.19   	 80.10   	1464.90		 79.04   	 412.00		
-41.20   	112.30   	 85.96   	1454.72		 80.69   	 264.50		
-37.84   	108.03   	 91.78   	1434.38		 81.75   	 401.83		
-45.47   	124.51   	 97.52   	1398.77		 83.36   	 422.18		
-53.71   	113.22   	103.11   	1358.08		 85.05   	 320.45		
-55.85   	107.42   	108.54   	1297.04		 86.33   	 203.46		
-38.45   	116.27   	113.73   	1246.18		 87.14   	 269.58		
 -9.77   	110.47   	118.72   	1180.06		 88.22   	 396.74		
-25.63   	 97.05   	123.44   	1119.02		 89.81   	 259.41		
-46.39   	 88.81   	127.91   	1063.07		 90.84   	-152.59		
-38.76   	 96.44   	132.17   	1002.03		 90.23   	-122.07		
-47.61   	 89.42   	136.17   	 946.08		 89.75   	 518.82		
-26.55   	 87.59   	139.96   	 900.30		 91.82   	 701.93		
-23.50   	 89.11   	143.56   	 854.52		 94.63   	 325.53		
-55.85   	 83.62   	146.98   	 818.92		 95.93   	 -86.47		
-55.54   	 88.81   	150.25   	 783.31		 95.58   	-172.94		
-57.07   	103.15   	153.39   	 757.88		 94.89   	 330.62		
-37.23   	106.20   	156.42   	 727.36		 96.22   	 844.35		
  3.36   	105.90   	159.33   	 696.84		 99.59   	 615.46		
  7.63   	120.54   	162.12   	 661.24		102.05   	 106.82		
 -0.92   	108.95   	164.76   	 635.81		102.48   	 391.66		
  8.24   	112.30   	167.30   	 610.37		104.05   	 528.99		
 20.14   	131.53   	169.75   	 584.94		106.16   	 -40.69		
 18.01   	132.14   	172.08   	 559.51		106.00   	 254.32		
 -2.44   	158.69   	174.32   	 534.08		107.02   	 813.83		
-11.29   	177.92   	176.46   	 513.73		110.27   	 513.73		
 -5.19   	185.55   	178.51   	 488.30		112.33   	 132.25		
  0.31   	198.06   	180.47   	 462.87		112.86   	 249.24		
 56.76   	207.52   	182.32   	 427.26		113.86   	 467.95		
122.38   	223.69   	184.03   	 391.66		115.73   	 406.92		
102.84   	226.14   	185.59   	 350.97		117.35   	 305.19		
 50.35   	221.86   	187.00   	 305.19		118.58   	 259.41		
 48.83   	238.34   	188.22   	 264.50		119.61   	-106.82		
