  I     	  II     	  AOp     	  AOp'		  AO     	  AO'		
-88.20   	  3.66   	 61.46   	 -30.52		 60.28   	 -35.61		
-42.42   	 53.41   	 61.34   	 -30.52		 60.14   	 -30.52		
 34.79   	112.61   	 61.22   	 -35.61		 60.02   	 -35.61		
140.69   	177.61   	 61.08   	 -35.61		 59.88   	 -35.61		
278.02   	253.30   	 60.94   	 -30.52		 59.74   	 -35.61		
451.97   	354.92   	 60.81   	 -35.61		 59.59   	 -35.61		
655.82   	490.11   	 60.67   	 -35.61		 59.45   	 -35.61		
855.71   	632.32   	 60.53   	 -71.21		 59.31   	 -76.30		
1011.96   	683.29(R)	 60.24   	 -35.61		 59.00   	 -35.61		
906.68   	499.57   	 60.10   	 -30.52		 58.86   	 -35.61		
722.05   	215.15   	 59.98   	 -35.61		 58.72   	 -35.61		
533.45   	-78.43   	 59.84   	 -35.61		 58.58   	 -35.61		
401.00   	-307.62   	 59.69   	 -35.61		 58.43   	 -35.61		
333.86   	-452.27   	 59.55   	 -35.61		 58.29   	 -35.61		
295.10   	-533.75   	 59.41   	 -35.61		 58.15   	 -30.52		
242.00   	-576.48   	 59.27   	 -35.61		 58.03   	 -35.61		
155.94   	-578.61   	 59.12   	 -35.61		 57.88   	 -30.52		
 50.35   	-527.04   	 58.98   	 -35.61		 57.76   	 -35.61		
-49.74   	-432.13   	 58.84   	 -35.61		 57.62   	 -30.52		
-126.95   	-331.12   	 58.70   	 -35.61		 57.50   	 -30.52		
-180.05   	-260.01   	 58.56   	 -35.61		 57.38   	 -35.61		
-217.90   	-227.66   	 58.41   	 -35.61		 57.23   	 -35.61		
-246.89   	-215.45   	 58.27   	 -30.52		 57.09   	 -30.52		
-267.64   	-197.45   	 58.15   	 -35.61		 56.97   	 -35.61		
-278.63   	-164.49   	 58.01   	 -35.61		 56.83   	 -35.61		
-278.32   	-128.17   	 57.86   	 -25.43		 56.68   	 -35.61		
-265.81   	-106.20   	 57.76   	 -25.43		 56.54   	 -30.52		
-241.70   	-102.54   	 57.66   	 -25.43		 56.42   	 -35.61		
-208.44   	-106.51   	 57.56   	 -10.17		 56.28   	 -35.61		
-170.29   	-101.93   	 57.52   	 -10.17		 56.13   	 -30.52		
-133.67   	-81.18   	 57.48(D)	   5.09		 56.01   	 -25.43		
-103.45   	-50.66   	 57.50   	  20.35		 55.91   	 -25.43		
-82.40   	-26.25   	 57.58   	  25.43		 55.81   	 -20.35		
-69.58   	-19.84   	 57.68   	  45.78		 55.73   	 -10.17		
-61.95   	-29.60   	 57.86   	  66.12		 55.69(D)	   5.09		
-57.07   	-43.03   	 58.13   	  81.38		 55.71   	  15.26		
-53.10   	-48.52   	 58.45   	  96.64		 55.77   	  30.52		
-50.35   	-44.25   	 58.84   	 122.07		 55.89   	  55.95		
-48.52   	-36.62   	 59.33   	 137.33		 56.11   	  76.30		
-47.91   	-32.35   	 59.88   	 157.68		 56.42   	 101.73		
-47.30   	-34.48   	 60.51   	 172.94		 56.83   	 127.16		
-47.30   	-39.67   	 61.20   	 188.20		 57.33   	 157.68		
-47.61   	-43.33   	 61.95   	 208.54		 57.97   	 178.03		
-48.22   	-43.64   	 62.79   	 213.63		 58.68   	 203.46		
-49.44   	-40.89   	 63.64   	 228.89		 59.49   	 228.89		
-50.96   	-38.45   	 64.56   	 233.98		 60.41   	 249.24		
-51.57   	-38.15   	 65.49   	 239.06		 61.40   	 269.58		
-50.96   	-39.37   	 66.45   	 244.15		 62.48   	 279.75		
-49.13   	-40.89   	 67.43   	 249.24		 63.60   	 289.93		
-47.00   	-41.20   	 68.42   	 254.32		 64.76   	 305.19		
-45.78   	-40.59   	 69.44   	 254.32		 65.98   	 310.27		
-47.00   	-41.20   	 70.46   	 254.32		 67.22   	 320.45		
-49.74   	-42.42   	 71.47   	 264.50		 68.50   	 325.53		
-51.88   	-43.03   	 72.53   	 264.50		 69.81   	 335.71		
-51.88   	-41.20   	 73.59   	 274.67		 71.15   	 340.79		
-50.35   	-37.23   	 74.69   	 284.84		 72.51   	 350.97		
-49.74   	-34.48   	 75.83   	 295.01		 73.92   	 361.14		
-51.57   	-35.71   	 77.01   	 305.19		 75.36   	 371.31		
-54.93   	-41.81   	 78.23   	 315.36		 76.85   	 386.57		
-57.98   	-49.74   	 79.49   	 330.62		 78.39   	 391.66		
-57.98   	-54.93   	 80.81   	 345.88		 79.96   	 412.00		
-54.63   	-54.63   	 82.20   	 356.05		 81.61   	 422.18		
-50.05   	-49.44   	 83.62   	 366.22		 83.30   	 427.26		
-46.39   	-41.20   	 85.09   	 376.40		 85.00   	 442.52		
-44.86   	-32.96   	 86.59   	 386.57		 86.77   	 447.61		
-45.47   	-27.77   	 88.14   	 386.57		 88.57   	 447.61		
-47.00   	-25.33   	 89.68   	 396.74		 90.36   	 452.69		
-47.91   	-25.02   	 91.27   	 391.66		 92.17   	 452.69		
-47.91   	-25.63   	 92.84   	 396.74		 93.98   	 452.69		
-47.00   	-26.86   	 94.42   	 396.74		 95.79   	 442.52		
-47.00   	-29.91   	 96.01   	 396.74		 97.56   	 442.52		
-48.22   	-34.48   	 97.60   	 396.74		 99.33   	 432.35		
-50.66   	-38.15   	 99.19   	 396.74		101.06   	 427.26		
-52.49   	-36.93   	100.77   	 391.66		102.77   	 422.18		
-52.49   	-29.30   	102.34   	 396.74		104.46   	 412.00		
-50.66   	-17.70   	103.93   	 386.57		106.10   	 406.92		
-48.22   	 -7.63   	105.47   	 386.57		107.73   	 401.83		
-46.08   	 -3.05   	107.02   	 381.48		109.34   	 396.74		
-45.17   	 -3.05   	108.54   	 376.40		110.93   	 386.57		
-44.56   	 -3.05   	110.05   	 371.31		112.47   	 376.40		
-43.95   	  1.83   	111.54   	 361.14		113.98   	 376.40		
-43.64   	 12.51   	112.98   	 356.05		115.48   	 361.14		
-44.25   	 25.02   	114.40   	 345.88		116.93   	 356.05		
-45.78   	 34.79   	115.79   	 340.79		118.35   	 345.88		
-46.69   	 39.67   	117.15   	 330.62		119.74   	 340.79		
-46.39   	 41.50   	118.47   	 325.53		121.10   	 330.62		
-44.25   	 43.64   	119.78   	 320.45		122.42   	 320.45		
-41.81   	 48.83   	121.06   	 310.27		123.70   	 315.36		
-39.06   	 56.76   	122.30   	 310.27		124.96   	 305.19		
-36.01   	 66.53   	123.54   	 300.10		126.18   	 300.10		
-32.35   	 75.38   	124.74   	 300.10		127.39   	 289.93		
-28.08   	 83.92   	125.94   	 295.01		128.54   	 279.75		
-22.89   	 92.77   	127.12   	 284.84		129.66   	 279.75		
-17.40   	101.62   	128.26   	 284.84		130.78   	 264.50		
-11.29   	109.56   	129.40   	 279.75		131.84   	 264.50		
 -5.19   	116.58   	130.52   	 274.67		132.90   	 254.32		
  0.61   	122.07   	131.62   	 269.58		133.92   	 249.24		
  6.41   	126.34   	132.70   	 264.50		134.91   	 239.06		
 12.21   	129.09   	133.75   	 259.41		135.87   	 233.98		
 18.31   	128.17   	134.79   	 249.24		136.81   	 223.80		
 23.80   	122.99   	135.79   	 239.06		137.70   	 213.63		
 28.99   	115.66   	136.74   	 233.98		138.55   	 208.54		
 32.96   	110.47   	137.68   	 223.80		139.39   	 198.37		
 35.71   	109.56   	138.58   	 208.54		140.18   	 188.20		
 36.62   	112.00   	139.41   	 193.29		140.94   	 172.94		
 36.32   	113.53   	140.18   	 183.11		141.63   	 167.85		
 34.18   	111.08   	140.92   	 167.85		142.30   	 152.59		
 32.04   	105.59   	141.59   	 152.59		142.91   	 142.42		
 30.82   	 99.18   	142.20   	 137.33		143.48   	 127.16		
 30.21   	 93.69   	142.75   	 127.16		143.99   	 111.90		
 28.38   	 87.89   	143.25   	 106.82		144.43   	  96.64		
 23.50   	 79.65   	143.68   	  91.56		144.82   	  86.47		
 15.87   	 68.66   	144.05   	  81.38		145.17   	  66.12		
  7.93   	 57.07   	144.37   	  61.04		145.43   	  50.86		
  3.05   	 47.61   	144.62   	  40.69		145.64   	  35.61		
  2.44   	 42.42   	144.78   	  30.52		145.78   	  15.26		
  5.49   	 40.59   	144.90   	  10.17		145.84(S)	  -5.09		
  8.54   	 40.28   	144.94(S)	 -15.26		145.82   	 -25.43		
 10.07   	 39.06   	144.88   	 -30.52		145.72   	 -45.78		
  9.46   	 36.93   	144.76   	 -50.86		145.53   	 -71.21		
  7.02   	 34.48   	144.56   	 -81.38		145.25   	 -91.56		
  3.66   	 32.35   	144.23   	-101.73		144.88   	-116.99		
  0.31   	 30.82   	143.82   	-127.16		144.41   	-142.42		
 -2.44   	 28.99   	143.32   	-147.51		143.84   	-162.77		
 -3.97   	 25.63   	142.73   	-178.03		143.19   	-193.29		
 -3.36   	 21.67   	142.01   	-193.29		142.42   	-218.72		
 -1.83   	 18.31   	141.24   	-218.72		141.55   	-239.06		
  0.31   	 17.09   	140.37   	-239.06		140.59   	-264.50		
  0.92   	 17.70   	139.41   	-254.32		139.53   	-289.93		
 -0.92   	 18.01   	138.39   	-269.58		138.37   	-300.10		
 -4.27   	 15.87   	137.31   	-279.75		137.17   	-320.45		
 -7.63   	 11.60   	136.19   	-289.93		135.89   	-335.71		
 -9.16   	  7.32   	135.04   	-295.01		134.55   	-345.88		
 -8.24   	  5.19   	133.86   	-305.19		133.16   	-350.97		
 -6.41   	  6.10   	132.63   	-305.19		131.76   	-350.97		
 -5.19   	  9.46   	131.41   	-305.19		130.36   	-361.14		
 -5.19   	 12.82   	130.19   	-305.19		128.91   	-356.05		
 -5.80   	 15.56   	128.97   	-300.10		127.49   	-350.97		
 -7.02   	 17.40   	127.77   	-305.19		126.08   	-345.88		
 -7.63   	 18.01   	126.55   	-295.01		124.70   	-340.79		
 -8.85   	 15.87   	125.37   	-289.93		123.34   	-335.71		
-11.29   	 11.29   	124.21   	-289.93		121.99   	-320.45		
-13.73   	  5.19   	123.05   	-279.75		120.71   	-315.36		
-15.87   	  0.61   	121.93   	-274.67		119.45   	-305.19		
-18.01   	  0.00   	120.83   	-269.58		118.23   	-289.93		
-19.84   	  3.66   	119.76   	-259.41		117.07   	-284.84		
-21.06   	  9.16   	118.72   	-259.41		115.93   	-274.67		
-20.75   	 13.12   	117.68   	-254.32		114.83   	-264.50		
-18.92   	 12.82   	116.66   	-244.15		113.77   	-254.32		
-16.17   	  8.24   	115.69   	-239.06		112.76   	-249.24		
-13.73   	  2.14   	114.73   	-233.98		111.76   	-239.06		
-12.21   	 -0.61   	113.79   	-228.89		110.80   	-228.89		
-12.21   	  2.44   	112.88   	-218.72		109.89   	-223.80		
-12.82   	 10.07   	112.00   	-218.72		108.99   	-218.72		
-13.73   	 17.40   	111.13   	-213.63		108.12   	-213.63		
-14.95   	 19.53   	110.27   	-208.54		107.26   	-208.54		
-15.87   	 15.56   	109.44   	-198.37		106.43   	-198.37		
-16.48   	  8.24   	108.65   	-203.46		105.64   	-198.37		
-17.70   	  3.36   	107.83   	-193.29		104.84   	-188.20		
-18.62   	  3.97   	107.06   	-193.29		104.09   	-188.20		
-19.84   	  8.24   	106.29   	-188.20		103.34   	-183.11		
-20.75   	 12.21   	105.53   	-183.11		102.60   	-183.11		
-20.45   	 13.43   	104.80   	-183.11		101.87   	-172.94		
-18.92   	 11.60   	104.07   	-178.03		101.18   	-172.94		
-17.70   	  8.85   	103.36   	-178.03		100.49   	-167.85		
-17.09   	  6.10   	102.64   	-167.85		 99.82   	-162.77		
-18.01   	  4.27   	101.97   	-172.94		 99.17   	-162.77		
-19.23   	  3.05   	101.28   	-162.77		 98.51   	-157.68		
-19.53   	  2.44   	100.63   	-162.77		 97.88   	-152.59		
-18.62   	  2.14   	 99.98   	-162.77		 97.27   	-152.59		
-17.70   	  2.14   	 99.33   	-152.59		 96.66   	-152.59		
-18.62   	  1.83   	 98.72   	-157.68		 96.05   	-147.51		
-21.36   	  1.22   	 98.09   	-152.59		 95.46   	-147.51		
-24.72   	  0.61   	 97.48   	-147.51		 94.87   	-142.42		
-25.94   	  0.61   	 96.89   	-152.59		 94.30   	-142.42		
-24.41   	  0.31   	 96.28   	-142.42		 93.73   	-142.42		
-21.36   	 -1.53   	 95.71   	-147.51		 93.16   	-142.42		
-18.92   	 -4.58   	 95.12   	-142.42		 92.59   	-137.33		
-18.62   	 -7.63   	 94.55   	-142.42		 92.04   	-142.42		
-19.23   	 -8.85   	 93.98   	-137.33		 91.47   	-132.25		
-19.23   	 -6.41   	 93.43   	-137.33		 90.95   	-137.33		
-17.40   	 -1.22   	 92.88   	-132.25		 90.40   	-137.33		
-14.95   	  4.58   	 92.35   	-137.33		 89.85   	-127.16		
-13.73   	  7.63   	 91.80   	-127.16		 89.34   	-132.25		
-15.26   	  5.80   	 91.29   	-132.25		 88.81   	-127.16		
-18.62   	 -0.61   	 90.76   	-122.07		 88.30   	-122.07		
-21.67   	 -8.24   	 90.27   	-127.16		 87.81   	-122.07		
-22.89   	-13.73   	 89.77   	-116.99		 87.32   	-116.99		
-21.67   	-14.34   	 89.30   	-122.07		 86.86   	-111.90		
-19.84   	-10.68   	 88.81   	-116.99		 86.41   	-111.90		
-18.62   	 -6.10   	 88.34   	-111.90		 85.96   	-106.82		
-18.92   	 -3.36   	 87.89   	-111.90		 85.53   	-106.82		
-20.45   	 -3.66   	 87.45   	-111.90		 85.11   	-106.82		
-22.28   	 -5.80   	 87.00   	-106.82		 84.68   	 -96.64		
-22.89   	 -8.24   	 86.57   	-106.82		 84.29   	-101.73		
-22.58   	 -9.46   	 86.14   	-101.73		 83.89   	 -96.64		
-21.36   	 -8.24   	 85.74   	-101.73		 83.50   	-101.73		
-19.23   	 -4.88   	 85.33   	-106.82		 83.09   	 -91.56		
-16.17   	 -0.31   	 84.90   	-101.73		 82.73   	 -96.64		
-13.12   	  3.97   	 84.50   	-101.73		 82.34   	 -96.64		
-10.07   	  6.10   	 84.09   	-101.73		 81.95   	 -96.64		
 -7.93   	  5.80   	 83.68   	-101.73		 81.57   	 -96.64		
 -7.93   	  2.44   	 83.28   	-106.82		 81.18   	 -96.64		
-11.29   	 -3.05   	 82.85   	-101.73		 80.79   	-101.73		
-15.87   	 -8.54   	 82.44   	-101.73		 80.39   	 -96.64		
-19.84   	-11.60   	 82.03   	-101.73		 80.00   	-101.73		
-21.67   	-10.07   	 81.63   	-106.82		 79.59   	 -96.64		
-20.75   	 -4.88   	 81.20   	-101.73		 79.21   	-101.73		
-18.62   	  0.61   	 80.79   	-106.82		 78.80   	-101.73		
-17.09   	  2.75   	 80.37   	-101.73		 78.39   	-101.73		
-16.78   	 -1.53   	 79.96   	-101.73		 77.99   	 -96.64		
-16.78   	 -9.16   	 79.55   	-101.73		 77.60   	-101.73		
-16.17   	-16.17   	 79.15   	 -96.64		 77.19   	 -96.64		
-14.34   	-18.01   	 78.76   	 -96.64		 76.81   	 -96.64		
-11.90   	-13.43   	 78.37   	 -96.64		 76.42   	 -91.56		
-10.07   	 -3.66   	 77.99   	 -91.56		 76.05   	 -91.56		
 -9.46   	  6.41   	 77.62   	 -86.47		 75.69   	 -91.56		
-10.38   	 13.12   	 77.27   	 -91.56		 75.32   	 -86.47		
-11.90   	 13.73   	 76.91   	 -81.38		 74.97   	 -81.38		
-13.12   	  9.16   	 76.58   	 -86.47		 74.65   	 -81.38		
-13.43   	  1.53   	 76.24   	 -81.38		 74.32   	 -76.30		
-12.51   	 -5.80   	 75.91   	 -76.30		 74.02   	 -76.30		
-11.90   	-10.07   	 75.60   	 -76.30		 73.71   	 -76.30		
-11.60   	-10.07   	 75.30   	 -76.30		 73.41   	 -71.21		
-11.90   	 -6.41   	 74.99   	 -76.30		 73.12   	 -71.21		
-12.82   	 -1.53   	 74.69   	 -76.30		 72.84   	 -66.12		
-13.43   	  1.83   	 74.38   	 -71.21		 72.57   	 -71.21		
-13.43   	  2.75   	 74.10   	 -71.21		 72.29   	 -66.12		
-12.82   	  1.53   	 73.81   	 -71.21		 72.02   	 -66.12		
-10.99   	  1.22   	 73.53   	 -71.21		 71.76   	 -66.12		
 -8.85   	  3.36   	 73.24   	 -71.21		 71.50   	 -61.04		
 -8.24   	  5.49   	 72.96   	 -71.21		 71.25   	 -66.12		
-10.07   	  6.10   	 72.68   	 -66.12		 70.99   	 -66.12		
-13.12   	  4.27   	 72.41   	 -71.21		 70.72   	 -66.12		
-15.87   	  0.92   	 72.13   	 -66.12		 70.46   	 -61.04		
-16.48   	 -0.92   	 71.86   	 -71.21		 70.21   	 -66.12		
-15.26   	 -1.83   	 71.58   	 -66.12		 69.95   	 -66.12		
-14.04   	 -2.75   	 71.31   	 -66.12		 69.68   	 -61.04		
-13.43   	 -5.19   	 71.05   	 -66.12		 69.44   	 -66.12		
-13.73   	 -7.63   	 70.78   	 -66.12		 69.18   	 -61.04		
-13.73   	 -7.02   	 70.52   	 -66.12		 68.93   	 -66.12		
-12.51   	 -2.75   	 70.25   	 -66.12		 68.67   	 -61.04		
-10.99   	  3.05   	 69.99   	 -66.12		 68.42   	 -61.04		
-10.07   	  6.41   	 69.73   	 -61.04		 68.18   	 -61.04		
-10.99   	  4.88   	 69.48   	 -61.04		 67.93   	 -61.04		
-13.12   	  0.00   	 69.24   	 -66.12		 67.69   	 -61.04		
-15.26   	 -5.19   	 68.97   	 -61.04		 67.45   	 -61.04		
-15.87   	 -7.93   	 68.73   	 -55.95		 67.20   	 -61.04		
-15.26   	 -7.32   	 68.50   	 -61.04		 66.96   	 -55.95		
-14.04   	 -4.88   	 68.26   	 -61.04		 66.73   	 -55.95		
-12.21   	 -2.44   	 68.02   	 -55.95		 66.51   	 -61.04		
-10.38   	  0.31   	 67.79   	 -61.04		 66.27   	 -50.86		
 -7.93   	  4.88   	 67.55   	 -55.95		 66.06   	 -55.95		
 -4.88   	 12.51   	 67.32   	 -55.95		 65.84   	 -55.95		
 -1.22   	 22.89   	 67.10   	 -55.95		 65.62   	 -55.95		
  1.53   	 34.18   	 66.88   	 -55.95		 65.39   	 -50.86		
  3.05   	 43.95   	 66.65   	 -55.95		 65.19   	 -50.86		
  4.27   	 51.88   	 66.43   	 -50.86		 64.98   	 -50.86		
  5.49   	 57.98   	 66.23   	 -55.95		 64.78   	 -55.95		
  8.24   	 63.17   	 66.00   	 -50.86		 64.56   	 -45.78		
 11.60   	 68.66   	 65.80   	 -55.95		 64.37   	 -50.86		
 14.95   	 75.07   	 65.57   	 -50.86		 64.17   	 -50.86		
 17.70   	 81.18   	 65.37   	 -50.86		 63.97   	 -50.86		
 19.53   	 87.28   	 65.17   	 -50.86		 63.76   	 -45.78		
 21.36   	 92.77   	 64.96   	 -50.86		 63.58   	 -45.78		
 24.11   	 98.57   	 64.76   	 -50.86		 63.40   	 -45.78		
 28.08   	105.29   	 64.56   	 -50.86		 63.21   	 -45.78		
 33.26   	113.53   	 64.35   	 -45.78		 63.03   	 -45.78		
 39.06   	122.38   	 64.17   	 -50.86		 62.85   	 -45.78		
 45.47   	130.31   	 63.97   	 -45.78		 62.67   	 -40.69		
 51.88   	134.89   	 63.78   	 -45.78		 62.50   	 -45.78		
 57.98   	134.89   	 63.60   	 -45.78		 62.32   	 -40.69		
 63.78   	130.31   	 63.42   	 -40.69		 62.16   	 -40.69		
 68.36   	122.68   	 63.26   	 -45.78		 61.99   	 -40.69		
 70.80   	112.92   	 63.07   	 -45.78		 61.83   	 -40.69		
 69.58   	102.84   	 62.89   	 -40.69		 61.67   	 -40.69		
 64.70   	 91.86   	 62.73   	 -45.78		 61.51   	 -45.78		
 56.76   	 79.04   	 62.54   	 -40.69		 61.32   	 -40.69		
 46.69   	 64.09   	 62.38   	 -45.78		 61.16   	 -40.69		
 35.10   	 48.83   	 62.20   	 -50.86		 61.00   	 -40.69		
 23.19   	 35.71   	 61.99   	 -45.78		 60.83   	 -45.78		
 11.90   	 26.86   	 61.81   	 -50.86		 60.65   	 -45.78		
  2.44   	 21.06   	 61.61   	 -45.78		 60.47   	 -45.78		
 -3.66   	 13.73   	 61.42   	 -50.86		 60.28   	 -50.86		
 -6.41   	  1.53   	 61.22   	 -50.86		 60.08   	 -45.78		
 -7.32   	-15.56   	 61.02   	 -50.86		 59.90   	 -50.86		
 -7.93   	-32.04   	 60.81   	 -50.86		 59.69   	 -45.78		
 -9.77   	-42.72   	 60.61   	 -50.86		 59.51   	 -50.86		
-13.43   	-46.39   	 60.41   	 -50.86		 59.31   	 -45.78		
-18.62   	-45.78   	 60.20   	 -45.78		 59.12   	 -50.86		
-24.11   	-46.08   	 60.02   	 -45.78		 58.92   	 -45.78		
-27.77   	-48.52   	 59.84   	 -45.78		 58.74   	 -45.78		
-27.47   	-50.96   	 59.65   	 -45.78		 58.56   	 -45.78		
-22.58   	-50.05   	 59.47   	 -40.69		 58.37   	 -40.69		
-15.87   	-45.17   	 59.31   	 -45.78		 58.21   	 -45.78		
-11.60   	-39.37   	 59.12   	 -40.69		 58.03   	 -40.69		
-12.51   	-36.32   	 58.96   	 -35.61		 57.86   	 -40.69		
-18.31   	-38.15   	 58.82   	 -40.69		 57.70   	 -40.69		
-25.94   	-43.33   	 58.66   	 -40.69		 57.54   	 -35.61		
-32.35   	-49.74   	 58.49   	 -35.61		 57.40   	 -40.69		
-39.06   	-54.32   	 58.35   	 -40.69		 57.23   	 -35.61		
-50.35   	-55.85   	 58.19   	 -35.61		 57.09   	 -35.61		
-68.36   	-53.10   	 58.05   	 -30.52		 56.95   	 -35.61		
-88.50   	-43.03   	 57.92   	 -35.61		 56.81   	 -35.61		
-98.27   	-22.28   	 57.78   	 -30.52		 56.66   	 -30.52		
-83.01   	 11.60   	 57.66   	 -30.52		 56.54   	 -30.52		
-36.01   	 56.15   	 57.54   	 -30.52		 56.42   	 -30.52		
 41.81   	104.68   	 57.42   	 -25.43		 56.30   	 -25.43		
146.79   	155.33   	 57.31   	 -25.43		 56.20   	 -30.52		
282.29   	217.29   	 57.21   	 -25.43		 56.07   	 -25.43		
453.49   	308.84   	 57.11   	 -20.35		 55.97   	 -25.43		
655.21   	442.20   	 57.03   	 -45.78		 55.87   	 -40.69		
987.85   	696.11(R)	 56.85   	 -20.35		 55.71   	 -25.43		
1003.72   	683.90   	 56.76   	 -15.26		 55.61   	 -20.35		
891.42   	524.29   	 56.70   	 -20.35		 55.52   	 -15.26		
697.94   	256.35   	 56.62   	 -20.35		 55.46   	 -20.35		
500.49   	-33.87   	 56.54   	 -15.26		 55.38   	 -20.35		
361.02   	-273.74   	 56.48   	 -20.35		 55.30   	 -20.35		
289.92   	-437.01   	 56.40   	 -20.35		 55.22   	 -15.26		
251.16   	-535.58   	 56.32   	 -15.26		 55.16   	 -20.35		
201.42   	-585.02   	 56.26   	 -20.35		 55.08   	 -20.35		
123.29   	-582.58   	 56.17   	 -20.35		 54.99   	 -15.26		
 28.08   	-519.10   	 56.09   	 -20.35		 54.93   	 -20.35		
-60.42   	-411.99   	 56.01   	 -20.35		 54.85   	 -20.35		
-128.17   	-303.65   	 55.93   	 -20.35		 54.77   	 -20.35		
-177.00   	-232.24   	 55.85   	 -25.43		 54.69   	 -20.35		
-216.06   	-205.69   	 55.75   	 -25.43		 54.61   	 -25.43		
-249.63   	-201.11   	 55.65   	 -25.43		 54.51   	 -20.35		
-274.35   	-188.90   	 55.54   	 -30.52		 54.43   	 -25.43		
-285.64   	-157.78   	 55.42   	 -25.43		 54.32   	 -30.52		
-281.68   	-119.93   	 55.32   	 -30.52		 54.20   	 -25.43		
-264.28   	-94.30   	 55.20   	 -25.43		 54.10   	 -30.52		
-236.51   	-86.67   	 55.10   	 -25.43		 53.98   	 -35.61		
-201.72   	-86.67   	 54.99   	 -25.43		 53.83   	 -30.52		
-164.18   	-78.74   	 54.89   	 -20.35		 53.71   	 -35.61		
-128.48   	-56.46   	 54.81   	 -15.26		 53.57   	 -35.61		
-98.88   	-26.86   	 54.75   	  -5.09		 53.43   	 -35.61		
-77.82   	 -5.49   	 54.73(D)	   5.09		 53.29   	 -30.52		
-64.70   	 -2.14   	 54.75   	  20.35		 53.16   	 -25.43		
-57.68   	-13.12   	 54.83   	  30.52		 53.06   	 -15.26		
-54.02   	-26.25   	 54.95   	  45.78		 53.00   	  -5.09		
-52.80   	-31.43   	 55.14   	  66.12		 52.98(D)	   5.09		
-51.88   	-27.16   	 55.40   	  86.47		 53.00   	  25.43		
-50.66   	-19.84   	 55.75   	 101.73		 53.10   	  50.86		
-48.22   	-15.87   	 56.15   	 127.16		 53.31   	  71.21		
-44.25   	-16.78   	 56.66   	 147.51		 53.59   	 101.73		
-40.28   	-20.45   	 57.25   	 167.85		 54.00   	 127.16		
-38.15   	-23.80   	 57.92   	 188.20		 54.51   	 157.68		
-38.15   	-24.72   	 58.68   	 203.46		 55.14   	 188.20		
-39.98   	-23.80   	 59.49   	 223.80		 55.89   	 218.72		
-42.11   	-21.06   	 60.39   	 233.98		 56.76   	 244.15		
-43.03   	-17.70   	 61.32   	 249.24		 57.74   	 269.58		
-41.81   	-14.34   	 62.32   	 264.50		 58.82   	 284.84		
-39.37   	-11.90   	 63.38   	 269.58		 59.96   	 305.19		
-37.23   	-12.51   	 64.46   	 274.67		 61.18   	 320.45		
-37.54   	-16.48   	 65.55   	 289.93		 62.46   	 330.62		
-40.28   	-23.19   	 66.71   	 289.93		 63.78   	 340.79		
-44.25   	-29.30   	 67.87   	 300.10		 65.15   	 350.97		
-45.47   	-31.74   	 69.07   	 305.19		 66.55   	 350.97		
-43.03   	-29.91   	 70.29   	 310.27		 67.95   	 361.14		
-37.23   	-25.33   	 71.54   	 320.45		 69.40   	 366.22		
-31.43   	-20.75   	 72.82   	 325.53		 70.86   	 376.40		
-28.08   	-18.01   	 74.12   	 335.71		 72.37   	 381.48		
-28.38   	-17.40   	 75.46   	 340.79		 73.90   	 391.66		
-30.52   	-16.78   	 76.83   	 350.97		 75.46   	 396.74		
-32.96   	-15.56   	 78.23   	 356.05		 77.05   	 406.92		
-34.79   	-14.65   	 79.65   	 361.14		 78.68   	 412.00		
-36.32   	-14.34   	 81.10   	 371.31		 80.33   	 422.18		
-37.23   	-15.26   	 82.58   	 371.31		 82.01   	 427.26		
-37.23   	-16.78   	 84.07   	 376.40		 83.72   	 432.35		
-35.40   	-17.09   	 85.57   	 376.40		 85.45   	 437.43		
-33.26   	-16.78   	 87.08   	 376.40		 87.20   	 432.35		
-31.74   	-16.48   	 88.59   	 376.40		 88.93   	 437.43		
-32.35   	-15.26   	 90.09   	 376.40		 90.68   	 432.35		
-33.87   	-12.82   	 91.60   	 371.31		 92.41   	 427.26		
-34.79   	 -7.63   	 93.08   	 371.31		 94.12   	 432.35		
-33.87   	 -0.61   	 94.57   	 371.31		 95.85   	 422.18		
-31.74   	  5.19   	 96.05   	 376.40		 97.54   	 422.18		
-30.82   	  7.63   	 97.56   	 371.31		 99.23   	 417.09		
-31.74   	  6.41   	 99.04   	 381.48		100.89   	 417.09		
-35.10   	  3.05   	100.57   	 381.48		102.56   	 412.00		
-38.45   	  0.00   	102.10   	 386.57		104.21   	 412.00		
-39.37   	  0.61   	103.64   	 381.48		105.86   	 406.92		
-36.93   	  5.49   	105.17   	 386.57		107.49   	 401.83		
-32.65   	 14.04   	106.71   	 386.57		109.09   	 401.83		
-28.38   	 24.41   	108.26   	 381.48		110.70   	 391.66		
-26.55   	 34.48   	109.79   	 381.48		112.27   	 386.57		
-27.16   	 44.25   	111.31   	 376.40		113.81   	 376.40		
-28.08   	 53.10   	112.82   	 371.31		115.32   	 371.31		
-28.08   	 61.65   	114.30   	 366.22		116.81   	 366.22		
-26.55   	 69.89   	115.77   	 361.14		118.27   	 356.05		
-25.02   	 76.90   	117.21   	 350.97		119.69   	 345.88		
-24.72   	 82.09   	118.62   	 340.79		121.08   	 335.71		
-25.02   	 87.28   	119.98   	 340.79		122.42   	 325.53		
-24.41   	 94.60   	121.34   	 330.62		123.72   	 320.45		
