  I     	  II     	  AOp     	  AOp'		  AO     	  AO'		
-37.84   	-77.82   	 60.26   	 -40.69		 59.25   	 -40.69		
-40.28   	-83.01   	 60.10   	 -40.69		 59.08   	 -35.61		
-43.03   	-94.60   	 59.94   	 -35.61		 58.94   	 -30.52		
-44.56   	-107.42   	 59.80   	 -35.61		 58.82   	 -30.52		
-44.86   	-113.22   	 59.65   	 -30.52		 58.70   	 -25.43		
-43.95   	-108.64   	 59.53   	 -35.61		 58.60   	 -30.52		
-43.33   	-96.74   	 59.39   	 -30.52		 58.47   	 -25.43		
-44.56   	-85.45   	 59.27   	 -30.52		 58.37   	 -20.35		
-50.96   	-81.18   	 59.15   	 -25.43		 58.29   	 -25.43		
-65.92   	-84.84   	 59.04   	 -30.52		 58.19   	 -20.35		
-89.11   	-90.94   	 58.92   	 -30.52		 58.11   	 -25.43		
-112.30   	-90.03   	 58.80   	 -30.52		 58.01   	 -25.43		
-121.46   	-72.33   	 58.68   	 -35.61		 57.90   	 -30.52		
-101.93   	-34.48   	 58.53   	 -35.61		 57.78   	 -25.43		
-48.22   	 18.92   	 58.39   	 -35.61		 57.68   	 -30.52		
 37.23   	 79.65   	 58.25   	 -35.61		 57.56   	 -30.52		
150.76   	141.91   	 58.11   	 -40.69		 57.44   	 -30.52		
296.63   	212.10   	 57.94   	 -35.61		 57.31   	 -30.52		
480.96   	306.70   	 57.80   	 -40.69		 57.19   	 -30.52		
693.97   	434.27   	 57.64   	 -40.69		 57.07   	 -35.61		
896.00   	566.71   	 57.48   	 -71.21		 56.93   	 -61.04		
1017.46   	601.81   	 57.19   	 -35.61		 56.68   	 -35.61		
883.48   	421.14   	 57.05   	 -30.52		 56.54   	 -25.43		
676.27   	149.54   	 56.93   	 -30.52		 56.44   	 -30.52		
477.91   	-129.39   	 56.81   	 -25.43		 56.32   	 -25.43		
345.46   	-352.17   	 56.70   	 -30.52		 56.22   	 -30.52		
280.46   	-499.88   	 56.58   	 -25.43		 56.09   	 -25.43		
241.09   	-585.33   	 56.48   	 -25.43		 55.99   	 -25.43		
185.24   	-621.95(R)	 56.38   	 -25.43		 55.89   	 -25.43		
 99.49   	-606.08   	 56.28   	 -30.52		 55.79   	 -25.43		
 -0.61   	-534.97   	 56.15   	 -25.43		 55.69   	 -30.52		
-91.86   	-433.04   	 56.05   	 -30.52		 55.56   	 -30.52		
-161.44   	-341.19   	 55.93   	 -35.61		 55.44   	 -30.52		
-211.49   	-286.56   	 55.79   	 -30.52		 55.32   	 -35.61		
-249.63   	-266.11   	 55.67   	 -35.61		 55.18   	 -35.61		
-279.24   	-254.21   	 55.52   	 -35.61		 55.04   	 -35.61		
-297.85   	-229.19   	 55.38   	 -35.61		 54.89   	 -35.61		
-303.65   	-189.51   	 55.24   	 -30.52		 54.75   	 -40.69		
-296.33   	-152.28   	 55.12   	 -30.52		 54.59   	 -35.61		
-278.32   	-132.45   	 54.99   	 -25.43		 54.45   	 -40.69		
-250.85   	-129.09   	 54.89   	 -20.35		 54.28   	 -35.61		
-216.37   	-129.09   	 54.81   	 -15.26		 54.14   	 -40.69		
-177.61   	-117.80   	 54.75   	  -5.09		 53.98   	 -35.61		
-139.16   	-92.77   	 54.73   	   5.09		 53.83   	 -30.52		
-106.20   	-63.17   	 54.75   	  20.35		 53.71   	 -30.52		
-82.70   	-42.72   	 54.83   	  30.52		 53.59   	 -20.35		
-69.89   	-39.06   	 54.95   	  45.78		 53.51   	 -15.26		
-65.92   	-47.61   	 55.14   	  66.12		 53.45   	  -5.09		
-66.83   	-58.59   	 55.40   	  81.38		 53.43   	  10.17		
-68.97   	-63.48   	 55.73   	 101.73		 53.47   	  25.43		
-69.58   	-61.65   	 56.13   	 122.07		 53.57   	  50.86		
-67.75   	-56.46   	 56.62   	 142.42		 53.77   	  76.30		
-64.09   	-52.19   	 57.19   	 162.77		 54.08   	  96.64		
-60.73   	-51.88   	 57.84   	 183.11		 54.47   	 132.25		
-58.59   	-55.54   	 58.58   	 198.37		 54.99   	 157.68		
-58.29   	-61.34   	 59.37   	 213.63		 55.63   	 188.20		
-57.98   	-66.22   	 60.22   	 228.89		 56.38   	 213.63		
-56.76   	-67.14   	 61.14   	 244.15		 57.23   	 244.15		
-54.32   	-63.48   	 62.12   	 254.32		 58.21   	 269.58		
-52.49   	-56.76   	 63.13   	 259.41		 59.29   	 289.93		
-51.88   	-50.35   	 64.17   	 274.67		 60.45   	 305.19		
-52.49   	-46.69   	 65.27   	 274.67		 61.67   	 325.53		
-54.32   	-48.22   	 66.37   	 284.84		 62.97   	 335.71		
-56.15   	-54.32   	 67.51   	 289.93		 64.31   	 345.88		
-58.29   	-62.87   	 68.67   	 289.93		 65.70   	 350.97		
-60.12   	-69.89   	 69.83   	 295.01		 67.10   	 356.05		
-61.65   	-70.80   	 71.01   	 295.01		 68.52   	 356.05		
-61.65   	-64.39   	 72.19   	 300.10		 69.95   	 361.14		
-59.81   	-53.71   	 73.39   	 295.01		 71.39   	 366.22		
-56.46   	-44.25   	 74.57   	 300.10		 72.86   	 361.14		
-52.80   	-41.81   	 75.77   	 305.19		 74.30   	 366.22		
-50.96   	-47.91   	 76.99   	 305.19		 75.77   	 366.22		
-51.57   	-58.29   	 78.21   	 310.27		 77.23   	 376.40		
-54.02   	-66.53   	 79.45   	 320.45		 78.74   	 381.48		
-55.85   	-67.14   	 80.73   	 325.53		 80.26   	 386.57		
-55.24   	-60.73   	 82.03   	 330.62		 81.81   	 396.74		
-52.80   	-51.27   	 83.36   	 340.79		 83.40   	 401.83		
-51.27   	-44.25   	 84.72   	 340.79		 85.00   	 412.00		
-52.49   	-42.42   	 86.08   	 345.88		 86.65   	 417.09		
-55.24   	-45.17   	 87.47   	 356.05		 88.32   	 422.18		
-57.07   	-48.83   	 88.89   	 361.14		 90.01   	 427.26		
-55.24   	-50.05   	 90.34   	 366.22		 91.72   	 437.43		
-50.96   	-47.91   	 91.80   	 371.31		 93.47   	 437.43		
-46.69   	-42.72   	 93.29   	 386.57		 95.22   	 437.43		
-45.17   	-36.32   	 94.83   	 396.74		 96.97   	 447.61		
-46.69   	-31.13   	 96.42   	 406.92		 98.76   	 442.52		
-50.05   	-28.08   	 98.05   	 417.09		100.53   	 442.52		
-52.49   	-26.86   	 99.71   	 427.26		102.30   	 447.61		
-52.80   	-27.16   	101.42   	 427.26		104.09   	 437.43		
-52.19   	-26.25   	103.13   	 432.35		105.84   	 437.43		
-51.27   	-22.58   	104.86   	 427.26		107.59   	 432.35		
-50.96   	-15.26   	106.57   	 422.18		109.32   	 417.09		
-51.57   	 -6.10   	108.26   	 417.09		110.99   	 412.00		
-51.88   	  3.05   	109.93   	 406.92		112.63   	 396.74		
-51.57   	  9.77   	111.56   	 391.66		114.22   	 391.66		
-50.66   	 14.04   	113.12   	 381.48		115.79   	 371.31		
-48.83   	 18.31   	114.65   	 366.22		117.27   	 361.14		
-46.39   	 25.02   	116.11   	 356.05		118.72   	 350.97		
-44.56   	 35.40   	117.54   	 340.79		120.12   	 335.71		
-43.03   	 47.30   	118.90   	 330.62		121.46   	 325.53		
-42.11   	 58.29   	120.22   	 315.36		122.77   	 310.27		
-41.20   	 67.14   	121.48   	 315.36		124.01   	 305.19		
-39.37   	 74.16   	122.75   	 300.10		125.23   	 295.01		
-36.01   	 81.48   	123.95   	 295.01		126.41   	 284.84		
-30.52   	 90.03   	125.13   	 289.93		127.55   	 279.75		
-23.80   	 99.49   	126.29   	 284.84		128.67   	 269.58		
-16.17   	108.64   	127.43   	 279.75		129.75   	 264.50		
 -7.93   	115.97   	128.54   	 269.58		130.80   	 259.41		
  0.31   	121.46   	129.62   	 264.50		131.84   	 249.24		
  8.24   	125.12   	130.68   	 264.50		132.84   	 244.15		
 14.65   	127.26   	131.74   	 249.24		133.81   	 233.98		
 19.23   	128.48   	132.74   	 244.15		134.75   	 228.89		
 21.97   	127.87   	133.71   	 239.06		135.67   	 218.72		
 23.80   	125.73   	134.67   	 228.89		136.54   	 208.54		
 25.33   	122.38   	135.58   	 218.72		137.37   	 203.46		
 26.86   	119.02   	136.46   	 213.63		138.19   	 188.20		
 28.08   	115.97   	137.31   	 198.37		138.94   	 183.11		
 28.69   	113.83   	138.11   	 188.20		139.67   	 172.94		
 29.60   	112.61   	138.86   	 178.03		140.37   	 157.68		
 30.21   	110.78   	139.57   	 167.85		141.00   	 152.59		
 30.21   	107.12   	140.24   	 147.51		141.61   	 137.33		
 29.30   	 99.49   	140.83   	 137.33		142.16   	 127.16		
 27.47   	 86.67   	141.38   	 122.07		142.66   	 111.90		
 24.41   	 71.11   	141.87   	 106.82		143.11   	 101.73		
 20.45   	 57.07   	142.30   	  91.56		143.52   	  81.38		
 15.56   	 48.22   	142.66   	  71.21		143.84   	  71.21		
  9.77   	 45.47   	142.95   	  50.86		144.13   	  50.86		
  4.58   	 45.78   	143.15   	  35.61		144.33   	  35.61		
  2.14   	 45.78   	143.30   	  15.26		144.48   	  10.17		
  2.75   	 42.42   	143.36(S)	  -5.09		144.52(S)	  -5.09		
  3.97   	 36.32   	143.34   	 -30.52		144.50   	 -30.52		
  3.36   	 28.99   	143.21   	 -50.86		144.37   	 -55.95		
  0.31   	 22.58   	143.01   	 -71.21		144.15   	 -76.30		
 -3.66   	 17.70   	142.73   	 -96.64		143.84   	-101.73		
 -5.19   	 14.34   	142.34   	-122.07		143.44   	-132.25		
 -4.27   	 11.90   	141.85   	-147.51		142.91   	-152.59		
 -2.14   	  9.16   	141.26   	-167.85		142.30   	-183.11		
 -1.53   	  6.71   	140.59   	-188.20		141.57   	-213.63		
 -2.75   	  6.41   	139.84   	-208.54		140.71   	-233.98		
 -4.88   	  8.85   	139.00   	-233.98		139.78   	-254.32		
 -6.41   	 11.90   	138.07   	-244.15		138.76   	-284.84		
 -7.63   	 12.21   	137.09   	-264.50		137.62   	-300.10		
 -8.54   	  8.24   	136.03   	-274.67		136.42   	-315.36		
 -8.54   	  2.14   	134.93   	-284.84		135.16   	-330.62		
 -7.63   	 -2.75   	133.79   	-300.10		133.83   	-345.88		
 -6.71   	 -3.97   	132.59   	-300.10		132.45   	-350.97		
 -6.41   	 -2.44   	131.39   	-305.19		131.05   	-356.05		
 -7.32   	  0.00   	130.17   	-310.27		129.62   	-361.14		
 -9.16   	  1.22   	128.93   	-310.27		128.18   	-356.05		
-11.29   	  1.22   	127.69   	-305.19		126.75   	-356.05		
-13.12   	  0.00   	126.47   	-305.19		125.33   	-350.97		
-14.34   	 -1.22   	125.25   	-300.10		123.93   	-345.88		
-14.34   	 -2.14   	124.05   	-300.10		122.54   	-335.71		
-14.04   	 -3.36   	122.85   	-289.93		121.20   	-325.53		
-14.04   	 -4.27   	121.69   	-279.75		119.90   	-315.36		
-14.65   	 -4.88   	120.57   	-279.75		118.64   	-305.19		
-16.17   	 -5.49   	119.45   	-269.58		117.42   	-295.01		
-17.70   	 -5.19   	118.37   	-259.41		116.24   	-284.84		
-18.92   	 -4.27   	117.33   	-259.41		115.10   	-269.58		
-18.92   	 -2.75   	116.30   	-244.15		114.02   	-264.50		
-18.92   	 -1.83   	115.32   	-244.15		112.96   	-249.24		
-18.62   	 -1.22   	114.34   	-233.98		111.96   	-244.15		
-18.01   	  0.00   	113.41   	-223.80		110.99   	-233.98		
-17.09   	  0.92   	112.51   	-223.80		110.05   	-228.89		
-15.87   	  0.31   	111.62   	-213.63		109.13   	-218.72		
-15.87   	 -1.83   	110.76   	-208.54		108.26   	-208.54		
-17.09   	 -5.19   	109.93   	-208.54		107.43   	-208.54		
-20.14   	 -7.93   	109.09   	-198.37		106.59   	-198.37		
-23.50   	 -9.77   	108.30   	-193.29		105.80   	-193.29		
-25.63   	-10.38   	107.53   	-188.20		105.03   	-188.20		
-25.02   	-10.68   	106.77   	-188.20		104.27   	-183.11		
-22.58   	-10.07   	106.02   	-183.11		103.54   	-178.03		
-19.53   	 -8.85   	105.29   	-178.03		102.83   	-172.94		
-18.62   	 -7.32   	104.58   	-172.94		102.14   	-167.85		
-19.23   	 -6.41   	103.89   	-172.94		101.46   	-167.85		
-20.75   	 -5.80   	103.19   	-167.85		100.79   	-162.77		
-20.75   	 -5.80   	102.52   	-167.85		100.14   	-157.68		
-19.84   	 -5.49   	101.85   	-162.77		 99.51   	-152.59		
-19.23   	 -5.19   	101.20   	-157.68		 98.90   	-152.59		
-20.14   	 -6.41   	100.57   	-157.68		 98.29   	-152.59		
-22.28   	-10.07   	 99.94   	-157.68		 97.68   	-147.51		
-24.11   	-14.65   	 99.31   	-157.68		 97.09   	-147.51		
-24.41   	-18.01   	 98.68   	-152.59		 96.50   	-147.51		
-23.19   	-17.70   	 98.07   	-152.59		 95.91   	-142.42		
-21.97   	-14.04   	 97.46   	-147.51		 95.34   	-142.42		
-22.28   	 -9.46   	 96.87   	-152.59		 94.77   	-142.42		
-24.11   	 -7.93   	 96.26   	-147.51		 94.20   	-142.42		
-25.63   	-10.68   	 95.67   	-147.51		 93.63   	-142.42		
-25.94   	-15.87   	 95.08   	-147.51		 93.06   	-137.33		
-25.02   	-19.23   	 94.49   	-142.42		 92.51   	-137.33		
-23.80   	-18.31   	 93.92   	-142.42		 91.96   	-137.33		
-22.58   	-13.12   	 93.35   	-142.42		 91.41   	-137.33		
-21.36   	 -6.71   	 92.78   	-142.42		 90.86   	-137.33		
-21.06   	 -3.97   	 92.21   	-142.42		 90.32   	-132.25		
-21.36   	 -7.63   	 91.64   	-137.33		 89.79   	-132.25		
-22.89   	-16.17   	 91.09   	-132.25		 89.26   	-132.25		
-24.41   	-25.02   	 90.56   	-137.33		 88.73   	-127.16		
-24.72   	-28.69   	 90.01   	-132.25		 88.22   	-132.25		
-22.28   	-24.72   	 89.48   	-132.25		 87.69   	-127.16		
-18.62   	-16.78   	 88.95   	-127.16		 87.18   	-127.16		
-15.56   	-10.99   	 88.44   	-132.25		 86.67   	-127.16		
-15.87   	-12.51   	 87.91   	-122.07		 86.16   	-122.07		
-19.23   	-19.84   	 87.43   	-127.16		 85.68   	-127.16		
-23.19   	-27.16   	 86.92   	-122.07		 85.17   	-116.99		
-25.02   	-28.38   	 86.43   	-116.99		 84.70   	-122.07		
-23.19   	-21.97   	 85.96   	-122.07		 84.21   	-116.99		
-18.31   	-12.21   	 85.47   	-116.99		 83.74   	-116.99		
-13.12   	 -4.58   	 85.00   	-111.90		 83.28   	-116.99		
-10.07   	 -2.75   	 84.56   	-111.90		 82.81   	-111.90		
-10.99   	 -5.80   	 84.11   	-111.90		 82.36   	-106.82		
-14.95   	-10.68   	 83.66   	-106.82		 81.93   	-106.82		
-20.14   	-15.56   	 83.23   	-101.73		 81.51   	-106.82		
-24.11   	-18.92   	 82.83   	-106.82		 81.08   	-101.73		
-25.02   	-20.45   	 82.40   	 -96.64		 80.67   	-101.73		
-22.89   	-20.14   	 82.01   	-101.73		 80.26   	 -96.64		
-18.31   	-18.01   	 81.61   	 -96.64		 79.88   	 -91.56		
-13.73   	-14.34   	 81.22   	 -91.56		 79.51   	 -91.56		
-10.68   	 -9.77   	 80.85   	 -96.64		 79.15   	 -91.56		
 -9.46   	 -4.88   	 80.47   	 -91.56		 78.78   	 -86.47		
-10.99   	 -1.83   	 80.10   	 -91.56		 78.43   	 -86.47		
-13.73   	 -1.22   	 79.74   	 -86.47		 78.09   	 -86.47		
-16.17   	 -2.75   	 79.39   	 -91.56		 77.74   	 -81.38		
-17.09   	 -5.49   	 79.02   	 -86.47		 77.42   	 -81.38		
-15.87   	 -8.54   	 78.68   	 -86.47		 77.09   	 -81.38		
-14.04   	-11.29   	 78.33   	 -91.56		 76.76   	 -81.38		
-13.73   	-13.73   	 77.97   	 -86.47		 76.44   	 -76.30		
-14.65   	-14.95   	 77.62   	 -86.47		 76.13   	 -81.38		
-16.48   	-14.04   	 77.27   	 -86.47		 75.81   	 -76.30		
-17.40   	-10.99   	 76.93   	 -86.47		 75.50   	 -76.30		
-17.09   	 -7.32   	 76.58   	 -86.47		 75.20   	 -76.30		
-16.48   	 -5.49   	 76.24   	 -81.38		 74.89   	 -76.30		
-16.48   	 -7.02   	 75.91   	 -86.47		 74.59   	 -71.21		
-16.78   	-10.38   	 75.56   	 -81.38		 74.30   	 -76.30		
-16.78   	-13.73   	 75.24   	 -81.38		 74.00   	 -76.30		
-17.09   	-14.95   	 74.91   	 -81.38		 73.69   	 -71.21		
-18.31   	-13.73   	 74.59   	 -81.38		 73.41   	 -76.30		
-19.53   	-10.68   	 74.26   	 -81.38		 73.10   	 -71.21		
-19.84   	 -6.71   	 73.94   	 -76.30		 72.82   	 -71.21		
-18.01   	 -2.44   	 73.63   	 -76.30		 72.53   	 -76.30		
-14.34   	  0.61   	 73.33   	 -76.30		 72.23   	 -71.21		
-11.90   	  1.22   	 73.02   	 -76.30		 71.94   	 -71.21		
-11.60   	 -1.22   	 72.72   	 -71.21		 71.66   	 -71.21		
-12.21   	 -6.71   	 72.43   	 -71.21		 71.37   	 -71.21		
-11.90   	-13.43   	 72.15   	 -71.21		 71.09   	 -71.21		
 -9.77   	-18.01   	 71.86   	 -71.21		 70.80   	 -71.21		
 -7.32   	-18.92   	 71.58   	 -66.12		 70.52   	 -66.12		
 -6.41   	-15.56   	 71.31   	 -66.12		 70.25   	 -71.21		
 -8.24   	-10.38   	 71.05   	 -66.12		 69.97   	 -66.12		
-11.29   	 -6.10   	 70.78   	 -66.12		 69.70   	 -71.21		
-14.04   	 -5.19   	 70.52   	 -66.12		 69.42   	 -66.12		
-15.26   	 -7.63   	 70.25   	 -66.12		 69.16   	 -71.21		
-14.65   	-10.38   	 69.99   	 -61.04		 68.87   	 -66.12		
-12.51   	-11.29   	 69.75   	 -61.04		 68.61   	 -66.12		
 -9.77   	 -9.16   	 69.50   	 -61.04		 68.34   	 -66.12		
 -7.63   	 -5.19   	 69.26   	 -61.04		 68.08   	 -61.04		
 -7.02   	 -2.75   	 69.01   	 -61.04		 67.83   	 -66.12		
 -7.93   	 -3.36   	 68.77   	 -61.04		 67.57   	 -61.04		
 -9.16   	 -6.10   	 68.52   	 -61.04		 67.32   	 -66.12		
 -9.16   	 -8.54   	 68.28   	 -55.95		 67.06   	 -55.95		
 -7.63   	 -7.93   	 68.06   	 -61.04		 66.84   	 -61.04		
 -5.19   	 -4.88   	 67.81   	 -55.95		 66.59   	 -61.04		
 -4.27   	 -2.75   	 67.59   	 -61.04		 66.35   	 -55.95		
 -5.19   	 -3.97   	 67.34   	 -55.95		 66.12   	 -55.95		
 -7.63   	 -8.24   	 67.12   	 -61.04		 65.90   	 -55.95		
 -9.16   	-12.21   	 66.88   	 -55.95		 65.68   	 -55.95		
 -8.54   	-12.51   	 66.65   	 -55.95		 65.45   	 -50.86		
 -6.71   	-10.68   	 66.43   	 -55.95		 65.25   	 -55.95		
 -6.10   	 -9.46   	 66.21   	 -55.95		 65.03   	 -50.86		
 -6.71   	-11.29   	 65.98   	 -50.86		 64.82   	 -50.86		
 -7.93   	-14.04   	 65.78   	 -55.95		 64.62   	 -50.86		
 -7.93   	-13.43   	 65.55   	 -55.95		 64.41   	 -45.78		
 -6.10   	 -8.24   	 65.33   	 -50.86		 64.23   	 -50.86		
 -4.27   	 -1.22   	 65.13   	 -50.86		 64.03   	 -45.78		
 -3.97   	  1.83   	 64.92   	 -50.86		 63.85   	 -45.78		
