  I     	  II     	  AOp     	  AOp'		  FA     	  FA'		
-39.98   	-178.22   	 74.71   	 178.03		 55.95   	 269.58		
-40.28   	-177.61   	 75.42   	 167.85		 57.03   	 264.50		
-40.59   	-176.39   	 76.09   	 157.68		 58.09   	 254.32		
-40.89   	-174.56   	 76.72   	 142.42		 59.10   	 244.15		
-41.81   	-172.12   	 77.29   	 122.07		 60.08   	 233.98		
-43.33   	-169.98   	 77.78   	 111.90		 61.02   	 223.80		
-45.47   	-167.54   	 78.23   	  91.56		 61.91   	 213.63		
-47.91   	-165.10   	 78.60   	  76.30		 62.77   	 203.46		
-50.66   	-162.05   	 78.90   	  61.04		 63.58   	 193.29		
-53.71   	-159.00   	 79.15   	  50.86		 64.35   	 183.11		
-57.68   	-156.86   	 79.35   	  35.61		 65.09   	 172.94		
-61.95   	-155.94   	 79.49   	  30.52		 65.78   	 167.85		
-66.83   	-156.25   	 79.61   	  15.26		 66.45   	 152.59		
-71.11   	-156.86   	 79.67   	  10.17		 67.06   	 142.42		
-75.07   	-157.47   	 79.71   	   5.09		 67.63   	 132.25		
-79.04   	-157.47   	 79.74(S)	  -5.09		 68.16   	 127.16		
-83.01   	-156.25   	 79.71   	 -15.26		 68.67   	 116.99		
-87.59   	-154.72   	 79.65   	 -25.43		 69.14   	 106.82		
-92.77   	-152.89   	 79.55   	 -35.61		 69.56   	  96.64		
-97.66   	-151.98   	 79.41   	 -40.69		 69.95   	  91.56		
-101.32   	-151.67   	 79.25   	 -50.86		 70.32   	  81.38		
-103.76   	-151.98   	 79.04   	 -55.95		 70.64   	  76.30		
-105.29   	-152.89   	 78.82   	 -66.12		 70.95   	  66.12		
-106.51   	-153.20   	 78.56   	 -66.12		 71.21   	  55.95		
-107.73   	-153.50   	 78.29   	 -66.12		 71.43   	  50.86		
-108.34   	-154.42   	 78.03   	 -76.30		 71.64   	  45.78		
-108.34   	-155.94   	 77.72   	 -76.30		 71.82   	  35.61		
-106.51   	-157.78   	 77.42   	 -76.30		 71.96   	  30.52		
-103.15   	-159.00   	 77.11   	 -81.38		 72.09   	  25.43		
-97.96   	-158.08   	 76.79   	 -81.38		 72.19   	  20.35		
-91.55   	-155.64   	 76.46   	 -86.47		 72.27   	  15.26		
-84.23   	-152.28   	 76.11   	 -91.56		 72.33   	   5.09		
-75.99   	-149.54   	 75.75   	 -86.47		 72.35   	   5.09		
-66.83   	-147.40   	 75.40   	 -96.64		 72.37(S)	  -5.09		
-56.46   	-145.26   	 75.01   	 -91.56		 72.35   	  -5.09		
-45.17   	-141.60   	 74.65   	 -91.56		 72.33   	 -10.17		
-33.87   	-134.89   	 74.28   	 -91.56		 72.29   	 -15.26		
-23.50   	-125.73   	 73.92   	 -91.56		 72.23   	 -20.35		
-14.95   	-115.36   	 73.55   	 -96.64		 72.15   	 -25.43		
 -7.63   	-104.68   	 73.16   	 -91.56		 72.04   	 -30.52		
 -0.92   	-94.60   	 72.80   	 -86.47		 71.92   	 -30.52		
  5.19   	-85.75   	 72.45   	 -91.56		 71.80   	 -40.69		
 10.07   	-78.43   	 72.09   	 -91.56		 71.64   	 -35.61		
 13.43   	-71.41   	 71.72   	 -91.56		 71.50   	 -45.78		
 16.17   	-65.00   	 71.35   	 -86.47		 71.31   	 -45.78		
 18.31   	-59.51   	 71.01   	 -91.56		 71.13   	 -50.86		
 20.45   	-54.93   	 70.64   	 -81.38		 70.93   	 -50.86		
 21.67   	-51.88   	 70.32   	 -86.47		 70.72   	 -55.95		
 21.97   	-50.05   	 69.97   	 -86.47		 70.50   	 -55.95		
 21.36   	-48.52   	 69.62   	 -81.38		 70.27   	 -61.04		
 21.36   	-46.08   	 69.30   	 -81.38		 70.03   	 -61.04		
 21.67   	-42.72   	 68.97   	 -81.38		 69.79   	 -61.04		
 22.28   	-39.37   	 68.65   	 -81.38		 69.54   	 -61.04		
 22.89   	-36.32   	 68.32   	 -86.47		 69.30   	 -66.12		
 23.19   	-34.48   	 67.98   	 -86.47		 69.03   	 -66.12		
 22.89   	-33.87   	 67.63   	 -86.47		 68.77   	 -66.12		
 22.28   	-34.48   	 67.28   	 -86.47		 68.50   	 -66.12		
 21.06   	-35.40   	 66.94   	 -91.56		 68.24   	 -66.12		
 19.84   	-36.01   	 66.57   	 -86.47		 67.98   	 -71.21		
 18.92   	-36.01   	 66.23   	 -91.56		 67.69   	 -66.12		
 18.31   	-35.40   	 65.86   	 -86.47		 67.43   	 -71.21		
 18.62   	-34.79   	 65.51   	 -86.47		 67.14   	 -71.21		
 18.31   	-35.40   	 65.17   	 -81.38		 66.86   	 -71.21		
 17.70   	-36.93   	 64.84   	 -81.38		 66.57   	 -71.21		
 16.78   	-39.37   	 64.52   	 -81.38		 66.29   	 -71.21		
 16.17   	-40.59   	 64.19   	 -81.38		 66.00   	 -71.21		
 16.78   	-39.67   	 63.87   	 -76.30		 65.72   	 -71.21		
 17.70   	-36.93   	 63.56   	 -81.38		 65.43   	 -76.30		
 18.31   	-33.26   	 63.23   	 -76.30		 65.13   	 -76.30		
 17.40   	-31.13   	 62.93   	 -76.30		 64.82   	 -76.30		
 14.65   	-31.74   	 62.62   	 -76.30		 64.52   	 -76.30		
 11.29   	-35.40   	 62.32   	 -76.30		 64.21   	 -76.30		
  8.85   	-39.98   	 62.01   	 -76.30		 63.91   	 -76.30		
  8.24   	-43.64   	 61.71   	 -76.30		 63.60   	 -76.30		
  8.85   	-45.78   	 61.40   	 -76.30		 63.30   	 -76.30		
  8.85   	-46.69   	 61.10   	 -76.30		 62.99   	 -76.30		
  7.63   	-47.91   	 60.79   	 -76.30		 62.69   	 -71.21		
  5.49   	-48.52   	 60.49   	 -71.21		 62.40   	 -76.30		
  4.27   	-47.91   	 60.20   	 -71.21		 62.10   	 -76.30		
  4.88   	-45.47   	 59.92   	 -71.21		 61.79   	 -71.21		
  6.71   	-43.03   	 59.63   	 -71.21		 61.51   	 -76.30		
  8.24   	-42.42   	 59.35   	 -66.12		 61.20   	 -71.21		
  8.24   	-46.08   	 59.08   	 -71.21		 60.92   	 -71.21		
  6.10   	-52.49   	 58.80   	 -66.12		 60.63   	 -71.21		
  3.97   	-58.29   	 58.53   	 -71.21		 60.35   	 -71.21		
  2.75   	-61.04   	 58.25   	 -66.12		 60.06   	 -66.12		
  3.36   	-60.42   	 57.99   	 -66.12		 59.80   	 -71.21		
  4.58   	-58.29   	 57.72   	 -66.12		 59.51   	 -66.12		
  6.10   	-57.37   	 57.46   	 -66.12		 59.25   	 -71.21		
  7.02   	-59.51   	 57.19   	 -66.12		 58.96   	 -66.12		
  7.32   	-63.78   	 56.93   	 -66.12		 58.70   	 -66.12		
  6.71   	-67.44   	 56.66   	 -66.12		 58.43   	 -61.04		
  6.41   	-68.66   	 56.40   	 -61.04		 58.19   	 -66.12		
  6.41   	-66.53   	 56.15   	 -66.12		 57.92   	 -66.12		
  7.02   	-62.26   	 55.89   	 -61.04		 57.66   	 -61.04		
  7.93   	-59.20   	 55.65   	 -66.12		 57.42   	 -66.12		
  8.85   	-58.90   	 55.38   	 -61.04		 57.15   	 -61.04		
  7.93   	-61.95   	 55.14   	 -61.04		 56.91   	 -66.12		
  6.41   	-65.92   	 54.89   	 -61.04		 56.64   	 -61.04		
  4.88   	-68.05   	 54.65   	 -55.95		 56.40   	 -61.04		
  4.88   	-67.44   	 54.43   	 -61.04		 56.15   	 -61.04		
  6.71   	-64.70   	 54.18   	 -55.95		 55.91   	 -61.04		
  8.54   	-61.65   	 53.96   	 -50.86		 55.67   	 -55.95		
  8.85   	-60.12   	 53.75   	 -55.95		 55.44   	 -61.04		
  7.32   	-59.81   	 53.53   	 -50.86		 55.20   	 -61.04		
  5.19   	-59.20   	 53.33   	 -50.86		 54.95   	 -55.95		
  4.27   	-58.29   	 53.12   	 -50.86		 54.73   	 -55.95		
  4.88   	-57.07   	 52.92   	 -50.86		 54.51   	 -61.04		
  6.41   	-57.37   	 52.72   	 -50.86		 54.26   	 -55.95		
  7.63   	-59.51   	 52.51   	 -50.86		 54.04   	 -55.95		
  7.63   	-61.95   	 52.31   	 -45.78		 53.81   	 -50.86		
  6.41   	-62.87   	 52.13   	 -50.86		 53.61   	 -55.95		
  5.19   	-60.73   	 51.92   	 -50.86		 53.39   	 -55.95		
  4.27   	-55.54   	 51.72   	 -45.78		 53.16   	 -50.86		
  4.27   	-50.96   	 51.54   	 -50.86		 52.96   	 -55.95		
  4.58   	-48.83   	 51.33   	 -45.78		 52.74   	 -50.86		
  4.58   	-50.05   	 51.15   	 -45.78		 52.53   	 -50.86		
  4.27   	-51.88   	 50.97   	 -50.86		 52.33   	 -50.86		
  3.97   	-51.57   	 50.76   	 -45.78		 52.13   	 -50.86		
  3.97   	-48.52   	 50.58   	 -45.78		 51.92   	 -50.86		
  4.27   	-45.47   	 50.40   	 -50.86		 51.72   	 -50.86		
  4.27   	-45.17   	 50.19   	 -45.78		 51.52   	 -50.86		
  3.97   	-47.61   	 50.01   	 -45.78		 51.31   	 -50.86		
  3.36   	-50.05   	 49.83   	 -40.69		 51.11   	 -45.78		
  3.36   	-49.44   	 49.66   	 -45.78		 50.93   	 -50.86		
  4.27   	-45.47   	 49.48   	 -45.78		 50.72   	 -45.78		
  5.49   	-40.28   	 49.30   	 -45.78		 50.54   	 -45.78		
  6.10   	-37.23   	 49.11   	 -45.78		 50.36   	 -45.78		
  5.80   	-36.93   	 48.93   	 -40.69		 50.17   	 -45.78		
  4.88   	-38.76   	 48.77   	 -45.78		 49.99   	 -50.86		
  3.36   	-40.28   	 48.59   	 -40.69		 49.79   	 -40.69		
  2.44   	-39.98   	 48.42   	 -45.78		 49.62   	 -45.78		
  2.44   	-36.62   	 48.24   	 -40.69		 49.44   	 -45.78		
  3.66   	-31.74   	 48.08   	 -45.78		 49.26   	 -45.78		
  5.49   	-27.77   	 47.89   	 -40.69		 49.07   	 -45.78		
  7.02   	-26.55   	 47.73   	 -40.69		 48.89   	 -45.78		
  7.32   	-28.08   	 47.57   	 -40.69		 48.71   	 -40.69		
  7.02   	-29.30   	 47.41   	 -40.69		 48.55   	 -45.78		
  6.41   	-28.69   	 47.24   	 -40.69		 48.36   	 -45.78		
  5.80   	-26.86   	 47.08   	 -40.69		 48.18   	 -40.69		
  5.19   	-25.02   	 46.92   	 -40.69		 48.02   	 -45.78		
  4.58   	-25.33   	 46.75   	 -40.69		 47.83   	 -40.69		
  3.66   	-26.55   	 46.59   	 -40.69		 47.67   	 -45.78		
  3.66   	-26.86   	 46.43   	 -40.69		 47.49   	 -40.69		
  3.97   	-24.72   	 46.27   	 -40.69		 47.32   	 -45.78		
  4.88   	-18.92   	 46.10   	 -35.61		 47.14   	 -40.69		
  5.49   	 -8.24   	 45.96   	 -40.69		 46.98   	 -40.69		
  5.80   	  8.85   	 45.80   	 -35.61		 46.82   	 -45.78		
  6.41   	 32.96   	 45.66   	 -35.61		 46.63   	 -40.69		
  7.02   	 60.42   	 45.51   	 -40.69		 46.47   	 -40.69		
  7.32   	 84.53   	 45.35   	 -35.61		 46.31   	 -40.69		
  6.10   	101.01   	 45.21   	 -35.61		 46.14   	 -40.69		
  3.66   	109.86   	 45.07   	 -30.52		 45.98   	 -40.69		
  2.14   	114.44   	 44.94   	 -35.61		 45.82   	 -40.69		
  1.83   	117.80   	 44.80   	 -35.61		 45.66   	 -35.61		
  2.14   	118.71   	 44.66   	 -35.61		 45.51   	 -40.69		
  2.14   	112.92   	 44.52   	 -35.61		 45.35   	 -40.69		
  0.61   	 98.27   	 44.37   	 -30.52		 45.19   	 -35.61		
 -1.83   	 78.43   	 44.25   	 -35.61		 45.05   	 -40.69		
 -3.36   	 61.65   	 44.11   	 -35.61		 44.88   	 -35.61		
 -2.44   	 56.15   	 43.97   	 -35.61		 44.74   	 -40.69		
  2.75   	 63.78   	 43.82   	 -35.61		 44.58   	 -35.61		
 11.60   	 77.82   	 43.68   	 -35.61		 44.44   	 -40.69		
 22.89   	 88.81   	 43.54   	 -35.61		 44.27   	 -35.61		
 33.87   	 90.03   	 43.40   	 -35.61		 44.13   	 -35.61		
 41.20   	 84.23   	 43.26   	 -30.52		 43.99   	 -35.61		
 41.50   	 78.43   	 43.13   	 -35.61		 43.85   	 -35.61		
 34.79   	 77.51   	 42.99   	 -30.52		 43.70   	 -35.61		
 23.19   	 79.35   	 42.87   	 -30.52		 43.56   	 -35.61		
 10.99   	 74.46   	 42.75   	 -30.52		 43.42   	 -35.61		
  0.92   	 54.02   	 42.62   	 -30.52		 43.28   	 -35.61		
 -6.10   	 18.92   	 42.50   	 -25.43		 43.13   	 -30.52		
-10.99   	-21.97   	 42.40   	 -25.43		 43.01   	 -35.61		
