  I     	  II     	  FA     	  FA'		  AOp     	  AOp'		
-39.67   	-64.70   	 90.52   	-106.82		 95.83   	-111.90		
-41.50   	-67.44   	 90.09   	-106.82		 95.38   	-101.73		
-45.78   	-72.33   	 89.66   	-101.73		 94.97   	 -81.38		
-47.91   	-73.85   	 89.26   	 -96.64		 94.65   	 -76.30		
-43.95   	-69.89   	 88.87   	 -91.56		 94.34   	 -71.21		
-34.18   	-62.87   	 88.50   	 -91.56		 94.06   	 -66.12		
-24.11   	-58.90   	 88.14   	 -86.47		 93.79   	 -66.12		
-19.84   	-63.17   	 87.79   	 -81.38		 93.53   	 -71.21		
-24.11   	-72.94   	 87.47   	 -81.38		 93.24   	 -81.38		
-32.04   	-82.09   	 87.14   	 -81.38		 92.92   	 -86.47		
-37.54   	-84.53   	 86.82   	 -71.21		 92.57   	 -96.64		
-37.84   	-76.90   	 86.53   	 -71.21		 92.19   	-106.82		
-33.26   	-60.73   	 86.25   	 -66.12		 91.76   	-106.82		
-26.86   	-40.59   	 85.98   	 -55.95		 91.33   	-111.90		
-21.36   	-22.28   	 85.76   	 -50.86		 90.88   	-106.82		
-18.62   	 -8.54   	 85.55   	 -50.86		 90.46   	 -91.56		
-17.70   	 -1.83   	 85.35   	 -40.69		 90.09   	 -81.38		
-17.70   	 -3.97   	 85.19   	 -50.86		 89.77   	 -66.12		
-17.09   	-13.12   	 84.98   	 -55.95		 89.50   	 -45.78		
-13.73   	-22.28   	 84.76   	 -61.04		 89.32   	 -30.52		
 -7.63   	-25.63   	 84.52   	 -61.04		 89.20   	 -25.43		
 -1.22   	-17.40   	 84.27   	 -66.12		 89.09   	 -20.35		
  3.66   	  0.92   	 84.01   	 -66.12		 89.01   	 -20.35		
  4.88   	 20.14   	 83.74   	 -66.12		 88.93   	 -25.43		
  4.88   	 29.30   	 83.48   	 -66.12		 88.83   	 -35.61		
  6.71   	 23.19   	 83.21   	 -76.30		 88.69   	 -55.95		
 12.21   	  5.49   	 82.91   	 -76.30		 88.46   	 -71.21		
 21.06   	-13.73   	 82.60   	 -81.38		 88.18   	 -96.64		
 28.99   	-25.94   	 82.28   	 -91.56		 87.79   	-111.90		
 31.13   	-29.91   	 81.91   	 -86.47		 87.34   	-137.33		
 27.77   	-28.38   	 81.57   	 -91.56		 86.80   	-147.51		
 22.28   	-26.86   	 81.20   	 -91.56		 86.21   	-167.85		
 15.26   	-29.30   	 80.83   	 -91.56		 85.53   	-172.94		
  6.10   	-37.84   	 80.47   	 -91.56		 84.84   	-183.11		
 -5.49   	-51.88   	 80.10   	 -86.47		 84.11   	-183.11		
-17.09   	-68.97   	 79.76   	 -91.56		 83.38   	-183.11		
-24.72   	-84.23   	 79.39   	 -86.47		 82.64   	-178.03		
-25.33   	-93.38   	 79.04   	 -86.47		 81.93   	-178.03		
-21.36   	-95.21   	 78.70   	 -81.38		 81.22   	-167.85		
-18.92   	-93.69   	 78.37   	 -71.21		 80.55   	-162.77		
-22.28   	-93.69   	 78.09   	 -71.21		 79.90   	-152.59		
-29.91   	-97.66   	 77.80   	 -66.12		 79.29   	-147.51		
-38.76   	-105.29   	 77.54   	 -55.95		 78.70   	-132.25		
-45.47   	-113.83   	 77.31   	 -55.95		 78.17   	-127.16		
-48.52   	-119.93   	 77.09   	 -45.78		 77.66   	-106.82		
-48.52   	-120.24   	 76.91   	 -50.86		 77.23   	-101.73		
-47.91   	-116.58   	 76.70   	 -45.78		 76.83   	 -86.47		
-48.22   	-112.00   	 76.52   	 -50.86		 76.48   	 -71.21		
-50.05   	-108.34   	 76.32   	 -55.95		 76.20   	 -61.04		
-52.49   	-106.81   	 76.09   	 -55.95		 75.95   	 -50.86		
-51.88   	-105.90   	 75.87   	 -61.04		 75.75   	 -40.69		
-48.22   	-103.76   	 75.63   	 -66.12		 75.58   	 -40.69		
-44.56   	-101.32   	 75.36   	 -66.12		 75.42   	 -40.69		
-46.69   	-102.23   	 75.10   	 -61.04		 75.26   	 -45.78		
-56.15   	-107.12   	 74.85   	 -61.04		 75.08   	 -55.95		
-70.80   	-111.39   	 74.61   	 -55.95		 74.85   	 -61.04		
-82.40   	-104.37   	 74.38   	 -45.78		 74.61   	 -76.30		
-79.96   	-72.63   	 74.20   	 -40.69		 74.30   	 -81.38		
-54.32   	-12.51   	 74.04   	 -35.61		 73.98   	 -76.30		
  1.83   	 66.53   	 73.90   	 -25.43		 73.67   	 -71.21		
 92.47   	146.79   	 73.79   	 -25.43		 73.39   	 -61.04		
210.88   	214.23   	 73.69   	 -15.26		 73.14   	 -45.78		
337.83   	270.39   	 73.63   	 -15.26		 72.96   	 -20.35		
449.52   	335.69   	 73.57   	 -15.26		 72.88   	  -5.09		
520.02   	422.97   	 73.51   	 -20.35		 72.86   	  10.17		
525.82   	513.31   	 73.43   	 -25.43		 72.90   	  25.43		
455.32   	566.10(R)	 73.33   	 -30.52		 73.00   	  25.43		
316.77   	544.13   	 73.20   	 -35.61		 73.10   	  25.43		
140.99   	437.62   	 73.06   	 -35.61		 73.20   	  15.26		
-23.80   	279.85   	 72.92   	 -40.69		 73.27   	   0.00		
-131.53   	124.21   	 72.76   	 -40.69		 73.27   	 -20.35		
-163.88   	  6.71   	 72.59   	 -45.78		 73.18   	 -35.61		
-138.55   	-63.78   	 72.41   	 -40.69		 73.04   	 -50.86		
-92.77   	-96.44   	 72.25   	 -45.78		 72.84   	 -66.12		
-57.98   	-104.68   	 72.06   	 -50.86		 72.57   	 -71.21		
-44.86   	-98.27   	 71.86   	 -45.78		 72.29   	 -71.21		
-46.39   	-83.92   	 71.68   	 -55.95		 72.00   	 -66.12		
-50.05   	-69.27   	 71.45   	 -61.04		 71.74   	 -61.04		
-51.57   	-61.65   	 71.21   	 -61.04		 71.50   	 -55.95		
-51.57   	-64.70   	 70.97   	 -71.21		 71.27   	 -50.86		
-51.57   	-74.77   	 70.68   	 -71.21		 71.07   	 -40.69		
-50.96   	-83.92   	 70.40   	 -81.38		 70.91   	 -40.69		
-48.52   	-86.67   	 70.07   	 -86.47		 70.74   	 -40.69		
-43.95   	-83.01   	 69.73   	 -86.47		 70.58   	 -40.69		
-40.28   	-77.21   	 69.38   	 -91.56		 70.42   	 -40.69		
-39.98   	-73.85   	 69.01   	 -81.38		 70.25   	 -45.78		
-42.42   	-74.46   	 68.69   	 -81.38		 70.07   	 -40.69		
-44.56   	-75.99   	 68.36   	 -71.21		 69.91   	 -40.69		
-45.17   	-75.07   	 68.08   	 -66.12		 69.75   	 -30.52		
-42.72   	-71.41   	 67.81   	 -55.95		 69.62   	 -10.17		
-38.45   	-67.14   	 67.59   	 -50.86		 69.58(D)	  10.17		
-36.01   	-67.14   	 67.39   	 -40.69		 69.62   	  45.78		
-37.23   	-72.33   	 67.22   	 -30.52		 69.81   	  86.47		
-41.20   	-79.96   	 67.10   	 -25.43		 70.15   	 132.25		
-44.86   	-86.36   	 67.00   	 -20.35		 70.68   	 178.03		
-44.86   	-87.89   	 66.92   	  -5.09		 71.39   	 223.80		
-38.76   	-83.92   	 66.90(D)	   0.00		 72.29   	 274.67		
-29.30   	-75.68   	 66.90   	  15.26		 73.39   	 310.27		
-22.28   	-68.05   	 66.96   	  45.78		 74.63   	 340.79		
-20.45   	-64.39   	 67.14   	  91.56		 75.99   	 371.31		
-24.11   	-64.39   	 67.51   	 152.59		 77.48   	 391.66		
-28.69   	-65.61   	 68.12   	 249.24		 79.04   	 396.74		
-29.91   	-65.61   	 69.11   	 345.88		 80.63   	 401.83		
-25.94   	-63.78   	 70.50   	 452.69		 82.24   	 396.74		
-18.62   	-61.34   	 72.31   	 544.25		 83.82   	 386.57		
-11.29   	-60.12   	 74.49   	 625.63		 85.37   	 371.31		
 -6.71   	-59.51   	 76.99   	 686.67		 86.86   	 371.31		
 -6.41   	-59.20   	 79.74   	 727.36		 88.34   	 356.05		
 -8.54   	-57.07   	 82.64   	 757.88		 89.77   	 361.14		
 -8.24   	-51.88   	 85.68   	 778.23		 91.21   	 361.14		
 -2.14   	-44.25   	 88.79   	 783.31		 92.65   	 366.22		
  8.54   	-35.40   	 91.92   	 783.31		 94.12   	 386.57		
 18.92   	-26.86   	 95.06   	 773.14		 95.67   	 401.83		
 22.89   	-21.97   	 98.15   	 762.97		 97.27   	 417.09		
 19.53   	-20.45   	101.20   	 742.62		 98.94   	 437.43		
 12.51   	-19.84   	104.17   	 732.45		100.69   	 437.43		
  8.54   	-17.40   	107.10   	 707.02		102.44   	 447.61		
 11.29   	-12.82   	109.93   	 686.67		104.23   	 442.52		
 19.23   	 -7.63   	112.68   	 651.07		106.00   	 427.26		
 28.69   	 -4.27   	115.28   	 625.63		107.71   	 412.00		
 37.23   	 -3.66   	117.78   	 584.94		109.36   	 386.57		
 43.64   	 -4.27   	120.12   	 564.60		110.90   	 361.14		
 50.05   	 -1.53   	122.38   	 534.08		112.35   	 340.79		
 57.98   	  6.41   	124.52   	 513.73		113.71   	 320.45		
 66.53   	 19.84   	126.57   	 493.39		114.99   	 320.45		
 74.16   	 35.40   	128.54   	 473.04		116.28   	 325.53		
 79.35   	 48.83   	130.44   	 462.87		117.58   	 335.71		
 81.79   	 55.85   	132.29   	 442.52		118.92   	 361.14		
 82.09   	 57.07   	134.06   	 417.09		120.37   	 386.57		
 82.09   	 55.54   	135.73   	 376.40		121.91   	 406.92		
 85.14   	 55.85   	137.23   	 335.71		123.54   	 432.35		
 92.47   	 60.73   	138.58   	 289.93		125.27   	 437.43		
102.54   	 69.58   	139.73   	 249.24		127.02   	 442.52		
111.69   	 80.26   	140.73   	 203.46		128.79   	 422.18		
117.49   	 89.72   	141.55   	 152.59		130.48   	 386.57		
117.19   	 96.13   	142.16   	 111.90		132.02   	 345.88		
111.39   	 97.35   	142.60   	  76.30		133.41   	 289.93		
101.62   	 93.69   	142.91   	  50.86		134.57   	 228.89		
 89.11   	 85.45   	143.11   	  40.69		135.48   	 178.03		
 75.07   	 75.68   	143.28   	  40.69		136.19   	 127.16		
 61.65   	 67.14   	143.44   	  50.86		136.70   	  81.38		
 49.13   	 59.20   	143.64   	  71.21		137.03   	  55.95		
 37.23   	 50.66   	143.93   	  71.21		137.25   	  30.52		
 24.41   	 39.98   	144.21   	  71.21		137.37   	  15.26		
 10.68   	 27.47   	144.50   	  66.12		137.44   	   0.00		
 -2.44   	 14.04   	144.76   	  50.86		137.44   	  -5.09		
-11.90   	  3.36   	144.96   	  35.61		137.42   	 -10.17		
-16.78   	 -3.66   	145.11   	  20.35		137.37   	 -10.17		
-20.75   	 -8.54   	145.19(S)	  -5.09		137.33   	  -5.09		
-25.63   	-14.04   	145.17   	 -20.35		137.31   	  -5.09		
-32.65   	-23.19   	145.09   	 -40.69		137.29   	   0.00		
-40.28   	-36.32   	144.92   	 -55.95		137.29   	  10.17		
-46.69   	-51.27   	144.70   	 -66.12		137.33   	  15.26		
-50.05   	-62.26   	144.43   	 -86.47		137.40   	  20.35		
-50.66   	-63.78   	144.09   	 -96.64		137.48   	  15.26		
-50.05   	-57.68   	143.70   	-111.90		137.54   	  10.17		
-47.91   	-49.44   	143.25   	-122.07		137.58(S)	  -5.09		
-44.25   	-44.25   	142.77   	-142.42		137.56   	 -25.43		
-41.20   	-45.47   	142.20   	-152.59		137.46   	 -50.86		
-39.67   	-50.96   	141.59   	-167.85		137.25   	 -81.38		
-39.67   	-55.85   	140.92   	-183.11		136.93   	-111.90		
-42.42   	-56.76   	140.18   	-198.37		136.48   	-147.51		
-47.00   	-56.46   	139.39   	-213.63		135.89   	-172.94		
-50.05   	-57.37   	138.53   	-223.80		135.20   	-203.46		
-49.74   	-60.73   	137.64   	-244.15		134.38   	-233.98		
-45.78   	-64.70   	136.66   	-259.41		133.45   	-254.32		
-40.28   	-65.61   	135.63   	-279.75		132.43   	-274.67		
-35.40   	-60.73   	134.51   	-295.01		131.33   	-289.93		
-32.35   	-52.49   	133.33   	-310.27		130.17   	-305.19		
-30.21   	-45.17   	132.08   	-335.71		128.95   	-310.27		
-28.08   	-43.03   	130.74   	-356.05		127.71   	-320.45		
-26.55   	-47.30   	129.32   	-371.31		126.43   	-320.45		
-26.25   	-54.93   	127.83   	-396.74		125.15   	-325.53		
-28.38   	-60.73   	126.25   	-417.09		123.84   	-325.53		
-31.43   	-61.65   	124.58   	-437.43		122.54   	-320.45		
-32.04   	-57.98   	122.83   	-447.61		121.26   	-320.45		
-28.99   	-52.80   	121.04   	-457.78		119.98   	-310.27		
-22.89   	-49.44   	119.21   	-462.87		118.74   	-305.19		
-18.01   	-50.05   	117.35   	-452.69		117.52   	-300.10		
-17.09   	-52.19   	115.54   	-437.43		116.32   	-295.01		
-19.23   	-51.57   	113.79   	-412.00		115.14   	-284.84		
-20.45   	-46.69   	112.15   	-386.57		114.00   	-279.75		
-19.23   	-40.28   	110.60   	-361.14		112.88   	-264.50		
-16.48   	-36.32   	109.16   	-335.71		111.82   	-254.32		
-13.43   	-36.93   	107.81   	-310.27		110.80   	-239.06		
-12.21   	-40.59   	106.57   	-289.93		109.85   	-218.72		
-11.90   	-43.33   	105.41   	-274.67		108.97   	-203.46		
-10.99   	-43.64   	104.31   	-254.32		108.16   	-188.20		
-10.68   	-41.50   	103.30   	-244.15		107.41   	-167.85		
-13.73   	-39.98   	102.32   	-228.89		106.73   	-157.68		
-20.75   	-40.59   	101.40   	-223.80		106.10   	-152.59		
-29.30   	-43.03   	100.51   	-208.54		105.49   	-147.51		
-33.87   	-44.86   	 99.67   	-203.46		104.90   	-147.51		
-31.13   	-45.78   	 98.86   	-193.29		104.31   	-152.59		
-20.45   	-46.69   	 98.09   	-188.20		103.70   	-157.68		
 -7.32   	-48.83   	 97.33   	-172.94		103.07   	-157.68		
  1.53   	-52.49   	 96.64   	-167.85		102.44   	-167.85		
  1.83   	-55.54   	 95.97   	-157.68		101.77   	-167.85		
 -4.27   	-54.93   	 95.34   	-147.51		101.10   	-167.85		
-11.60   	-51.57   	 94.75   	-137.33		100.43   	-157.68		
-17.40   	-49.13   	 94.20   	-132.25		 99.80   	-152.59		
-21.67   	-52.19   	 93.67   	-127.16		 99.19   	-147.51		
-24.72   	-61.95   	 93.16   	-116.99		 98.60   	-132.25		
-25.94   	-73.24   	 92.70   	-116.99		 98.07   	-122.07		
-23.50   	-79.35   	 92.23   	-106.82		 97.58   	-116.99		
-18.92   	-78.43   	 91.80   	-106.82		 97.11   	-106.82		
-16.48   	-74.46   	 91.37   	-106.82		 96.68   	-106.82		
-19.23   	-72.02   	 90.95   	-101.73		 96.26   	-101.73		
-25.33   	-73.24   	 90.54   	-101.73		 95.85   	-101.73		
-29.30   	-75.99   	 90.13   	 -96.64		 95.44   	-106.82		
-27.47   	-75.38   	 89.75   	 -96.64		 95.01   	-111.90		
-23.50   	-71.41   	 89.36   	 -96.64		 94.57   	-111.90		
-21.67   	-68.36   	 88.97   	 -96.64		 94.12   	-111.90		
-23.80   	-69.27   	 88.59   	 -91.56		 93.67   	-122.07		
-27.16   	-74.77   	 88.22   	 -96.64		 93.18   	-122.07		
-28.38   	-81.18   	 87.83   	 -91.56		 92.70   	-122.07		
-27.16   	-84.23   	 87.47   	 -91.56		 92.21   	-122.07		
-25.63   	-81.79   	 87.10   	 -86.47		 91.72   	-116.99		
-25.33   	-74.16   	 86.75   	 -86.47		 91.25   	-116.99		
-26.55   	-62.87   	 86.41   	 -86.47		 90.78   	-111.90		
-27.47   	-49.74   	 86.06   	 -86.47		 90.34   	-106.82		
-26.55   	-35.10   	 85.72   	 -81.38		 89.91   	-106.82		
-21.97   	-19.84   	 85.39   	 -86.47		 89.48   	-106.82		
-12.21   	 -7.02   	 85.05   	 -76.30		 89.05   	-101.73		
  0.31   	 -0.61   	 84.74   	 -81.38		 88.65   	-101.73		
  9.46   	 -4.88   	 84.41   	 -76.30		 88.24   	-101.73		
  9.16   	-18.31   	 84.11   	 -71.21		 87.83   	-101.73		
 -0.92   	-34.79   	 83.82   	 -76.30		 87.43   	-101.73		
-13.43   	-42.72   	 83.52   	 -71.21		 87.02   	-101.73		
-17.70   	-33.26   	 83.23   	 -71.21		 86.61   	 -96.64		
 -7.32   	 -7.93   	 82.95   	 -66.12		 86.23   	 -91.56		
 12.51   	 20.45   	 82.69   	 -66.12		 85.86   	 -91.56		
 31.74   	 36.32   	 82.42   	 -66.12		 85.49   	 -81.38		
 40.59   	 28.69   	 82.16   	 -66.12		 85.17   	 -81.38		
 38.45   	  1.53   	 81.89   	 -61.04		 84.84   	 -81.38		
 31.13   	-30.21   	 81.65   	 -66.12		 84.52   	 -71.21		
 26.25   	-50.35   	 81.38   	 -61.04		 84.23   	 -76.30		
 26.25   	-52.49   	 81.14   	 -66.12		 83.93   	 -76.30		
 27.47   	-43.33   	 80.87   	 -61.04		 83.62   	 -71.21		
 25.02   	-34.79   	 80.63   	 -66.12		 83.34   	 -76.30		
 16.78   	-35.40   	 80.37   	 -61.04		 83.03   	 -81.38		
  5.49   	-47.30   	 80.12   	 -66.12		 82.71   	 -76.30		
 -5.49   	-65.00   	 79.86   	 -61.04		 82.40   	 -81.38		
-14.95   	-81.79   	 79.61   	 -66.12		 82.07   	 -76.30		
-23.50   	-93.99   	 79.35   	 -66.12		 81.77   	 -81.38		
-31.74   	-101.93   	 79.08   	 -66.12		 81.44   	 -76.30		
-38.15   	-107.12   	 78.82   	 -61.04		 81.14   	 -71.21		
-40.28   	-110.17   	 78.58   	 -66.12		 80.85   	 -71.21		
-37.84   	-110.78   	 78.31   	 -61.04		 80.57   	 -66.12		
-35.10   	-110.17   	 78.07   	 -66.12		 80.30   	 -71.21		
-36.01   	-110.17   	 77.80   	 -61.04		 80.02   	 -66.12		
-41.50   	-112.30   	 77.56   	 -55.95		 79.76   	 -66.12		
-48.83   	-117.19   	 77.33   	 -61.04		 79.49   	 -71.21		
-54.02   	-120.85   	 77.09   	 -61.04		 79.21   	 -66.12		
-53.41   	-119.02   	 76.85   	 -55.95		 78.94   	 -76.30		
-47.91   	-112.61   	 76.62   	 -55.95		 78.64   	 -76.30		
-41.20   	-107.73   	 76.40   	 -61.04		 78.33   	 -76.30		
-37.84   	-109.56   	 76.15   	 -55.95		 78.03   	 -76.30		
-41.20   	-116.58   	 75.93   	 -55.95		 77.72   	 -81.38		
-50.96   	-123.90   	 75.71   	 -55.95		 77.40   	 -76.30		
-61.65   	-125.43   	 75.48   	 -55.95		 77.09   	 -76.30		
-66.53   	-120.24   	 75.26   	 -55.95		 76.79   	 -71.21		
-65.31   	-113.83   	 75.04   	 -50.86		 76.50   	 -66.12		
-62.87   	-109.86   	 74.83   	 -50.86		 76.24   	 -61.04		
-62.87   	-98.27   	 74.63   	 -45.78		 75.99   	 -61.04		
-62.56   	-65.92   	 74.45   	 -45.78		 75.75   	 -55.95		
-47.00   	 -7.63   	 74.26   	 -45.78		 75.52   	 -50.86		
  3.97   	 69.89   	 74.08   	 -45.78		 75.32   	 -50.86		
100.40   	148.93   	 73.90   	 -45.78		 75.12   	 -35.61		
232.24   	217.90   	 73.71   	 -50.86		 74.97   	 -35.61		
372.01   	281.68   	 73.51   	 -45.78		 74.83   	 -20.35		
484.62   	357.36   	 73.33   	 -50.86		 74.75   	 -25.43		
540.16   	447.39   	 73.12   	 -50.86		 74.65   	 -30.52		
519.10   	524.90   	 72.92   	 -50.86		 74.53   	 -40.69		
420.23   	551.76(R)	 72.72   	 -50.86		 74.36   	 -71.21		
263.98   	503.54   	 72.51   	 -50.86		 74.08   	 -96.64		
 89.72   	385.44   	 72.31   	 -45.78		 73.69   	-132.25		
-55.85   	236.21   	 72.13   	 -50.86		 73.16   	-162.77		
-137.02   	101.01   	 71.92   	 -45.78		 72.51   	-193.29		
-149.23   	  2.75   	 71.74   	 -45.78		 71.74   	-203.46		
-117.49   	-57.68   	 71.56   	 -40.69		 70.93   	-198.37		
-77.82   	-87.89   	 71.39   	 -45.78		 70.13   	-172.94		
-53.41   	-98.27   	 71.21   	 -45.78		 69.44   	-122.07		
-47.00   	-96.13   	 71.03   	 -45.78		 68.95   	 -55.95		
-49.44   	-87.28   	 70.84   	 -45.78		 68.73(D)	   0.00		
-50.35   	-77.51   	 70.66   	 -55.95		 68.73   	  66.12		
-48.52   	-72.33   	 70.44   	 -61.04		 68.99   	 101.73		
-48.52   	-73.85   	 70.19   	 -61.04		 69.40   	 122.07		
-52.19   	-80.87   	 69.95   	 -61.04		 69.89   	 122.07		
-57.07   	-89.42   	 69.70   	 -66.12		 70.38   	 101.73		
-58.90   	-95.21   	 69.44   	 -66.12		 70.78   	  71.21		
-55.85   	-95.21   	 69.18   	 -66.12		 71.07   	  30.52		
-50.05   	-89.72   	 68.91   	 -66.12		 71.19   	 -10.17		
-47.30   	-83.01   	 68.65   	 -61.04		 71.15   	 -40.69		
-49.44   	-79.04   	 68.40   	 -61.04		 70.99   	 -61.04		
-53.10   	-78.43   	 68.16   	 -55.95		 70.74   	 -66.12		
-53.10   	-77.51   	 67.93   	 -55.95		 70.48   	 -50.86		
-46.08   	-73.55   	 67.71   	 -45.78		 70.27   	 -25.43		
-34.79   	-66.53   	 67.53   	 -45.78		 70.17   	  15.26		
-26.55   	-61.04   	 67.34   	 -45.78		 70.23   	  61.04		
-25.94   	-60.42   	 67.16   	 -40.69		 70.48   	 101.73		
-32.65   	-64.70   	 67.00   	 -40.69		 70.88   	 152.59		
-40.59   	-69.89   	 66.84   	 -30.52		 71.50   	 183.11		
-44.56   	-74.16   	 66.71   	 -25.43		 72.23   	 223.80		
-42.72   	-76.90   	 66.61   	 -15.26		 73.12   	 254.32		
-38.15   	-78.13   	 66.55(D)	   5.09		 74.14   	 279.75		
-33.87   	-76.90   	 66.57   	  30.52		 75.26   	 305.19		
-31.43   	-72.02   	 66.69   	  76.30		 76.48   	 325.53		
-29.60   	-64.09   	 67.00   	 142.42		 77.78   	 345.88		
-26.86   	-55.54   	 67.57   	 239.06		 79.17   	 361.14		
-23.50   	-50.66   	 68.52   	 345.88		 80.61   	 371.31		
-21.06   	-52.49   	 69.91   	 452.69		 82.10   	 371.31		
-20.75   	-58.59   	 71.72   	 549.34		 83.58   	 376.40		
-20.75   	-64.09   	 73.92   	 635.81		 85.09   	 371.31		
-20.14   	-65.31   	 76.46   	 691.76		 86.57   	 371.31		
-18.01   	-61.95   	 79.23   	 727.36		 88.06   	 366.22		
-14.95   	-56.46   	 82.14   	 757.88		 89.52   	 371.31		
-12.82   	-53.10   	 85.17   	 762.97		 91.01   	 371.31		
-13.73   	-54.02   	 88.22   	 768.05		 92.49   	 381.48		
-15.56   	-56.15   	 91.29   	 762.97		 94.02   	 386.57		
-14.04   	-54.32   	 94.34   	 752.79		 95.56   	 401.83		
 -6.10   	-45.47   	 97.35   	 737.54		 97.17   	 412.00		
  6.71   	-32.04   	100.30   	 722.28		 98.82   	 412.00		
 19.23   	-19.23   	103.19   	 701.93		100.47   	 422.18		
 26.25   	-11.90   	106.00   	 676.50		102.16   	 417.09		
 26.86   	-10.99   	108.71   	 651.07		103.82   	 412.00		
 24.41   	-12.21   	111.31   	 620.55		105.47   	 406.92		
 25.63   	-11.29   	113.79   	 595.11		107.10   	 391.66		
 31.43   	 -7.93   	116.17   	 559.51		108.67   	 386.57		
 37.84   	 -3.97   	118.41   	 528.99		110.21   	 366.22		
 40.89   	 -0.31   	120.53   	 498.47		111.68   	 356.05		
 43.03   	  3.66   	122.52   	 473.04		113.10   	 335.71		
 46.69   	  9.16   	124.41   	 442.52		114.45   	 325.53		
 53.71   	 17.40   	126.18   	 412.00		115.75   	 310.27		
 62.56   	 26.86   	127.83   	 391.66		116.99   	 295.01		
 68.97   	 34.79   	129.40   	 366.22		118.17   	 284.84		
 71.72   	 39.37   	130.86   	 340.79		119.31   	 274.67		
 75.07   	 41.81   	132.23   	 320.45		120.41   	 269.58		
 83.01   	 44.86   	133.51   	 300.10		121.48   	 259.41		
 96.13   	 51.88   	134.71   	 274.67		122.52   	 254.32		
108.95   	 62.87   	135.81   	 254.32		123.54   	 254.32		
113.83   	 74.16   	136.83   	 233.98		124.56   	 244.15		
107.42   	 81.18   	137.76   	 213.63		125.53   	 239.06		
 92.77   	 82.70   	138.62   	 193.29		126.49   	 233.98		
 77.82   	 81.18   	139.39   	 167.85		127.43   	 233.98		
 70.80   	 79.65   	140.06   	 147.51		128.36   	 228.89		
 71.72   	 80.57   	140.65   	 132.25		129.28   	 223.80		
 74.46   	 80.26   	141.18   	 106.82		130.17   	 213.63		
 70.80   	 74.46   	141.61   	  86.47		131.03   	 208.54		
 57.07   	 62.56   	141.95   	  71.21		131.86   	 193.29		
 37.23   	 49.13   	142.24   	  55.95		132.63   	 172.94		
 18.31   	 38.15   	142.46   	  40.69		133.33   	 147.51		
  5.19   	 28.99   	142.62   	  25.43		133.92   	 132.25		
 -3.36   	 19.23   	142.73   	  15.26		134.45   	 101.73		
-10.68   	  5.19   	142.79(S)	   0.00		134.85   	  81.38		
-19.53   	-12.82   	142.79   	 -10.17		135.18   	  55.95		
-28.99   	-28.69   	142.75   	 -25.43		135.40   	  35.61		
-36.01   	-37.84   	142.64   	 -35.61		135.54   	  20.35		
-41.20   	-41.20   	142.50   	 -45.78		135.63   	  10.17		
-45.47   	-40.59   	142.32   	 -61.04		135.67(S)	  -5.09		
-48.83   	-37.84   	142.07   	 -71.21		135.65   	  -5.09		
-49.74   	-35.40   	141.79   	 -81.38		135.63   	 -15.26		
-47.30   	-33.26   	141.46   	 -96.64		135.56   	 -10.17		
-43.03   	-33.87   	141.08   	-106.82		135.52   	 -15.26		
-41.50   	-40.28   	140.65   	-122.07		135.46   	 -20.35		
-44.86   	-51.27   	140.16   	-137.33		135.38   	 -20.35		
-50.35   	-62.26   	139.61   	-147.51		135.30   	 -35.61		
-52.49   	-68.05   	139.02   	-162.77		135.16   	 -50.86		
-48.52   	-66.22   	138.37   	-178.03		134.95   	 -76.30		
-41.20   	-58.29   	137.66   	-188.20		134.65   	-101.73		
-35.40   	-48.22   	136.91   	-208.54		134.24   	-132.25		
-35.10   	-39.06   	136.07   	-223.80		133.71   	-172.94		
-39.37   	-34.18   	135.18   	-244.15		133.02   	-208.54		
-44.56   	-34.18   	134.20   	-259.41		132.19   	-249.24		
-49.13   	-39.67   	133.16   	-274.67		131.19   	-284.84		
-53.41   	-48.22   	132.06   	-300.10		130.05   	-325.53		
-56.15   	-56.15   	130.86   	-320.45		128.75   	-350.97		
-57.37   	-59.51   	129.58   	-340.79		127.34   	-381.48		
-56.15   	-57.98   	128.22   	-366.22		125.82   	-396.74		
-52.19   	-54.32   	126.75   	-386.57		124.23   	-401.83		
-46.69   	-51.57   	125.21   	-406.92		122.62   	-401.83		
-41.20   	-49.74   	123.58   	-432.35		121.02   	-391.66		
-37.84   	-47.30   	121.85   	-447.61		119.45   	-376.40		
-39.37   	-43.95   	120.06   	-457.78		117.94   	-356.05		
-46.69   	-40.28   	118.23   	-462.87		116.52   	-330.62		
-57.98   	-38.45   	116.38   	-457.78		115.20   	-315.36		
-65.92   	-38.76   	114.55   	-442.52		113.94   	-300.10		
-65.31   	-39.67   	112.78   	-422.18		112.74   	-279.75		
-54.63   	-40.28   	111.09   	-391.66		111.62   	-274.67		
-39.37   	-41.20   	109.52   	-361.14		110.52   	-264.50		
-27.47   	-43.33   	108.08   	-335.71		109.46   	-254.32		
-24.72   	-44.86   	106.73   	-305.19		108.44   	-233.98		
-30.52   	-43.33   	105.51   	-284.84		107.51   	-208.54		
-39.06   	-37.54   	104.37   	-264.50		106.67   	-183.11		
-44.25   	-30.21   	103.32   	-244.15		105.94   	-147.51		
-43.33   	-26.86   	102.34   	-233.98		105.35   	-127.16		
-38.15   	-29.60   	101.40   	-218.72		104.84   	-101.73		
-35.10   	-37.23   	100.53   	-208.54		104.43   	 -86.47		
