  I     	  II     	  LV     	  LV'		  AO     	  AO'		
 12.51   	 90.03   	 81.97   	-615.46		 92.04   	-289.93		
 -2.75   	 68.05   	 79.51   	-681.58		 90.88   	-259.41		
-11.29   	 45.47   	 76.79   	-839.26		 89.85   	-193.29		
-14.95   	 24.72   	 73.43   	-930.82		 89.07   	-203.46		
-19.23   	  9.16   	 69.70   	-915.56		 88.26   	-116.99		
-28.08   	  0.61   	 66.04   	-1174.97		 87.79   	   5.09		
-40.28   	 -2.75   	 61.34   	-1449.64		 87.81   	-254.32		
-51.88   	 -6.41   	 55.54   	-1307.22		 86.80   	-493.39		
-59.51   	-14.95   	 50.32   	-742.62		 84.82   	-132.25		
-62.87   	-32.04   	 47.34   	-269.58		 84.29   	 249.24		
-64.39   	-56.15   	 46.27   	-147.51		 85.29   	 101.73		
-66.83   	-81.18   	 45.68   	-132.25		 85.70   	 -86.47		
-70.80   	-101.62   	 45.15   	-101.73		 85.35   	  40.69		
-76.29   	-114.75   	 44.74   	-193.29		 85.51   	 147.51		
-81.48   	-119.02   	 43.97   	-544.25		 86.10   	 -20.35		
-84.23   	-115.97   	 41.79   	-874.87		 86.02   	-249.24		
-84.53   	-110.47   	 38.29   	-910.47		 85.03   	-254.32		
-84.84   	-108.03   	 34.65   	-727.36		 84.01   	 -86.47		
-86.06   	-111.69   	 31.74   	-513.73		 83.66   	 -35.61		
-89.11   	-120.24   	 29.68   	-305.19		 83.52   	 -91.56		
-92.77   	-127.56   	 28.46   	-147.51		 83.15   	 -61.04		
-94.91   	-127.26   	 27.87   	 -35.61		 82.91   	   0.00		
-95.52   	-119.93   	 27.73   	 101.73		 82.91   	  66.12		
-96.13   	-112.92   	 28.14   	 157.68		 83.17   	 208.54		
-97.05   	-113.22   	 28.77   	   5.09		 84.01   	 315.36		
-97.35   	-121.15   	 28.79   	-350.97		 85.27   	 -20.35		
-95.83   	-131.23   	 27.39   	-620.55		 85.19   	-605.29		
-93.38   	-137.94   	 24.90   	-584.94		 82.77   	-452.69		
-92.47   	-139.47   	 22.56   	-396.74		 80.96   	 -15.26		
-93.99   	-139.16   	 20.98   	-147.51		 80.89   	  -5.09		
-97.35   	-141.60   	 20.39(D)	  35.61		 80.87   	 -15.26		
-100.40   	-146.79   	 20.53   	 162.77		 80.81   	 167.85		
-101.32   	-151.67   	 21.18   	 254.32		 81.48   	 157.68		
-100.71   	-154.11   	 22.20   	 249.24		 82.12   	  40.69		
-101.01   	-154.11   	 23.19   	 157.68		 82.28   	  25.43		
-102.84   	-155.03   	 23.82   	  40.69		 82.38   	  45.78		
-105.90   	-158.39   	 23.99   	 -71.21		 82.56   	  10.17		
-106.81   	-162.35   	 23.70   	 -66.12		 82.60   	 -20.35		
-104.68   	-163.88   	 23.44   	  25.43		 82.52   	  10.17		
-99.49   	-162.66   	 23.54   	  91.56		 82.56   	  50.86		
-94.91   	-159.91   	 23.91   	  91.56		 82.77   	  35.61		
-93.99   	-159.91   	 24.27   	  35.61		 82.91   	 -40.69		
-97.66   	-164.49   	 24.41   	  -5.09		 82.75   	-116.99		
-104.06   	-170.29   	 24.39   	 -66.12		 82.28   	-111.90		
-109.86   	-174.26   	 24.13   	-167.85		 81.83   	 -96.64		
-112.92   	-177.31   	 23.46   	-244.15		 81.44   	-157.68		
-113.22   	-181.88   	 22.48   	-228.89		 80.81   	-172.94		
-112.92   	-189.51   	 21.57   	-152.59		 80.12   	-101.73		
-113.53   	-196.84   	 20.96   	 -10.17		 79.71   	 -40.69		
-114.14   	-197.14   	 20.92   	 167.85		 79.55   	 -10.17		
-113.53   	-188.60   	 21.59   	 315.36		 79.51   	  30.52		
-111.39   	-178.53   	 22.85   	 350.97		 79.63   	  61.04		
-109.86   	-177.00   	 24.25   	 300.10		 79.88   	  40.69		
-110.17   	-189.21   	 25.45   	 193.29		 80.04   	  25.43		
-112.30   	-208.44   	 26.23   	  25.43		 80.14   	  10.17		
-114.44   	-223.39   	 26.33   	-172.94		 80.18   	 -35.61		
-114.14   	-227.05   	 25.64   	-305.19		 80.04   	-106.82		
-112.00   	-221.56   	 24.41   	-320.45		 79.61   	-127.16		
-110.78   	-214.54   	 23.13   	-218.72		 79.10   	-111.90		
-111.39   	-212.10   	 22.26   	 -55.95		 78.66   	 -76.30		
-112.61   	-213.62   	 22.03   	 106.82		 78.35   	 -45.78		
-112.61   	-216.37   	 22.46   	 203.46		 78.17   	 -35.61		
-111.08   	-216.37   	 23.28   	 233.98		 78.03   	 -40.69		
-109.86   	-211.79   	 24.21   	 167.85		 77.86   	 -35.61		
-110.47   	-204.47   	 24.88   	  45.78		 77.72   	 -35.61		
-113.53   	-199.28   	 25.07   	-101.73		 77.58   	 -66.12		
-116.27   	-200.20   	 24.66   	-198.37		 77.31   	 -96.64		
-116.88   	-207.82   	 23.87   	-208.54		 76.93   	 -96.64		
-114.44   	-218.51   	 23.03   	-122.07		 76.54   	 -76.30		
-110.17   	-224.91   	 22.54   	 -15.26		 76.24   	 -55.95		
-105.59   	-222.17   	 22.48   	  81.38		 76.01   	 -55.95		
-103.15   	-212.71   	 22.81   	 157.68		 75.79   	 -45.78		
-104.37   	-202.94   	 23.44   	 203.46		 75.60   	 -30.52		
-107.73   	-197.75   	 24.25   	 183.11		 75.48   	  -5.09		
-110.17   	-198.06   	 24.98   	 111.90		 75.46   	  -5.09		
-109.25   	-199.58   	 25.43   	  20.35		 75.44   	 -15.26		
-104.68   	-197.75   	 25.51   	 -55.95		 75.38   	 -20.35		
-101.32   	-191.96   	 25.29   	 -86.47		 75.30   	 -20.35		
-103.15   	-188.29   	 24.94   	 -66.12		 75.22   	 -20.35		
-109.86   	-193.18   	 24.68   	 -10.17		 75.14   	 -15.26		
-116.27   	-207.21   	 24.64   	  71.21		 75.08   	  10.17		
-116.58   	-223.69   	 24.92   	 142.42		 75.12   	  10.17		
-110.47   	-232.85   	 25.49   	 147.51		 75.16   	   0.00		
-102.23   	-227.97   	 26.08   	 101.73		 75.16   	 -15.26		
-97.05   	-213.62   	 26.49   	  30.52		 75.10   	 -35.61		
-97.05   	-198.67   	 26.61   	 -40.69		 74.95   	 -55.95		
-100.10   	-192.87   	 26.45   	 -91.56		 74.73   	 -71.21		
-102.84   	-197.14   	 26.08   	-106.82		 74.45   	 -66.12		
-103.15   	-202.94   	 25.66   	 -76.30		 74.18   	 -55.95		
-101.93   	-202.94   	 25.35   	 -45.78		 73.96   	 -45.78		
-100.40   	-197.14   	 25.17   	  -5.09		 73.77   	 -50.86		
-99.49   	-191.65   	 25.15   	  10.17		 73.57   	 -61.04		
-99.18   	-192.57   	 25.19   	   0.00		 73.33   	 -71.21		
-98.57   	-199.58   	 25.19   	   5.09		 73.04   	 -71.21		
-99.18   	-205.69   	 25.21   	  20.35		 72.76   	 -55.95		
-101.01   	-206.91   	 25.29   	  25.43		 72.53   	 -35.61		
-103.76   	-204.77   	 25.39   	  15.26		 72.39   	 -20.35		
-106.20   	-204.16   	 25.45   	  10.17		 72.31   	 -30.52		
-107.42   	-205.08   	 25.49   	  -5.09		 72.19   	 -20.35		
-106.20   	-202.33   	 25.47   	 -15.26		 72.11   	 -15.26		
-104.37   	-194.09   	 25.41   	 -20.35		 72.04   	 -25.43		
-102.23   	-184.02   	 25.33   	 -25.43		 71.94   	 -50.86		
-101.01   	-177.00   	 25.23   	 -30.52		 71.74   	 -66.12		
-100.10   	-175.17   	 25.11   	 -10.17		 71.47   	 -61.04		
-97.96   	-174.87   	 25.07   	  25.43		 71.23   	 -45.78		
-95.21   	-173.34   	 25.17   	  61.04		 71.05   	 -20.35		
-92.47   	-172.12   	 25.41   	  61.04		 70.97   	  -5.09		
-91.55   	-174.87   	 25.66   	  30.52		 70.95   	 -10.17		
-92.47   	-182.19   	 25.78   	   0.00		 70.91   	 -30.52		
-94.30   	-188.90   	 25.78   	 -25.43		 70.78   	 -40.69		
-96.13   	-191.04   	 25.68   	 -30.52		 70.62   	 -30.52		
-96.74   	-191.35   	 25.55   	 -20.35		 70.50   	 -15.26		
