  I     	  II     	  AOp     	  AOp'		  CH2     	  CH2'		
-106.20   	-252.08   	 66.53   	  91.56		 76.58   	 178.03		
-99.79   	-262.76   	 66.90   	 -15.26		 77.29   	 178.03		
-90.64   	-274.96   	 66.84   	-122.07		 78.01   	 162.77		
-78.43   	-288.70   	 66.35   	-223.80		 78.66   	 142.42		
-64.09   	-302.43   	 65.45   	-295.01		 79.23   	 122.07		
-48.52   	-315.55   	 64.27   	-330.62		 79.71   	  91.56		
-31.43   	-327.15   	 62.95   	-320.45		 80.08   	  76.30		
-13.12   	-337.52   	 61.67   	-274.67		 80.39   	  50.86		
  5.80   	-347.90   	 60.57   	-198.37		 80.59   	  45.78		
 24.41   	-358.58   	 59.78   	-116.99		 80.77   	  40.69		
 41.50   	-369.87   	 59.31   	 -45.78		 80.94   	  35.61		
 57.68   	-380.25   	 59.12   	  -5.09		 81.08   	  35.61		
 73.85   	-388.18   	 59.10   	  10.17		 81.22   	  30.52		
 90.94   	-391.85   	 59.15   	 -10.17		 81.34   	  20.35		
109.86   	-391.54   	 59.10   	 -35.61		 81.42   	   0.00		
129.70   	-388.79   	 58.96   	 -76.30		 81.42   	 -10.17		
148.62   	-383.91   	 58.66   	-106.82		 81.38   	 -30.52		
164.79   	-378.11   	 58.23   	-111.90		 81.26   	 -35.61		
176.70   	-370.18   	 57.78   	-101.73		 81.12   	 -40.69		
184.02   	-359.19   	 57.38   	 -71.21		 80.96   	 -45.78		
187.07   	-345.15   	 57.09   	 -20.35		 80.77   	 -50.86		
186.77   	-328.37   	 57.01(D)	  25.43		 80.57   	 -55.95		
183.41   	-309.45   	 57.11   	  81.38		 80.35   	 -66.12		
175.48   	-289.00   	 57.44   	 116.99		 80.08   	 -71.21		
162.66   	-266.72   	 57.90   	 152.59		 79.80   	 -86.47		
144.35   	-242.00   	 58.51   	 157.68		 79.45   	 -91.56		
121.77   	-215.15   	 59.15   	 162.77		 79.08   	 -96.64		
 95.21   	-187.07   	 59.80   	 147.51		 78.70   	-106.82		
 66.22   	-158.69   	 60.39   	 127.16		 78.27   	-116.99		
 34.79   	-131.53   	 60.89   	 106.82		 77.80   	-116.99		
  2.44   	-105.59   	 61.32   	  86.47		 77.33   	-122.07		
-30.21   	-81.79   	 61.67   	  71.21		 76.85   	-127.16		
-61.95   	-59.81   	 61.95   	  55.95		 76.34   	-132.25		
-91.55   	-39.37   	 62.18   	  45.78		 75.81   	-137.33		
-118.71   	-20.14   	 62.36   	  35.61		 75.26   	-142.42		
-143.13   	 -2.14   	 62.50   	  25.43		 74.69   	-147.51		
-166.02   	 13.73   	 62.60   	  15.26		 74.10   	-152.59		
-186.77   	 27.77   	 62.67   	  15.26		 73.49   	-152.59		
-206.60   	 39.06   	 62.73   	  10.17		 72.88   	-157.68		
-225.22   	 48.22   	 62.77   	  10.17		 72.25   	-152.59		
-242.31   	 55.54   	 62.81   	   5.09		 71.64   	-152.59		
-257.57   	 61.65   	 62.83   	  -5.09		 71.03   	-152.59		
-269.78   	 67.14   	 62.81   	  -5.09		 70.42   	-147.51		
-279.24   	 71.41   	 62.79   	 -20.35		 69.83   	-142.42		
-286.87   	 74.77   	 62.71   	 -25.43		 69.26   	-147.51		
-293.27   	 76.90   	 62.60   	 -35.61		 68.67   	-142.42		
-299.07   	 77.51   	 62.46   	 -50.86		 68.10   	-137.33		
-304.57   	 77.21   	 62.26   	 -55.95		 67.55   	-132.25		
-309.14   	 76.29   	 62.03   	 -61.04		 67.02   	-127.16		
-312.19   	 75.07   	 61.79   	 -71.21		 66.51   	-122.07		
-314.03   	 73.24   	 61.51   	 -66.12		 66.02   	-111.90		
-314.94   	 71.72   	 61.24   	 -66.12		 65.57   	-101.73		
-315.25   	 69.89   	 60.98   	 -61.04		 65.17   	 -96.64		
-314.94   	 68.05   	 60.73   	 -50.86		 64.78   	 -86.47		
-314.64   	 65.61   	 60.53   	 -30.52		 64.44   	 -76.30		
-314.03   	 62.87   	 60.41   	  -5.09		 64.13   	 -71.21		
-313.42   	 59.20   	 60.39   	  15.26		 63.85   	 -66.12		
-312.50   	 55.85   	 60.45   	  40.69		 63.58   	 -61.04		
-311.89   	 52.19   	 60.61   	  55.95		 63.34   	 -55.95		
-310.36   	 48.83   	 60.83   	  66.12		 63.11   	 -50.86		
-308.53   	 45.47   	 61.10   	  66.12		 62.91   	 -50.86		
-306.40   	 42.11   	 61.36   	  71.21		 62.71   	 -50.86		
-304.57   	 39.06   	 61.65   	  61.04		 62.50   	 -45.78		
-302.43   	 35.40   	 61.89   	  50.86		 62.32   	 -50.86		
-300.29   	 32.04   	 62.10   	  40.69		 62.12   	 -45.78		
-298.16   	 28.69   	 62.26   	  30.52		 61.93   	 -45.78		
-296.33   	 25.63   	 62.38   	  15.26		 61.75   	 -50.86		
-294.80   	 22.89   	 62.44   	   0.00		 61.55   	 -50.86		
-293.58   	 20.75   	 62.44   	 -10.17		 61.34   	 -50.86		
-292.97   	 18.62   	 62.40   	 -20.35		 61.14   	 -61.04		
-292.36   	 17.40   	 62.32   	 -30.52		 60.89   	 -61.04		
-290.83   	 16.48   	 62.20   	 -30.52		 60.65   	 -66.12		
-287.17   	 17.09   	 62.08   	 -30.52		 60.39   	 -71.21		
-280.76   	 18.62   	 61.95   	 -25.43		 60.10   	 -76.30		
-271.91   	 20.75   	 61.85   	 -25.43		 59.80   	 -76.30		
-261.84   	 22.89   	 61.75   	 -15.26		 59.49   	 -81.38		
-252.08   	 24.41   	 61.69   	 -15.26		 59.17   	 -76.30		
-243.23   	 25.33   	 61.63   	 -15.26		 58.86   	 -71.21		
-236.51   	 26.55   	 61.57   	 -20.35		 58.58   	 -61.04		
-231.32   	 28.08   	 61.49   	 -20.35		 58.33   	 -55.95		
-228.88   	 30.82   	 61.40   	 -30.52		 58.11   	 -40.69		
-228.58   	 34.79   	 61.28   	 -30.52		 57.94   	 -25.43		
-227.97   	 40.59   	 61.16   	 -30.52		 57.84   	 -10.17		
-223.39   	 47.30   	 61.04   	 -30.52		 57.80   	  -5.09		
-211.18   	 54.93   	 60.92   	 -25.43		 57.78   	   0.00		
-191.35   	 61.65   	 60.81   	 -20.35		 57.78   	   5.09		
-169.07   	 66.22   	 60.73   	 -15.26		 57.80   	   0.00		
-154.11   	 66.83   	 60.67   	  -5.09		 57.80   	   5.09		
-152.89   	 65.61   	 60.65   	  -5.09		 57.82   	   0.00		
-163.88   	 65.31   	 60.63   	   0.00		 57.82   	  -5.09		
-177.31   	 70.19   	 60.63   	   0.00		 57.80   	   0.00		
-182.50   	 81.79   	 60.63   	  -5.09		 57.80   	   0.00		
-177.00   	 97.35   	 60.61   	  -5.09		 57.80   	   0.00		
-167.54   	110.17   	 60.59   	 -15.26		 57.80   	   0.00		
-165.10   	113.22   	 60.53   	 -25.43		 57.80   	   5.09		
-174.87   	106.20   	 60.43   	 -30.52		 57.82   	   5.09		
-194.09   	 93.99   	 60.30   	 -35.61		 57.84   	  10.17		
-216.06   	 83.01   	 60.16   	 -40.69		 57.88   	  10.17		
-237.43   	 73.85   	 60.00   	 -40.69		 57.92   	   5.09		
-258.79   	 61.34   	 59.84   	 -40.69		 57.94   	  10.17		
-282.90   	 40.89   	 59.67   	 -40.69		 57.99   	  10.17		
-310.06   	 13.73   	 59.51   	 -35.61		 58.03   	   5.09		
-336.30   	-11.90   	 59.37   	 -25.43		 58.05   	  10.17		
-357.67   	-26.86   	 59.27   	 -15.26		 58.09   	  10.17		
-371.40   	-29.91   	 59.21   	 -10.17		 58.13   	  10.17		
-377.20   	-26.55   	 59.17   	   5.09		 58.17   	  10.17		
-378.11   	-24.41   	 59.19   	  15.26		 58.21   	  10.17		
-376.89   	-25.33   	 59.25   	  20.35		 58.25   	   5.09		
-376.59   	-27.77   	 59.33   	  20.35		 58.27   	   5.09		
-377.50   	-28.99   	 59.41   	  20.35		 58.29   	   5.09		
-378.72   	-27.77   	 59.49   	  10.17		 58.31   	   0.00		
-379.33   	-25.94   	 59.53   	  -5.09		 58.31   	   5.09		
-378.72   	-25.02   	 59.51   	 -25.43		 58.33   	   5.09		
-377.50   	-25.63   	 59.41   	 -35.61		 58.35   	  10.17		
-376.59   	-26.55   	 59.27   	 -55.95		 58.39   	  10.17		
-376.28   	-26.86   	 59.04   	 -66.12		 58.43   	  15.26		
-375.98   	-26.86   	 58.78   	 -66.12		 58.49   	  20.35		
-374.76   	-26.25   	 58.51   	 -61.04		 58.58   	  15.26		
-373.23   	-26.25   	 58.27   	 -55.95		 58.64   	  15.26		
-372.31   	-26.25   	 58.05   	 -40.69		 58.70   	  15.26		
-371.40   	-26.86   	 57.88   	 -30.52		 58.76   	  10.17		
-371.40   	-27.47   	 57.76   	 -20.35		 58.80   	  10.17		
-371.09   	-28.69   	 57.68   	  -5.09		 58.84   	   5.09		
-370.79   	-32.35   	 57.66   	   0.00		 58.86   	   0.00		
-368.96   	-41.20   	 57.66   	   5.09		 58.86   	  -5.09		
-361.94   	-58.29   	 57.68   	   5.09		 58.84   	 -15.26		
-342.10   	-83.01   	 57.70   	   0.00		 58.78   	 -15.26		
-303.34   	-110.17   	 57.70   	 -10.17		 58.72   	 -20.35		
-243.23   	-130.62   	 57.66   	 -15.26		 58.64   	 -20.35		
-165.71   	-133.97   	 57.60   	 -25.43		 58.56   	 -25.43		
-76.60   	-112.61   	 57.50   	 -40.69		 58.45   	 -25.43		
 20.14   	-63.78   	 57.33   	 -50.86		 58.35   	 -20.35		
119.32   	  8.24   	 57.13   	 -61.04		 58.27   	 -25.43		
207.82   	 93.69   	 56.89   	 -71.21		 58.17   	 -15.26		
263.06   	179.14   	 56.60   	 -66.12		 58.11   	 -15.26		
258.48   	254.52   	 56.34   	 -66.12		 58.05   	 -10.17		
163.57   	319.21   	 56.07   	 -55.95		 58.01   	 -10.17		
-47.61   	377.20   	 55.85   	 -50.86		 57.97   	  -5.09		
-380.86   	426.94   	 55.65   	 -40.69		 57.94   	  -5.09		
-815.12   	459.90   	 55.48   	 -30.52		 57.92   	 -10.17		
-1298.52   	466.61   	 55.36   	 -25.43		 57.88   	 -15.26		
-1750.49   	441.89   	 55.26   	 -20.35		 57.82   	 -15.26		
-2091.37   	390.93   	 55.18   	 -15.26		 57.76   	 -20.35		
-2276.92   	325.93   	 55.12   	 -10.17		 57.68   	 -15.26		
-2303.77(R)	257.57   	 55.08   	 -15.26		 57.62   	 -20.35		
-2196.35   	192.26   	 55.02   	 -10.17		 57.54   	 -20.35		
-1991.27   	129.39   	 54.97   	 -10.17		 57.46   	 -20.35		
-1721.19   	 61.34   	 54.93   	  -5.09		 57.38   	 -15.26		
-1416.32   	-27.16   	 54.91   	  -5.09		 57.31   	 -15.26		
-1110.23   	-147.71   	 54.89   	  -5.09		 57.25   	 -15.26		
-845.64   	-296.02   	 54.87   	   5.09		 57.19   	 -10.17		
-662.84   	-444.64   	 54.89   	  15.26		 57.15   	 -10.17		
-579.83   	-558.17   	 54.95   	  20.35		 57.11   	 -15.26		
-581.97   	-616.15   	 55.04   	  30.52		 57.05   	 -15.26		
-627.75   	-624.08   	 55.16   	  40.69		 56.99   	 -20.35		
-672.00   	-605.47   	 55.32   	  55.95		 56.91   	 -20.35		
-689.09   	-584.72   	 55.54   	  81.38		 56.83   	 -20.35		
-678.41   	-570.98   	 55.87   	 116.99		 56.74   	 -20.35		
-653.38   	-557.25   	 56.34   	 162.77		 56.66   	 -15.26		
-622.56   	-529.79   	 56.99   	 218.72		 56.60   	 -15.26		
-583.19   	-480.35   	 57.86   	 279.75		 56.54   	 -15.26		
-528.87   	-411.38   	 58.98   	 350.97		 56.48   	 -20.35		
-460.51   	-334.47   	 60.39   	 406.92		 56.40   	 -15.26		
-388.49   	-265.20   	 62.01   	 462.87		 56.34   	 -20.35		
-325.93   	-215.76   	 63.87   	 493.39		 56.26   	 -25.43		
-283.20   	-188.60   	 65.84   	 518.82		 56.15   	 -20.35		
-261.54   	-177.31   	 67.91   	 528.99		 56.07   	 -25.43		
-255.43   	-173.65   	 70.03   	 528.99		 55.97   	 -20.35		
-255.13   	-170.90   	 72.15   	 518.82		 55.89   	 -25.43		
-253.60   	-167.54   	 74.22   	 503.56		 55.79   	 -20.35		
-248.11   	-164.18   	 76.24   	 483.21		 55.71   	 -20.35		
-240.78   	-162.35   	 78.17   	 447.61		 55.63   	 -20.35		
-234.38   	-163.27   	 79.96   	 417.09		 55.54   	 -20.35		
-230.71   	-165.41   	 81.63   	 371.31		 55.46   	 -20.35		
-228.88   	-168.15   	 83.11   	 325.53		 55.38   	 -20.35		
-227.05   	-170.29   	 84.41   	 274.67		 55.30   	 -15.26		
-224.30   	-171.81   	 85.51   	 228.89		 55.24   	 -15.26		
-220.64   	-173.65   	 86.43   	 183.11		 55.18   	 -15.26		
-217.59   	-176.09   	 87.16   	 137.33		 55.12   	 -10.17		
-214.84   	-179.14   	 87.71   	 106.82		 55.08   	  -5.09		
-212.10   	-183.41   	 88.14   	  81.38		 55.06   	   5.09		
-209.66   	-187.68   	 88.46   	  55.95		 55.08   	  25.43		
-206.60   	-192.26   	 88.69   	  55.95		 55.18   	  45.78		
-203.25   	-196.84   	 88.91   	  50.86		 55.36   	  86.47		
-199.58   	-201.11   	 89.11   	  50.86		 55.71   	 137.33		
-195.62   	-205.08   	 89.32   	  30.52		 56.26   	 213.63		
-191.96   	-209.66   	 89.44   	  10.17		 57.11   	 315.36		
-188.29   	-214.23   	 89.48(S)	 -25.43		 58.37   	 427.26		
-184.63   	-219.73   	 89.38   	 -66.12		 60.08   	 549.34		
-180.97   	-225.52   	 89.11   	-101.73		 62.28   	 651.07		
-177.00   	-231.93   	 88.71   	-127.16		 64.88   	 707.02		
-173.03   	-238.95   	 88.20   	-137.33		 67.71   	 717.19		
-168.46   	-246.28   	 87.65   	-147.51		 70.58   	 666.32		
-163.88   	-254.52   	 87.06   	-152.59		 73.24   	 600.20		
-159.30   	-263.06   	 86.45   	-172.94		 75.65   	 513.73		
-154.42   	-271.91   	 85.76   	-188.20		 77.70   	 447.61		
-148.93   	-280.76   	 85.00   	-208.54		 79.49   	 396.74		
-143.13   	-290.53   	 84.17   	-218.72		 81.08   	 366.22		
-136.11   	-300.90   	 83.30   	-218.72		 82.54   	 350.97		
-128.48   	-312.19   	 82.42   	-213.63		 83.95   	 345.88		
-119.32   	-323.79   	 81.57   	-198.37		 85.33   	 340.79		
-109.25   	-335.69   	 80.77   	-178.03		 86.69   	 330.62		
-98.88   	-347.29   	 80.06   	-157.68		 88.02   	 325.53		
-88.81   	-358.89   	 79.43   	-142.42		 89.32   	 310.27		
-78.74   	-370.18   	 78.86   	-142.42		 90.56   	 289.93		
-68.36   	-381.16   	 78.29   	-142.42		 91.72   	 269.58		
-57.68   	-391.85   	 77.72   	-147.51		 92.80   	 249.24		
-46.08   	-401.92   	 77.13   	-147.51		 93.79   	 223.80		
-34.18   	-411.68   	 76.54   	-147.51		 94.69   	 198.37		
-22.28   	-419.92   	 75.95   	-147.51		 95.48   	 167.85		
-10.38   	-425.72   	 75.36   	-142.42		 96.15   	 137.33		
  0.92   	-428.47   	 74.79   	-122.07		 96.70   	  96.64		
 11.90   	-427.25   	 74.30   	 -96.64		 97.09   	  66.12		
 21.67   	-422.67   	 73.92   	 -61.04		 97.35   	  25.43		
 30.21   	-415.04   	 73.67   	 -30.52		 97.46   	   0.00		
 36.32   	-405.58   	 73.55   	   0.00		 97.46   	 -30.52		
 39.06   	-394.29   	 73.55   	  15.26		 97.33   	 -50.86		
 38.45   	-381.16   	 73.61   	  30.52		 97.13   	 -55.95		
 33.87   	-365.30   	 73.73   	  35.61		 96.91   	 -61.04		
 25.63   	-346.37   	 73.88   	  30.52		 96.66   	 -66.12		
 14.04   	-324.71   	 74.00   	  30.52		 96.40   	 -61.04		
 -0.61   	-300.60   	 74.12   	  25.43		 96.15   	 -66.12		
-18.62   	-274.66   	 74.22   	  25.43		 95.89   	 -66.12		
-39.98   	-247.80   	 74.32   	  25.43		 95.63   	 -81.38		
-63.78   	-220.64   	 74.42   	  30.52		 95.30   	 -86.47		
-89.72   	-193.79   	 74.55   	  30.52		 94.95   	-101.73		
-116.27   	-167.24   	 74.67   	  35.61		 94.55   	-116.99		
-141.91   	-141.91   	 74.81   	  35.61		 94.08   	-132.25		
-165.71   	-117.80   	 74.95   	  30.52		 93.55   	-142.42		
-187.68   	-95.52   	 75.08   	  25.43		 92.98   	-152.59		
-207.52   	-75.68   	 75.18   	  10.17		 92.37   	-167.85		
-225.52   	-57.68   	 75.22   	 -10.17		 91.70   	-167.85		
-241.39   	-41.81   	 75.18   	 -35.61		 91.03   	-178.03		
-256.04   	-28.38   	 75.04   	 -61.04		 90.32   	-178.03		
-269.17   	-17.40   	 74.79   	 -96.64		 89.60   	-178.03		
-281.37   	 -8.54   	 74.40   	-127.16		 88.89   	-178.03		
-291.75   	 -1.53   	 73.90   	-152.59		 88.18   	-178.03		
-300.90   	  5.19   	 73.29   	-157.68		 87.47   	-178.03		
-308.23   	 11.60   	 72.65   	-152.59		 86.75   	-172.94		
-314.03   	 17.09   	 72.04   	-137.33		 86.06   	-172.94		
-318.60   	 20.45   	 71.50   	-106.82		 85.37   	-167.85		
-321.35   	 21.97   	 71.07   	 -61.04		 84.70   	-162.77		
-323.18   	 22.28   	 70.82   	 -25.43		 84.05   	-162.77		
-324.71   	 21.97   	 70.72   	  25.43		 83.40   	-157.68		
-326.54   	 21.97   	 70.82   	  61.04		 82.77   	-147.51		
-328.37   	 21.97   	 71.07   	  96.64		 82.18   	-152.59		
-329.90   	 21.36   	 71.45   	 116.99		 81.57   	-142.42		
-330.51   	 20.14   	 71.92   	 116.99		 81.00   	-142.42		
-329.90   	 18.92   	 72.39   	 111.90		 80.43   	-137.33		
-328.67   	 18.31   	 72.84   	  86.47		 79.88   	-132.25		
-327.15   	 18.01   	 73.18   	  61.04		 79.35   	-127.16		
-325.93   	 18.01   	 73.43   	  30.52		 78.84   	-122.07		
-324.71   	 17.70   	 73.55   	  -5.09		 78.35   	-127.16		
-323.79   	 16.48   	 73.53   	 -30.52		 77.84   	-122.07		
-323.18   	 15.26   	 73.41   	 -50.86		 77.35   	-127.16		
-322.88   	 14.04   	 73.20   	 -71.21		 76.85   	-137.33		
-322.88   	 13.43   	 72.92   	 -81.38		 76.30   	-137.33		
-322.27   	 13.43   	 72.59   	 -91.56		 75.75   	-142.42		
-321.35   	 13.43   	 72.23   	 -86.47		 75.18   	-152.59		
-320.13   	 13.43   	 71.88   	 -86.47		 74.57   	-157.68		
-319.52   	 13.12   	 71.54   	 -71.21		 73.94   	-157.68		
-319.52   	 12.82   	 71.25   	 -61.04		 73.31   	-157.68		
-320.43   	 12.51   	 71.01   	 -45.78		 72.68   	-157.68		
-321.66   	 12.82   	 70.82   	 -35.61		 72.04   	-147.51		
-322.27   	 13.43   	 70.68   	 -25.43		 71.45   	-147.51		
-321.96   	 14.34   	 70.58   	 -15.26		 70.86   	-132.25		
-320.43   	 14.95   	 70.52   	 -15.26		 70.34   	-122.07		
-317.69   	 15.56   	 70.46   	 -10.17		 69.85   	-106.82		
-314.03   	 16.78   	 70.42   	 -15.26		 69.42   	 -96.64		
-308.84   	 18.62   	 70.36   	 -20.35		 69.03   	 -81.38		
-300.90   	 21.97   	 70.27   	 -20.35		 68.71   	 -66.12		
-289.92   	 26.55   	 70.19   	 -25.43		 68.44   	 -55.95		
-276.18   	 31.13   	 70.09   	 -25.43		 68.22   	 -55.95		
-262.76   	 34.79   	 69.99   	 -25.43		 68.00   	 -50.86		
-251.77   	 36.62   	 69.89   	 -15.26		 67.79   	 -50.86		
-244.75   	 37.54   	 69.83   	 -15.26		 67.59   	 -50.86		
-241.09   	 38.76   	 69.77   	 -10.17		 67.39   	 -50.86		
-239.26   	 41.50   	 69.73   	 -10.17		 67.18   	 -55.95		
-237.12   	 47.30   	 69.68   	 -15.26		 66.96   	 -55.95		
-230.71   	 54.93   	 69.62   	 -10.17		 66.73   	 -55.95		
-217.90   	 64.09   	 69.58   	 -20.35		 66.51   	 -50.86		
-198.36   	 72.94   	 69.50   	 -25.43		 66.31   	 -50.86		
-176.70   	 79.35   	 69.40   	 -30.52		 66.10   	 -50.86		
-162.05   	 81.79   	 69.28   	 -40.69		 65.90   	 -45.78		
-162.35   	 80.87   	 69.11   	 -45.78		 65.72   	 -45.78		
-177.00   	 79.04   	 68.93   	 -55.95		 65.53   	 -40.69		
-196.53   	 81.18   	 68.71   	 -55.95		 65.37   	 -35.61		
-207.21   	 90.03   	 68.48   	 -61.04		 65.23   	 -30.52		
-203.25   	104.68   	 68.24   	 -61.04		 65.11   	 -30.52		
-190.43   	119.02   	 68.00   	 -61.04		 64.98   	 -25.43		
-180.05   	125.43   	 67.75   	 -66.12		 64.88   	 -25.43		
-182.50   	121.46   	 67.49   	 -66.12		 64.78   	 -20.35		
-197.45   	111.08   	 67.22   	 -61.04		 64.70   	 -20.35		
-218.20   	101.01   	 66.98   	 -61.04		 64.62   	 -20.35		
-238.65   	 92.77   	 66.73   	 -55.95		 64.54   	 -15.26		
-257.87   	 83.01   	 66.51   	 -50.86		 64.48   	 -15.26		
-278.32   	 65.31   	 66.31   	 -45.78		 64.41   	 -15.26		
-301.82   	 39.06   	 66.12   	 -35.61		 64.35   	 -10.17		
-326.54   	 12.21   	 65.98   	 -25.43		 64.31   	 -15.26		
-347.90   	 -5.49   	 65.88   	 -15.26		 64.25   	 -10.17		
-361.33   	-10.38   	 65.82   	 -10.17		 64.21   	 -10.17		
-366.52   	 -6.71   	 65.78   	  -5.09		 64.17   	  -5.09		
-365.60   	 -2.75   	 65.76   	   0.00		 64.15   	  -5.09		
-362.85   	 -3.36   	 65.76   	  -5.09		 64.13   	  -5.09		
-361.33   	 -6.71   	 65.74   	  -5.09		 64.11   	   0.00		
-361.94   	 -8.54   	 65.72   	 -15.26		 64.11   	   0.00		
-363.46   	 -7.63   	 65.66   	 -25.43		 64.11   	   0.00		
-364.69   	 -4.88   	 65.55   	 -35.61		 64.11   	   0.00		
-364.69   	 -3.05   	 65.41   	 -50.86		 64.11   	   5.09		
-364.38   	 -3.05   	 65.21   	 -61.04		 64.13   	  -5.09		
