  I     	  II     	  AOp     	  AOp'		  CH2     	  CH2'		
-22.89   	 43.03   	119.19   	 116.99		123.38   	 249.24		
-17.70   	 34.18   	119.65   	 101.73		124.37   	 228.89		
-13.43   	 25.02   	120.06   	  86.47		125.29   	 213.63		
-10.38   	 18.01   	120.41   	  66.12		126.14   	 198.37		
 -8.85   	 14.34   	120.67   	  45.78		126.94   	 183.11		
 -9.16   	 13.73   	120.85   	  20.35		127.67   	 162.77		
-10.38   	 12.82   	120.94(S)	   0.00		128.32   	 152.59		
-11.90   	  8.85   	120.94   	 -30.52		128.93   	 132.25		
-13.73   	  0.61   	120.81   	 -50.86		129.46   	 116.99		
-15.56   	 -9.77   	120.61   	 -76.30		129.93   	 106.82		
-16.48   	-18.01   	120.30   	-101.73		130.36   	  86.47		
-16.78   	-21.36   	119.90   	-127.16		130.70   	  76.30		
-16.78   	-20.14   	119.39   	-147.51		131.01   	  55.95		
-16.48   	-16.78   	118.80   	-167.85		131.23   	  45.78		
-16.48   	-14.65   	118.13   	-193.29		131.41   	  25.43		
-17.09   	-16.17   	117.35   	-213.63		131.52   	  10.17		
-18.31   	-20.45   	116.50   	-233.98		131.56   	 -10.17		
-19.84   	-26.25   	115.56   	-254.32		131.52   	 -30.52		
-21.36   	-31.13   	114.55   	-269.58		131.39   	 -50.86		
-22.58   	-33.87   	113.47   	-295.01		131.19   	 -71.21		
-21.97   	-34.18   	112.29   	-305.19		130.90   	 -96.64		
-20.45   	-32.96   	111.07   	-325.53		130.52   	-116.99		
-17.70   	-31.43   	109.77   	-340.79		130.05   	-142.42		
-15.56   	-30.21   	108.40   	-340.79		129.48   	-162.77		
-14.95   	-29.91   	107.04   	-350.97		128.83   	-193.29		
-16.78   	-31.43   	105.64   	-345.88		128.06   	-213.63		
-20.14   	-34.79   	104.25   	-340.79		127.20   	-239.06		
-23.50   	-38.15   	102.89   	-325.53		126.25   	-259.41		
-25.02   	-38.45   	101.59   	-310.27		125.21   	-284.84		
-24.11   	-33.57   	100.35   	-289.93		124.07   	-305.19		
-21.67   	-23.19   	 99.19   	-264.50		122.85   	-320.45		
-20.14   	-11.29   	 98.13   	-239.06		121.57   	-335.71		
-21.36   	 -3.36   	 97.17   	-213.63		120.22   	-350.97		
-24.41   	 -3.05   	 96.32   	-193.29		118.82   	-356.05		
-27.16   	 -8.54   	 95.54   	-167.85		117.40   	-361.14		
-27.47   	-16.48   	 94.87   	-157.68		115.95   	-366.22		
-25.33   	-21.36   	 94.24   	-137.33		114.49   	-366.22		
-22.58   	-21.67   	 93.69   	-127.16		113.02   	-366.22		
-21.97   	-18.01   	 93.18   	-116.99		111.56   	-366.22		
-24.41   	-13.12   	 92.72   	-111.90		110.09   	-361.14		
-28.08   	 -9.16   	 92.27   	-106.82		108.65   	-356.05		
-30.82   	 -6.71   	 91.84   	-101.73		107.22   	-345.88		
-30.82   	 -5.49   	 91.43   	 -96.64		105.84   	-345.88		
-28.99   	 -4.58   	 91.05   	 -91.56		104.46   	-335.71		
-26.25   	 -3.05   	 90.68   	 -91.56		103.11   	-325.53		
-23.80   	 -0.92   	 90.32   	 -86.47		101.81   	-320.45		
-22.89   	  0.61   	 89.97   	 -86.47		100.53   	-310.27		
-22.58   	  0.92   	 89.62   	 -86.47		 99.29   	-305.19		
-23.19   	 -0.92   	 89.28   	 -86.47		 98.07   	-295.01		
-24.41   	 -3.66   	 88.93   	 -86.47		 96.89   	-284.84		
-25.33   	 -5.49   	 88.59   	 -86.47		 95.75   	-279.75		
-25.63   	 -4.88   	 88.24   	 -91.56		 94.63   	-269.58		
-25.33   	 -2.44   	 87.87   	 -86.47		 93.55   	-264.50		
-24.41   	  0.00   	 87.53   	 -96.64		 92.49   	-254.32		
-23.19   	 -0.31   	 87.14   	 -91.56		 91.47   	-244.15		
-21.67   	 -3.97   	 86.77   	 -96.64		 90.50   	-239.06		
-20.14   	 -9.16   	 86.39   	 -96.64		 89.54   	-228.89		
-19.23   	-13.12   	 86.00   	 -96.64		 88.63   	-223.80		
-18.92   	-14.95   	 85.62   	-101.73		 87.73   	-213.63		
-19.23   	-14.34   	 85.21   	 -96.64		 86.88   	-208.54		
-19.53   	-11.90   	 84.82   	-101.73		 86.04   	-198.37		
-18.92   	 -9.16   	 84.41   	-101.73		 85.25   	-193.29		
-17.70   	 -6.41   	 84.01   	 -96.64		 84.48   	-188.20		
-16.17   	 -3.66   	 83.62   	 -96.64		 83.72   	-183.11		
-15.87   	 -2.44   	 83.23   	 -96.64		 82.99   	-172.94		
-17.09   	 -2.44   	 82.85   	 -96.64		 82.30   	-167.85		
-18.31   	 -2.75   	 82.46   	 -96.64		 81.63   	-162.77		
-19.23   	 -3.66   	 82.07   	 -91.56		 80.98   	-152.59		
-18.62   	 -5.80   	 81.71   	 -96.64		 80.37   	-152.59		
-17.40   	 -9.77   	 81.32   	 -96.64		 79.76   	-142.42		
-16.48   	-15.26   	 80.94   	-101.73		 79.19   	-137.33		
-16.17   	-19.53   	 80.53   	-101.73		 78.64   	-132.25		
-16.48   	-20.14   	 80.12   	-106.82		 78.11   	-127.16		
-17.70   	-17.40   	 79.69   	-106.82		 77.60   	-127.16		
-18.62   	-13.43   	 79.27   	-106.82		 77.09   	-116.99		
-19.53   	-11.29   	 78.84   	-106.82		 76.62   	-111.90		
-19.53   	-11.90   	 78.41   	-106.82		 76.17   	-106.82		
-18.92   	-13.12   	 77.99   	-106.82		 75.75   	-106.82		
-18.62   	-13.43   	 77.56   	 -96.64		 75.32   	-101.73		
-18.31   	-12.21   	 77.17   	 -96.64		 74.91   	 -96.64		
-18.01   	-10.07   	 76.79   	 -86.47		 74.53   	 -96.64		
-16.48   	 -8.54   	 76.44   	 -91.56		 74.14   	 -91.56		
-14.04   	 -8.24   	 76.07   	 -81.38		 73.77   	 -86.47		
-10.99   	 -7.93   	 75.75   	 -81.38		 73.43   	 -86.47		
 -9.16   	 -7.02   	 75.42   	 -81.38		 73.08   	 -86.47		
 -9.16   	 -6.71   	 75.10   	 -86.47		 72.74   	 -81.38		
-11.60   	 -7.63   	 74.75   	 -86.47		 72.41   	 -76.30		
-14.65   	-10.38   	 74.40   	 -86.47		 72.11   	 -81.38		
-17.09   	-14.04   	 74.06   	 -91.56		 71.78   	 -76.30		
-17.70   	-17.40   	 73.69   	 -91.56		 71.47   	 -76.30		
-16.48   	-19.84   	 73.33   	 -96.64		 71.17   	 -71.21		
-14.34   	-20.75   	 72.94   	 -96.64		 70.88   	 -76.30		
-12.51   	-20.45   	 72.55   	 -96.64		 70.58   	 -71.21		
-11.29   	-19.23   	 72.17   	 -96.64		 70.29   	 -71.21		
-10.99   	-16.48   	 71.78   	 -96.64		 70.01   	 -66.12		
-11.29   	-13.43   	 71.39   	 -96.64		 69.75   	 -71.21		
-11.60   	-10.99   	 71.01   	 -96.64		 69.46   	 -66.12		
-11.60   	 -9.77   	 70.62   	 -96.64		 69.20   	 -66.12		
-11.90   	-11.29   	 70.23   	 -91.56		 68.93   	 -61.04		
-11.90   	-14.34   	 69.87   	 -91.56		 68.69   	 -66.12		
-11.60   	-18.01   	 69.50   	 -91.56		 68.42   	 -61.04		
-11.90   	-18.92   	 69.14   	 -86.47		 68.18   	 -61.04		
-12.51   	-15.87   	 68.79   	 -81.38		 67.93   	 -55.95		
-13.43   	 -9.77   	 68.46   	 -81.38		 67.71   	 -61.04		
-14.04   	 -4.58   	 68.14   	 -81.38		 67.47   	 -55.95		
-13.73   	 -3.97   	 67.81   	 -76.30		 67.24   	 -55.95		
-12.21   	 -7.63   	 67.51   	 -76.30		 67.02   	 -55.95		
-10.07   	-10.68   	 67.20   	 -76.30		 66.80   	 -55.95		
 -7.63   	 -7.93   	 66.90   	 -76.30		 66.57   	 -55.95		
 -5.80   	  3.36   	 66.59   	 -76.30		 66.35   	 -55.95		
 -3.66   	 21.06   	 66.29   	 -76.30		 66.12   	 -50.86		
 -0.92   	 39.37   	 65.98   	 -76.30		 65.92   	 -55.95		
  1.83   	 53.41   	 65.68   	 -81.38		 65.70   	 -50.86		
  3.05   	 60.42   	 65.35   	 -76.30		 65.49   	 -55.95		
  2.14   	 60.42   	 65.05   	 -76.30		 65.27   	 -50.86		
 -0.31   	 58.29   	 64.74   	 -81.38		 65.07   	 -50.86		
 -1.53   	 58.59   	 64.41   	 -76.30		 64.86   	 -55.95		
  0.92   	 64.70   	 64.11   	 -76.30		 64.64   	 -50.86		
  7.32   	 75.07   	 63.80   	 -71.21		 64.44   	 -45.78		
 16.17   	 83.62   	 63.52   	 -76.30		 64.25   	 -50.86		
 24.72   	 85.14   	 63.21   	 -71.21		 64.05   	 -50.86		
 31.74   	 76.90   	 62.93   	 -66.12		 63.85   	 -45.78		
 36.93   	 62.26   	 62.67   	 -71.21		 63.66   	 -45.78		
 41.20   	 47.61   	 62.38   	 -66.12		 63.48   	 -50.86		
 45.47   	 38.45   	 62.12   	 -61.04		 63.28   	 -40.69		
 49.13   	 37.23   	 61.87   	 -61.04		 63.11   	 -45.78		
 52.49   	 43.03   	 61.63   	 -61.04		 62.93   	 -45.78		
 56.15   	 51.57   	 61.38   	 -61.04		 62.75   	 -40.69		
 61.04   	 56.46   	 61.14   	 -61.04		 62.58   	 -45.78		
 68.66   	 52.19   	 60.89   	 -55.95		 62.40   	 -40.69		
 77.51   	 39.37   	 60.67   	 -55.95		 62.24   	 -45.78		
 84.84   	 25.33   	 60.45   	 -55.95		 62.05   	 -40.69		
 86.98   	 18.92   	 60.22   	 -55.95		 61.89   	 -40.69		
 81.48   	 22.28   	 60.00   	 -50.86		 61.73   	 -45.78		
 68.05   	 28.69   	 59.80   	 -55.95		 61.55   	 -40.69		
 50.35   	 27.16   	 59.57   	 -55.95		 61.38   	 -45.78		
 31.74   	 10.68   	 59.35   	 -55.95		 61.20   	 -45.78		
 15.87   	-16.17   	 59.12   	 -55.95		 61.02   	 -40.69		
  3.66   	-41.81   	 58.90   	 -55.95		 60.85   	 -45.78		
 -4.88   	-54.63   	 58.68   	 -61.04		 60.67   	 -40.69		
 -9.46   	-51.27   	 58.43   	 -55.95		 60.51   	 -45.78		
-11.29   	-39.06   	 58.21   	 -55.95		 60.33   	 -45.78		
-11.29   	-27.77   	 57.99   	 -50.86		 60.14   	 -40.69		
-10.68   	-24.41   	 57.78   	 -55.95		 59.98   	 -45.78		
-10.07   	-28.38   	 57.56   	 -55.95		 59.80   	 -40.69		
-10.99   	-34.79   	 57.33   	 -50.86		 59.63   	 -40.69		
-13.43   	-38.45   	 57.13   	 -50.86		 59.47   	 -40.69		
-16.48   	-38.76   	 56.93   	 -50.86		 59.31   	 -40.69		
-18.62   	-37.23   	 56.72   	 -45.78		 59.15   	 -40.69		
-18.31   	-35.71   	 56.54   	 -45.78		 58.98   	 -40.69		
-15.87   	-33.87   	 56.36   	 -40.69		 58.82   	 -40.69		
-12.51   	-31.13   	 56.20   	 -40.69		 58.66   	 -40.69		
-10.68   	-27.77   	 56.03   	 -40.69		 58.49   	 -45.78		
-12.51   	-23.80   	 55.87   	 -40.69		 58.31   	 -40.69		
-19.53   	-18.62   	 55.71   	 -40.69		 58.15   	 -40.69		
-35.71   	 -8.24   	 55.54   	 -40.69		 57.99   	 -45.78		
-66.22   	  9.77   	 55.38   	 -40.69		 57.80   	 -45.78		
-112.00   	 31.43   	 55.22   	 -40.69		 57.62   	 -45.78		
-162.66   	 50.96   	 55.06   	 -40.69		 57.44   	 -45.78		
-192.87   	 65.61   	 54.89   	 -40.69		 57.25   	 -45.78		
-171.20   	 82.70   	 54.73   	 -40.69		 57.07   	 -45.78		
-73.85   	121.15   	 54.57   	 -45.78		 56.89   	 -45.78		
105.59   	201.42   	 54.38   	 -45.78		 56.70   	 -45.78		
354.00   	331.12   	 54.20   	 -45.78		 56.52   	 -40.69		
640.56   	487.06   	 54.02   	 -40.69		 56.36   	 -45.78		
917.66   	601.81(R)	 53.86   	 -45.78		 56.17   	 -45.78		
1120.30   	589.29   	 53.67   	 -45.78		 55.99   	 -45.78		
1189.58   	401.61   	 53.49   	 -45.78		 55.81   	 -45.78		
1103.52   	 76.60   	 53.31   	 -40.69		 55.63   	 -45.78		
897.22   	-262.76   	 53.14   	 -40.69		 55.44   	 -40.69		
650.33   	-473.33   	 52.98   	 -45.78		 55.28   	 -45.78		
441.59   	-487.37   	 52.80   	 -40.69		 55.10   	 -45.78		
301.21   	-355.22   	 52.63   	 -45.78		 54.91   	 -45.78		
209.96   	-191.96   	 52.45   	 -40.69		 54.73   	 -45.78		
134.28   	-88.20   	 52.29   	 -45.78		 54.55   	 -45.78		
 60.42   	-59.51   	 52.11   	 -40.69		 54.36   	 -40.69		
  0.00   	-63.48   	 51.94   	 -45.78		 54.20   	 -45.78		
-31.13   	-56.76   	 51.76   	 -45.78		 54.02   	 -45.78		
-35.10   	-32.04   	 51.58   	 -40.69		 53.83   	 -45.78		
-30.21   	-10.07   	 51.41   	 -40.69		 53.65   	 -40.69		
-32.96   	 -7.32   	 51.25   	 -35.61		 53.49   	 -45.78		
-44.86   	-19.23   	 51.11   	 -30.52		 53.31   	 -40.69		
-57.98   	-30.21   	 50.99   	 -30.52		 53.14   	 -40.69		
-65.00   	-30.82   	 50.86   	 -25.43		 52.98   	 -40.69		
-65.61   	-22.28   	 50.76   	 -15.26		 52.82   	 -40.69		
-64.39   	-10.68   	 50.70   	 -10.17		 52.65   	 -40.69		
-65.31   	 -1.22   	 50.66   	  -5.09		 52.49   	 -40.69		
-68.36   	  4.88   	 50.64(D)	  10.17		 52.33   	 -35.61		
-72.63   	  7.32   	 50.68   	  20.35		 52.19   	 -40.69		
-76.29   	  7.02   	 50.76   	  30.52		 52.02   	 -40.69		
-78.74   	  4.27   	 50.88   	  50.86		 51.86   	 -35.61		
-79.35   	  1.22   	 51.09   	  76.30		 51.72   	 -35.61		
-78.43   	 -0.92   	 51.39   	  96.64		 51.58   	 -40.69		
-76.60   	 -0.61   	 51.78   	 122.07		 51.41   	 -35.61		
-74.46   	  2.14   	 52.27   	 162.77		 51.27   	 -40.69		
-73.55   	  6.10   	 52.92   	 188.20		 51.11   	 -35.61		
-74.46   	  9.77   	 53.67   	 228.89		 50.97   	 -35.61		
-76.60   	 13.12   	 54.59   	 269.58		 50.82   	 -35.61		
-78.74   	 15.87   	 55.67   	 295.01		 50.68   	 -35.61		
-80.26   	 18.62   	 56.85   	 335.71		 50.54   	 -25.43		
-80.57   	 20.14   	 58.19   	 356.05		 50.44   	 -25.43		
-79.65   	 20.45   	 59.61   	 381.48		 50.34   	 -15.26		
-78.74   	 19.84   	 61.14   	 401.83		 50.27   	   0.00		
-77.82   	 19.53   	 62.75   	 406.92		 50.27   	  10.17		
-77.82   	 20.45   	 64.37   	 406.92		 50.32   	  35.61		
-79.35   	 22.89   	 66.00   	 406.92		 50.46   	  55.95		
-81.79   	 25.02   	 67.63   	 401.83		 50.68   	  91.56		
-83.62   	 25.94   	 69.24   	 386.57		 51.05   	 116.99		
-83.92   	 24.72   	 70.78   	 381.48		 51.52   	 152.59		
-82.70   	 22.89   	 72.31   	 376.40		 52.13   	 188.20		
-81.79   	 22.58   	 73.81   	 366.22		 52.88   	 218.72		
-82.70   	 24.41   	 75.28   	 366.22		 53.75   	 249.24		
-86.06   	 26.86   	 76.74   	 361.14		 54.75   	 279.75		
-89.42   	 28.69   	 78.19   	 356.05		 55.87   	 300.10		
-90.33   	 29.60   	 79.61   	 356.05		 57.07   	 325.53		
-88.20   	 31.13   	 81.04   	 345.88		 58.37   	 345.88		
-83.92   	 34.48   	 82.42   	 345.88		 59.76   	 361.14		
-80.87   	 39.06   	 83.80   	 335.71		 61.20   	 381.48		
-81.18   	 43.33   	 85.15   	 330.62		 62.73   	 391.66		
-83.92   	 45.78   	 86.47   	 315.36		 64.29   	 406.92		
-87.59   	 47.30   	 87.73   	 315.36		 65.92   	 422.18		
-91.86   	 50.05   	 88.99   	 310.27		 67.61   	 427.26		
-95.83   	 54.93   	 90.23   	 305.19		 69.32   	 437.43		
-98.88   	 60.73   	 91.45   	 300.10		 71.07   	 447.61		
-100.10   	 65.31   	 92.65   	 300.10		 72.86   	 452.69		
-100.10   	 67.44   	 93.86   	 289.93		 74.67   	 457.78		
-99.49   	 67.44   	 95.01   	 284.84		 76.50   	 467.95		
-100.10   	 67.44   	 96.15   	 274.67		 78.37   	 467.95		
-103.15   	 69.27   	 97.25   	 254.32		 80.24   	 478.13		
-107.42   	 74.16   	 98.27   	 239.06		 82.16   	 473.04		
-111.08   	 80.87   	 99.23   	 223.80		 84.05   	 473.04		
-112.92   	 88.20   	100.12   	 208.54		 85.94   	 478.13		
-113.22   	 94.30   	100.96   	 193.29		 87.85   	 467.95		
-113.53   	 96.74   	101.73   	 188.20		 89.72   	 462.87		
-114.75   	 94.91   	102.48   	 178.03		 91.58   	 457.78		
-116.88   	 90.64   	103.19   	 178.03		 93.41   	 452.69		
-118.71   	 87.28   	103.91   	 178.03		 95.22   	 447.61		
-119.02   	 88.50   	104.62   	 178.03		 97.01   	 437.43		
-115.97   	 94.30   	105.33   	 183.11		 98.76   	 427.26		
-110.17   	101.32   	106.06   	 178.03		100.47   	 417.09		
-101.93   	105.59   	106.77   	 178.03		102.14   	 406.92		
-91.86   	105.29   	107.49   	 167.85		103.76   	 396.74		
-80.57   	102.84   	108.16   	 167.85		105.35   	 386.57		
-68.36   	 99.49   	108.83   	 152.59		106.90   	 366.22		
-55.54   	 96.13   	109.44   	 142.42		108.36   	 356.05		
-43.03   	 90.33   	110.01   	 132.25		109.79   	 345.88		
-32.96   	 79.96   	110.54   	 116.99		111.17   	 325.53		
-25.63   	 65.31   	111.01   	 106.82		112.47   	 310.27		
-20.14   	 50.96   	111.43   	  91.56		113.71   	 300.10		
-15.26   	 40.28   	111.80   	  76.30		114.91   	 279.75		
-10.68   	 34.79   	112.11   	  71.21		116.03   	 269.58		
 -6.71   	 32.04   	112.39   	  55.95		117.11   	 249.24		
 -4.27   	 28.38   	112.61   	  50.86		118.11   	 239.06		
 -3.05   	 22.89   	112.82   	  45.78		119.06   	 218.72		
 -1.53   	 16.48   	113.00   	  35.61		119.94   	 208.54		
  0.61   	 12.21   	113.14   	  35.61		120.77   	 188.20		
  3.36   	 10.38   	113.29   	  20.35		121.53   	 172.94		
  5.19   	  8.54   	113.37   	  15.26		122.22   	 162.77		
  5.19   	  3.97   	113.43   	   5.09		122.87   	 142.42		
  3.66   	 -3.66   	113.45(S)	 -10.17		123.44   	 132.25		
  1.53   	-11.90   	113.41   	 -25.43		123.97   	 111.90		
 -0.92   	-17.70   	113.31   	 -45.78		124.41   	 101.73		
 -1.83   	-21.36   	113.12   	 -71.21		124.82   	  81.38		
 -1.83   	-24.41   	112.84   	 -96.64		125.15   	  71.21		
 -0.92   	-27.77   	112.45   	-132.25		125.43   	  45.78		
  0.00   	-29.30   	111.92   	-162.77		125.61   	  35.61		
  0.92   	-26.86   	111.27   	-203.46		125.76   	  15.26		
  0.92   	-21.06   	110.46   	-233.98		125.82   	  -5.09		
 -0.61   	-16.17   	109.52   	-269.58		125.80   	 -30.52		
 -2.75   	-17.09   	108.44   	-305.19		125.68   	 -50.86		
 -5.19   	-24.41   	107.22   	-335.71		125.47   	 -71.21		
 -6.71   	-35.40   	105.88   	-361.14		125.19   	 -96.64		
 -6.71   	-43.95   	104.43   	-376.40		124.80   	-127.16		
 -4.88   	-46.08   	102.93   	-391.66		124.29   	-147.51		
 -2.14   	-41.20   	101.36   	-391.66		123.70   	-178.03		
  0.61   	-32.96   	 99.80   	-386.57		122.99   	-203.46		
  2.44   	-26.25   	 98.25   	-366.22		122.18   	-228.89		
  1.83   	-24.11   	 96.78   	-340.79		121.26   	-249.24		
 -0.92   	-25.94   	 95.42   	-310.27		120.26   	-274.67		
 -4.88   	-27.47   	 94.18   	-279.75		119.17   	-295.01		
 -8.24   	-23.80   	 93.06   	-244.15		117.99   	-310.27		
 -8.85   	-14.95   	 92.09   	-208.54		116.74   	-325.53		
 -7.32   	 -5.80   	 91.25   	-183.11		115.44   	-330.62		
 -5.49   	 -3.05   	 90.52   	-157.68		114.12   	-340.79		
 -5.80   	 -8.24   	 89.89   	-137.33		112.76   	-345.88		
 -9.16   	-17.40   	 89.34   	-122.07		111.37   	-340.79		
-14.34   	-24.72   	 88.85   	-106.82		110.01   	-345.88		
-18.92   	-25.63   	 88.42   	-101.73		108.63   	-340.79		
-20.75   	-19.84   	 88.02   	 -91.56		107.26   	-340.79		
-19.53   	-10.38   	 87.65   	 -86.47		105.90   	-330.62		
-17.40   	 -1.22   	 87.30   	 -81.38		104.58   	-330.62		
-15.87   	  4.58   	 86.98   	 -71.21		103.25   	-320.45		
-15.56   	  6.10   	 86.69   	 -66.12		101.97   	-315.36		
-16.78   	  3.36   	 86.43   	 -61.04		100.71   	-310.27		
-18.92   	 -1.53   	 86.18   	 -55.95		 99.47   	-305.19		
-21.06   	 -6.41   	 85.96   	 -45.78		 98.25   	-295.01		
-22.58   	 -9.77   	 85.78   	 -50.86		 97.07   	-289.93		
-23.19   	-10.68   	 85.57   	 -45.78		 95.91   	-284.84		
-22.58   	 -8.85   	 85.39   	 -55.95		 94.77   	-279.75		
-21.06   	 -5.49   	 85.17   	 -55.95		 93.65   	-269.58		
-19.53   	 -2.75   	 84.94   	 -61.04		 92.57   	-264.50		
-18.62   	 -3.05   	 84.70   	 -71.21		 91.52   	-259.41		
-18.01   	 -7.02   	 84.41   	 -81.38		 90.48   	-249.24		
-17.70   	-12.21   	 84.09   	 -81.38		 89.48   	-239.06		
-18.01   	-15.56   	 83.76   	 -91.56		 88.52   	-239.06		
-18.92   	-16.17   	 83.40   	 -96.64		 87.57   	-228.89		
-20.45   	-15.26   	 83.01   	 -91.56		 86.65   	-218.72		
-21.67   	-14.04   	 82.64   	 -96.64		 85.78   	-218.72		
-21.67   	-12.82   	 82.26   	 -96.64		 84.90   	-203.46		
-20.75   	-11.90   	 81.87   	 -91.56		 84.09   	-203.46		
-20.14   	-11.90   	 81.51   	 -91.56		 83.28   	-198.37		
-19.84   	-13.73   	 81.14   	 -91.56		 82.48   	-188.20		
-19.53   	-18.01   	 80.77   	 -91.56		 81.73   	-183.11		
-18.62   	-23.50   	 80.41   	 -91.56		 81.00   	-178.03		
-17.40   	-27.47   	 80.04   	 -86.47		 80.28   	-172.94		
-16.78   	-27.77   	 79.69   	 -91.56		 79.59   	-162.77		
-18.01   	-25.02   	 79.33   	 -86.47		 78.94   	-162.77		
-20.75   	-20.75   	 78.98   	 -91.56		 78.29   	-157.68		
-23.80   	-18.01   	 78.62   	 -86.47		 77.66   	-147.51		
-24.72   	-18.01   	 78.27   	 -86.47		 77.07   	-147.51		
-23.50   	-21.97   	 77.92   	 -86.47		 76.48   	-137.33		
-21.06   	-27.77   	 77.58   	 -81.38		 75.93   	-132.25		
-19.53   	-32.04   	 77.25   	 -86.47		 75.40   	-132.25		
-18.62   	-31.74   	 76.91   	 -81.38		 74.87   	-122.07		
-18.01   	-26.55   	 76.58   	 -81.38		 74.38   	-122.07		
-17.09   	-19.53   	 76.26   	 -86.47		 73.90   	-116.99		
-15.56   	-16.17   	 75.91   	 -86.47		 73.43   	-111.90		
-14.34   	-19.84   	 75.56   	 -86.47		 72.98   	-111.90		
-14.34   	-29.30   	 75.22   	 -91.56		 72.53   	-101.73		
-14.95   	-39.67   	 74.85   	 -96.64		 72.13   	-101.73		
-15.56   	-45.17   	 74.47   	 -91.56		 71.72   	-101.73		
-15.26   	-42.11   	 74.10   	-101.73		 71.31   	 -91.56		
-14.65   	-32.04   	 73.69   	 -96.64		 70.95   	 -91.56		
-14.34   	-21.36   	 73.31   	-101.73		 70.58   	 -91.56		
-15.26   	-16.78   	 72.90   	 -96.64		 70.21   	 -86.47		
-16.78   	-21.06   	 72.51   	-101.73		 69.87   	 -81.38		
-18.31   	-31.13   	 72.11   	 -96.64		 69.54   	 -81.38		
-18.62   	-39.98   	 71.72   	 -96.64		 69.22   	 -81.38		
-17.70   	-42.42   	 71.33   	 -96.64		 68.89   	 -76.30		
-15.56   	-37.23   	 70.95   	 -96.64		 68.59   	 -71.21		
-12.82   	-27.77   	 70.56   	 -91.56		 68.30   	 -76.30		
-10.68   	-19.84   	 70.19   	 -86.47		 68.00   	 -71.21		
 -9.77   	-17.70   	 69.85   	 -86.47		 67.71   	 -66.12		
-10.99   	-21.67   	 69.50   	 -81.38		 67.45   	 -66.12		
-14.34   	-29.91   	 69.18   	 -86.47		 67.18   	 -66.12		
-18.31   	-37.84   	 68.83   	 -81.38		 66.92   	 -66.12		
-20.75   	-42.11   	 68.50   	 -76.30		 66.65   	 -61.04		
-20.75   	-41.20   	 68.20   	 -81.38		 66.41   	 -61.04		
-18.01   	-36.93   	 67.87   	 -76.30		 66.16   	 -61.04		
-14.65   	-32.35   	 67.57   	 -81.38		 65.92   	 -61.04		
-12.51   	-30.52   	 67.24   	 -81.38		 65.68   	 -55.95		
-12.82   	-31.13   	 66.92   	 -81.38		 65.45   	 -61.04		
-14.65   	-31.43   	 66.59   	 -81.38		 65.21   	 -55.95		
-15.26   	-27.47   	 66.27   	 -81.38		 64.98   	 -55.95		
-13.12   	-17.70   	 65.94   	 -86.47		 64.76   	 -55.95		
 -8.54   	 -3.05   	 65.59   	 -86.47		 64.54   	 -55.95		
 -2.44   	 13.43   	 65.25   	 -86.47		 64.31   	 -55.95		
  1.83   	 29.60   	 64.90   	 -91.56		 64.09   	 -55.95		
  3.36   	 44.25   	 64.54   	 -86.47		 63.87   	 -50.86		
  2.14   	 55.85   	 64.19   	 -86.47		 63.66   	 -55.95		
  0.00   	 63.17   	 63.85   	 -81.38		 63.44   	 -50.86		
 -0.61   	 65.92   	 63.52   	 -86.47		 63.23   	 -55.95		
  2.44   	 64.39   	 63.17   	 -86.47		 63.01   	 -50.86		
  8.85   	 60.73   	 62.83   	 -81.38		 62.81   	 -50.86		
 16.48   	 55.85   	 62.50   	 -81.38		 62.60   	 -50.86		
 23.80   	 49.74   	 62.18   	 -81.38		 62.40   	 -45.78		
 29.91   	 43.33   	 61.85   	 -76.30		 62.22   	 -45.78		
 36.01   	 37.84   	 61.55   	 -76.30		 62.03   	 -50.86		
 43.03   	 34.48   	 61.24   	 -71.21		 61.83   	 -45.78		
 50.35   	 33.26   	 60.96   	 -66.12		 61.65   	 -45.78		
 55.85   	 33.57   	 60.69   	 -71.21		 61.46   	 -40.69		
 58.59   	 34.79   	 60.41   	 -61.04		 61.30   	 -45.78		
 60.42   	 36.01   	 60.16   	 -66.12		 61.12   	 -45.78		
 63.17   	 35.10   	 59.90   	 -61.04		 60.94   	 -40.69		
 68.97   	 28.99   	 59.65   	 -61.04		 60.77   	 -45.78		
 77.82   	 18.01   	 59.41   	 -61.04		 60.59   	 -40.69		
 86.06   	  6.10   	 59.17   	 -61.04		 60.43   	 -45.78		
 89.72   	  0.61   	 58.92   	 -66.12		 60.24   	 -45.78		
 85.75   	  3.66   	 58.66   	 -61.04		 60.06   	 -40.69		
 73.85   	  8.24   	 58.41   	 -61.04		 59.90   	 -45.78		
 56.46   	  5.19   	 58.17   	 -66.12		 59.71   	 -45.78		
 36.93   	-10.68   	 57.90   	 -61.04		 59.53   	 -45.78		
 19.23   	-34.79   	 57.66   	 -61.04		 59.35   	 -40.69		
  5.49   	-56.46   	 57.42   	 -61.04		 59.19   	 -45.78		
 -3.66   	-67.44   	 57.17   	 -55.95		 59.00   	 -40.69		
 -7.93   	-67.44   	 56.95   	 -61.04		 58.84   	 -45.78		
 -8.85   	-61.04   	 56.70   	 -50.86		 58.66   	 -40.69		
 -8.85   	-53.71   	 56.50   	 -50.86		 58.49   	 -40.69		
 -9.46   	-50.05   	 56.30   	 -50.86		 58.33   	 -40.69		
