  I     	  II     	  AO     	  AO'		  FA     	  FA'		
339.05   	2197.27   	 47.65   	 -35.61		 46.57   	 -15.26		
260.93   	1811.83   	 47.51   	 -30.52		 46.51   	 -15.26		
171.81   	1233.83   	 47.39   	 -30.52		 46.45   	 -15.26		
 99.49   	633.24   	 47.26   	 -20.35		 46.39   	 -15.26		
 57.98   	154.42   	 47.18   	 -20.35		 46.33   	 -15.26		
 39.37   	-138.24   	 47.10   	 -15.26		 46.27   	 -15.26		
 22.28   	-256.96   	 47.04   	 -10.17		 46.21   	 -15.26		
 -2.14   	-261.84   	 47.00   	  -5.09		 46.14   	 -15.26		
-25.63   	-225.22   	 46.98   	  -5.09		 46.08   	 -15.26		
-32.96   	-198.06   	 46.96   	  -5.09		 46.02   	 -15.26		
-18.01   	-196.84   	 46.94   	   5.09		 45.96   	 -10.17		
  6.41   	-210.88   	 46.96   	   5.09		 45.92   	 -15.26		
 23.80   	-221.25   	 46.98   	  15.26		 45.86   	 -10.17		
 30.52   	-218.51   	 47.04   	  20.35		 45.82   	 -10.17		
 29.60   	-207.82   	 47.12   	  45.78		 45.78   	 -10.17		
 24.72   	-201.11   	 47.30   	  61.04		 45.74   	 -10.17		
 14.95   	-201.72   	 47.55   	  96.64		 45.70   	  -5.09		
  0.00   	-205.69   	 47.93   	 137.33		 45.68   	 -10.17		
-10.07   	-205.69   	 48.48   	 178.03		 45.64   	   0.00		
 -4.27   	-200.50   	 49.20   	 233.98		 45.64   	  -5.09		
 18.01   	-194.09   	 50.13   	 279.75		 45.62   	   0.00		
 43.95   	-190.73   	 51.25   	 335.71		 45.62   	   0.00		
 57.68   	-191.04   	 52.59   	 376.40		 45.62   	  -5.09		
 52.80   	-191.96   	 54.10   	 417.09		 45.59   	   5.09		
 38.45   	-189.82   	 55.77   	 442.52		 45.62   	   0.00		
 24.11   	-183.11   	 57.54   	 452.69		 45.62   	   0.00		
 14.65   	-174.26   	 59.35   	 457.78		 45.62   	   5.09		
 13.12   	-165.41   	 61.18   	 452.69		 45.64   	  15.26		
 18.01   	-158.69   	 62.99   	 447.61		 45.70   	  15.26		
 23.19   	-155.94   	 64.78   	 427.26		 45.76   	  35.61		
 21.67   	-155.64   	 66.49   	 412.00		 45.90   	  55.95		
 12.82   	-155.64   	 68.14   	 391.66		 46.12   	  91.56		
  3.05   	-152.89   	 69.70   	 371.31		 46.49   	 132.25		
  0.92   	-144.96   	 71.19   	 340.79		 47.02   	 188.20		
 10.99   	-133.36   	 72.55   	 320.45		 47.77   	 259.41		
 29.30   	-122.38   	 73.83   	 295.01		 48.81   	 330.62		
 49.74   	-115.97   	 75.01   	 269.58		 50.13   	 401.83		
 67.44   	-114.44   	 76.09   	 259.41		 51.74   	 473.04		
 75.99   	-114.44   	 77.13   	 244.15		 53.63   	 534.08		
 66.83   	-113.22   	 78.11   	 239.06		 55.77   	 579.86		
 38.45   	-110.17   	 79.06   	 239.06		 58.09   	 605.29		
  2.75   	-105.29   	 80.02   	 239.06		 60.51   	 615.46		
-19.53   	-99.79   	 80.98   	 254.32		 62.97   	 620.55		
-16.78   	-95.21   	 81.99   	 259.41		 65.45   	 605.29		
  2.14   	-91.55   	 83.03   	 264.50		 67.87   	 579.86		
 20.45   	-89.11   	 84.09   	 274.67		 70.19   	 559.51		
 30.21   	-87.28   	 85.19   	 274.67		 72.43   	 518.82		
 32.65   	-85.75   	 86.29   	 274.67		 74.51   	 488.30		
 30.52   	-83.92   	 87.39   	 264.50		 76.46   	 447.61		
 21.97   	-80.57   	 88.44   	 259.41		 78.25   	 406.92		
  5.19   	-75.68   	 89.48   	 244.15		 79.88   	 371.31		
-11.29   	-70.19   	 90.46   	 228.89		 81.36   	 335.71		
 -9.46   	-64.39   	 91.37   	 208.54		 82.71   	 300.10		
 18.62   	-60.12   	 92.21   	 188.20		 83.91   	 269.58		
 59.20   	-57.07   	 92.96   	 167.85		 84.98   	 244.15		
 86.98   	-54.63   	 93.63   	 142.42		 85.96   	 218.72		
 86.36   	-51.57   	 94.20   	 127.16		 86.84   	 203.46		
 60.42   	-47.30   	 94.71   	 106.82		 87.65   	 193.29		
 23.80   	-42.42   	 95.14   	  91.56		 88.42   	 178.03		
 -4.88   	-37.54   	 95.50   	  66.12		 89.13   	 167.85		
-14.04   	-32.04   	 95.77   	  55.95		 89.81   	 157.68		
 -5.49   	-24.72   	 95.99   	  30.52		 90.44   	 147.51		
 10.07   	-15.87   	 96.11   	  15.26		 91.03   	 137.33		
 20.45   	 -8.24   	 96.17   	  -5.09		 91.58   	 122.07		
 15.26   	 -4.27   	 96.15   	 -25.43		 92.06   	 111.90		
 -6.71   	 -4.88   	 96.05   	 -45.78		 92.51   	  96.64		
-34.48   	 -7.32   	 95.87   	 -61.04		 92.90   	  81.38		
-51.27   	 -6.10   	 95.63   	 -81.38		 93.22   	  66.12		
-50.35   	  0.92   	 95.30   	 -96.64		 93.49   	  50.86		
-34.79   	 12.21   	 94.91   	-111.90		 93.69   	  30.52		
-14.34   	 22.28   	 94.47   	-122.07		 93.81   	  15.26		
  2.44   	 25.94   	 93.98   	-127.16		 93.88   	  -5.09		
 11.60   	 21.97   	 93.47   	-132.25		 93.86   	 -25.43		
 14.65   	 14.04   	 92.94   	-137.33		 93.75   	 -40.69		
 17.09   	  8.54   	 92.39   	-137.33		 93.59   	 -55.95		
 25.02   	 10.38   	 91.84   	-142.42		 93.37   	 -76.30		
 33.87   	 18.92   	 91.27   	-142.42		 93.06   	 -86.47		
 33.57   	 28.99   	 90.70   	-137.33		 92.72   	-101.73		
 16.48   	 32.65   	 90.15   	-142.42		 92.31   	-111.90		
-16.78   	 26.25   	 89.58   	-142.42		 91.86   	-116.99		
-52.19   	 12.82   	 89.01   	-147.51		 91.39   	-127.16		
-70.19   	 -0.31   	 88.42   	-142.42		 90.88   	-132.25		
-60.42   	 -7.32   	 87.85   	-142.42		 90.36   	-137.33		
-31.74   	 -6.10   	 87.28   	-142.42		 89.81   	-142.42		
 -0.92   	  0.00   	 86.71   	-137.33		 89.24   	-142.42		
 18.62   	  7.02   	 86.16   	-137.33		 88.67   	-142.42		
 25.02   	 10.99   	 85.62   	-132.25		 88.10   	-142.42		
 25.63   	 11.29   	 85.09   	-127.16		 87.53   	-142.42		
 27.77   	  8.24   	 84.58   	-127.16		 86.96   	-142.42		
 35.10   	  3.97   	 84.07   	-122.07		 86.39   	-147.51		
 49.44   	  1.22   	 83.58   	-122.07		 85.80   	-142.42		
 72.63   	  3.05   	 83.09   	-116.99		 85.23   	-147.51		
105.90   	 10.07   	 82.62   	-122.07		 84.64   	-142.42		
142.82   	 20.45   	 82.14   	-122.07		 84.07   	-147.51		
167.54   	 31.13   	 81.65   	-122.07		 83.48   	-142.42		
165.41   	 39.98   	 81.16   	-132.25		 82.91   	-142.42		
134.89   	 45.17   	 80.63   	-142.42		 82.34   	-142.42		
 92.47   	 46.69   	 80.06   	-147.51		 81.77   	-142.42		
 67.14   	 45.17   	 79.47   	-157.68		 81.20   	-142.42		
 76.60   	 42.72   	 78.84   	-162.77		 80.63   	-137.33		
112.92   	 41.81   	 78.19   	-172.94		 80.08   	-137.33		
150.76   	 44.86   	 77.50   	-178.03		 79.53   	-132.25		
167.24   	 51.88   	 76.79   	-178.03		 79.00   	-132.25		
158.39   	 60.73   	 76.07   	-178.03		 78.47   	-132.25		
137.63   	 68.36   	 75.36   	-172.94		 77.94   	-127.16		
119.63   	 73.55   	 74.67   	-167.85		 77.44   	-132.25		
112.00   	 77.51   	 74.00   	-157.68		 76.91   	-127.16		
112.92   	 80.26   	 73.37   	-142.42		 76.40   	-132.25		
115.05   	 80.57   	 72.80   	-127.16		 75.87   	-127.16		
114.14   	 78.43   	 72.29   	-116.99		 75.36   	-132.25		
109.86   	 73.55   	 71.82   	-106.82		 74.83   	-137.33		
103.76   	 67.14   	 71.39   	 -96.64		 74.28   	-132.25		
 98.27   	 61.34   	 71.01   	 -96.64		 73.75   	-137.33		
 94.60   	 57.98   	 70.62   	 -96.64		 73.20   	-142.42		
 93.69   	 58.59   	 70.23   	-106.82		 72.63   	-137.33		
 94.91   	 62.26   	 69.81   	-106.82		 72.09   	-147.51		
 99.79   	 66.83   	 69.38   	-116.99		 71.50   	-142.42		
108.95   	 68.97   	 68.91   	-122.07		 70.93   	-142.42		
118.41   	 65.92   	 68.42   	-127.16		 70.36   	-142.42		
123.29   	 57.98   	 67.91   	-127.16		 69.79   	-137.33		
121.77   	 49.44   	 67.41   	-122.07		 69.24   	-137.33		
117.49   	 45.78   	 66.92   	-122.07		 68.69   	-132.25		
114.14   	 48.52   	 66.43   	-116.99		 68.16   	-122.07		
115.36   	 54.93   	 65.96   	-101.73		 67.67   	-122.07		
118.41   	 61.34   	 65.55   	 -96.64		 67.18   	-116.99		
118.41   	 65.00   	 65.17   	 -86.47		 66.71   	-116.99		
114.75   	 67.75   	 64.82   	 -76.30		 66.25   	-106.82		
112.30   	 74.16   	 64.52   	 -76.30		 65.82   	-106.82		
117.49   	 85.14   	 64.21   	 -66.12		 65.39   	-101.73		
130.00   	 97.05   	 63.95   	 -61.04		 64.98   	 -96.64		
140.08   	104.37   	 63.70   	 -61.04		 64.60   	 -91.56		
138.85   	102.23   	 63.46   	 -66.12		 64.23   	 -91.56		
122.38   	 90.64   	 63.19   	 -61.04		 63.87   	 -86.47		
 98.57   	 75.38   	 62.95   	 -66.12		 63.52   	 -86.47		
 85.75   	 63.48   	 62.69   	 -71.21		 63.17   	 -86.47		
 93.38   	 58.59   	 62.40   	 -71.21		 62.83   	 -81.38		
115.36   	 59.81   	 62.12   	 -66.12		 62.50   	 -81.38		
137.33   	 61.95   	 61.85   	 -71.21		 62.18   	 -76.30		
150.76   	 61.95   	 61.57   	 -71.21		 61.87   	 -81.38		
156.56   	 59.81   	 61.28   	 -71.21		 61.55   	 -76.30		
162.96   	 58.29   	 61.00   	 -71.21		 61.24   	 -76.30		
174.26   	 58.59   	 60.71   	 -66.12		 60.94   	 -71.21		
184.63   	 58.90   	 60.45   	 -71.21		 60.65   	 -76.30		
188.29   	 57.07   	 60.16   	 -66.12		 60.35   	 -71.21		
187.68   	 53.10   	 59.90   	 -66.12		 60.06   	 -76.30		
190.73   	 50.66   	 59.63   	 -66.12		 59.76   	 -71.21		
198.97   	 52.49   	 59.37   	 -66.12		 59.47   	 -71.21		
205.99   	 58.59   	 59.10   	 -66.12		 59.19   	 -71.21		
200.20   	 64.39   	 58.84   	 -71.21		 58.90   	 -71.21		
180.66   	 66.53   	 58.56   	 -66.12		 58.62   	 -71.21		
163.88   	 65.00   	 58.29   	 -71.21		 58.33   	 -66.12		
165.41   	 61.95   	 58.01   	 -66.12		 58.07   	 -71.21		
181.58   	 60.42   	 57.74   	 -71.21		 57.78   	 -66.12		
189.82   	 60.42   	 57.46   	 -61.04		 57.52   	 -66.12		
170.29   	 59.20   	 57.21   	 -66.12		 57.25   	 -61.04		
126.34   	 56.76   	 56.95   	 -55.95		 57.01   	 -66.12		
 87.89   	 54.93   	 56.72   	 -55.95		 56.74   	 -61.04		
 82.09   	 56.15   	 56.50   	 -45.78		 56.50   	 -61.04		
109.86   	 61.34   	 56.32   	 -45.78		 56.26   	 -55.95		
147.09   	 65.31   	 56.13   	 -40.69		 56.03   	 -55.95		
168.15   	 63.17   	 55.97   	 -35.61		 55.81   	 -55.95		
169.98   	 55.24   	 55.83   	 -30.52		 55.58   	 -55.95		
164.79   	 48.52   	 55.71   	 -30.52		 55.36   	 -50.86		
160.52   	 50.05   	 55.58   	 -30.52		 55.16   	 -50.86		
154.42   	 61.34   	 55.46   	 -25.43		 54.95   	 -50.86		
142.21   	 73.55   	 55.36   	 -30.52		 54.75   	 -50.86		
127.56   	 77.21   	 55.24   	 -30.52		 54.55   	 -50.86		
119.32   	 69.89   	 55.12   	 -30.52		 54.34   	 -45.78		
122.38   	 57.98   	 54.99   	 -35.61		 54.16   	 -45.78		
128.78   	 50.66   	 54.85   	 -35.61		 53.98   	 -40.69		
125.12   	 51.27   	 54.71   	 -40.69		 53.81   	 -45.78		
110.47   	 56.46   	 54.55   	 -40.69		 53.63   	 -40.69		
 96.74   	 59.81   	 54.38   	 -40.69		 53.47   	 -40.69		
 94.91   	 58.59   	 54.22   	 -45.78		 53.31   	 -35.61		
108.03   	 55.54   	 54.04   	 -40.69		 53.16   	 -40.69		
132.14   	 54.32   	 53.88   	 -45.78		 53.00   	 -40.69		
155.64   	 55.85   	 53.69   	 -40.69		 52.84   	 -35.61		
164.18   	 57.98   	 53.53   	 -40.69		 52.70   	 -45.78		
148.62   	 57.68   	 53.37   	 -40.69		 52.51   	 -40.69		
112.61   	 56.15   	 53.20   	 -40.69		 52.35   	 -45.78		
 75.38   	 59.20   	 53.04   	 -40.69		 52.17   	 -45.78		
 58.29   	 72.33   	 52.88   	 -40.69		 51.98   	 -45.78		
 69.58   	 96.13   	 52.72   	 -40.69		 51.80   	 -45.78		
 96.13   	124.82   	 52.55   	 -45.78		 51.62   	 -45.78		
115.97   	149.23   	 52.37   	 -45.78		 51.43   	 -45.78		
118.41   	163.27   	 52.19   	 -50.86		 51.25   	 -50.86		
109.56   	168.15   	 51.98   	 -50.86		 51.05   	 -45.78		
100.10   	168.15   	 51.78   	 -50.86		 50.86   	 -50.86		
 94.60   	168.76   	 51.58   	 -50.86		 50.66   	 -45.78		
 85.75   	170.90   	 51.37   	 -50.86		 50.48   	 -50.86		
 68.97   	171.51   	 51.17   	 -50.86		 50.27   	 -45.78		
 50.35   	166.63   	 50.97   	 -50.86		 50.09   	 -45.78		
 40.28   	155.64   	 50.76   	 -40.69		 49.91   	 -40.69		
 44.25   	141.30   	 50.60   	 -35.61		 49.75   	 -35.61		
 60.12   	130.00   	 50.46   	 -30.52		 49.60   	 -35.61		
 79.96   	127.56   	 50.34   	 -25.43		 49.46   	 -30.52		
 99.49   	135.50   	 50.23   	 -15.26		 49.34   	 -30.52		
117.19   	147.71   	 50.17   	 -10.17		 49.22   	 -20.35		
131.23   	156.56   	 50.13   	  -5.09		 49.14   	 -25.43		
138.24   	156.56   	 50.11   	   0.00		 49.03   	 -15.26		
133.06   	148.32   	 50.11   	   5.09		 48.97   	 -15.26		
117.19   	138.24   	 50.13   	   5.09		 48.91   	 -10.17		
100.71   	132.14   	 50.15   	  10.17		 48.87   	 -10.17		
 90.94   	129.39   	 50.19   	   0.00		 48.83   	  -5.09		
 86.98   	120.54   	 50.19   	   0.00		 48.81   	 -10.17		
 83.01   	 97.96   	 50.19   	  -5.09		 48.77   	  -5.09		
 75.68   	 61.65   	 50.17   	 -15.26		 48.75   	  -5.09		
 66.53   	 22.58   	 50.11   	 -20.35		 48.73   	  -5.09		
 61.04   	 -4.58   	 50.03   	 -20.35		 48.71   	  -5.09		
 59.81   	-13.43   	 49.95   	 -30.52		 48.69   	 -10.17		
 58.59   	 -8.85   	 49.83   	 -30.52		 48.65   	 -15.26		
 54.63   	 -2.44   	 49.70   	 -35.61		 48.59   	 -10.17		
 50.35   	 -3.97   	 49.56   	 -35.61		 48.55   	 -15.26		
 52.80   	-12.51   	 49.42   	 -30.52		 48.48   	 -10.17		
 62.87   	-21.36   	 49.30   	 -30.52		 48.44   	 -15.26		
 75.99   	-25.33   	 49.18   	 -30.52		 48.38   	 -15.26		
 84.53   	-24.11   	 49.05   	 -20.35		 48.32   	 -20.35		
 85.14   	-21.06   	 48.97   	 -15.26		 48.24   	 -15.26		
 80.87   	-19.84   	 48.91   	 -15.26		 48.18   	 -15.26		
 75.38   	-21.97   	 48.85   	  -5.09		 48.12   	 -20.35		
 70.80   	-25.63   	 48.83   	  -5.09		 48.04   	 -15.26		
 68.66   	-27.47   	 48.81   	   0.00		 47.98   	 -20.35		
 71.41   	-24.72   	 48.81   	   5.09		 47.89   	 -20.35		
