  I     	  LV     	  LV'		  AO     	  AO'		
-83.62   	111.15   	-564.60		102.95   	 -40.69		
-83.01   	108.89   	-605.29		102.79   	 -50.86		
-81.79   	106.47   	-661.24		102.58   	 -61.04		
-80.57   	103.82   	-712.10		102.34   	 -71.21		
-79.35   	100.98   	-757.88		102.05   	 -86.47		
-78.43   	 97.94   	-793.49		101.71   	 -96.64		
-77.51   	 94.77   	-834.18		101.32   	-111.90		
-76.90   	 91.43   	-890.13		100.87   	-122.07		
-76.29   	 87.87   	-951.17		100.39   	-142.42		
-76.60   	 84.07   	-1032.55		 99.82   	-157.68		
-76.90   	 79.94   	-1119.02		 99.19   	-167.85		
-76.90   	 75.46   	-1200.40		 98.51   	-188.20		
-76.29   	 70.66   	-1266.53		 97.76   	-193.29		
-74.77   	 65.59   	-1317.39		 96.99   	-198.37		
-72.94   	 60.33   	-1327.56		 96.19   	-203.46		
-72.02   	 55.02   	-1312.30		 95.38   	-198.37		
-71.72   	 49.77   	-1246.18		 94.59   	-193.29		
-72.33   	 44.78   	-1159.71		 93.81   	-172.94		
-72.33   	 40.14   	-1032.55		 93.12   	-157.68		
-71.11   	 36.01   	-900.30		 92.49   	-137.33		
-69.27   	 32.41   	-762.97		 91.94   	-122.07		
-66.83   	 29.36   	-635.81		 91.45   	 -91.56		
-65.31   	 26.82   	-513.73		 91.09   	 -76.30		
-64.70   	 24.76   	-422.18		 90.78   	 -55.95		
-64.39   	 23.07   	-345.88		 90.56   	 -40.69		
-64.39   	 21.69   	-300.10		 90.40   	 -25.43		
-64.39   	 20.49   	-269.58		 90.29   	 -10.17		
-64.09   	 19.41   	-249.24		 90.25   	   0.00		
-63.78   	 18.41   	-239.06		 90.25   	  10.17		
-62.87   	 17.46   	-228.89		 90.29   	  15.26		
-61.65   	 16.54   	-223.80		 90.36   	  20.35		
-60.12   	 15.65   	-213.63		 90.44   	  25.43		
-59.81   	 14.79   	-198.37		 90.54   	  25.43		
-60.12   	 14.00   	-172.94		 90.64   	  30.52		
-61.04   	 13.31   	-142.42		 90.76   	  35.61		
-61.34   	 12.74   	-106.82		 90.91   	  40.69		
-60.73   	 12.31   	 -71.21		 91.07   	  35.61		
-59.81   	 12.02   	 -35.61		 91.21   	  35.61		
-59.20   	 11.88   	 -10.17		 91.35   	  40.69		
-59.51   	 11.84   	  15.26		 91.52   	  35.61		
-60.42   	 11.90   	  30.52		 91.66   	  30.52		
-61.04   	 12.02   	  35.61		 91.78   	  25.43		
-61.34   	 12.17   	  40.69		 91.88   	  20.35		
-61.04   	 12.33   	  40.69		 91.96   	  15.26		
-60.42   	 12.49   	  40.69		 92.02   	   0.00		
-60.42   	 12.66   	  35.61		 92.02   	   0.00		
-61.04   	 12.80   	  40.69		 92.02   	 -15.26		
-61.95   	 12.96   	  40.69		 91.96   	 -15.26		
-62.87   	 13.12   	  45.78		 91.90   	 -25.43		
-63.78   	 13.31   	  50.86		 91.80   	 -30.52		
-64.39   	 13.51   	  61.04		 91.68   	 -35.61		
-64.70   	 13.75   	  71.21		 91.54   	 -35.61		
-64.39   	 14.04   	  76.30		 91.39   	 -40.69		
-63.48   	 14.34   	  76.30		 91.23   	 -45.78		
-62.56   	 14.65   	  81.38		 91.05   	 -40.69		
-61.34   	 14.97   	  81.38		 90.88   	 -50.86		
-60.73   	 15.30   	  81.38		 90.68   	 -45.78		
-60.42   	 15.63   	  71.21		 90.50   	 -45.78		
-60.73   	 15.91   	  71.21		 90.32   	 -50.86		
-61.34   	 16.20   	  71.21		 90.11   	 -45.78		
-61.65   	 16.48   	  61.04		 89.93   	 -45.78		
-61.04   	 16.72   	  61.04		 89.75   	 -50.86		
-59.20   	 16.97   	  55.95		 89.54   	 -45.78		
-56.46   	 17.19   	  55.95		 89.36   	 -50.86		
-52.49   	 17.42   	  50.86		 89.16   	 -45.78		
-47.30   	 17.62   	  50.86		 88.97   	 -50.86		
-41.50   	 17.82   	  45.78		 88.77   	 -45.78		
-36.01   	 18.01   	  45.78		 88.59   	 -45.78		
-31.13   	 18.19   	  35.61		 88.40   	 -50.86		
-27.47   	 18.33   	  35.61		 88.20   	 -45.78		
-23.50   	 18.47   	  30.52		 88.02   	 -50.86		
-17.40   	 18.60   	  25.43		 87.81   	 -45.78		
 -7.63   	 18.70   	  15.26		 87.63   	 -50.86		
  5.80   	 18.76   	  20.35		 87.43   	 -50.86		
 20.45   	 18.84   	  10.17		 87.22   	 -50.86		
 32.65   	 18.88   	  10.17		 87.02   	 -50.86		
 39.06   	 18.92   	  10.17		 86.82   	 -50.86		
 38.15   	 18.96   	   5.09		 86.61   	 -50.86		
 31.74   	 18.98   	  10.17		 86.41   	 -55.95		
 23.19   	 19.02   	   5.09		 86.18   	 -50.86		
 15.56   	 19.04   	  10.17		 85.98   	 -50.86		
 10.68   	 19.08   	  15.26		 85.78   	 -55.95		
  6.71   	 19.15   	  10.17		 85.55   	 -50.86		
  1.22   	 19.19   	  20.35		 85.35   	 -55.95		
 -8.85   	 19.27   	  20.35		 85.13   	 -45.78		
-24.41   	 19.35   	  25.43		 84.94   	 -50.86		
-43.33   	 19.45   	  25.43		 84.74   	 -50.86		
-62.56   	 19.55   	  30.52		 84.54   	 -45.78		
-77.21   	 19.67   	  35.61		 84.35   	 -45.78		
-84.53   	 19.82   	  35.61		 84.17   	 -45.78		
-85.14   	 19.96   	  35.61		 83.99   	 -40.69		
-82.09   	 20.10   	  30.52		 83.82   	 -45.78		
-79.04   	 20.22   	  35.61		 83.64   	 -40.69		
-77.51   	 20.37   	  30.52		 83.48   	 -45.78		
-77.51   	 20.49   	  30.52		 83.30   	 -45.78		
-76.90   	 20.61   	  30.52		 83.11   	 -40.69		
-75.07   	 20.73   	  25.43		 82.95   	 -45.78		
-72.33   	 20.83   	  30.52		 82.77   	 -45.78		
-70.19   	 20.96   	  35.61		 82.58   	 -45.78		
-69.27   	 21.10   	  40.69		 82.40   	 -50.86		
-69.58   	 21.26   	  45.78		 82.20   	 -45.78		
-70.19   	 21.44   	  61.04		 82.01   	 -40.69		
-71.11   	 21.69   	  76.30		 81.85   	 -45.78		
-72.94   	 21.99   	  86.47		 81.67   	 -45.78		
-78.74   	 22.34   	 101.73		 81.48   	 -40.69		
-90.64   	 22.75   	 106.82		 81.32   	 -40.69		
-108.03   	 23.17   	 116.99		 81.16   	 -40.69		
-128.48   	 23.64   	 116.99		 81.00   	 -35.61		
-146.18   	 24.11   	 116.99		 80.85   	 -35.61		
-155.03   	 24.58   	 106.82		 80.71   	 -35.61		
-146.48   	 25.00   	 101.73		 80.57   	 -35.61		
-108.95   	 25.41   	  86.47		 80.43   	 -30.52		
-27.47   	 25.76   	  66.12		 80.30   	 -35.61		
108.64   	 26.02   	  50.86		 80.16   	 -35.61		
298.16   	 26.23   	  30.52		 80.02   	 -40.69		
516.36   	 26.35   	  10.17		 79.86   	 -40.69		
709.53   	 26.39   	  -5.09		 79.69   	 -40.69		
812.07(R)	 26.37   	 -20.35		 79.53   	 -40.69		
782.78   	 26.29   	 -20.35		 79.37   	 -50.86		
637.51   	 26.21   	 -15.26		 79.17   	 -45.78		
448.00   	 26.14   	  -5.09		 78.98   	 -50.86		
303.04   	 26.12   	  25.43		 78.78   	 -55.95		
249.94   	 26.23   	  61.04		 78.56   	 -55.95		
267.94   	 26.47   	 111.90		 78.33   	 -50.86		
294.49   	 26.92   	 178.03		 78.13   	 -55.95		
278.32   	 27.63   	 259.41		 77.90   	 -50.86		
209.66   	 28.67   	 345.88		 77.70   	 -55.95		
113.53   	 30.05   	 447.61		 77.48   	 -50.86		
 23.50   	 31.84   	 559.51		 77.27   	 -45.78		
-39.67   	 34.08   	 666.32		 77.09   	 -45.78		
-70.80   	 36.74   	 778.23		 76.91   	 -45.78		
-74.46   	 39.86   	 895.22		 76.72   	 -40.69		
-60.42   	 43.44   	1017.29		 76.56   	 -40.69		
-43.33   	 47.51   	1144.45		 76.40   	 -35.61		
-34.79   	 52.09   	1251.27		 76.26   	 -35.61		
-38.15   	 57.09   	1337.74		 76.11   	 -35.61		
-45.78   	 62.44   	1398.77		 75.97   	 -30.52		
-49.74   	 68.04   	1408.95		 75.85   	 -25.43		
-46.39   	 73.67   	1378.43		 75.75   	 -20.35		
-40.28   	 79.19   	1307.22		 75.67   	 -10.17		
-35.40   	 84.41   	1205.49		 75.63   	  -5.09		
-33.87   	 89.24   	1083.41		 75.60   	  10.17		
-33.87   	 93.57   	 956.25		 75.65   	  25.43		
-33.57   	 97.40   	 834.18		 75.75   	  50.86		
-31.13   	100.73   	 732.45		 75.95   	  76.30		
-26.86   	103.66   	 651.07		 76.26   	 101.73		
-21.06   	106.27   	 595.11		 76.66   	 127.16		
-14.95   	108.65   	 569.68		 77.17   	 157.68		
 -9.77   	110.93   	 569.68		 77.80   	 178.03		
 -4.88   	113.20   	 590.03		 78.51   	 208.54		
 -0.61   	115.56   	 615.46		 79.35   	 228.89		
  3.66   	118.03   	 651.07		 80.26   	 239.06		
  7.93   	120.63   	 671.41		 81.22   	 259.41		
 12.21   	123.32   	 676.50		 82.26   	 264.50		
 16.78   	126.02   	 671.41		 83.32   	 269.58		
 22.28   	128.71   	 640.89		 84.39   	 269.58		
 28.99   	131.27   	 584.94		 85.47   	 269.58		
 36.62   	133.61   	 513.73		 86.55   	 259.41		
 44.86   	135.67   	 432.35		 87.59   	 249.24		
 53.10   	137.40   	 350.97		 88.59   	 244.15		
 61.04   	138.80   	 279.75		 89.56   	 228.89		
 69.27   	139.92   	 228.89		 90.48   	 213.63		
 77.82   	140.83   	 213.63		 91.33   	 198.37		
 87.28   	141.69   	 218.72		 92.13   	 193.29		
 97.66   	142.56   	 244.15		 92.90   	 188.20		
108.34   	143.54   	 284.84		 93.65   	 188.20		
119.63   	144.68   	 320.45		 94.40   	 183.11		
131.23   	145.96   	 350.97		 95.14   	 193.29		
142.52   	147.36   	 361.14		 95.91   	 193.29		
152.89   	148.81   	 340.79		 96.68   	 193.29		
161.44   	150.17   	 284.84		 97.46   	 198.37		
167.54   	151.31   	 203.46		 98.25   	 188.20		
170.90   	152.13   	 101.73		 99.00   	 178.03		
170.29   	152.53   	  -5.09		 99.71   	 162.77		
165.41   	152.51   	-111.90		100.37   	 137.33		
156.86   	152.06   	-203.46		100.92   	 116.99		
144.96   	151.25   	-269.58		101.38   	  96.64		
130.92   	150.17   	-315.36		101.77   	  71.21		
115.66   	148.91   	-320.45		102.05   	  50.86		
 99.49   	147.63   	-305.19		102.26   	  40.69		
 82.40   	146.41   	-269.58		102.42   	  30.52		
 65.61   	145.33   	-218.72		102.54   	  30.52		
 49.44   	144.46   	-172.94		102.66   	  30.52		
 33.26   	143.76   	-132.25		102.79   	  30.52		
 17.40   	143.23   	-116.99		102.91   	  40.69		
  1.83   	142.77   	-116.99		103.07   	  45.78		
-12.21   	142.30   	-137.33		103.25   	  45.78		
-24.72   	141.75   	-183.11		103.44   	  40.69		
-35.10   	141.02   	-233.98		103.60   	  35.61		
-44.56   	140.08   	-284.84		103.74   	  30.52		
-52.80   	138.94   	-340.79		103.87   	  20.35		
-60.12   	137.58   	-371.31		103.95   	  10.17		
-66.53   	136.09   	-396.74		103.99   	   0.00		
-72.02   	134.51   	-412.00		103.99   	  -5.09		
-76.29   	132.86   	-401.83		103.97   	 -10.17		
-79.96   	131.25   	-376.40		103.93   	 -10.17		
-82.09   	129.75   	-345.88		103.89   	  -5.09		
-83.62   	128.36   	-305.19		103.87   	   0.00		
-84.84   	127.14   	-269.58		103.87   	   5.09		
-85.75   	126.06   	-254.32		103.89   	  10.17		
-86.36   	125.05   	-254.32		103.93   	  25.43		
-86.06   	124.03   	-289.93		104.03   	  25.43		
-84.53   	122.87   	-345.88		104.13   	  25.43		
-83.01   	121.48   	-422.18		104.23   	  25.43		
-81.79   	119.80   	-513.73		104.33   	  20.35		
-81.79   	117.74   	-610.37		104.41   	  10.17		
-82.09   	115.30   	-701.93		104.46   	   0.00		
-81.48   	112.49   	-773.14		104.46   	 -15.26		
-80.26   	109.40   	-834.18		104.39   	 -30.52		
-78.74   	106.06   	-874.87		104.27   	 -45.78		
-77.82   	102.56   	-879.96		104.09   	 -66.12		
-77.21   	 99.04   	-874.87		103.82   	 -76.30		
-76.60   	 95.54   	-864.70		103.52   	 -96.64		
-75.38   	 92.09   	-864.70		103.13   	-111.90		
-73.55   	 88.63   	-885.04		102.69   	-122.07		
-71.11   	 85.09   	-935.91		102.20   	-142.42		
-68.66   	 81.34   	-1007.12		101.63   	-147.51		
-67.75   	 77.31   	-1083.41		101.04   	-157.68		
-67.75   	 72.98   	-1164.80		100.41   	-162.77		
-68.36   	 68.32   	-1236.01		 99.76   	-167.85		
-68.66   	 63.38   	-1286.87		 99.08   	-162.77		
-68.05   	 58.23   	-1312.30		 98.43   	-162.77		
-67.44   	 52.98   	-1307.22		 97.78   	-157.68		
-66.83   	 47.75   	-1266.53		 97.15   	-147.51		
-66.83   	 42.69   	-1200.40		 96.56   	-137.33		
-67.44   	 37.88   	-1088.50		 96.01   	-127.16		
-68.05   	 33.53   	-961.34		 95.50   	-111.90		
-68.66   	 29.68   	-813.83		 95.06   	 -96.64		
-68.97   	 26.43   	-661.24		 94.67   	 -81.38		
-68.97   	 23.78   	-513.73		 94.34   	 -71.21		
-68.66   	 21.73   	-381.48		 94.06   	 -50.86		
-68.05   	 20.20   	-279.75		 93.86   	 -40.69		
-67.75   	 19.08   	-188.20		 93.69   	 -30.52		
-68.05   	 18.33   	-142.42		 93.57   	 -20.35		
-68.97   	 17.76   	-106.82		 93.49   	 -15.26		
-70.19   	 17.33   	-101.73		 93.43   	  -5.09		
-70.50   	 16.93   	-101.73		 93.41   	   0.00		
-70.19   	 16.52   	-116.99		 93.41   	   5.09		
-69.27   	 16.05   	-127.16		 93.43   	   5.09		
-68.97   	 15.54   	-137.33		 93.45   	   5.09		
-69.27   	 14.99   	-137.33		 93.47   	  10.17		
-70.19   	 14.45   	-137.33		 93.51   	  10.17		
-71.41   	 13.90   	-122.07		 93.55   	  10.17		
-71.72   	 13.41   	-101.73		 93.59   	   5.09		
-71.11   	 13.00   	 -81.38		 93.61   	   5.09		
-69.58   	 12.68   	 -50.86		 93.63   	   0.00		
-67.75   	 12.47   	 -30.52		 93.63   	   0.00		
-66.83   	 12.35   	  -5.09		 93.63   	 -10.17		
-66.22   	 12.33   	  15.26		 93.59   	 -10.17		
-66.53   	 12.39   	  35.61		 93.55   	 -15.26		
-66.53   	 12.53   	  45.78		 93.49   	 -20.35		
-66.53   	 12.72   	  50.86		 93.41   	 -20.35		
-66.22   	 12.92   	  61.04		 93.33   	 -30.52		
-65.92   	 13.16   	  61.04		 93.20   	 -30.52		
-65.61   	 13.41   	  61.04		 93.08   	 -35.61		
-65.31   	 13.65   	  61.04		 92.94   	 -40.69		
-64.39   	 13.90   	  61.04		 92.78   	 -40.69		
-63.17   	 14.14   	  55.95		 92.61   	 -40.69		
-62.56   	 14.36   	  61.04		 92.45   	 -45.78		
-62.56   	 14.61   	  61.04		 92.27   	 -45.78		
-63.17   	 14.85   	  66.12		 92.09   	 -45.78		
-64.09   	 15.12   	  66.12		 91.90   	 -50.86		
-64.39   	 15.38   	  66.12		 91.70   	 -45.78		
-64.09   	 15.65   	  66.12		 91.52   	 -50.86		
-63.48   	 15.91   	  66.12		 91.31   	 -50.86		
-62.87   	 16.17   	  61.04		 91.11   	 -50.86		
-62.56   	 16.42   	  55.95		 90.91   	 -45.78		
-61.65   	 16.64   	  50.86		 90.72   	 -50.86		
-59.20   	 16.85   	  40.69		 90.52   	 -50.86		
-54.02   	 17.01   	  35.61		 90.32   	 -50.86		
-46.39   	 17.15   	  30.52		 90.11   	 -50.86		
-37.54   	 17.27   	  25.43		 89.91   	 -50.86		
-29.30   	 17.38   	  20.35		 89.70   	 -50.86		
-24.11   	 17.46   	  15.26		 89.50   	 -50.86		
-21.67   	 17.52   	  15.26		 89.30   	 -55.95		
-20.14   	 17.58   	  15.26		 89.07   	 -55.95		
-16.48   	 17.64   	  15.26		 88.85   	 -50.86		
 -8.85   	 17.70   	  20.35		 88.65   	 -61.04		
  3.05   	 17.78   	  25.43		 88.40   	 -55.95		
 16.48   	 17.88   	  20.35		 88.18   	 -55.95		
 26.86   	 17.97   	  25.43		 87.95   	 -55.95		
 32.04   	 18.07   	  20.35		 87.73   	 -61.04		
 31.74   	 18.15   	  20.35		 87.49   	 -55.95		
 28.08   	 18.23   	  15.26		 87.26   	 -61.04		
 24.11   	 18.29   	  10.17		 87.02   	 -55.95		
 20.75   	 18.33   	   5.09		 86.80   	 -55.95		
 17.09   	 18.35   	   0.00		 86.57   	 -55.95		
 11.60   	 18.35   	   5.09		 86.35   	 -55.95		
  1.53   	 18.37   	   0.00		 86.12   	 -55.95		
-13.73   	 18.37   	   5.09		 85.90   	 -55.95		
-33.87   	 18.39   	   5.09		 85.68   	 -55.95		
-54.93   	 18.41   	  15.26		 85.45   	 -50.86		
-72.63   	 18.47   	  25.43		 85.25   	 -50.86		
-83.01   	 18.58   	  25.43		 85.05   	 -55.95		
-85.45   	 18.68   	  35.61		 84.82   	 -50.86		
-82.70   	 18.82   	  40.69		 84.62   	 -50.86		
-78.13   	 18.98   	  45.78		 84.41   	 -50.86		
-74.77   	 19.17   	  45.78		 84.21   	 -45.78		
-73.55   	 19.35   	  45.78		 84.03   	 -50.86		
-72.63   	 19.53   	  40.69		 83.82   	 -50.86		
-71.41   	 19.69   	  40.69		 83.62   	 -55.95		
-69.27   	 19.86   	  40.69		 83.40   	 -50.86		
-67.14   	 20.02   	  30.52		 83.19   	 -50.86		
-66.22   	 20.14   	  N/A		 82.99   	  N/A		
