  I     	  II     	  LV     	  LV'		  FA     	  FA'		
233.76   	195.31   	203.15   	-1169.88		 89.22   	-233.98		
234.38   	198.36   	198.47   	-1230.92		 88.28   	-228.89		
232.85   	203.25   	193.55   	-1291.96		 87.36   	-208.54		
224.00   	205.99   	188.38   	-1342.82		 86.53   	-198.37		
210.57   	203.55   	183.01   	-1383.51		 85.74   	-178.03		
202.03   	207.21   	177.48   	-1403.86		 85.03   	-162.77		
192.87   	206.91   	171.86   	-1424.21		 84.37   	-152.59		
194.09   	205.38   	166.16   	-1454.72		 83.76   	-142.42		
194.40   	203.86   	160.35   	-1495.42		 83.19   	-137.33		
192.57   	202.33   	154.36   	-1551.37		 82.64   	-122.07		
193.48   	201.72   	148.16   	-1612.40		 82.16   	-111.90		
191.35   	197.14   	141.71   	-1658.18		 81.71   	-101.73		
192.57   	198.67   	135.08   	-1693.79		 81.30   	 -96.64		
188.90   	196.23   	128.30   	-1719.22		 80.92   	 -81.38		
185.55   	187.07   	121.42   	-1759.91		 80.59   	 -81.38		
188.60   	194.09   	114.38   	-1815.86		 80.26   	 -76.30		
185.55   	192.87   	107.12   	-1887.07		 79.96   	 -71.21		
183.72   	188.60   	 99.57   	-1948.11		 79.67   	 -66.12		
179.44   	187.99   	 91.78   	-1978.63		 79.41   	 -61.04		
174.56   	185.85   	 83.87   	-1953.20		 79.17   	 -50.86		
173.95   	182.50   	 76.05   	-1841.29		 78.96   	 -45.78		
176.39   	179.75   	 68.69   	-1632.75		 78.78   	 -45.78		
180.66   	181.58   	 62.16   	-1342.82		 78.60   	 -50.86		
179.14   	178.22   	 56.79   	-1027.46		 78.39   	 -45.78		
172.12   	173.95   	 52.68   	-742.62		 78.21   	 -45.78		
172.12   	173.34   	 49.70   	-559.51		 78.03   	 -50.86		
170.90   	170.90   	 47.47   	-467.95		 77.82   	 -40.69		
175.17   	172.42   	 45.59   	-488.30		 77.66   	 -40.69		
186.77   	179.44   	 43.64   	-584.94		 77.50   	 -35.61		
195.92   	192.26   	 41.30   	-722.28		 77.35   	 -35.61		
212.40   	217.59   	 38.41   	-859.61		 77.21   	 -30.52		
238.95   	253.91   	 34.97   	-986.77		 77.09   	 -30.52		
272.52   	291.44   	 31.03   	-1078.33		 76.97   	 -35.61		
326.54   	325.32   	 26.71   	-1119.02		 76.83   	 -25.43		
386.05   	362.24   	 22.24   	-1103.76		 76.72   	 -20.35		
434.57   	409.85   	 17.82   	-1032.55		 76.64   	 -10.17		
484.01   	484.92   	 13.69   	-900.30		 76.60   	   0.00		
474.55   	583.50   	 10.09   	-717.19		 76.60   	   0.00		
390.93   	621.64   	  7.22   	-493.39		 76.60   	   0.00		
263.67   	499.27   	  5.25   	-254.32		 76.60   	   0.00		
 27.77   	271.30   	  4.23   	 -10.17		 76.60   	 -10.17		
-292.66   	-18.31   	  4.19   	 208.54		 76.56   	 -20.35		
-653.99   	-329.28   	  5.03   	 381.48		 76.48   	 -30.52		
-1044.62   	-521.55   	  6.55   	 508.65		 76.36   	 -50.86		
-1459.66   	-664.98   	  8.59   	 579.86		 76.15   	 -61.04		
-1817.32   	-845.34   	 10.91   	 610.37		 75.91   	 -76.30		
-2029.42   	-960.69   	 13.35   	 574.77		 75.60   	 -91.56		
-2139.89   	-1039.12   	 15.65   	 473.04		 75.24   	 -96.64		
-2117.92   	-1093.14   	 17.54   	 305.19		 74.85   	-106.82		
-2012.02   	-1116.64   	 18.76   	  86.47		 74.42   	-111.90		
-1952.51   	-1163.02   	 19.10   	-127.16		 73.98   	-111.90		
-1877.14   	-1227.11   	 18.60   	-305.19		 73.53   	-111.90		
-1748.96   	-1282.65   	 17.38   	-396.74		 73.08   	-106.82		
-1583.56   	-1260.07   	 15.79   	-381.48		 72.65   	-101.73		
-1291.20   	-1156.62   	 14.26   	-259.41		 72.25   	 -86.47		
-1005.25   	-1002.20   	 13.22   	 -40.69		 71.90   	 -71.21		
-733.64   	-776.98   	 13.06   	 239.06		 71.62   	 -55.95		
-451.66   	-567.32   	 14.02   	 539.16		 71.39   	 -35.61		
-240.78   	-381.47   	 16.17   	 798.57		 71.25   	 -30.52		
-76.60   	-246.58   	 19.37   	 976.60		 71.13   	 -20.35		
-10.68   	-194.70   	 23.28   	1012.20		 71.05   	 -20.35		
 16.48   	-151.98   	 27.32   	 920.65		 70.97   	 -15.26		
  9.16   	-138.85   	 31.01   	 727.36		 70.91   	 -20.35		
 -7.02   	-138.24   	 33.92   	 518.82		 70.82   	 -20.35		
 17.09   	-128.48   	 35.99   	 361.14		 70.74   	 -15.26		
 30.82   	-129.70   	 37.44   	 295.01		 70.68   	 -20.35		
 20.75   	-130.31   	 38.62   	 330.62		 70.60   	 -25.43		
 38.45   	-105.90   	 39.94   	 473.04		 70.50   	 -40.69		
 97.96   	-55.54   	 41.83   	 686.67		 70.34   	 -50.86		
161.74   	 21.67   	 44.58   	 920.65		 70.13   	 -61.04		
257.87   	111.39   	 48.26   	1098.67		 69.89   	 -61.04		
354.92   	182.50   	 52.65   	1174.97		 69.64   	 -50.86		
412.60   	229.19   	 57.35   	1129.19		 69.44   	 -35.61		
449.83   	228.88   	 61.87   	 976.60		 69.30   	 -25.43		
466.61   	216.98   	 65.78   	 783.31		 69.20   	 -15.26		
452.27   	212.10   	 68.91   	 625.63		 69.14   	  -5.09		
437.01   	212.40   	 71.41   	 544.25		 69.11   	 -10.17		
419.92   	200.81   	 73.59   	 544.25		 69.07   	 -10.17		
394.59   	183.72   	 75.77   	 605.29		 69.03   	 -15.26		
379.33   	168.15   	 78.19   	 656.15		 68.97   	 -25.43		
365.60   	140.38   	 80.81   	 671.41		 68.87   	 -30.52		
350.04   	137.94   	 83.50   	 605.29		 68.75   	 -40.69		
347.29   	134.58   	 85.92   	 457.78		 68.59   	 -50.86		
353.70   	131.23   	 87.75   	 259.41		 68.38   	 -45.78		
357.67   	126.95   	 88.79   	  45.78		 68.20   	 -45.78		
365.91   	123.90   	 88.97   	-116.99		 68.02   	 -45.78		
369.87   	127.26   	 88.50   	-208.54		 67.83   	 -35.61		
379.03   	133.97   	 87.67   	-213.63		 67.69   	 -25.43		
382.39   	132.14   	 86.82   	-152.59		 67.59   	 -20.35		
388.49   	128.78   	 86.21   	 -45.78		 67.51   	 -15.26		
401.00   	136.72   	 86.02   	  55.95		 67.45   	  -5.09		
405.27   	126.34   	 86.25   	 111.90		 67.43   	 -10.17		
418.40   	126.65   	 86.69   	 116.99		 67.39   	  -5.09		
437.93   	131.84   	 87.16   	  61.04		 67.36   	  -5.09		
458.68   	133.97   	 87.41   	 -40.69		 67.34   	  -5.09		
473.63   	140.08   	 87.24   	-167.85		 67.32   	   5.09		
483.40   	146.48   	 86.57   	-284.84		 67.34   	  15.26		
494.38   	149.54   	 85.43   	-366.22		 67.41   	  20.35		
505.37   	144.96   	 83.97   	-417.09		 67.49   	  25.43		
522.46   	143.13   	 82.30   	-432.35		 67.59   	  30.52		
545.65   	151.37   	 80.57   	-422.18		 67.71   	  50.86		
567.93   	154.72   	 78.88   	-391.66		 67.91   	  66.12		
592.65   	166.32   	 77.31   	-366.22		 68.18   	 101.73		
620.73   	175.78   	 75.85   	-340.79		 68.59   	 137.33		
648.50   	176.39   	 74.49   	-320.45		 69.14   	 178.03		
681.15   	193.79   	 73.20   	-300.10		 69.85   	 228.89		
718.08   	199.28   	 72.00   	-274.67		 70.76   	 259.41		
752.56   	208.13   	 70.91   	-254.32		 71.80   	 289.93		
779.72   	228.27   	 69.89   	-239.06		 72.96   	 305.19		
807.80   	230.71   	 68.93   	-223.80		 74.18   	 300.10		
835.88   	246.89   	 68.04   	-223.80		 75.38   	 284.84		
859.07   	257.57   	 67.14   	-228.89		 76.52   	 264.50		
893.25   	263.37   	 66.23   	-244.15		 77.58   	 239.06		
923.16   	281.37   	 65.25   	-259.41		 78.53   	 213.63		
936.89   	286.87   	 64.21   	-269.58		 79.39   	 188.20		
953.98   	303.65   	 63.13   	-274.67		 80.14   	 162.77		Beg---------
964.97   	316.16   	 62.03   	-274.67		 80.79   	 142.42		
970.46   	322.57   	 60.94   	-259.41		 81.36   	 116.99		
973.21   	331.73   	 59.90   	-244.15		 81.83   	 101.73		
978.39   	338.75   	 58.92   	-208.54		 82.24   	  81.38		
954.90   	338.44   	 58.09   	-167.85		 82.56   	  66.12		
928.04   	340.27   	 57.42   	-162.77		 82.83   	  45.78		
895.39   	336.61   	 56.76   	-213.63		 83.01   	  35.61		
849.30   	326.54   	 55.91   	-356.05		 83.15   	  20.35		
813.29   	322.27   	 54.49   	-559.51		 83.23   	   5.09		
780.94   	310.36   	 52.25   	-793.49		 83.26   	  -5.09		
749.82   	300.60   	 49.07   	-1012.20		 83.23   	 -20.35		
706.48   	290.22   	 45.03   	-1185.14		 83.15   	 -25.43		
653.99   	274.35   	 40.28   	-1286.87		 83.05   	 -40.69		
597.84   	262.15   	 35.14   	-1297.04		 82.89   	 -50.86		
531.31   	244.45   	 29.95   	-1220.75		 82.69   	 -66.12		
473.02   	222.47   	 25.07   	-1073.24		 82.42   	 -81.38		
432.13   	206.30   	 20.77   	-874.87		 82.10   	 -96.64		
389.40   	190.73   	 17.27   	-656.15		 81.71   	-111.90		
359.19   	176.70   	 14.65   	-442.52		 81.26   	-127.16		
332.64   	174.87   	 12.88   	-259.41		 80.75   	-137.33		
307.01   	167.24   	 11.84   	-137.33		 80.20   	-142.42		
285.03   	155.03   	 11.29   	 -81.38		 79.63   	-152.59		
266.72   	147.71   	 10.97   	 -86.47		 79.02   	-157.68		
253.60   	138.24   	 10.62   	-147.51		 78.39   	-167.85		
242.92   	130.00   	 10.03   	-239.06		 77.72   	-172.94		
242.61   	133.36   	  9.07   	-330.62		 77.03   	-178.03		
232.54   	129.09   	  7.75   	-396.74		 76.32   	-172.94		
230.41   	125.73   	  6.16   	-427.26		 75.63   	-178.03		
216.37   	119.02   	  4.46   	-412.00		 74.91   	-178.03		
196.23   	109.25   	  2.81   	-350.97		 74.20   	-183.11		
189.21   	106.81   	  1.40   	-259.41		 73.47   	-188.20		
175.17   	103.45   	  0.37   	-152.59		 72.72   	-188.20		
181.58   	107.42   	 -0.24   	 -50.86		 71.96   	-193.29		
185.24   	105.90   	 -0.45   	  35.61		 71.19   	-188.20		
190.12   	103.76   	 -0.31   	  96.64		 70.44   	-183.11		
202.03   	100.10   	  0.08   	 122.07		 69.70   	-178.03		
212.71   	100.71   	  0.57   	 116.99		 68.99   	-157.68		
216.98   	 97.35   	  1.04   	  96.64		 68.36   	-152.59		
215.15   	 98.57   	  1.42   	  55.95		 67.75   	-132.25		
209.66   	 98.27   	  1.65   	  20.35		 67.22   	-122.07		
198.67   	 89.42   	  1.73   	 -15.26		 66.73   	-106.82		
198.36   	 87.28   	  1.67   	 -40.69		 66.31   	 -91.56		
204.77   	 80.87   	  1.51   	 -55.95		 65.94   	 -86.47		
194.09   	 73.55   	  1.28   	 -45.78		 65.59   	 -76.30		
188.29   	 74.46   	  1.10   	 -35.61		 65.29   	 -71.21		
189.51   	 70.80   	  0.96   	 -10.17		 65.00   	 -66.12		
185.85   	 65.61   	  0.92   	  10.17		 64.74   	 -66.12		
194.40   	 68.97   	  0.96   	  25.43		 64.48   	 -71.21		
201.72   	 60.12   	  1.06   	  30.52		 64.19   	 -76.30		
207.82   	 60.73   	  1.18   	  15.26		 63.89   	 -91.56		
213.62   	 57.68   	  1.24   	 -10.17		 63.52   	 -86.47		
227.97   	 56.46   	  1.20   	 -30.52		 63.17   	 -81.38		
235.90   	 58.90   	  1.08   	 -50.86		 62.85   	 -71.21		
231.02   	 55.85   	  0.87   	 -61.04		 62.56   	 -45.78		
224.30   	 62.26   	  0.63   	 -50.86		 62.38   	 -25.43		
211.79   	 63.48   	  0.43   	 -25.43		 62.28   	   0.00		
202.03   	 54.02   	  0.33   	  20.35		 62.28   	  15.26		
195.31   	 57.98   	  0.41   	  66.12		 62.34   	  15.26		
198.97   	 51.88   	  0.67   	 111.90		 62.40   	  15.26		
205.69   	 51.27   	  1.12   	 142.42		 62.46   	   5.09		
220.64   	 59.51   	  1.69   	 157.68		 62.48   	   5.09		
229.49   	 61.04   	  2.32   	 142.42		 62.50   	   0.00		
226.75   	 58.90   	  2.89   	 101.73		 62.50   	 -10.17		
220.34   	 60.73   	  3.30   	  55.95		 62.46   	 -20.35		
210.88   	 53.71   	  3.52   	   0.00		 62.38   	 -25.43		
210.57   	 50.66   	  3.52   	 -55.95		 62.28   	 -35.61		
217.59   	 51.57   	  3.30   	-101.73		 62.14   	 -25.43		
224.00   	 46.08   	  2.89   	-132.25		 62.03   	 -20.35		
223.39   	 53.71   	  2.36   	-152.59		 61.95   	  -5.09		
223.08   	 55.24   	  1.75   	-157.68		 61.93(D)	   5.09		
223.39   	 53.41   	  1.12   	-142.42		 61.95   	  15.26		
223.69   	 58.29   	  0.55   	-116.99		 62.01   	  20.35		
219.12   	 52.49   	  0.08   	 -81.38		 62.10   	  20.35		
228.58   	 54.02   	 -0.24   	 -45.78		 62.18   	  15.26		
220.64   	 51.57   	 -0.43   	 -15.26		 62.24   	  10.17		
214.23   	 51.88   	 -0.49(D)	  20.35		 62.28   	   5.09		
220.03   	 52.19   	 -0.41   	  35.61		 62.30   	  10.17		
211.18   	 50.96   	 -0.26   	  45.78		 62.34   	   5.09		
209.35   	 52.49   	 -0.08   	  50.86		 62.36   	  15.26		
214.23   	 51.57   	  0.12   	  50.86		 62.42   	  15.26		
218.20   	 49.44   	  0.33   	  45.78		 62.48   	  15.26		
222.47   	 49.44   	  0.51   	  35.61		 62.54   	   5.09		
226.44   	 50.05   	  0.65   	  20.35		 62.56   	   0.00		
230.41   	 52.80   	  0.73   	  -5.09		 62.56   	  -5.09		
231.63   	 53.71   	  0.71   	 -30.52		 62.54   	   0.00		
231.32   	 52.19   	  0.59   	 -50.86		 62.54   	  10.17		
234.38   	 51.57   	  0.39   	 -71.21		 62.58   	  30.52		
236.82   	 49.13   	  0.10   	 -66.12		 62.71   	  40.69		
237.73   	 49.74   	 -0.16   	 -55.95		 62.87   	  50.86		
239.87   	 50.05   	 -0.39   	 -20.35		 63.07   	  61.04		
244.75   	 51.88   	 -0.47   	  40.69		 63.32   	  66.12		
246.28   	 53.10   	 -0.31   	 106.82		 63.58   	  61.04		
245.36   	 51.57   	  0.12   	 193.29		 63.82   	  61.04		
248.41   	 54.02   	  0.90   	 264.50		 64.07   	  45.78		
249.02   	 54.32   	  1.95   	 315.36		 64.25   	  30.52		
248.41   	 54.32   	  3.21   	 330.62		 64.37   	  20.35		
251.16   	 55.54   	  4.54   	 300.10		 64.46   	  20.35		
251.16   	 54.93   	  5.74   	 233.98		 64.54   	  10.17		
251.46   	 53.41   	  6.67   	 157.68		 64.58   	  -5.09		
250.85   	 51.27   	  7.30   	  96.64		 64.56   	 -20.35		
252.69   	 51.88   	  7.69   	  55.95		 64.48   	 -30.52		
252.69   	 51.27   	  7.91   	  61.04		 64.35   	 -30.52		
252.69   	 51.57   	  8.16   	 106.82		 64.23   	 -40.69		
254.21   	 53.10   	  8.59   	 183.11		 64.07   	 -35.61		
255.43   	 51.57   	  9.32   	 264.50		 63.93   	 -50.86		
255.13   	 51.57   	 10.38   	 340.79		 63.72   	 -45.78		
253.60   	 49.74   	 11.74   	 376.40		 63.54   	 -40.69		
251.77   	 49.74   	 13.25   	 371.31		 63.38   	 -40.69		
251.16   	 50.66   	 14.73   	 325.53		 63.21   	 -35.61		
249.94   	 49.13   	 16.03   	 244.15		 63.07   	 -25.43		
250.55   	 49.44   	 17.01   	 142.42		 62.97   	 -20.35		
255.74   	 49.74   	 17.58   	  40.69		 62.89   	 -15.26		
259.40   	 49.13   	 17.74   	 -55.95		 62.83   	 -15.26		
260.62   	 48.52   	 17.52   	-122.07		 62.77   	 -15.26		
265.50   	 50.05   	 17.03   	-152.59		 62.71   	 -10.17		
266.72   	 50.96   	 16.42   	-157.68		 62.67   	 -20.35		
264.89   	 50.66   	 15.79   	-127.16		 62.58   	 -25.43		
266.72   	 50.96   	 15.28   	 -91.56		 62.48   	 -40.69		
266.42   	 51.88   	 14.91   	 -45.78		 62.32   	 -40.69		
266.42   	 51.57   	 14.73   	 -15.26		 62.16   	 -20.35		
267.03   	 51.88   	 14.67   	  20.35		 62.08   	  -5.09		
269.78   	 52.49   	 14.75   	  45.78		 62.05   	  10.17		
271.00   	 53.10   	 14.93   	  61.04		 62.10   	  15.26		
269.17   	 51.27   	 15.18   	  71.21		 62.16   	  10.17		
270.69   	 51.27   	 15.46   	  55.95		 62.20   	   5.09		
269.17   	 51.27   	 15.69   	  35.61		 62.22   	   0.00		
270.39   	 50.35   	 15.83   	   0.00		 62.22   	   0.00		
273.13   	 50.35   	 15.83   	 -40.69		 62.22   	  -5.09		
275.27   	 51.57   	 15.67   	 -76.30		 62.20   	   0.00		
277.10   	 53.10   	 15.36   	-111.90		 62.20   	  10.17		
278.63   	 54.32   	 14.91   	-111.90		 62.24   	  30.52		
280.76   	 54.93   	 14.47   	 -86.47		 62.36   	  61.04		
280.15   	 55.24   	 14.12   	 -25.43		 62.60   	  76.30		
280.46   	 54.63   	 14.02   	  76.30		 62.91   	  66.12		
281.07   	 54.32   	 14.32   	 172.94		 63.17   	  50.86		
279.85   	 54.32   	 15.02   	 269.58		 63.38   	  35.61		
284.73   	 56.15   	 16.09   	 330.62		 63.52   	  25.43		
287.78   	 56.76   	 17.42   	 350.97		 63.62   	  25.43		
289.31   	 56.15   	 18.82   	 325.53		 63.72   	  15.26		
292.36   	 56.76   	 20.12   	 249.24		 63.78   	   5.09		
293.88   	 57.37   	 21.12   	 142.42		 63.80   	   0.00		
299.99   	 59.20   	 21.69   	  15.26		 63.80   	   0.00		
311.58   	 65.61   	 21.75   	-111.90		 63.80   	  10.17		
321.66   	 69.27   	 21.30   	-198.37		 63.85   	  30.52		
333.56   	 70.80   	 20.51   	-249.24		 63.97   	  50.86		
345.46   	 69.27   	 19.51   	-239.06		 64.17   	  50.86		
355.83   	 69.58   	 18.56   	-198.37		 64.37   	  45.78		
364.07   	 72.02   	 17.76   	-122.07		 64.56   	  25.43		
369.26   	 75.68   	 17.27   	 -40.69		 64.66   	  20.35		
371.09   	 81.79   	 17.11   	  45.78		 64.74   	  30.52		
369.57   	 84.23   	 17.29   	 111.90		 64.86   	  30.52		
376.89   	 90.03   	 17.74   	 167.85		 64.98   	  35.61		
393.37   	 97.66   	 18.41   	 193.29		 65.13   	  25.43		
417.48   	106.81   	 19.19   	 193.29		 65.23   	   5.09		
444.34   	117.19   	 19.96   	 167.85		 65.25   	  -5.09		
459.29   	120.24   	 20.63   	 122.07		 65.23   	 -10.17		
451.05   	119.32   	 21.12   	  61.04		 65.19   	 -10.17		
442.50   	123.29   	 21.36   	  10.17		 65.15   	  -5.09		
442.20   	133.06   	 21.40   	 -40.69		 65.13   	   0.00		
445.56   	151.67   	 21.24   	 -61.04		 65.13   	  15.26		
471.19   	174.56   	 21.00   	 -61.04		 65.19   	  30.52		
472.72   	184.63   	 20.75   	 -45.78		 65.31   	  40.69		
457.46   	180.36   	 20.57   	   0.00		 65.47   	  50.86		
444.95   	170.90   	 20.57   	  40.69		 65.68   	  35.61		
422.06   	162.35   	 20.73   	  86.47		 65.82   	  30.52		
408.33   	162.35   	 21.08   	 111.90		 65.94   	  20.35		
395.20   	159.91   	 21.53   	 111.90		 66.02   	  25.43		
372.62   	137.63   	 21.97   	  96.64		 66.12   	  25.43		
343.63   	104.68   	 22.36   	  55.95		 66.23   	  40.69		
321.96   	 74.46   	 22.58   	  20.35		 66.39   	  40.69		
301.21   	 54.02   	 22.67   	  -5.09		 66.55   	  45.78		
285.03   	 52.19   	 22.64   	 -15.26		 66.73   	  30.52		
275.57   	 55.24   	 22.58   	   5.09		 66.86   	  15.26		
273.44   	 51.88   	 22.60   	  55.95		 66.92   	 -10.17		
274.05   	 44.86   	 22.83   	 127.16		 66.88   	 -35.61		
272.83   	 42.11   	 23.34   	 193.29		 66.73   	 -66.12		
270.69   	 46.39   	 24.11   	 239.06		 66.47   	 -76.30		
267.64   	 50.96   	 25.07   	 269.58		 66.16   	 -71.21		
266.42   	 53.41   	 26.14   	 264.50		 65.88   	 -61.04		
266.11   	 53.10   	 27.20   	 249.24		 65.64   	 -45.78		
268.86   	 52.49   	 28.20   	 218.72		 65.45   	 -45.78		
267.33   	 52.49   	 29.07   	 178.03		 65.27   	 -40.69		
265.20   	 54.02   	 29.79   	 147.51		 65.11   	 -35.61		
267.33   	 56.76   	 30.38   	 122.07		 64.96   	 -35.61		
268.55   	 57.07   	 30.86   	 111.90		 64.82   	 -25.43		
270.39   	 56.46   	 31.31   	 127.16		 64.72   	 -25.43		
270.69   	 57.98   	 31.82   	 152.59		 64.62   	 -20.35		
270.08   	 57.37   	 32.43   	 188.20		 64.54   	 -20.35		
271.00   	 57.37   	 33.18   	 213.63		 64.46   	 -15.26		
271.91   	 58.90   	 34.04   	 228.89		 64.39   	 -10.17		
268.86   	 57.07   	 34.95   	 223.80		 64.35   	   0.00		
261.23   	 54.32   	 35.85   	 188.20		 64.35   	  -5.09		
245.06   	 40.59   	 36.60   	 122.07		 64.33   	 -15.26		
245.06   	 19.84   	 37.09   	  15.26		 64.27   	 -30.52		
279.85   	  1.83   	 37.15   	 -81.38		 64.15   	 -35.61		
340.88   	-10.07   	 36.83   	-172.94		 64.01   	 -35.61		
429.08   	  2.44   	 36.13   	-228.89		 63.87   	 -30.52		
538.02   	 47.61   	 35.22   	-259.41		 63.74   	 -25.43		
639.65   	115.66   	 34.18   	-244.15		 63.64   	 -30.52		
750.73   	203.86   	 33.20   	-208.54		 63.52   	 -40.69		
863.04   	321.04   	 32.37   	-147.51		 63.36   	 -45.78		
935.97   	458.98   	 31.78   	 -66.12		 63.17   	 -35.61		
1008.91   	600.28   	 31.52   	  20.35		 63.03   	 -30.52		
1019.90(R)	701.29   	 31.60(E)	 111.90		 62.91   	 -30.52		
839.54   	647.89   	 32.04   	 193.29		 62.79   	 -30.52		
565.49   	453.80   	 32.82   	 254.32		 62.67   	 -35.61		
278.32   	189.51   	 33.84   	 284.84		 62.52   	 -35.61		
  7.02   	-140.08   	 34.97   	 284.84		 62.38   	 -25.43		
-79.96   	-384.22   	 36.11   	 264.50		 62.28   	 -20.35		
 75.07   	-515.44   	 37.17   	 213.63		 62.20   	 -15.26		
186.16   	-626.53   	 38.03   	 172.94		 62.14   	 -15.26		
204.77   	-657.04   	 38.72   	 147.51		 62.08   	 -10.17		
231.32   	-615.84   	 39.31   	 167.85		 62.03   	 -20.35		
139.16   	-563.96   	 39.98   	 264.50		 61.95   	 -25.43		
 23.50   	-503.54   	 41.04   	 437.43		 61.85   	 -35.61		
