  I     	  II     	  LVp     	  LVp'		  AO     	  AO'		
-11.90   	 -1.22   	 67.34   	 -81.38		 70.50   	 -66.12		
-11.60   	 -3.36   	 67.02   	 -81.38		 70.23   	 -61.04		
-10.99   	 -4.88   	 66.69   	 -81.38		 69.99   	 -66.12		
-11.29   	 -5.49   	 66.37   	 -81.38		 69.73   	 -66.12		
-11.60   	 -5.49   	 66.04   	 -76.30		 69.46   	 -66.12		
-11.29   	 -4.88   	 65.74   	 -81.38		 69.20   	 -61.04		
-10.07   	 -4.27   	 65.41   	 -71.21		 68.95   	 -66.12		
 -8.24   	 -3.97   	 65.13   	 -76.30		 68.69   	 -66.12		
 -6.71   	 -3.36   	 64.82   	 -71.21		 68.42   	 -66.12		
 -6.41   	 -1.83   	 64.54   	 -71.21		 68.16   	 -66.12		
 -7.63   	  0.31   	 64.25   	 -71.21		 67.89   	 -66.12		
-10.07   	  1.83   	 63.97   	 -66.12		 67.63   	 -61.04		
-13.12   	  2.44   	 63.70   	 -71.21		 67.39   	 -71.21		
-14.34   	  2.14   	 63.42   	 -76.30		 67.10   	 -66.12		
-13.73   	  1.22   	 63.11   	 -76.30		 66.84   	 -71.21		
-11.60   	  0.31   	 62.81   	 -86.47		 66.55   	 -76.30		
 -8.85   	 -0.61   	 62.46   	 -86.47		 66.25   	 -81.38		
 -7.32   	 -1.83   	 62.12   	 -91.56		 65.92   	 -81.38		
 -6.71   	 -2.75   	 61.75   	 -86.47		 65.59   	 -81.38		
 -6.41   	 -2.14   	 61.40   	 -86.47		 65.27   	 -81.38		
 -6.10   	  0.31   	 61.06   	 -86.47		 64.94   	 -76.30		
 -6.71   	  2.75   	 60.71   	 -76.30		 64.64   	 -71.21		
 -7.63   	  3.66   	 60.41   	 -71.21		 64.35   	 -66.12		
 -9.46   	  1.83   	 60.12   	 -66.12		 64.09   	 -61.04		
-10.99   	 -1.83   	 59.86   	 -55.95		 63.85   	 -50.86		
-11.29   	 -4.27   	 59.63   	 -50.86		 63.64   	 -50.86		
-10.99   	 -2.75   	 59.43   	 -50.86		 63.44   	 -40.69		
 -8.85   	  3.97   	 59.23   	 -40.69		 63.28   	 -40.69		
 -5.19   	 12.51   	 59.06   	 -40.69		 63.11   	 -35.61		
 -0.61   	 18.62   	 58.90   	 -40.69		 62.97   	 -35.61		
  3.36   	 21.06   	 58.74   	 -35.61		 62.83   	 -35.61		
  5.19   	 22.89   	 58.60   	 -35.61		 62.69   	 -40.69		
  3.97   	 29.30   	 58.45   	 -40.69		 62.52   	 -35.61		
  1.53   	 43.03   	 58.29   	 -35.61		 62.38   	 -40.69		
  0.31   	 60.42   	 58.15   	 -40.69		 62.22   	 -40.69		
  1.83   	 75.07   	 57.99   	 -40.69		 62.05   	 -40.69		
  6.71   	 82.09   	 57.82   	 -40.69		 61.89   	 -45.78		
 13.43   	 82.70   	 57.66   	 -40.69		 61.71   	 -50.86		
 20.45   	 81.48   	 57.50   	 -40.69		 61.51   	 -45.78		
 25.63   	 83.31   	 57.33   	 -45.78		 61.32   	 -50.86		
 28.08   	 90.64   	 57.15   	 -45.78		 61.12   	 -50.86		
 28.08   	101.62   	 56.97   	 -45.78		 60.92   	 -50.86		
 29.30   	112.92   	 56.79   	 -50.86		 60.71   	 -50.86		
 33.26   	122.07   	 56.58   	 -45.78		 60.51   	 -50.86		
 40.59   	127.87   	 56.40   	 -45.78		 60.30   	 -50.86		
 49.74   	130.62   	 56.22   	 -45.78		 60.10   	 -45.78		
 57.68   	130.62   	 56.03   	 -45.78		 59.92   	 -50.86		
 61.95   	128.17   	 55.85   	 -40.69		 59.71   	 -45.78		
 63.78   	124.82   	 55.69   	 -40.69		 59.53   	 -40.69		
 63.48   	122.38   	 55.52   	 -40.69		 59.37   	 -45.78		
 63.17   	120.85   	 55.36   	 -40.69		 59.19   	 -40.69		
 62.56   	118.71   	 55.20   	 -35.61		 59.02   	 -40.69		
 61.95   	112.61   	 55.06   	 -35.61		 58.86   	 -35.61		
 60.12   	 99.18   	 54.91   	 -30.52		 58.72   	 -40.69		
 55.85   	 81.18   	 54.79   	 -30.52		 58.56   	 -35.61		
 48.22   	 65.00   	 54.67   	 -30.52		 58.41   	 -40.69		
 36.32   	 54.63   	 54.55   	 -30.52		 58.25   	 -35.61		
 22.28   	 47.61   	 54.43   	 -30.52		 58.11   	 -35.61		
  8.54   	 38.76   	 54.30   	 -30.52		 57.97   	 -40.69		
 -0.92   	 22.89   	 54.18   	 -35.61		 57.80   	 -35.61		
 -5.19   	  1.22   	 54.04   	 -40.69		 57.66   	 -35.61		
 -6.71   	-19.84   	 53.88   	 -40.69		 57.52   	 -35.61		
 -7.63   	-34.18   	 53.71   	 -50.86		 57.38   	 -40.69		
 -9.46   	-41.20   	 53.51   	 -50.86		 57.21   	 -35.61		
-12.51   	-43.03   	 53.31   	 -55.95		 57.07   	 -40.69		
-14.95   	-42.42   	 53.08   	 -55.95		 56.91   	 -40.69		
-15.87   	-39.67   	 52.86   	 -61.04		 56.74   	 -35.61		
-14.95   	-34.79   	 52.61   	 -61.04		 56.60   	 -40.69		
-13.12   	-28.99   	 52.37   	 -55.95		 56.44   	 -40.69		
-10.99   	-25.94   	 52.15   	 -55.95		 56.28   	 -40.69		
 -9.16   	-28.38   	 51.92   	 -50.86		 56.11   	 -35.61		
 -8.54   	-34.18   	 51.72   	 -50.86		 55.97   	 -40.69		
 -9.16   	-39.06   	 51.52   	 -45.78		 55.81   	 -35.61		
-10.68   	-38.45   	 51.33   	 -40.69		 55.67   	 -40.69		
-12.82   	-32.65   	 51.17   	 -40.69		 55.50   	 -30.52		
-15.87   	-25.63   	 51.01   	 -35.61		 55.38   	 -35.61		
-21.36   	-21.67   	 50.86   	 -30.52		 55.24   	 -35.61		
-33.26   	-23.50   	 50.74   	 -25.43		 55.10   	 -30.52		
-52.80   	-29.30   	 50.64   	 -25.43		 54.97   	 -30.52		
-74.77   	-33.26   	 50.54   	 -20.35		 54.85   	 -30.52		
-86.67   	-27.16   	 50.46   	 -20.35		 54.73   	 -25.43		
-73.85   	 -3.36   	 50.38   	 -20.35		 54.63   	 -25.43		
-28.38   	 40.59   	 50.29   	 -15.26		 54.53   	 -30.52		
 47.00   	100.10   	 50.23   	 -15.26		 54.40   	 -25.43		
148.01   	168.46   	 50.17   	 -20.35		 54.30   	 -25.43		
274.96   	247.50   	 50.09   	 -15.26		 54.20   	 -25.43		
433.96   	352.78   	 50.03   	 -15.26		 54.10   	 -25.43		
621.64   	497.13   	 49.97   	 -35.61		 54.00   	 -45.78		
936.89   	779.11   	 49.83   	 -15.26		 53.81   	 -25.43		
954.90   	780.03(R)	 49.77(E)	 -20.35		 53.71   	 -25.43		
848.69   	625.31   	 49.68   	 -20.35		 53.61   	 -20.35		
660.71   	351.26   	 49.60   	 -25.43		 53.53   	 -25.43		
466.61   	 45.47   	 49.50   	 -20.35		 53.43   	 -20.35		
329.90   	-212.10   	 49.42   	 -25.43		 53.35   	 -25.43		
264.28   	-388.49   	 49.32   	 -25.43		 53.24   	 -20.35		
236.21   	-492.86   	 49.22   	 -25.43		 53.16   	 -20.35		
199.28   	-542.60   	 49.11   	 -25.43		 53.08   	 -25.43		
131.53   	-539.25   	 49.01   	 -25.43		 52.98   	 -20.35		
 42.42   	-477.29   	 48.91   	 -25.43		 52.90   	 -20.35		
-44.86   	-374.15   	 48.81   	 -25.43		 52.82   	 -20.35		
-112.61   	-272.22   	 48.71   	 -25.43		 52.74   	 -20.35		
-159.61   	-208.13   	 48.61   	 -25.43		 52.65   	 -20.35		
-193.48   	-187.38   	 48.50   	 -20.35		 52.57   	 -20.35		
-220.64   	-185.55   	 48.42   	 -25.43		 52.49   	 -20.35		
-240.48   	-172.73   	 48.32   	 -15.26		 52.41   	 -20.35		
-249.94   	-137.33   	 48.26   	 -20.35		 52.33   	 -20.35		
-248.41   	-93.99   	 48.18   	 -15.26		 52.25   	 -20.35		
-235.90   	-65.00   	 48.12   	 -10.17		 52.17   	 -20.35		
-212.40   	-58.29   	 48.08   	  -5.09		 52.09   	 -20.35		
-180.66   	-64.09   	 48.06(D)	   5.09		 52.00   	 -15.26		
-144.04   	-64.70   	 48.08   	   5.09		 51.94   	 -20.35		
-108.03   	-50.05   	 48.10   	  15.26		 51.86   	 -15.26		
-78.43   	-25.02   	 48.16   	  30.52		 51.80   	 -10.17		
-59.51   	 -3.05   	 48.28   	  40.69		 51.76   	  -5.09		
-50.35   	  5.49   	 48.44   	  50.86		 51.74(D)	   0.00		
-47.00   	  0.61   	 48.65   	  71.21		 51.74   	  10.17		
-45.47   	 -9.16   	 48.93   	  81.38		 51.78   	  20.35		
-41.81   	-16.17   	 49.26   	 106.82		 51.86   	  40.69		
-36.62   	-17.09   	 49.68   	 116.99		 52.02   	  55.95		
-31.43   	-13.43   	 50.15   	 142.42		 52.25   	  81.38		
-28.38   	 -7.93   	 50.72   	 157.68		 52.57   	 101.73		
-27.77   	 -2.75   	 51.35   	 172.94		 52.98   	 132.25		
-28.38   	  0.92   	 52.04   	 198.37		 53.51   	 157.68		
-28.69   	  1.22   	 52.84   	 208.54		 54.14   	 183.11		
-27.77   	 -1.22   	 53.67   	 228.89		 54.87   	 208.54		
-26.25   	 -3.66   	 54.59   	 239.06		 55.71   	 233.98		
-24.72   	 -3.97   	 55.54   	 254.32		 56.64   	 259.41		
-24.11   	 -1.83   	 56.56   	 264.50		 57.68   	 274.67		
-24.41   	  0.31   	 57.62   	 269.58		 58.78   	 295.01		
-24.72   	  0.00   	 58.70   	 284.84		 59.96   	 310.27		
-24.41   	 -3.05   	 59.84   	 284.84		 61.20   	 320.45		
-23.50   	 -7.02   	 60.98   	 289.93		 62.48   	 325.53		
-22.58   	 -9.77   	 62.14   	 295.01		 63.78   	 335.71		
-22.28   	 -9.77   	 63.32   	 300.10		 65.13   	 345.88		
-22.89   	 -7.32   	 64.52   	 305.19		 66.51   	 345.88		
-23.50   	 -3.36   	 65.74   	 315.36		 67.89   	 350.97		
-24.11   	  0.31   	 67.00   	 315.36		 69.30   	 356.05		
-25.33   	  2.75   	 68.26   	 330.62		 70.72   	 366.22		
-27.16   	  3.05   	 69.58   	 335.71		 72.19   	 376.40		
-29.30   	  1.83   	 70.93   	 340.79		 73.69   	 381.48		
-29.91   	  0.61   	 72.29   	 350.97		 75.22   	 396.74		
-28.08   	  0.31   	 73.69   	 361.14		 76.81   	 401.83		
-24.11   	  0.61   	 75.14   	 361.14		 78.41   	 412.00		
-20.45   	  0.92   	 76.58   	 371.31		 80.06   	 422.18		
-20.14   	  0.31   	 78.07   	 366.22		 81.75   	 427.26		
-23.50   	  0.00   	 79.53   	 371.31		 83.46   	 432.35		
-28.38   	  0.61   	 81.02   	 376.40		 85.19   	 437.43		
-30.82   	  1.83   	 82.52   	 371.31		 86.94   	 442.52		
-29.30   	  3.66   	 84.01   	 376.40		 88.71   	 437.43		
-24.11   	  5.19   	 85.51   	 376.40		 90.46   	 447.61		
-19.23   	  6.10   	 87.02   	 376.40		 92.25   	 442.52		
-18.01   	  6.71   	 88.52   	 381.48		 94.02   	 442.52		
-21.06   	  6.71   	 90.05   	 381.48		 95.79   	 442.52		
-25.63   	  7.32   	 91.58   	 386.57		 97.56   	 442.52		
-28.69   	  8.85   	 93.12   	 386.57		 99.33   	 442.52		
-28.38   	 11.90   	 94.67   	 386.57		101.10   	 437.43		
-25.33   	 16.48   	 96.22   	 386.57		102.85   	 432.35		
-22.28   	 21.06   	 97.76   	 381.48		104.58   	 432.35		
-20.14   	 25.94   	 99.29   	 381.48		106.31   	 427.26		
-18.92   	 31.43   	100.81   	 371.31		108.02   	 422.18		
-17.70   	 39.37   	102.30   	 361.14		109.70   	 412.00		
-16.17   	 50.96   	103.74   	 361.14		111.35   	 406.92		
-14.65   	 63.48   	105.19   	 350.97		112.98   	 391.66		
-14.95   	 73.24   	106.59   	 356.05		114.55   	 386.57		
-16.17   	 78.13   	108.02   	 356.05		116.09   	 381.48		
-18.01   	 78.74   	109.44   	 356.05		117.62   	 366.22		
-18.62   	 80.26   	110.86   	 361.14		119.08   	 361.14		
-17.09   	 87.28   	112.31   	 366.22		120.53   	 350.97		
-14.65   	100.40   	113.77   	 366.22		121.93   	 345.88		
-12.51   	116.27   	115.24   	 361.14		123.32   	 330.62		
-11.90   	130.00   	116.68   	 361.14		124.64   	 330.62		
-11.29   	138.55   	118.13   	 356.05		125.96   	 320.45		
 -8.85   	142.52   	119.55   	 350.97		127.24   	 310.27		
 -4.88   	144.96   	120.96   	 340.79		128.48   	 305.19		
  0.00   	148.01   	122.32   	 325.53		129.70   	 295.01		
  5.19   	153.20   	123.62   	 315.36		130.88   	 289.93		
 10.38   	159.30   	124.88   	 300.10		132.04   	 279.75		
 16.17   	164.18   	126.08   	 289.93		133.16   	 269.58		
 22.89   	167.54   	127.24   	 274.67		134.24   	 264.50		
 28.69   	169.07   	128.34   	 259.41		135.30   	 249.24		
 31.74   	169.37   	129.38   	 249.24		136.30   	 244.15		
 32.65   	170.29   	130.38   	 239.06		137.27   	 233.98		
 33.57   	171.51   	131.33   	 223.80		138.21   	 223.80		
 36.93   	169.98   	132.23   	 218.72		139.10   	 213.63		
 42.11   	164.79   	133.10   	 203.46		139.96   	 203.46		
 46.69   	155.03   	133.92   	 193.29		140.77   	 188.20		
 47.61   	143.43   	134.69   	 183.11		141.53   	 172.94		
 44.86   	133.97   	135.42   	 167.85		142.22   	 167.85		
 39.67   	128.48   	136.09   	 157.68		142.89   	 147.51		
 34.48   	125.43   	136.72   	 142.42		143.48   	 137.33		
 30.82   	122.38   	137.29   	 127.16		144.03   	 122.07		
 28.69   	116.27   	137.80   	 116.99		144.52   	 106.82		
 27.47   	107.73   	138.27   	  96.64		144.94   	  86.47		
 26.25   	 97.35   	138.66   	  86.47		145.29   	  71.21		
 24.11   	 87.28   	139.00   	  66.12		145.57   	  55.95		
 19.53   	 78.13   	139.27   	  50.86		145.80   	  35.61		
 13.12   	 69.58   	139.47   	  25.43		145.94   	  20.35		
  7.32   	 61.34   	139.57   	  10.17		146.02(S)	  -5.09		
  4.27   	 53.71   	139.61   	 -10.17		146.00   	 -25.43		
  4.88   	 48.83   	139.57   	 -35.61		145.90   	 -50.86		
  8.24   	 47.30   	139.43   	 -61.04		145.70   	 -71.21		
 11.29   	 49.13   	139.19   	 -86.47		145.41   	 -96.64		
 12.51   	 51.88   	138.84   	-111.90		145.02   	-116.99		
 10.99   	 52.49   	138.39   	-137.33		144.56   	-147.51		
  7.63   	 49.44   	137.84   	-157.68		143.97   	-172.94		
  3.97   	 43.64   	137.21   	-188.20		143.28   	-198.37		
  0.00   	 38.15   	136.46   	-203.46		142.48   	-223.80		
 -3.05   	 35.10   	135.65   	-228.89		141.59   	-249.24		
 -5.19   	 34.48   	134.73   	-249.24		140.59   	-269.58		
 -5.49   	 35.71   	133.73   	-259.41		139.51   	-289.93		
 -4.27   	 36.93   	132.70   	-274.67		138.35   	-305.19		
 -1.83   	 36.93   	131.60   	-284.84		137.13   	-325.53		
  0.92   	 35.71   	130.46   	-295.01		135.83   	-335.71		
  2.44   	 32.35   	129.28   	-295.01		134.49   	-345.88		
  1.83   	 28.38   	128.10   	-305.19		133.10   	-350.97		
 -1.22   	 25.02   	126.88   	-300.10		131.70   	-356.05		
 -5.49   	 23.19   	125.68   	-305.19		130.27   	-356.05		
 -9.16   	 23.19   	124.46   	-300.10		128.85   	-356.05		
 -9.77   	 24.72   	123.25   	-300.10		127.43   	-356.05		
 -7.02   	 27.77   	122.05   	-300.10		126.00   	-345.88		
 -2.44   	 32.65   	120.85   	-289.93		124.62   	-335.71		
  1.53   	 39.37   	119.69   	-284.84		123.28   	-330.62		
  3.66   	 44.56   	118.55   	-274.67		121.95   	-320.45		
  2.14   	 45.47   	117.46   	-274.67		120.67   	-310.27		
 -1.22   	 40.59   	116.36   	-264.50		119.43   	-295.01		
 -5.49   	 32.65   	115.30   	-259.41		118.25   	-284.84		
 -9.16   	 26.25   	114.26   	-249.24		117.11   	-279.75		
-10.68   	 23.80   	113.27   	-244.15		115.99   	-264.50		
-11.29   	 24.41   	112.29   	-239.06		114.93   	-249.24		
-11.90   	 24.41   	111.33   	-228.89		113.94   	-244.15		
-13.43   	 21.97   	110.42   	-223.80		112.96   	-239.06		
-14.65   	 18.01   	109.52   	-213.63		112.00   	-223.80		
-14.34   	 15.87   	108.67   	-213.63		111.11   	-218.72		
-11.90   	 17.09   	107.81   	-203.46		110.23   	-208.54		
 -8.24   	 20.75   	107.00   	-203.46		109.40   	-208.54		
 -5.80   	 23.80   	106.18   	-198.37		108.57   	-198.37		
 -6.10   	 24.11   	105.39   	-193.29		107.77   	-193.29		
 -7.93   	 21.97   	104.62   	-188.20		107.00   	-193.29		
 -9.46   	 19.53   	103.87   	-188.20		106.23   	-183.11		
 -9.46   	 18.31   	103.11   	-183.11		105.49   	-183.11		
 -8.85   	 18.92   	102.38   	-183.11		104.76   	-178.03		
 -8.24   	 21.06   	101.65   	-178.03		104.05   	-178.03		
 -7.93   	 23.50   	100.94   	-178.03		103.34   	-172.94		
 -7.63   	 25.63   	100.22   	-178.03		102.64   	-167.85		
 -7.02   	 26.25   	 99.51   	-172.94		101.97   	-167.85		
 -7.02   	 25.33   	 98.82   	-172.94		101.30   	-167.85		
 -8.85   	 22.58   	 98.13   	-167.85		100.63   	-162.77		
-11.90   	 19.53   	 97.46   	-167.85		 99.98   	-162.77		
-14.34   	 18.01   	 96.78   	-167.85		 99.33   	-157.68		
-14.34   	 18.31   	 96.11   	-157.68		 98.70   	-157.68		
-13.12   	 19.23   	 95.48   	-157.68		 98.07   	-152.59		
-12.21   	 18.62   	 94.85   	-157.68		 97.46   	-152.59		
-13.12   	 15.26   	 94.22   	-152.59		 96.85   	-147.51		
-15.87   	 11.29   	 93.61   	-147.51		 96.26   	-147.51		
-18.31   	  8.24   	 93.02   	-142.42		 95.67   	-142.42		
-18.62   	  7.63   	 92.45   	-142.42		 95.10   	-142.42		
-17.09   	  9.16   	 91.88   	-142.42		 94.53   	-137.33		
-14.34   	 11.29   	 91.31   	-132.25		 93.98   	-137.33		
-12.51   	 12.51   	 90.78   	-137.33		 93.43   	-132.25		
-12.82   	 12.51   	 90.23   	-132.25		 92.90   	-132.25		
-14.04   	 12.82   	 89.70   	-127.16		 92.37   	-132.25		
-15.26   	 12.82   	 89.20   	-127.16		 91.84   	-127.16		
-15.26   	 11.60   	 88.69   	-127.16		 91.33   	-127.16		
-15.26   	  7.63   	 88.18   	-127.16		 90.82   	-122.07		
-16.48   	  1.22   	 87.67   	-127.16		 90.34   	-122.07		
-19.23   	 -5.49   	 87.16   	-127.16		 89.85   	-122.07		
-22.28   	 -9.46   	 86.65   	-122.07		 89.36   	-116.99		
-23.50   	 -9.46   	 86.16   	-127.16		 88.89   	-122.07		
-22.28   	 -6.10   	 85.66   	-122.07		 88.40   	-116.99		
-20.45   	 -2.14   	 85.17   	-122.07		 87.93   	-111.90		
-18.62   	  1.53   	 84.68   	-122.07		 87.49   	-111.90		
-18.01   	  4.58   	 84.19   	-122.07		 87.04   	-111.90		
-18.01   	  7.32   	 83.70   	-122.07		 86.59   	-111.90		
-18.31   	  8.85   	 83.21   	-116.99		 86.14   	-106.82		
-18.92   	  7.63   	 82.75   	-116.99		 85.72   	-101.73		
-20.45   	  3.66   	 82.28   	-111.90		 85.31   	-106.82		
-22.28   	 -1.83   	 81.83   	-111.90		 84.88   	 -96.64		
-23.19   	 -6.10   	 81.38   	-111.90		 84.50   	-101.73		
-22.89   	 -7.32   	 80.94   	-101.73		 84.09   	 -96.64		
-21.67   	 -5.49   	 80.53   	-106.82		 83.70   	 -91.56		
-20.75   	 -2.75   	 80.10   	-101.73		 83.34   	 -91.56		
-20.45   	 -0.92   	 79.69   	 -96.64		 82.97   	 -91.56		
-20.45   	 -0.61   	 79.31   	 -96.64		 82.60   	 -91.56		
-20.75   	 -1.22   	 78.92   	 -96.64		 82.24   	 -86.47		
-20.75   	 -1.83   	 78.53   	 -91.56		 81.89   	 -86.47		
-20.75   	 -2.14   	 78.17   	 -91.56		 81.55   	 -86.47		
-21.06   	 -3.66   	 77.80   	 -86.47		 81.20   	 -86.47		
-21.36   	 -5.80   	 77.46   	 -86.47		 80.85   	 -81.38		
-21.67   	 -8.85   	 77.11   	 -86.47		 80.53   	 -86.47		
-21.67   	-10.68   	 76.76   	 -86.47		 80.18   	 -86.47		
-22.28   	-10.38   	 76.42   	 -86.47		 79.84   	 -81.38		
-23.19   	 -7.93   	 76.07   	 -86.47		 79.51   	 -81.38		
-24.11   	 -4.88   	 75.73   	 -86.47		 79.19   	 -81.38		
-24.72   	 -2.75   	 75.38   	 -81.38		 78.86   	 -86.47		
-24.41   	 -1.53   	 75.06   	 -86.47		 78.51   	 -81.38		
-23.19   	 -0.31   	 74.71   	 -81.38		 78.19   	 -81.38		
-21.06   	  2.14   	 74.38   	 -81.38		 77.86   	 -76.30		
-18.01   	  5.49   	 74.06   	 -81.38		 77.56   	 -81.38		
-15.26   	  6.71   	 73.73   	 -81.38		 77.23   	 -76.30		
-14.04   	  3.97   	 73.41   	 -81.38		 76.93   	 -76.30		
-14.34   	 -2.44   	 73.08   	 -81.38		 76.62   	 -76.30		
-16.48   	 -9.77   	 72.76   	 -76.30		 76.32   	 -76.30		
-18.62   	-14.34   	 72.45   	 -76.30		 76.01   	 -76.30		
-19.84   	-14.95   	 72.15   	 -76.30		 75.71   	 -71.21		
-19.84   	-13.43   	 71.84   	 -76.30		 75.42   	 -71.21		
-19.53   	-11.90   	 71.54   	 -76.30		 75.14   	 -71.21		
-20.14   	-10.99   	 71.23   	 -71.21		 74.85   	 -66.12		
-20.75   	-10.99   	 70.95   	 -71.21		 74.59   	 -71.21		
-20.75   	-10.68   	 70.66   	 -71.21		 74.30   	 -66.12		
-20.45   	-10.68   	 70.38   	 -66.12		 74.04   	 -71.21		
-20.14   	-10.99   	 70.11   	 -71.21		 73.75   	 -66.12		
-20.75   	-12.21   	 69.83   	 -66.12		 73.49   	 -61.04		
-21.67   	-12.82   	 69.56   	 -66.12		 73.24   	 -66.12		
-21.97   	-12.21   	 69.30   	 -61.04		 72.98   	 -66.12		
-21.67   	-10.38   	 69.05   	 -66.12		 72.72   	 -66.12		
-20.75   	 -8.85   	 68.79   	 -66.12		 72.45   	 -66.12		
-20.14   	 -9.46   	 68.52   	 -66.12		 72.19   	 -61.04		
-20.75   	-11.60   	 68.26   	 -61.04		 71.94   	 -66.12		
-22.28   	-14.04   	 68.02   	 -66.12		 71.68   	 -61.04		
-22.89   	-14.95   	 67.75   	 -66.12		 71.43   	 -66.12		
-21.67   	-13.73   	 67.49   	 -66.12		 71.17   	 -61.04		
-18.31   	-10.99   	 67.22   	 -61.04		 70.93   	 -66.12		
-14.04   	 -9.77   	 66.98   	 -66.12		 70.66   	 -61.04		
-11.29   	-10.68   	 66.71   	 -66.12		 70.42   	 -61.04		
-10.99   	-13.73   	 66.45   	 -66.12		 70.17   	 -61.04		
-13.12   	-16.17   	 66.18   	 -66.12		 69.93   	 -61.04		
-16.17   	-17.09   	 65.92   	 -61.04		 69.68   	 -61.04		
-18.92   	-15.87   	 65.68   	 -66.12		 69.44   	 -61.04		
-20.14   	-14.65   	 65.41   	 -66.12		 69.20   	 -55.95		
-19.23   	-14.65   	 65.15   	 -61.04		 68.97   	 -61.04		
-17.70   	-15.26   	 64.90   	 -66.12		 68.73   	 -55.95		
-16.48   	-14.95   	 64.64   	 -61.04		 68.50   	 -55.95		
-15.56   	-13.12   	 64.39   	 -55.95		 68.28   	 -55.95		
-15.56   	 -9.16   	 64.17   	 -61.04		 68.06   	 -55.95		
-15.56   	 -3.97   	 63.93   	 -55.95		 67.83   	 -55.95		
-14.34   	  2.75   	 63.70   	 -50.86		 67.61   	 -50.86		
-11.60   	 12.82   	 63.50   	 -50.86		 67.41   	 -50.86		
 -7.63   	 26.55   	 63.30   	 -45.78		 67.20   	 -45.78		
 -3.05   	 41.81   	 63.11   	 -45.78		 67.02   	 -45.78		
  0.61   	 54.32   	 62.93   	 -40.69		 66.84   	 -45.78		
  3.36   	 60.73   	 62.77   	 -40.69		 66.65   	 -40.69		
  5.19   	 62.26   	 62.60   	 -35.61		 66.49   	 -40.69		
  6.71   	 62.26   	 62.46   	 -35.61		 66.33   	 -40.69		
  7.93   	 65.92   	 62.32   	 -35.61		 66.16   	 -40.69		
  9.16   	 75.07   	 62.18   	 -30.52		 66.00   	 -35.61		
 10.99   	 86.36   	 62.05   	 -35.61		 65.86   	 -35.61		
 13.73   	 95.83   	 61.91   	 -30.52		 65.72   	 -40.69		
 18.01   	100.71   	 61.79   	 -35.61		 65.55   	 -35.61		
 23.80   	100.71   	 61.65   	 -30.52		 65.41   	 -40.69		
 29.60   	 98.88   	 61.53   	 -30.52		 65.25   	 -40.69		
 34.48   	 97.05   	 61.40   	 -35.61		 65.09   	 -40.69		
 37.84   	 95.21   	 61.26   	 -30.52		 64.92   	 -40.69		
 41.20   	 93.99   	 61.14   	 -35.61		 64.76   	 -40.69		
 46.08   	 92.77   	 61.00   	 -30.52		 64.60   	 -45.78		
 51.57   	 90.94   	 60.87   	 -35.61		 64.41   	 -45.78		
 54.93   	 86.67   	 60.73   	 -30.52		 64.23   	 -45.78		
 54.32   	 78.13   	 60.61   	 -35.61		 64.05   	 -45.78		
 48.22   	 62.87   	 60.47   	 -30.52		 63.87   	 -45.78		
 39.37   	 43.33   	 60.35   	 -30.52		 63.68   	 -50.86		
 29.60   	 25.02   	 60.22   	 -25.43		 63.48   	 -45.78		
 20.45   	 12.82   	 60.12   	 -25.43		 63.30   	 -45.78		
 10.38   	  5.80   	 60.02   	 -25.43		 63.11   	 -40.69		
 -1.83   	 -0.31   	 59.92   	 -15.26		 62.95   	 -40.69		
-14.65   	-11.29   	 59.86   	 -15.26		 62.79   	 -35.61		
-24.72   	-28.08   	 59.80   	 -10.17		 62.64   	 -35.61		
-29.91   	-47.00   	 59.76   	 -10.17		 62.50   	 -25.43		
-30.52   	-62.26   	 59.71   	  -5.09		 62.40   	 -25.43		
-28.69   	-70.19   	 59.69   	   0.00		 62.30   	 -20.35		
-28.08   	-72.02   	 59.69   	   5.09		 62.22   	 -15.26		
-29.30   	-71.11   	 59.71   	   5.09		 62.16   	 -10.17		
-31.43   	-70.50   	 59.74   	   5.09		 62.12   	  -5.09		
-32.65   	-72.02   	 59.76   	  10.17		 62.10   	  -5.09		
-32.65   	-75.07   	 59.80   	  10.17		 62.08   	   5.09		
-33.26   	-78.74   	 59.84   	   5.09		 62.10   	   0.00		
-34.79   	-82.09   	 59.86   	   5.09		 62.10   	   5.09		
-37.84   	-84.53   	 59.88   	   0.00		 62.12   	   5.09		
-40.89   	-85.75   	 59.88   	  -5.09		 62.14   	   0.00		
-42.72   	-85.75   	 59.86   	  -5.09		 62.14   	   0.00		
-43.33   	-84.84   	 59.84   	 -15.26		 62.14   	 -10.17		
-43.33   	-84.23   	 59.78   	 -20.35		 62.10   	 -20.35		
-46.08   	-83.92   	 59.69   	 -25.43		 62.01   	 -20.35		
-55.24   	-84.23   	 59.59   	 -30.52		 61.93   	 -25.43		
-72.94   	-84.84   	 59.47   	 -30.52		 61.83   	 -35.61		
-95.21   	-82.09   	 59.35   	 -30.52		 61.69   	 -35.61		
-110.78   	-69.89   	 59.23   	 -35.61		 61.55   	 -40.69		
-104.98   	-41.20   	 59.08   	 -40.69		 61.38   	 -45.78		
-68.05   	  5.49   	 58.92   	 -35.61		 61.20   	 -40.69		
  1.22   	 65.92   	 58.78   	 -30.52		 61.04   	 -45.78		
 97.66   	133.36   	 58.66   	 -35.61		 60.85   	 -40.69		
