  I     	  II     	  AO     	  AO'		  CH2     	  CH2'		
 47.00   	138.55   	104.11   	 -71.21		 -5.57   	   0.00		
 43.95   	133.36   	103.82   	 -81.38		 -5.57   	   0.00		
 45.17   	133.36   	103.50   	-101.73		 -5.57   	   0.00		
 49.13   	129.09   	103.09   	-122.07		 -5.57   	   0.00		
 48.52   	126.04   	102.60   	-132.25		 -5.57   	   0.00		
 45.47   	128.78   	102.07   	-142.42		 -5.57   	   0.00		
 44.25   	124.82   	101.51   	-152.59		 -5.57   	   0.00		
 43.03   	122.38   	100.89   	-142.42		 -5.57   	   0.00		
 43.33   	129.09   	100.33   	-142.42		 -5.57   	   0.00		
 41.50   	133.36   	 99.76   	-132.25		 -5.57   	   0.00		
 46.39   	136.11   	 99.23   	-122.07		 -5.57   	   0.00		
 54.02   	143.43   	 98.74   	-111.90		 -5.57   	  -5.09		
 52.19   	148.01   	 98.29   	-101.73		 -5.60   	   0.00		
 57.68   	159.91   	 97.88   	 -96.64		 -5.60   	   0.00		
 68.97   	186.46   	 97.50   	 -91.56		 -5.60   	   0.00		
 75.07   	214.84   	 97.13   	 -91.56		 -5.60   	   0.00		
 84.84   	246.28   	 96.76   	 -96.64		 -5.60   	   0.00		
 97.35   	265.20   	 96.38   	-101.73		 -5.60   	   0.00		
 99.49   	270.08   	 95.97   	-106.82		 -5.60   	   0.00		
100.10   	276.79   	 95.54   	-111.90		 -5.60   	   0.00		
105.29   	273.13   	 95.10   	-122.07		 -5.60   	   0.00		
108.03   	270.08   	 94.61   	-116.99		 -5.60   	   0.00		
108.03   	271.00   	 94.14   	-122.07		 -5.60   	   0.00		
105.90   	255.43   	 93.65   	-116.99		 -5.60   	   0.00		
 97.96   	221.86   	 93.18   	-116.99		 -5.60   	   0.00		
 81.18   	177.31   	 92.72   	-111.90		 -5.60   	   0.00		
 66.53   	135.80   	 92.27   	-101.73		 -5.60   	   0.00		
 53.71   	100.40   	 91.86   	 -96.64		 -5.60   	   0.00		
 43.03   	 85.14   	 91.47   	 -91.56		 -5.60   	   0.00		
 41.81   	 91.86   	 91.11   	 -86.47		 -5.60   	   5.09		
 35.71   	 86.06   	 90.76   	 -86.47		 -5.57   	   0.00		
 36.62   	 73.55   	 90.42   	 -81.38		 -5.57   	   0.00		
 36.32   	 51.57   	 90.09   	 -86.47		 -5.57   	   0.00		
 36.62   	 26.55   	 89.75   	 -81.38		 -5.57   	   0.00		
 37.54   	  8.24   	 89.42   	 -81.38		 -5.57   	   0.00		
 38.76   	 -3.05   	 89.09   	 -86.47		 -5.57   	   5.09		
 38.45   	 -1.53   	 88.75   	 -81.38		 -5.55   	   0.00		
 39.06   	  0.31   	 88.42   	 -86.47		 -5.55   	   0.00		
 43.03   	  0.92   	 88.08   	 -81.38		 -5.55   	   0.00		
 47.91   	 12.21   	 87.75   	 -86.47		 -5.55   	   0.00		
 45.47   	 16.17   	 87.41   	 -81.38		 -5.55   	   0.00		
 46.69   	 18.01   	 87.08   	 -81.38		 -5.55   	   0.00		
 51.27   	 25.94   	 86.75   	 -81.38		 -5.55   	   5.09		
 46.69   	 24.11   	 86.43   	 -76.30		 -5.53   	   0.00		
 52.19   	 27.47   	 86.12   	 -76.30		 -5.53   	   0.00		
 56.15   	 23.50   	 85.82   	 -71.21		 -5.53   	   0.00		
 56.15   	 18.92   	 85.53   	 -71.21		 -5.53   	   0.00		
 60.42   	 15.87   	 85.25   	 -66.12		 -5.53   	   0.00		
 62.56   	 11.90   	 84.98   	 -71.21		 -5.53   	   0.00		
 61.34   	 17.09   	 84.70   	 -71.21		 -5.53   	   0.00		
 54.32   	 19.53   	 84.41   	 -71.21		 -5.53   	   0.00		
 46.39   	 24.72   	 84.13   	 -71.21		 -5.53   	   0.00		
 36.62   	 23.19   	 83.85   	 -76.30		 -5.53   	   0.00		
 30.21   	 19.84   	 83.54   	 -76.30		 -5.53   	   0.00		
 26.86   	 20.45   	 83.23   	 -71.21		 -5.53   	   0.00		
 27.47   	 19.23   	 82.95   	 -76.30		 -5.53   	   0.00		
 26.86   	 28.08   	 82.64   	 -71.21		 -5.53   	   0.00		
 24.11   	 37.23   	 82.36   	 -71.21		 -5.53   	   0.00		
 23.19   	 40.89   	 82.07   	 -66.12		 -5.53   	  -5.09		
 20.14   	 43.64   	 81.81   	 -66.12		 -5.55   	   0.00		
 23.50   	 39.37   	 81.55   	 -55.95		 -5.55   	   0.00		
 17.40   	 39.67   	 81.32   	 -55.95		 -5.55   	   0.00		
 13.73   	 41.81   	 81.10   	 -55.95		 -5.55   	   0.00		
 13.73   	 40.59   	 80.87   	 -50.86		 -5.55   	   0.00		
  7.93   	 41.81   	 80.67   	 -45.78		 -5.55   	   0.00		
 14.04   	 44.56   	 80.49   	 -45.78		 -5.55   	   0.00		
 21.06   	 44.86   	 80.30   	 -40.69		 -5.55   	   0.00		
 21.67   	 55.85   	 80.14   	 -45.78		 -5.55   	   0.00		
 21.36   	 90.03   	 79.96   	 -45.78		 -5.55   	   0.00		
 28.69   	149.23   	 79.78   	 -50.86		 -5.55   	   5.09		
 43.03   	233.46   	 79.57   	 -50.86		 -5.53   	   0.00		
 45.47   	380.55   	 79.37   	 -50.86		 -5.53   	   0.00		
 79.35   	541.69   	 79.17   	 -61.04		 -5.53   	   0.00		
123.29   	713.50   	 78.92   	 -61.04		 -5.53   	   0.00		
159.30   	947.27   	 78.68   	 -66.12		 -5.53   	   0.00		
227.66   	1148.07   	 78.41   	 -71.21		 -5.53   	   0.00		
307.92   	1270.75   	 78.13   	 -71.21		 -5.53   	   0.00		
375.06   	1288.15(R)	 77.84   	 -71.21		 -5.53   	   0.00		
383.61   	1080.93   	 77.56   	 -76.30		 -5.53   	   0.00		
303.96   	666.20   	 77.25   	 -71.21		 -5.53   	   0.00		
206.60   	283.20   	 76.97   	 -71.21		 -5.53   	   0.00		
122.99   	-11.60   	 76.68   	 -66.12		 -5.53   	   5.09		
 99.49   	-252.69   	 76.42   	 -61.04		 -5.51   	   0.00		
169.37   	-211.79   	 76.17   	 -61.04		 -5.51   	   0.00		
230.71   	-200.81   	 75.93   	 -50.86		 -5.51   	   0.00		
209.35   	-228.27   	 75.73   	 -50.86		 -5.51   	   0.00		
146.48   	-142.82   	 75.52   	 -45.78		 -5.51   	   5.09		
 83.92   	-130.31   	 75.34   	 -40.69		 -5.49   	   0.00		
 21.06   	-84.84   	 75.18   	 -40.69		 -5.49   	   0.00		
 -8.24   	-40.28   	 75.01   	 -35.61		 -5.49   	   5.09		
-10.68   	-11.90   	 74.87   	 -40.69		 -5.47   	   0.00		
 -2.75   	 -7.02   	 74.71   	 -35.61		 -5.47   	   5.09		
  0.61   	-16.78   	 74.57   	 -35.61		 -5.45   	   0.00		
  0.00   	-10.07   	 74.42   	 -40.69		 -5.45   	   0.00		
  3.36   	-10.99   	 74.26   	 -35.61		 -5.45   	   5.09		
  3.05   	 -9.16   	 74.12   	 -30.52		 -5.43   	   0.00		
-12.51   	 -9.77   	 74.00   	 -15.26		 -5.43   	   0.00		
 -4.88   	 -7.93   	 73.94(D)	   0.00		 -5.43   	   0.00		
  0.31   	 -9.77   	 73.94   	  30.52		 -5.43   	   0.00		
 -5.19   	-12.82   	 74.06   	  71.21		 -5.43   	   0.00		
 -2.75   	-11.29   	 74.34   	 111.90		 -5.43   	  -5.09		
 -4.58   	 -8.54   	 74.79   	 162.77		 -5.45   	   0.00		
 -2.14   	-10.07   	 75.44   	 208.54		 -5.45   	   0.00		
 -0.92   	 -9.77   	 76.28   	 249.24		 -5.45   	  -5.09		
 -1.22   	 -8.24   	 77.27   	 289.93		 -5.47   	   0.00		
 -2.44   	 -6.71   	 78.43   	 310.27		 -5.47   	   0.00		
 -1.22   	 -2.75   	 79.67   	 325.53		 -5.47   	  -5.09		
 -0.92   	 -1.22   	 80.98   	 330.62		 -5.49   	   0.00		
 -1.22   	 -4.27   	 82.30   	 330.62		 -5.49   	   0.00		
 -4.27   	 -3.66   	 83.62   	 315.36		 -5.49   	   0.00		
 -8.24   	 -2.75   	 84.88   	 305.19		 -5.49   	   0.00		
 -5.80   	 -5.80   	 86.10   	 289.93		 -5.49   	   0.00		
 -9.46   	 -7.63   	 87.26   	 279.75		 -5.49   	   5.09		
-10.68   	 -6.10   	 88.38   	 274.67		 -5.47   	   0.00		
 -9.16   	 -7.32   	 89.48   	 264.50		 -5.47   	   5.09		
 -8.54   	 -6.71   	 90.54   	 274.67		 -5.45   	   0.00		
 -7.32   	 -5.49   	 91.64   	 279.75		 -5.45   	   5.09		
 -8.85   	 -4.58   	 92.76   	 295.01		 -5.43   	   0.00		
 -7.32   	 -7.93   	 93.94   	 310.27		 -5.43   	   5.09		
-15.26   	 -8.54   	 95.18   	 330.62		 -5.41   	   0.00		
-21.06   	 -8.85   	 96.50   	 340.79		 -5.41   	   5.09		
-18.31   	 -9.77   	 97.86   	 345.88		 -5.39   	   0.00		
-19.23   	-11.90   	 99.25   	 335.71		 -5.39   	   5.09		
-17.09   	-11.29   	100.59   	 320.45		 -5.37   	   0.00		
-17.70   	-13.43   	101.87   	 295.01		 -5.37   	   0.00		
-21.06   	-21.36   	103.05   	 269.58		 -5.37   	   0.00		
-20.14   	-20.14   	104.13   	 249.24		 -5.37   	   0.00		
-25.63   	-21.36   	105.13   	 233.98		 -5.37   	   0.00		
-21.36   	-25.63   	106.06   	 228.89		 -5.37   	   0.00		
-24.72   	-25.02   	106.98   	 228.89		 -5.37   	   0.00		
-34.79   	-26.55   	107.89   	 228.89		 -5.37   	   0.00		
-34.48   	-30.21   	108.81   	 233.98		 -5.37   	  -5.09		
-39.06   	-32.65   	109.75   	 233.98		 -5.39   	   0.00		
-37.23   	-37.23   	110.68   	 233.98		 -5.39   	   0.00		
-34.18   	-41.20   	111.62   	 233.98		 -5.39   	   0.00		
-38.76   	-46.69   	112.55   	 233.98		 -5.39   	   0.00		
-42.72   	-54.63   	113.49   	 249.24		 -5.39   	   0.00		
-49.74   	-59.20   	114.49   	 254.32		 -5.39   	   0.00		
-56.46   	-61.34   	115.50   	 274.67		 -5.39   	   0.00		
-60.73   	-67.44   	116.60   	 279.75		 -5.39   	   0.00		
-65.00   	-67.75   	117.72   	 295.01		 -5.39   	   0.00		
-67.44   	-66.53   	118.90   	 295.01		 -5.39   	   0.00		
-77.51   	-73.24   	120.08   	 289.93		 -5.39   	   0.00		
-78.43   	-69.58   	121.24   	 279.75		 -5.39   	   5.09		
-82.70   	-67.14   	122.36   	 269.58		 -5.37   	   0.00		
-87.89   	-64.70   	123.44   	 244.15		 -5.37   	   0.00		
-78.43   	-54.93   	124.41   	 218.72		 -5.37   	   0.00		
-78.43   	-50.96   	125.29   	 193.29		 -5.37   	   0.00		
-76.60   	-42.11   	126.06   	 167.85		 -5.37   	   0.00		
-74.46   	-34.79   	126.73   	 152.59		 -5.37   	   0.00		
-75.07   	-25.33   	127.34   	 142.42		 -5.37   	   0.00		
-68.97   	-11.60   	127.91   	 137.33		 -5.37   	   0.00		
-65.92   	 -1.53   	128.46   	 132.25		 -5.37   	  -5.09		
-51.27   	 15.26   	128.99   	 127.16		 -5.39   	   0.00		
-43.33   	 27.16   	129.50   	 122.07		 -5.39   	   0.00		
-41.20   	 40.89   	129.99   	 111.90		 -5.39   	  -5.09		
-26.86   	 56.76   	130.44   	  96.64		 -5.41   	  -5.09		
-19.53   	 65.00   	130.82   	  76.30		 -5.43   	   0.00		
-14.34   	 75.38   	131.13   	  55.95		 -5.43   	  -5.09		
 -2.75   	 84.23   	131.35   	  30.52		 -5.45   	  -5.09		
  6.10   	 90.94   	131.47   	   5.09		 -5.47   	   0.00		
  7.32   	 96.13   	131.49(S)	 -25.43		 -5.47   	  -5.09		
 14.04   	102.84   	131.39   	 -55.95		 -5.49   	   0.00		
 20.75   	104.06   	131.17   	 -76.30		 -5.49   	   0.00		
 20.45   	104.68   	130.86   	-101.73		 -5.49   	   0.00		
 25.33   	109.56   	130.46   	-127.16		 -5.49   	   0.00		
 30.52   	111.08   	129.95   	-142.42		 -5.49   	   0.00		
 34.48   	113.22   	129.38   	-162.77		 -5.49   	   0.00		
 38.45   	113.53   	128.73   	-188.20		 -5.49   	   0.00		
 38.15   	112.00   	127.98   	-218.72		 -5.49   	   5.09		
 38.45   	112.00   	127.10   	-249.24		 -5.47   	   0.00		
 36.32   	110.47   	126.10   	-284.84		 -5.47   	   5.09		
 36.32   	112.30   	124.96   	-335.71		 -5.45   	   5.09		
 39.06   	111.08   	123.62   	-381.48		 -5.43   	   0.00		
 41.81   	111.39   	122.10   	-417.09		 -5.43   	   5.09		
 42.11   	112.00   	120.43   	-447.61		 -5.41   	   5.09		
 38.76   	114.75   	118.64   	-452.69		 -5.39   	   5.09		
 37.54   	115.97   	116.83   	-432.35		 -5.37   	   0.00		
 36.62   	116.88   	115.10   	-391.66		 -5.37   	   5.09		
 37.23   	118.41   	113.53   	-330.62		 -5.35   	   5.09		
 44.56   	116.27   	112.21   	-244.15		 -5.33   	   0.00		
 44.86   	117.49   	111.23   	-167.85		 -5.33   	   5.09		
 43.95   	120.54   	110.56   	 -96.64		 -5.31   	   5.09		
 44.56   	123.60   	110.17   	 -35.61		 -5.29   	   0.00		
 44.25   	125.12   	110.03   	   0.00		 -5.29   	   5.09		
 45.78   	127.26   	110.03   	  10.17		 -5.27   	   5.09		
 44.25   	125.43   	110.07   	   5.09		 -5.25   	   0.00		
 41.50   	126.65   	110.09   	 -15.26		 -5.25   	   5.09		
 42.11   	128.48   	110.03   	 -45.78		 -5.23   	   0.00		
 41.50   	130.00   	109.85   	 -76.30		 -5.23   	   5.09		
 40.89   	134.89   	109.54   	-106.82		 -5.21   	   0.00		
 44.86   	133.36   	109.11   	-122.07		 -5.21   	   0.00		
 47.00   	132.14   	108.63   	-137.33		 -5.21   	   0.00		
 45.78   	131.23   	108.08   	-137.33		 -5.21   	  -5.09		
 50.35   	128.17   	107.53   	-137.33		 -5.23   	   0.00		
 49.44   	126.34   	106.98   	-122.07		 -5.23   	   0.00		
 43.95   	127.26   	106.49   	-111.90		 -5.23   	  -5.09		
 41.50   	127.26   	106.04   	 -96.64		 -5.25   	  -5.09		
 42.42   	125.43   	105.66   	 -86.47		 -5.27   	  -5.09		
 45.17   	126.34   	105.31   	 -81.38		 -5.29   	  -5.09		
 45.47   	125.12   	104.98   	 -71.21		 -5.31   	  -5.09		
 46.69   	117.19   	104.70   	 -76.30		 -5.33   	   0.00		
 45.78   	112.61   	104.39   	 -86.47		 -5.33   	  -5.09		
 42.42   	109.25   	104.05   	 -86.47		 -5.35   	  -5.09		
 38.45   	105.29   	103.70   	-101.73		 -5.37   	  -5.09		
 39.67   	104.68   	103.30   	-111.90		 -5.39   	  -5.09		
 40.59   	108.95   	102.85   	-116.99		 -5.41   	   0.00		
 38.45   	112.00   	102.38   	-127.16		 -5.41   	   0.00		
 43.33   	111.39   	101.87   	-122.07		 -5.41   	   0.00		
 43.03   	115.05   	101.38   	-127.16		 -5.41   	   0.00		
 44.25   	118.41   	100.87   	-116.99		 -5.41   	   0.00		
 48.22   	123.29   	100.41   	-116.99		 -5.41   	   5.09		
 49.44   	139.77   	 99.94   	-111.90		 -5.39   	   0.00		
 61.95   	166.02   	 99.49   	-106.82		 -5.39   	   5.09		
 72.94   	195.31   	 99.06   	-106.82		 -5.37   	   5.09		
 85.45   	223.39   	 98.64   	-106.82		 -5.35   	   5.09		
 99.79   	240.17   	 98.21   	-111.90		 -5.33   	   5.09		
 99.79   	242.92   	 97.76   	-116.99		 -5.31   	   5.09		
101.32   	245.06   	 97.29   	-127.16		 -5.29   	   5.09		
101.32   	249.02   	 96.78   	-132.25		 -5.27   	   5.09		
102.84   	252.99   	 96.26   	-132.25		 -5.25   	   0.00		
107.12   	259.70   	 95.73   	-137.33		 -5.25   	   5.09		
106.20   	248.72   	 95.18   	-132.25		 -5.23   	   0.00		
 97.05   	212.40   	 94.65   	-127.16		 -5.23   	   0.00		
 72.63   	171.51   	 94.14   	-122.07		 -5.23   	   0.00		
 54.93   	135.80   	 93.65   	-111.90		 -5.23   	   0.00		
 42.72   	106.51   	 93.20   	-101.73		 -5.23   	   0.00		
 36.01   	 93.69   	 92.80   	 -96.64		 -5.23   	  -5.09		
 36.32   	 93.69   	 92.41   	 -86.47		 -5.25   	   0.00		
 38.45   	 84.84   	 92.06   	 -86.47		 -5.25   	  -5.09		
 36.32   	 66.53   	 91.72   	 -81.38		 -5.27   	  -5.09		
 32.04   	 58.29   	 91.39   	 -81.38		 -5.29   	   0.00		
 36.32   	 37.84   	 91.07   	 -86.47		 -5.29   	  -5.09		
 35.71   	 19.84   	 90.72   	 -86.47		 -5.31   	   0.00		
 34.48   	 10.38   	 90.38   	 -91.56		 -5.31   	  -5.09		
 35.40   	 -2.44   	 90.01   	 -96.64		 -5.33   	  -5.09		
 33.87   	 -4.58   	 89.62   	 -96.64		 -5.35   	   0.00		
 44.25   	 -4.58   	 89.24   	 -96.64		 -5.35   	   0.00		
 43.03   	  9.77   	 88.85   	-101.73		 -5.35   	   0.00		
 45.47   	 22.58   	 88.44   	 -96.64		 -5.35   	  -5.09		
 48.83   	 28.38   	 88.06   	 -91.56		 -5.37   	   0.00		
 43.64   	 39.37   	 87.69   	 -91.56		 -5.37   	   5.09		
 47.91   	 30.82   	 87.32   	 -86.47		 -5.35   	   0.00		
 54.32   	 22.58   	 86.98   	 -86.47		 -5.35   	   0.00		
 61.34   	 18.01   	 86.63   	 -76.30		 -5.35   	   0.00		
 61.04   	  8.85   	 86.33   	 -76.30		 -5.35   	   0.00		
 62.56   	 13.43   	 86.02   	 -76.30		 -5.35   	   0.00		
 63.48   	 21.97   	 85.72   	 -71.21		 -5.35   	   0.00		
 53.71   	 25.94   	 85.43   	 -71.21		 -5.35   	   0.00		
 50.96   	 29.30   	 85.15   	 -76.30		 -5.35   	   0.00		
 49.13   	 23.80   	 84.84   	 -76.30		 -5.35   	   0.00		
 37.54   	 20.45   	 84.54   	 -76.30		 -5.35   	  -5.09		
 28.99   	 18.01   	 84.23   	 -76.30		 -5.37   	   0.00		
 29.30   	 20.45   	 83.93   	 -81.38		 -5.37   	   0.00		
 24.72   	 25.33   	 83.60   	 -76.30		 -5.37   	  -5.09		
 17.70   	 30.52   	 83.30   	 -81.38		 -5.39   	   0.00		
 22.58   	 41.50   	 82.97   	 -71.21		 -5.39   	   0.00		
 24.41   	 47.91   	 82.69   	 -71.21		 -5.39   	  -5.09		
 14.34   	 48.83   	 82.40   	 -66.12		 -5.41   	   0.00		
 21.06   	 53.10   	 82.14   	 -61.04		 -5.41   	   0.00		
 20.75   	 50.05   	 81.89   	 -55.95		 -5.41   	   0.00		
 13.73   	 42.42   	 81.67   	 -55.95		 -5.41   	   0.00		
 17.40   	 45.17   	 81.44   	 -50.86		 -5.41   	   0.00		
 16.48   	 44.86   	 81.24   	 -50.86		 -5.41   	   5.09		
 18.01   	 39.98   	 81.04   	 -50.86		 -5.39   	   0.00		
 20.14   	 44.56   	 80.83   	 -55.95		 -5.39   	   5.09		
 20.14   	 54.32   	 80.61   	 -61.04		 -5.37   	   0.00		
 24.41   	 75.07   	 80.37   	 -66.12		 -5.37   	   5.09		
 23.80   	125.73   	 80.10   	 -66.12		 -5.35   	   5.09		
 39.67   	199.28   	 79.84   	 -71.21		 -5.33   	   5.09		
 54.32   	320.43   	 79.55   	 -76.30		 -5.31   	   5.09		
 72.02   	489.81   	 79.25   	 -76.30		 -5.29   	   0.00		
117.49   	659.79   	 78.94   	 -76.30		 -5.29   	   5.09		
153.81   	878.91   	 78.64   	 -76.30		 -5.27   	   5.09		
208.13   	1097.11   	 78.33   	 -76.30		 -5.25   	   0.00		
295.72   	1221.01   	 78.03   	 -71.21		 -5.25   	   5.09		
372.31   	1273.50(R)	 77.74   	 -66.12		 -5.23   	   0.00		
418.09   	1117.25   	 77.48   	 -66.12		 -5.23   	   0.00		
352.17   	762.02   	 77.21   	 -66.12		 -5.23   	   5.09		
244.14   	352.78   	 76.95   	 -61.04		 -5.21   	   0.00		
136.11   	 46.08   	 76.70   	 -61.04		 -5.21   	  -5.09		
 75.38   	-202.94   	 76.46   	 -61.04		 -5.23   	   0.00		
117.80   	-219.42   	 76.22   	 -55.95		 -5.23   	   0.00		
195.92   	-148.01   	 75.99   	 -61.04		 -5.23   	   0.00		
210.88   	-182.19   	 75.75   	 -61.04		 -5.23   	   0.00		
158.39   	-119.93   	 75.50   	 -55.95		 -5.23   	   0.00		
100.10   	-95.52   	 75.28   	 -61.04		 -5.23   	   0.00		
 42.72   	-91.55   	 75.04   	 -55.95		 -5.23   	   0.00		
  6.10   	-35.71   	 74.81   	 -50.86		 -5.23   	   0.00		
 -6.10   	-16.48   	 74.61   	 -50.86		 -5.23   	  -5.09		
 -0.92   	 -7.32   	 74.40   	 -45.78		 -5.25   	   5.09		
  1.83   	-16.17   	 74.22   	 -45.78		 -5.23   	   0.00		
 -2.75   	 -7.32   	 74.04   	 -35.61		 -5.23   	   0.00		
  3.66   	  2.14   	 73.90   	 -35.61		 -5.23   	   0.00		
  5.49   	  5.80   	 73.75   	 -30.52		 -5.23   	   0.00		
  2.14   	 -3.36   	 73.63   	 -25.43		 -5.23   	   0.00		
  4.88   	  0.00   	 73.53   	 -10.17		 -5.23   	   0.00		
  7.02   	 -3.66   	 73.49(D)	   5.09		 -5.23   	   0.00		
  9.46   	 -8.85   	 73.51   	  30.52		 -5.23   	   5.09		
  2.44   	 -6.71   	 73.63   	  61.04		 -5.21   	   0.00		
 -6.71   	-16.78   	 73.88   	 101.73		 -5.21   	   0.00		
 -3.66   	-14.65   	 74.28   	 147.51		 -5.21   	   0.00		
  0.31   	 -8.24   	 74.87   	 198.37		 -5.21   	   0.00		
 -6.41   	 -8.85   	 75.67   	 239.06		 -5.21   	   0.00		
 -3.05   	  3.36   	 76.62   	 279.75		 -5.21   	   0.00		
 -0.31   	 -1.83   	 77.74   	 310.27		 -5.21   	   0.00		
 -3.97   	-10.38   	 78.98   	 330.62		 -5.21   	   0.00		
  1.22   	 -8.85   	 80.30   	 340.79		 -5.21   	  -5.09		
 -1.83   	-16.48   	 81.67   	 345.88		 -5.23   	   0.00		
 -4.27   	-21.97   	 83.05   	 340.79		 -5.23   	   0.00		
  3.97   	-17.09   	 84.41   	 325.53		 -5.23   	  -5.09		
 -1.53   	-17.70   	 85.72   	 315.36		 -5.25   	   0.00		
 -1.83   	-19.84   	 86.98   	 295.01		 -5.25   	  -5.09		
  4.58   	-19.53   	 88.16   	 284.84		 -5.27   	   0.00		
 -3.05   	-22.58   	 89.30   	 274.67		 -5.27   	   0.00		
 -3.36   	-24.11   	 90.40   	 274.67		 -5.27   	   0.00		
 -5.19   	-22.89   	 91.50   	 279.75		 -5.27   	  -5.09		
 -9.46   	-15.26   	 92.61   	 289.93		 -5.29   	   0.00		
 -8.24   	-14.95   	 93.77   	 300.10		 -5.29   	   0.00		
 -9.77   	-23.19   	 94.97   	 310.27		 -5.29   	   0.00		
 -7.02   	-21.36   	 96.22   	 315.36		 -5.29   	   0.00		
 -7.02   	-26.86   	 97.48   	 320.45		 -5.29   	   0.00		
 -6.41   	-22.89   	 98.76   	 315.36		 -5.29   	   0.00		
 -5.80   	-12.21   	100.02   	 310.27		 -5.29   	   0.00		
 -9.46   	-12.21   	101.26   	 289.93		 -5.29   	   5.09		
-10.99   	-13.43   	102.42   	 269.58		 -5.27   	   0.00		
-17.70   	-32.65   	103.50   	 244.15		 -5.27   	   0.00		
-17.09   	-50.35   	104.48   	 218.72		 -5.27   	   0.00		
-16.78   	-56.46   	105.35   	 198.37		 -5.27   	   0.00		
-20.45   	-53.71   	106.14   	 188.20		 -5.27   	   5.09		
-19.53   	-48.52   	106.90   	 183.11		 -5.25   	   0.00		
-19.53   	-46.39   	107.63   	 188.20		 -5.25   	   0.00		
-28.38   	-50.96   	108.38   	 208.54		 -5.25   	   0.00		
-29.91   	-60.42   	109.22   	 223.80		 -5.25   	   0.00		
-30.52   	-66.83   	110.11   	 244.15		 -5.25   	   0.00		
-37.54   	-74.16   	111.09   	 269.58		 -5.25   	   0.00		
-34.79   	-82.09   	112.17   	 284.84		 -5.25   	   5.09		
-33.57   	-90.94   	113.31   	 300.10		 -5.23   	   0.00		
-41.20   	-93.99   	114.51   	 320.45		 -5.23   	   0.00		
-47.91   	-97.05   	115.79   	 320.45		 -5.23   	   0.00		
-54.32   	-97.35   	117.07   	 315.36		 -5.23   	   0.00		
-61.04   	-95.83   	118.33   	 300.10		 -5.23   	   0.00		
-65.92   	-93.08   	119.53   	 269.58		 -5.23   	   0.00		
-66.22   	-89.72   	120.61   	 228.89		 -5.23   	   5.09		
-67.75   	-87.59   	121.53   	 193.29		 -5.21   	  -5.09		
-72.33   	-84.23   	122.30   	 162.77		 -5.23   	   0.00		
-71.11   	-86.06   	122.95   	 132.25		 -5.23   	   0.00		
-66.22   	-88.20   	123.48   	 111.90		 -5.23   	   0.00		
-63.48   	-70.80   	123.93   	 106.82		 -5.23   	   0.00		
-54.63   	-57.37   	124.35   	 106.82		 -5.23   	   0.00		
-49.13   	-43.95   	124.78   	 116.99		 -5.23   	  -5.09		
-49.44   	-31.43   	125.25   	 127.16		 -5.25   	   0.00		
-43.33   	-29.30   	125.76   	 147.51		 -5.25   	   0.00		
-39.67   	-23.80   	126.35   	 152.59		 -5.25   	  -5.09		
-31.13   	-10.07   	126.96   	 157.68		 -5.27   	   0.00		
-20.45   	  9.16   	127.59   	 147.51		 -5.27   	   0.00		
 -8.24   	 27.16   	128.18   	 137.33		 -5.27   	  -5.09		
 -4.88   	 39.37   	128.73   	 106.82		 -5.29   	   0.00		
  2.14   	 46.08   	129.16   	  76.30		 -5.29   	   0.00		
 10.07   	 51.27   	129.46   	  40.69		 -5.29   	   0.00		
 11.29   	 60.42   	129.62(S)	   0.00		 -5.29   	   0.00		
 21.67   	 71.72   	129.62   	 -40.69		 -5.29   	   0.00		
 26.25   	 77.51   	129.46   	 -76.30		 -5.29   	   0.00		
 24.41   	 83.92   	129.16   	-111.90		 -5.29   	   0.00		
 29.60   	 84.84   	128.71   	-132.25		 -5.29   	   5.09		
 30.52   	 75.68   	128.18   	-157.68		 -5.27   	   0.00		
 35.71   	 71.41   	127.55   	-178.03		 -5.27   	   5.09		
 41.20   	 64.70   	126.84   	-198.37		 -5.25   	   5.09		
 41.20   	 65.00   	126.04   	-233.98		 -5.23   	   0.00		
 44.25   	 72.02   	125.11   	-264.50		 -5.23   	   5.09		
 40.59   	 78.43   	124.05   	-310.27		 -5.21   	   0.00		
 37.54   	 78.74   	122.81   	-356.05		 -5.21   	   5.09		
 43.33   	 78.43   	121.38   	-406.92		 -5.19   	   5.09		
 36.32   	 68.97   	119.76   	-447.61		 -5.17   	   0.00		
 34.48   	 62.56   	117.96   	-473.04		 -5.17   	   0.00		
 37.54   	 59.20   	116.07   	-483.21		 -5.17   	   5.09		
 38.76   	 58.59   	114.14   	-462.87		 -5.15   	   0.00		
 37.23   	 64.70   	112.29   	-412.00		 -5.15   	   0.00		
 45.78   	 71.41   	110.64   	-335.71		 -5.15   	   0.00		
 44.86   	 75.38   	109.30   	-239.06		 -5.15   	   0.00		
 43.03   	 76.60   	108.34   	-142.42		 -5.15   	   0.00		
 49.44   	 75.38   	107.77   	 -45.78		 -5.15   	   0.00		
 45.17   	 76.90   	107.59   	  30.52		 -5.15   	   0.00		
 46.08   	 76.29   	107.71   	  86.47		 -5.15   	   0.00		
 41.81   	 75.99   	108.06   	  96.64		 -5.15   	   0.00		
 39.37   	 71.41   	108.44   	  91.56		 -5.15   	   0.00		
 44.56   	 66.83   	108.81   	  50.86		 -5.15   	  -5.09		
 43.03   	 67.75   	109.01   	  -5.09		 -5.17   	   0.00		
