  I     	  LV     	  LV'		  AO     	  AO'		
-43.95   	 61.28   	1327.56		 74.08   	 -35.61		
-37.84   	 66.59   	1322.48		 73.94   	 -25.43		
-32.96   	 71.88   	1266.53		 73.83   	 -20.35		
-31.74   	 76.95   	1180.06		 73.75(D)	   0.00		
-31.43   	 81.67   	1068.15		 73.75   	  20.35		
-28.69   	 85.94   	 951.17		 73.83   	  40.69		
-23.50   	 89.75   	 849.44		 74.00   	  76.30		
-16.78   	 93.14   	 773.14		 74.30   	 106.82		
-10.07   	 96.24   	 722.28		 74.73   	 147.51		
 -5.19   	 99.12   	 701.93		 75.32   	 188.20		
 -1.22   	101.93   	 712.10		 76.07   	 228.89		
  2.44   	104.78   	 727.36		 76.99   	 264.50		
  6.71   	107.69   	 747.71		 78.05   	 300.10		
 11.90   	110.68   	 768.05		 79.25   	 330.62		
 17.70   	113.75   	 773.14		 80.57   	 350.97		
 24.41   	116.85   	 762.97		 81.97   	 366.22		
 32.04   	119.90   	 732.45		 83.44   	 376.40		
 40.28   	122.83   	 686.67		 84.94   	 376.40		
 48.52   	125.57   	 635.81		 86.45   	 371.31		
 57.07   	128.12   	 574.77		 87.93   	 356.05		
 65.92   	130.42   	 503.56		 89.36   	 340.79		
 76.29   	132.43   	 422.18		 90.72   	 320.45		
 87.89   	134.12   	 340.79		 92.00   	 289.93		
100.40   	135.48   	 274.67		 93.16   	 259.41		
112.92   	136.58   	 223.80		 94.20   	 233.98		
124.51   	137.48   	 213.63		 95.14   	 213.63		
135.50   	138.33   	 223.80		 95.99   	 203.46		
146.48   	139.23   	 269.58		 96.81   	 203.46		
158.39   	140.30   	 315.36		 97.62   	 198.37		
171.20   	141.57   	 366.22		 98.41   	 203.46		
184.94   	143.03   	 386.57		 99.23   	 213.63		
198.67   	144.58   	 386.57		100.08   	 218.72		
210.88   	146.12   	 345.88		100.96   	 218.72		
220.34   	147.51   	 279.75		101.83   	 218.72		
226.14   	148.63   	 178.03		102.71   	 198.37		
226.75   	149.34   	  55.95		103.50   	 178.03		
222.17   	149.56(S)	 -66.12		104.21   	 137.33		
212.71   	149.30   	-183.11		104.76   	  96.64		
198.97   	148.57   	-274.67		105.15   	  45.78		
181.27   	147.47   	-330.62		105.33(S)	  -5.09		
161.13   	146.14   	-340.79		105.31   	 -45.78		
139.47   	144.78   	-310.27		105.13   	 -81.38		
117.19   	143.54   	-269.58		104.80   	-116.99		
 95.52   	142.46   	-213.63		104.33   	-132.25		
 74.16   	141.61   	-167.85		103.80   	-137.33		
 53.41   	140.94   	-147.51		103.25   	-132.25		
 33.26   	140.35   	-147.51		102.73   	-122.07		
 14.04   	139.76   	-167.85		102.24   	-111.90		
 -3.66   	139.08   	-208.54		101.79   	 -91.56		
-20.14   	138.25   	-239.06		101.42   	 -66.12		
-34.48   	137.29   	-254.32		101.16   	 -40.69		
-46.39   	136.28   	-269.58		101.00   	 -15.26		
-54.93   	135.20   	-269.58		100.94   	   5.09		
-61.04   	134.12   	-269.58		100.96   	  25.43		
-66.53   	133.04   	-279.75		101.06   	  30.52		
-72.02   	131.92   	-305.19		101.18   	  35.61		
-78.43   	130.70   	-330.62		101.32   	  35.61		
-84.23   	129.38   	-361.14		101.46   	  30.52		
-87.59   	127.93   	-381.48		101.59   	  15.26		
-89.11   	126.41   	-391.66		101.65   	   5.09		
-89.11   	124.84   	-406.92		101.67   	  -5.09		
-89.72   	123.21   	-401.83		101.65   	 -20.35		
-90.94   	121.61   	-401.83		101.57   	 -25.43		
-91.55   	120.00   	-396.74		101.46   	 -35.61		
-90.94   	118.41   	-396.74		101.32   	 -40.69		
-89.42   	116.83   	-412.00		101.16   	 -45.78		
-87.59   	115.18   	-432.35		100.98   	 -55.95		
-86.67   	113.45   	-483.21		100.75   	 -61.04		
-86.67   	111.52   	-539.16		100.51   	 -71.21		
-86.98   	109.36   	-610.37		100.22   	 -81.38		
-86.98   	106.92   	-686.67		 99.90   	 -86.47		
-86.36   	104.17   	-752.79		 99.55   	-101.73		
-84.84   	101.16   	-803.66		 99.15   	-106.82		
-82.70   	 97.94   	-839.26		 98.72   	-116.99		
-79.96   	 94.59   	-854.52		 98.25   	-127.16		
-78.13   	 91.17   	-869.78		 97.74   	-142.42		
-76.90   	 87.69   	-910.47		 97.17   	-162.77		
-76.60   	 84.05   	-971.51		 96.52   	-178.03		
-76.29   	 80.16   	-1063.07		 95.81   	-193.29		
-75.07   	 75.91   	-1180.06		 95.04   	-203.46		
-73.85   	 71.19   	-1302.13		 94.22   	-213.63		
-73.55   	 65.98   	-1388.60		 93.37   	-208.54		
-74.46   	 60.43   	-1454.72		 92.53   	-208.54		
-75.68   	 54.61   	-1449.64		 91.70   	-188.20		
-75.99   	 48.81   	-1403.86		 90.95   	-167.85		
-75.07   	 43.19   	-1302.13		 90.27   	-142.42		
-72.63   	 37.99   	-1169.88		 89.70   	-111.90		
-70.19   	 33.31   	-1022.38		 89.26   	 -86.47		
-68.97   	 29.22   	-885.04		 88.91   	 -55.95		
-68.66   	 25.68   	-762.97		 88.69   	 -35.61		
-68.97   	 22.62   	-651.07		 88.54   	 -20.35		
-69.89   	 20.02   	-574.77		 88.46   	  -5.09		
-71.41   	 17.72   	-508.65		 88.44   	  10.17		
-73.55   	 15.69   	-462.87		 88.48   	  25.43		
-75.07   	 13.84   	-412.00		 88.59   	  35.61		
-75.68   	 12.19   	-366.22		 88.73   	  40.69		
-74.77   	 10.72   	-320.45		 88.89   	  55.95		
-72.63   	  9.44   	-269.58		 89.11   	  61.04		
-71.11   	  8.36   	-218.72		 89.36   	  71.21		
-71.11   	  7.49   	-162.77		 89.64   	  76.30		
-72.94   	  6.84   	-111.90		 89.95   	  81.38		
-75.07   	  6.39   	 -71.21		 90.27   	  81.38		
-76.60   	  6.10   	 -35.61		 90.60   	  81.38		
-76.29   	  5.96   	 -10.17		 90.93   	  81.38		
-75.68   	  5.92(D)	   5.09		 91.25   	  81.38		
-75.38   	  5.94   	  15.26		 91.58   	  76.30		
-75.68   	  6.00   	  20.35		 91.88   	  66.12		
-76.29   	  6.08   	  20.35		 92.15   	  55.95		
-76.29   	  6.16   	  25.43		 92.37   	  50.86		
-75.07   	  6.27   	  25.43		 92.57   	  30.52		
-72.33   	  6.37   	  30.52		 92.70   	  25.43		
-69.58   	  6.49   	  40.69		 92.80   	  10.17		
-67.14   	  6.65   	  50.86		 92.84   	  -5.09		
-65.31   	  6.86   	  61.04		 92.82   	 -15.26		
-64.39   	  7.10   	  76.30		 92.76   	 -25.43		
-64.70   	  7.41   	  76.30		 92.65   	 -35.61		
-65.00   	  7.71   	  86.47		 92.51   	 -45.78		
-65.61   	  8.06   	  91.56		 92.33   	 -55.95		
-67.44   	  8.42   	  86.47		 92.11   	 -61.04		
-69.58   	  8.77   	  86.47		 91.86   	 -66.12		
-71.41   	  9.11   	  81.38		 91.60   	 -71.21		
-72.63   	  9.44   	  76.30		 91.31   	 -71.21		
-72.33   	  9.75   	  71.21		 91.03   	 -71.21		
-71.72   	 10.03   	  66.12		 90.74   	 -71.21		
-71.11   	 10.29   	  66.12		 90.46   	 -71.21		
-70.80   	 10.56   	  66.12		 90.17   	 -71.21		
-70.19   	 10.82   	  66.12		 89.89   	 -66.12		
-69.27   	 11.09   	  66.12		 89.62   	 -66.12		
-67.75   	 11.35   	  61.04		 89.36   	 -66.12		
-66.83   	 11.60   	  61.04		 89.09   	 -61.04		
-66.83   	 11.84   	  61.04		 88.85   	 -61.04		
-67.75   	 12.09   	  55.95		 88.61   	 -61.04		
-67.75   	 12.31   	  50.86		 88.36   	 -61.04		
-65.61   	 12.51   	  50.86		 88.12   	 -55.95		
-59.81   	 12.72   	  45.78		 87.89   	 -61.04		
-50.66   	 12.90   	  40.69		 87.65   	 -55.95		
-40.28   	 13.06   	  35.61		 87.43   	 -61.04		
-30.52   	 13.20   	  35.61		 87.18   	 -61.04		
-24.41   	 13.35   	  25.43		 86.94   	 -61.04		
-21.67   	 13.45   	  30.52		 86.69   	 -61.04		
-21.06   	 13.57   	  25.43		 86.45   	 -61.04		
-18.31   	 13.67   	  20.35		 86.21   	 -55.95		
-10.99   	 13.75   	  25.43		 85.98   	 -61.04		
 -0.61   	 13.86   	  15.26		 85.74   	 -55.95		
  9.46   	 13.92   	  20.35		 85.51   	 -55.95		
 15.87   	 14.00   	  15.26		 85.29   	 -55.95		
 18.62   	 14.06   	  10.17		 85.07   	 -55.95		
 20.45   	 14.10   	   5.09		 84.84   	 -50.86		
 23.19   	 14.12   	   5.09		 84.64   	 -50.86		
 26.86   	 14.14   	   5.09		 84.44   	 -50.86		
 28.08   	 14.16   	   0.00		 84.23   	 -50.86		
 22.28   	 14.16   	   0.00		 84.03   	 -50.86		
  7.93   	 14.16   	   0.00		 83.82   	 -50.86		
-13.43   	 14.16   	   0.00		 83.62   	 -50.86		
-37.23   	 14.16   	   0.00		 83.42   	 -45.78		
-58.59   	 14.16   	  -5.09		 83.23   	 -50.86		
-73.85   	 14.14   	   0.00		 83.03   	 -50.86		
-82.40   	 14.14   	  -5.09		 82.83   	 -45.78		
-84.84   	 14.12   	 -10.17		 82.64   	 -50.86		
-83.92   	 14.08   	 -10.17		 82.44   	 -50.86		
-82.09   	 14.04   	 -15.26		 82.24   	 -50.86		
-80.87   	 13.98   	 -20.35		 82.03   	 -55.95		
-79.96   	 13.90   	 -25.43		 81.81   	 -50.86		
-79.65   	 13.79   	 -25.43		 81.61   	 -50.86		
-79.65   	 13.69   	 -30.52		 81.40   	 -50.86		
-79.65   	 13.57   	 -25.43		 81.20   	 -50.86		
-79.04   	 13.47   	 -25.43		 81.00   	 -50.86		
-77.51   	 13.37   	 -25.43		 80.79   	 -50.86		
-75.38   	 13.27   	 -30.52		 80.59   	 -45.78		
-72.63   	 13.14   	 -30.52		 80.41   	 -45.78		
-70.80   	 13.02   	 -35.61		 80.22   	 -45.78		
-70.80   	 12.88   	 -40.69		 80.04   	 -40.69		
-73.55   	 12.72   	 -40.69		 79.88   	 -45.78		
-81.48   	 12.55   	 -45.78		 79.69   	 -45.78		
-96.74   	 12.37   	 -40.69		 79.51   	 -40.69		
-118.41   	 12.21   	 -35.61		 79.35   	 -40.69		
-142.82   	 12.07   	 -30.52		 79.19   	 -45.78		
-165.71   	 11.94   	 -20.35		 79.00   	 -40.69		
-181.58   	 11.86   	 -10.17		 78.84   	 -40.69		
-184.63   	 11.82   	   0.00		 78.68   	 -45.78		
-165.41   	 11.82(E)	   5.09		 78.49   	 -40.69		
-107.73   	 11.84   	  15.26		 78.33   	 -45.78		
  1.83   	 11.90   	  20.35		 78.15   	 -40.69		
166.63   	 11.98   	  25.43		 77.99   	 -45.78		
367.43   	 12.09   	  25.43		 77.80   	 -40.69		
553.28   	 12.19   	  35.61		 77.64   	 -45.78		
655.82(R)	 12.33   	  40.69		 77.46   	 -40.69		
626.53   	 12.49   	  40.69		 77.29   	 -45.78		
473.02   	 12.66   	  55.95		 77.11   	 -40.69		
265.50   	 12.88   	  61.04		 76.95   	 -45.78		
100.10   	 13.12   	  76.30		 76.76   	 -40.69		
 40.89   	 13.43   	  86.47		 76.60   	 -45.78		
 77.51   	 13.77   	 106.82		 76.42   	 -40.69		
145.26   	 14.20   	 127.16		 76.26   	 -40.69		
178.53   	 14.71   	 152.59		 76.09   	 -40.69		
151.98   	 15.32   	 188.20		 75.93   	 -40.69		
 83.92   	 16.07   	 233.98		 75.77   	 -45.78		
 10.38   	 17.01   	 289.93		 75.58   	 -40.69		
-40.89   	 18.17   	 361.14		 75.42   	 -45.78		
-60.12   	 19.61   	 437.43		 75.24   	 -45.78		
-52.49   	 21.36   	 523.90		 75.06   	 -45.78		
-31.43   	 23.46   	 610.37		 74.87   	 -45.78		
-11.90   	 25.90   	 686.67		 74.69   	 -50.86		
 -5.19   	 28.65   	 757.88		 74.49   	 -50.86		
-10.38   	 31.68   	 813.83		 74.28   	 -50.86		
-19.23   	 34.93   	 859.61		 74.08   	 -55.95		
-22.89   	 38.37   	 890.13		 73.86   	 -55.95		
-19.53   	 41.93   	 930.82		 73.63   	 -61.04		
-13.43   	 45.66   	 976.60		 73.39   	 -61.04		
 -8.24   	 49.56   	1037.64		 73.14   	 -61.04		
 -5.19   	 53.71   	1088.50		 72.90   	 -61.04		
 -3.05   	 58.07   	1144.45		 72.65   	 -55.95		
 -1.22   	 62.64   	1174.97		 72.43   	 -55.95		
  0.61   	 67.34   	1169.88		 72.21   	 -40.69		
  3.36   	 72.02   	1134.28		 72.04   	 -25.43		
  8.54   	 76.56   	1063.07		 71.94   	  -5.09		
 16.48   	 80.81   	 981.68		 71.92(D)	  25.43		
 24.72   	 84.74   	 900.30		 72.02   	  55.95		
 32.04   	 88.34   	 824.00		 72.25   	  96.64		
 37.54   	 91.64   	 778.23		 72.63   	 142.42		
 41.81   	 94.75   	 747.71		 73.20   	 188.20		
 46.69   	 97.74   	 737.54		 73.96   	 233.98		
 53.41   	100.69   	 742.62		 74.89   	 279.75		
 62.26   	103.66   	 747.71		 76.01   	 320.45		
 71.72   	106.65   	 737.54		 77.29   	 350.97		
 80.87   	109.60   	 722.28		 78.70   	 376.40		
 90.03   	112.49   	 686.67		 80.20   	 396.74		
100.71   	115.24   	 635.81		 81.79   	 401.83		
112.92   	117.78   	 584.94		 83.40   	 401.83		
126.34   	120.12   	 523.90		 85.00   	 391.66		
139.77   	122.22   	 467.95		 86.57   	 381.48		
152.28   	124.09   	 412.00		 88.10   	 350.97		
164.79   	125.74   	 356.05		 89.50   	 330.62		
178.83   	127.16   	 300.10		 90.82   	 300.10		
194.09   	128.36   	 249.24		 92.02   	 269.58		
209.96   	129.36   	 193.29		 93.10   	 239.06		
224.61   	130.13   	 157.68		 94.06   	 208.54		
236.82   	130.76   	 127.16		 94.89   	 188.20		
246.28   	131.27   	 116.99		 95.65   	 167.85		
254.52   	131.74   	 132.25		 96.32   	 152.59		
261.84   	132.27   	 147.51		 96.93   	 157.68		
267.64   	132.86   	 178.03		 97.56   	 152.59		
269.47   	133.57   	 198.37		 98.17   	 157.68		
264.28   	134.36   	 198.37		 98.80   	 152.59		
250.24   	135.16   	 167.85		 99.41   	 157.68		
228.58   	135.83   	 122.07		100.04   	 142.42		
202.64   	136.32   	  50.86		100.61   	 137.33		
177.00   	136.52(S)	 -20.35		101.16   	 106.82		
152.28   	136.44   	 -96.64		101.59   	  81.38		
128.48   	136.05   	-172.94		101.91   	  40.69		
103.76   	135.36   	-233.98		102.07   	   5.09		
 78.43   	134.42   	-289.93		102.10(S)	 -35.61		
 53.71   	133.26   	-330.62		101.95   	 -71.21		
 31.74   	131.94   	-356.05		101.67   	-101.73		
 12.51   	130.52   	-371.31		101.26   	-127.16		
 -4.88   	129.03   	-376.40		100.75   	-142.42		
-21.36   	127.53   	-376.40		100.18   	-157.68		
-36.32   	126.02   	-376.40		 99.55   	-162.77		
-48.83   	124.52   	-366.22		 98.90   	-162.77		
-58.29   	123.05   	-350.97		 98.25   	-162.77		
-64.39   	121.65   	-325.53		 97.60   	-147.51		
-68.97   	120.35   	-310.27		 97.01   	-137.33		
-72.63   	119.10   	-295.01		 96.46   	-116.99		
-75.99   	117.92   	-289.93		 95.99   	 -96.64		
-79.65   	116.76   	-300.10		 95.60   	 -86.47		
-83.01   	115.56   	-325.53		 95.26   	 -66.12		
-85.75   	114.26   	-350.97		 94.99   	 -55.95		
-87.59   	112.86   	-381.48		 94.77   	 -50.86		
-88.50   	111.33   	-417.09		 94.57   	 -45.78		
-88.20   	109.66   	-437.43		 94.38   	 -40.69		
-87.59   	107.91   	-457.78		 94.22   	 -45.78		
-86.67   	106.08   	-473.04		 94.04   	 -40.69		
-85.75   	104.19   	-488.30		 93.88   	 -35.61		
-84.53   	102.24   	-513.73		 93.73   	 -35.61		
-83.01   	100.18   	-554.42		 93.59   	 -35.61		
-81.48   	 97.97   	-605.29		 93.45   	 -30.52		
-80.87   	 95.54   	-671.41		 93.33   	 -40.69		
-80.87   	 92.86   	-732.45		 93.16   	 -45.78		
-81.79   	 89.93   	-803.66		 92.98   	 -66.12		
-83.01   	 86.71   	-874.87		 92.72   	 -91.56		
-83.01   	 83.21   	-956.25		 92.35   	-127.16		
-81.79   	 79.39   	-1047.81		 91.84   	-162.77		
-80.26   	 75.20   	-1139.36		 91.19   	-198.37		
-79.35   	 70.64   	-1225.83		 90.40   	-228.89		
-78.74   	 65.74   	-1297.04		 89.48   	-249.24		
-77.82   	 60.55   	-1337.74		 88.48   	-259.41		
-76.29   	 55.20   	-1347.91		 87.45   	-254.32		
-73.85   	 49.81   	-1317.39		 86.43   	-239.06		
-71.72   	 44.54   	-1261.44		 85.47   	-213.63		
-71.11   	 39.49   	-1174.97		 84.62   	-183.11		
-71.41   	 34.79   	-1073.24		 83.89   	-142.42		
-71.72   	 30.50   	-971.51		 83.32   	-106.82		
-71.11   	 26.61   	-869.78		 82.89   	 -76.30		
-69.27   	 23.13   	-778.23		 82.58   	 -40.69		
-67.14   	 20.02   	-701.93		 82.42   	 -15.26		
-65.61   	 17.21   	-625.63		 82.36   	   5.09		
-65.00   	 14.71   	-564.60		 82.38   	  25.43		
-65.00   	 12.45   	-503.56		 82.48   	  40.69		
-65.61   	 10.44   	-437.43		 82.64   	  50.86		
-66.53   	  8.69   	-376.40		 82.85   	  61.04		
-67.75   	  7.18   	-310.27		 83.09   	  76.30		
-68.97   	  5.94   	-249.24		 83.40   	  86.47		
-69.27   	  4.94   	-188.20		 83.74   	  96.64		
-68.66   	  4.19   	-137.33		 84.13   	 106.82		
-66.22   	  3.64   	 -86.47		 84.56   	 111.90		
-63.78   	  3.30   	 -50.86		 85.00   	 111.90		
-62.56   	  3.09   	 -25.43		 85.45   	 116.99		
-63.17   	  2.99(D)	   0.00		 85.92   	 116.99		
-65.31   	  2.99   	  10.17		 86.39   	 106.82		
-66.83   	  3.03   	  15.26		 86.82   	 101.73		
-67.75   	  3.09   	  15.26		 87.22   	  86.47		
-68.05   	  3.15   	  15.26		 87.57   	  76.30		
-68.97   	  3.21   	  15.26		 87.87   	  61.04		
-70.80   	  3.28   	  10.17		 88.12   	  45.78		
-72.94   	  3.32   	  15.26		 88.30   	  35.61		
-73.85   	  3.38   	  30.52		 88.44   	  15.26		
-73.24   	  3.50   	  50.86		 88.50   	   5.09		
-71.11   	  3.70   	  71.21		 88.52   	  -5.09		
-68.66   	  3.99   	 106.82		 88.50   	 -15.26		
-67.44   	  4.42   	 132.25		 88.44   	 -20.35		
-67.75   	  4.94   	 157.68		 88.36   	 -30.52		
-68.66   	  5.57   	 167.85		 88.24   	 -40.69		
-69.58   	  6.25   	 167.85		 88.08   	 -40.69		
-69.89   	  6.92   	 162.77		 87.91   	 -45.78		
-69.89   	  7.57   	 147.51		 87.73   	 -50.86		
-69.58   	  8.16   	 122.07		 87.53   	 -50.86		
-68.97   	  8.65   	 101.73		 87.32   	 -55.95		
-68.36   	  9.05   	  86.47		 87.10   	 -55.95		
-67.44   	  9.40   	  71.21		 86.88   	 -61.04		
-67.14   	  9.68   	  71.21		 86.63   	 -61.04		
-67.44   	  9.97   	  71.21		 86.39   	 -61.04		
-69.58   	 10.25   	  71.21		 86.14   	 -61.04		
-72.63   	 10.54   	  81.38		 85.90   	 -66.12		
-75.68   	 10.86   	  86.47		 85.64   	 -61.04		
-76.60   	 11.21   	  91.56		 85.39   	 -61.04		
-73.85   	 11.58   	  86.47		 85.15   	 -66.12		
-68.05   	 11.92   	  81.38		 84.88   	 -66.12		
-60.12   	 12.25   	  76.30		 84.62   	 -61.04		
-52.80   	 12.55   	  61.04		 84.37   	 -66.12		
-47.00   	 12.80   	  55.95		 84.11   	 -66.12		
-42.42   	 13.02   	  45.78		 83.85   	 -66.12		
-37.84   	 13.20   	  35.61		 83.58   	 -66.12		
-33.26   	 13.35   	  30.52		 83.32   	 -61.04		
-28.38   	 13.47   	  25.43		 83.07   	 -66.12		
-23.80   	 13.57   	  30.52		 82.81   	 -61.04		
-19.23   	 13.69   	  25.43		 82.56   	 -61.04		
-13.12   	 13.79   	  25.43		 82.32   	 -61.04		
 -5.19   	 13.90   	  25.43		 82.07   	 -55.95		
  3.05   	 14.00   	  25.43		 81.85   	 -50.86		
  9.16   	 14.10   	  25.43		 81.65   	 -55.95		
 11.90   	 14.20   	  25.43		 81.42   	 -45.78		
 12.51   	 14.30   	  20.35		 81.24   	 -50.86		
 13.12   	 14.38   	  15.26		 81.04   	 -45.78		
 15.26   	 14.45   	  10.17		 80.85   	 -45.78		
 16.48   	 14.49   	  10.17		 80.67   	 -40.69		
 13.12   	 14.53   	   5.09		 80.51   	 -40.69		
  2.14   	 14.55   	   5.09		 80.35   	 -40.69		
-16.48   	 14.57   	   0.00		 80.18   	 -40.69		
-38.15   	 14.57   	  -5.09		 80.02   	 -40.69		
-57.98   	 14.55   	  -5.09		 79.86   	 -40.69		
-71.72   	 14.53   	 -10.17		 79.69   	 -35.61		
-79.04   	 14.49   	 -10.17		 79.55   	 -40.69		
-81.18   	 14.45   	 -15.26		 79.39   	 -40.69		
-81.48   	 14.38   	 -20.35		 79.23   	 -40.69		
-82.09   	 14.30   	 -20.35		 79.06   	 -40.69		
-83.01   	 14.22   	 -25.43		 78.90   	 -40.69		
-83.92   	 14.12   	 -30.52		 78.74   	 -40.69		
-84.53   	 14.00   	 -25.43		 78.58   	 -40.69		
-85.14   	 13.90   	 -35.61		 78.41   	 -40.69		
-85.14   	 13.75   	 -30.52		 78.25   	 -40.69		
-84.23   	 13.63   	 -40.69		 78.09   	 -35.61		
-82.70   	 13.47   	 -35.61		 77.94   	 -35.61		
-80.26   	 13.33   	 -45.78		 77.80   	 -35.61		
-78.43   	 13.14   	 -40.69		 77.66   	 -35.61		
-77.82   	 12.98   	 -45.78		 77.52   	 -30.52		
-79.35   	 12.80   	 -40.69		 77.40   	 -30.52		
-82.40   	 12.63   	 -35.61		 77.27   	 -30.52		
-87.89   	 12.49   	 -30.52		 77.15   	 -30.52		
-98.57   	 12.37   	 -15.26		 77.03   	 -25.43		
-115.66   	 12.31   	   0.00		 76.93   	 -25.43		
-136.72   	 12.31(E)	   5.09		 76.83   	 -20.35		
-158.08   	 12.33   	  25.43		 76.74   	 -20.35		
-173.65   	 12.43   	  30.52		 76.66   	 -15.26		
-177.31   	 12.55   	  30.52		 76.60   	 -20.35		
-161.74   	 12.68   	  40.69		 76.52   	 -15.26		
-113.53   	 12.84   	  35.61		 76.46   	 -20.35		
-19.23   	 12.98   	  35.61		 76.38   	 -15.26		
127.26   	 13.12   	  30.52		 76.32   	 -20.35		
311.28   	 13.25   	  35.61		 76.24   	 -15.26		
488.59   	 13.39   	  35.61		 76.17   	 -25.43		
592.96(R)	 13.53   	  45.78		 76.07   	 -20.35		
571.59   	 13.71   	  50.86		 75.99   	 -20.35		
425.42   	 13.92   	  66.12		 75.91   	 -25.43		
217.29   	 14.18   	  76.30		 75.81   	 -25.43		
 43.64   	 14.49   	  96.64		 75.71   	 -20.35		
-23.80   	 14.87   	 116.99		 75.63   	 -25.43		
 13.43   	 15.34   	 137.33		 75.52   	 -25.43		
 93.08   	 15.89   	 157.68		 75.42   	 -20.35		
144.04   	 16.52   	 183.11		 75.34   	 -25.43		
134.28   	 17.25   	 218.72		 75.24   	 -20.35		
 77.51   	 18.13   	 254.32		 75.16   	 -25.43		
  9.46   	 19.15   	 305.19		 75.06   	 -20.35		
-40.28   	 20.37   	 366.22		 74.97   	 -25.43		
-61.65   	 21.83   	 432.35		 74.87   	 -30.52		
-58.29   	 23.56   	 508.65		 74.75   	 -25.43		
-40.89   	 25.60   	 595.11		 74.65   	 -35.61		
-23.19   	 27.98   	 666.32		 74.51   	 -30.52		
-15.26   	 30.64   	 737.54		 74.38   	 -40.69		
-18.31   	 33.59   	 798.57		 74.22   	 -40.69		
-25.33   	 36.79   	 849.44		 74.06   	 -40.69		
-28.08   	 40.18   	 895.22		 73.90   	 -50.86		
-23.19   	 43.76   	 946.08		 73.69   	 -45.78		
-15.26   	 47.55   	1002.03		 73.51   	 -55.95		
 -8.54   	 51.56   	1068.15		 73.29   	 -50.86		
 -5.19   	 55.83   	1129.19		 73.08   	 -50.86		
 -3.66   	 60.35   	1169.88		 72.88   	 -50.86		
 -2.44   	 65.03   	1180.06		 72.68   	 -40.69		
 -0.92   	 69.75   	1159.71		 72.51   	 -30.52		
  1.83   	 74.38   	1103.76		 72.39   	 -15.26		
  6.41   	 78.80   	1032.55		 72.33(D)	   5.09		
 11.60   	 82.93   	 940.99		 72.35   	  35.61		
 16.48   	 86.69   	 874.87		 72.49   	  71.21		
 20.45   	 90.19   	 808.75		 72.78   	 106.82		
 25.02   	 93.43   	 773.14		 73.20   	 147.51		
 30.82   	 96.52   	 757.88		 73.79   	 198.37		
 37.84   	 99.55   	 757.88		 74.59   	 239.06		
 44.56   	102.58   	 752.79		 75.54   	 279.75		
 50.05   	105.59   	 757.88		 76.66   	 315.36		
 54.32   	108.63   	 752.79		 77.92   	 350.97		
 58.90   	111.64   	 727.36		 79.33   	 376.40		
 65.92   	114.55   	 701.93		 80.83   	 391.66		
 75.99   	117.35   	 656.15		 82.40   	 401.83		
 87.89   	119.98   	 605.29		 84.01   	 401.83		
 99.79   	122.40   	 549.34		 85.62   	 391.66		
110.47   	124.60   	 493.39		 87.18   	 376.40		
120.54   	126.57   	 442.52		 88.69   	 361.14		
131.23   	128.34   	 381.48		 90.13   	 340.79		
143.43   	129.87   	 335.71		 91.50   	 315.36		
157.17   	131.21   	 289.93		 92.76   	 289.93		
171.51   	132.37   	 249.24		 93.92   	 269.58		
185.85   	133.37   	 223.80		 94.99   	 244.15		
198.97   	134.26   	 208.54		 95.97   	 223.80		
210.27   	135.10   	 188.20		 96.87   	 198.37		
219.12   	135.85   	 183.11		 97.66   	 183.11		
225.52   	136.58   	 162.77		 98.39   	 167.85		
228.58   	137.23   	 152.59		 99.06   	 152.59		
227.05   	137.84   	 132.25		 99.67   	 137.33		
220.34   	138.37   	 111.90		100.22   	 132.25		
209.35   	138.82   	  86.47		100.75   	 116.99		
195.01   	139.17   	  45.78		101.22   	  96.64		
178.22   	139.35(S)	  -5.09		101.61   	  76.30		
159.91   	139.33   	 -71.21		101.91   	  50.86		
139.47   	139.04   	-132.25		102.12   	  20.35		
116.58   	138.51   	-188.20		102.20(S)	  -5.09		
 92.16   	137.76   	-233.98		102.18   	 -35.61		
 68.05   	136.83   	-269.58		102.03   	 -50.86		
 46.08   	135.75   	-279.75		101.83   	 -61.04		
 27.16   	134.63   	-279.75		101.59   	 -76.30		
 10.99   	133.51   	-284.84		101.28   	 -76.30		
 -3.97   	132.37   	-284.84		100.98   	 -86.47		
-18.31   	131.23   	-289.93		100.63   	 -81.38		
-31.43   	130.07   	-305.19		100.30   	 -86.47		
-43.33   	128.85   	-310.27		 99.96   	 -76.30		
-53.10   	127.61   	-320.45		 99.65   	 -71.21		
-61.04   	126.33   	-310.27		 99.37   	 -50.86		
-67.75   	125.09   	-295.01		 99.17   	 -35.61		
-73.55   	123.91   	-284.84		 99.02   	 -25.43		
-78.43   	122.77   	-274.67		 98.92   	 -10.17		
-81.79   	121.67   	-279.75		 98.88   	  -5.09		
-83.92   	120.55   	-289.93		 98.86   	  -5.09		
-84.53   	119.39   	-305.19		 98.84   	   5.09		
-84.84   	118.17   	-325.53		 98.86   	   5.09		
-85.14   	116.87   	-340.79		 98.88   	  10.17		
-85.75   	115.50   	-356.05		 98.92   	  10.17		
-86.06   	114.08   	-386.57		 98.96   	  10.17		
-86.67   	112.53   	-417.09		 99.00   	   5.09		
-86.98   	110.86   	-473.04		 99.02   	   5.09		
-87.59   	108.97   	-528.99		 99.04   	 -10.17		
-87.59   	106.86   	-605.29		 99.00   	 -25.43		
