  I     	  II     	  AO     	  AO'		  FA     	  FA'		
 78.43   	 14.65   	 71.56   	   0.00		 72.09   	   0.00		
 78.43   	 14.65   	 71.56   	-127.16		 72.09   	 -91.56		
 86.98   	  3.36   	 71.05   	   0.00		 71.72   	   0.00		
 86.98   	  3.36   	 71.05   	-127.16		 71.72   	 -91.56		
 73.55   	 13.12   	 70.54   	 -66.12		 71.35   	 -40.69		
 58.29   	 14.04   	 70.27   	 -66.12		 71.19   	 -45.78		
 41.20   	  2.14   	 70.01   	 -61.04		 71.01   	 -45.78		
 26.86   	-21.67   	 69.77   	 -66.12		 70.82   	 -45.78		
 17.40   	-46.69   	 69.50   	 -61.04		 70.64   	 -45.78		
 12.82   	-61.65   	 69.26   	 -66.12		 70.46   	 -40.69		
  9.46   	-63.78   	 68.99   	 -55.95		 70.29   	 -45.78		
  4.27   	-59.51   	 68.77   	 -61.04		 70.11   	 -40.69		
 -3.05   	-57.37   	 68.52   	 -55.95		 69.95   	 -40.69		
 -9.77   	-60.42   	 68.30   	 -55.95		 69.79   	 -45.78		
-13.43   	-63.78   	 68.08   	 -50.86		 69.60   	 -40.69		
-12.21   	-62.56   	 67.87   	 -45.78		 69.44   	 -45.78		
 -8.54   	-57.07   	 67.69   	 -50.86		 69.26   	 -40.69		
 -5.49   	-51.27   	 67.49   	 -45.78		 69.09   	 -45.78		
 -4.88   	-49.13   	 67.30   	 -45.78		 68.91   	 -45.78		
 -6.41   	-50.05   	 67.12   	 -45.78		 68.73   	 -50.86		
 -7.63   	-50.05   	 66.94   	 -40.69		 68.52   	 -45.78		
 -8.24   	-46.69   	 66.77   	 -45.78		 68.34   	 -50.86		
 -8.54   	-42.72   	 66.59   	 -35.61		 68.14   	 -45.78		
-11.29   	-39.98   	 66.45   	 -40.69		 67.95   	 -50.86		
-21.36   	-37.54   	 66.29   	 -40.69		 67.75   	 -50.86		
-41.50   	-30.82   	 66.12   	 -35.61		 67.55   	 -50.86		
-73.85   	-16.78   	 65.98   	 -40.69		 67.34   	 -50.86		
-114.44   	  1.53   	 65.82   	 -40.69		 67.14   	 -55.95		
-148.93   	 20.45   	 65.66   	 -40.69		 66.92   	 -50.86		
-153.20   	 41.81   	 65.49   	 -45.78		 66.71   	 -50.86		
-102.54   	 77.21   	 65.31   	 -40.69		 66.51   	 -50.86		
 19.53   	143.13   	 65.15   	 -45.78		 66.31   	 -50.86		
211.79   	250.55   	 64.96   	 -45.78		 66.10   	 -50.86		
453.80   	392.76   	 64.78   	 -50.86		 65.90   	 -50.86		
705.87   	525.82   	 64.58   	 -45.78		 65.70   	 -50.86		
911.87   	576.48(R)	 64.39   	 -45.78		 65.49   	 -50.86		
1013.49   	480.65   	 64.21   	 -45.78		 65.29   	 -50.86		
978.70   	235.60   	 64.03   	 -50.86		 65.09   	 -50.86		
824.89   	-77.21   	 63.82   	 -45.78		 64.88   	 -50.86		
615.23   	-327.15   	 63.64   	 -40.69		 64.68   	 -45.78		
423.89   	-419.92   	 63.48   	 -45.78		 64.50   	 -50.86		
290.83   	-359.80   	 63.30   	 -45.78		 64.29   	 -45.78		
206.60   	-231.93   	 63.11   	   0.00		 64.11   	   0.00		
206.60   	-231.93   	 63.11   	 -76.30		 64.11   	 -86.47		
 71.41   	-82.09   	 62.81   	   0.00		 63.76   	   0.00		
 71.41   	-82.09   	 62.81   	 -61.04		 63.76   	 -91.56		
-22.58   	-65.00   	 62.56   	   0.00		 63.40   	   0.00		
-22.58   	-65.00   	 62.56   	 -35.61		 63.40   	 -81.38		
-21.67   	-28.08   	 62.42   	   0.00		 63.07   	   0.00		
-21.67   	-28.08   	 62.42   	  -5.09		 63.07   	 -86.47		
-28.69   	-18.31   	 62.40   	   0.00		 62.73   	   0.00		
-28.69   	-18.31   	 62.40   	  10.17		 62.73   	 -81.38		
-46.69   	 -2.75   	 62.44   	   0.00		 62.40   	   0.00		
-46.69   	 -2.75   	 62.44   	  35.61		 62.40   	 -81.38		
-45.17   	  6.41   	 62.58   	  35.61		 62.08   	 -45.78		
-44.86   	 -0.61   	 62.73   	  55.95		 61.89   	 -40.69		
-47.61   	 -8.24   	 62.95   	  76.30		 61.73   	 -40.69		
-51.57   	-11.60   	 63.26   	 106.82		 61.57   	 -40.69		
-55.54   	 -9.16   	 63.68   	 132.25		 61.40   	 -45.78		
-57.68   	 -3.97   	 64.21   	 157.68		 61.22   	 -40.69		
-57.37   	  0.92   	 64.84   	 193.29		 61.06   	 -40.69		
-54.93   	  4.27   	 65.62   	 213.63		 60.89   	 -45.78		
-51.88   	  9.16   	 66.47   	 239.06		 60.71   	 -40.69		
-48.83   	 16.78   	 67.43   	 259.41		 60.55   	 -35.61		
-47.30   	 24.41   	 68.46   	 279.75		 60.41   	 -40.69		
-48.83   	 26.25   	 69.58   	 300.10		 60.24   	 -40.69		
-52.19   	 19.23   	 70.78   	 315.36		 60.08   	 -35.61		
-55.54   	  5.80   	 72.04   	 325.53		 59.94   	 -35.61		
-57.07   	 -6.41   	 73.35   	 335.71		 59.80   	 -30.52		
-56.46   	-10.99   	 74.69   	 350.97		 59.67   	 -25.43		
-54.63   	 -6.41   	 76.09   	 350.97		 59.57   	 -15.26		
-52.80   	  3.66   	 77.50   	 356.05		 59.51   	   0.00		
-52.80   	 12.21   	 78.92   	 350.97		 59.51   	  10.17		
-54.63   	 13.73   	 80.33   	 340.79		 59.55   	  30.52		
-56.76   	  9.46   	 81.69   	 330.62		 59.67   	  55.95		
-58.90   	  4.88   	 83.01   	 320.45		 59.90   	  81.38		
-60.42   	  5.19   	 84.29   	 300.10		 60.22   	 106.82		
-61.34   	 10.38   	 85.49   	 289.93		 60.65   	 142.42		
-62.56   	 16.17   	 86.65   	 274.67		 61.22   	 178.03		
-63.78   	 17.40   	 87.75   	 269.58		 61.93   	 203.46		
-64.09   	 13.73   	 88.83   	 264.50		 62.75   	 228.89		
-64.09   	 10.38   	 89.89   	 264.50		 63.66   	 264.50		
-63.17   	 11.90   	 90.95   	 264.50		 64.72   	 284.84		
-62.26   	 16.17   	 92.00   	 269.58		 65.86   	 310.27		
-60.12   	 18.62   	 93.08   	 274.67		 67.10   	 330.62		
-57.37   	 17.09   	 94.18   	 269.58		 68.42   	 350.97		
-55.54   	 14.04   	 95.26   	 274.67		 69.83   	 371.31		
-56.15   	 14.04   	 96.36   	 259.41		 71.31   	 386.57		
-57.98   	 17.40   	 97.40   	 259.41		 72.86   	 401.83		
-60.12   	 21.06   	 98.43   	 244.15		 74.47   	 417.09		
-61.04   	 23.19   	 99.41   	 239.06		 76.13   	 427.26		
-61.04   	 26.55   	100.37   	 239.06		 77.84   	 442.52		
-63.17   	 32.65   	101.32   	   0.00		 79.61   	   0.00		
-63.17   	 32.65   	101.32   	 473.04		 79.61   	 915.56		
-74.77   	 44.56   	103.21   	   0.00		 83.28   	   0.00		
-74.77   	 44.56   	103.21   	 478.13		 83.28   	 951.17		
-78.74   	 36.93   	105.13   	   0.00		 87.08   	   0.00		
-78.74   	 36.93   	105.13   	 478.13		 87.08   	 986.77		
-77.82   	 41.81   	107.04   	   0.00		 91.03   	   0.00		
-77.82   	 41.81   	107.04   	 493.39		 91.03   	1002.03		
-86.06   	 60.12   	109.01   	   0.00		 95.04   	   0.00		
-86.06   	 60.12   	109.01   	 523.90		 95.04   	1022.38		
-86.67   	 67.44   	111.11   	   0.00		 99.12   	   0.00		
-86.67   	 67.44   	111.11   	 544.25		 99.12   	1017.29		
-77.82   	 71.72   	113.29   	 269.58		103.19   	 503.56		
-76.29   	 68.05   	114.36   	 254.32		105.21   	 498.47		
-77.21   	 59.20   	115.38   	 233.98		107.20   	 488.30		
-77.51   	 51.27   	116.32   	 213.63		109.16   	 483.21		
-74.16   	 53.10   	117.17   	 203.46		111.09   	 467.95		
-66.22   	 66.22   	117.99   	 183.11		112.96   	 462.87		
-56.15   	 83.31   	118.72   	 172.94		114.81   	 447.61		
-47.30   	 94.30   	119.41   	 162.77		116.60   	 432.35		
-40.59   	 94.91   	120.06   	 157.68		118.33   	 417.09		
-35.40   	 87.89   	120.69   	 157.68		120.00   	 406.92		
-29.60   	 78.43   	121.32   	 152.59		121.63   	 386.57		
-22.58   	 68.66   	121.93   	 147.51		123.17   	 371.31		
-14.65   	 57.68   	122.52   	 132.25		124.66   	 356.05		
 -6.10   	 47.91   	123.05   	 127.16		126.08   	 340.79		
  2.44   	 45.78   	123.56   	 111.90		127.45   	 320.45		
 10.38   	 53.41   	124.01   	  96.64		128.73   	 310.27		
 16.17   	 63.17   	124.39   	  86.47		129.97   	 289.93		
 19.23   	 62.26   	124.74   	  76.30		131.13   	 279.75		
 18.92   	 43.33   	125.05   	  71.21		132.25   	 259.41		
 18.31   	 15.87   	125.33   	  55.95		133.29   	 249.24		
 18.31   	 -2.75   	125.55   	  40.69		134.28   	 233.98		
 18.92   	 -2.14   	125.72   	  20.35		135.22   	 213.63		
 18.01   	 11.29   	125.80(S)	  -5.09		136.07   	 203.46		
 15.26   	 22.89   	125.78   	 -40.69		136.89   	 183.11		
 11.90   	 22.89   	125.61   	 -76.30		137.62   	 172.94		
  9.77   	 11.29   	125.31   	-111.90		138.31   	 147.51		
  9.16   	 -4.27   	124.86   	-147.51		138.90   	 137.33		
  8.54   	-18.31   	124.27   	-172.94		139.45   	 111.90		
  6.71   	-28.99   	123.58   	-208.54		139.90   	  96.64		
  5.19   	-33.26   	122.75   	-233.98		140.28   	  76.30		
  6.41   	-25.63   	121.81   	-264.50		140.59   	  55.95		
 11.29   	 -3.36   	120.75   	-289.93		140.81   	  30.52		
 16.48   	 22.58   	119.59   	-310.27		140.94   	   5.09		
 17.40   	 32.96   	118.35   	-325.53		140.96(S)	 -20.35		
 11.60   	 17.40   	117.05   	-335.71		140.87   	 -45.78		
  2.14   	-15.56   	115.71   	-330.62		140.69   	 -76.30		
 -3.97   	-43.03   	114.38   	-315.36		140.39   	-106.82		
 -1.83   	-43.95   	113.12   	-289.93		139.96   	-132.25		
  7.63   	-17.70   	111.96   	   0.00		139.43   	   0.00		
  7.63   	-17.70   	111.96   	-498.47		139.43   	-366.22		
 23.50   	 28.99   	109.97   	   0.00		137.96   	   0.00		
 23.50   	 28.99   	109.97   	-376.40		137.96   	-478.13		
 14.95   	  1.53   	108.46   	   0.00		136.05   	   0.00		
 14.95   	  1.53   	108.46   	-295.01		136.05   	-584.94		
 14.65   	 -1.53   	107.28   	   0.00		133.71   	   0.00		
 14.65   	 -1.53   	107.28   	-254.32		133.71   	-666.32		
 21.36   	 17.09   	106.27   	   0.00		131.05   	   0.00		
 21.36   	 17.09   	106.27   	-233.98		131.05   	-717.19		
  8.24   	 -8.85   	105.33   	   0.00		128.18   	   0.00		
  8.24   	 -8.85   	105.33   	-213.63		128.18   	-747.71		
  1.53   	 -4.88   	104.48   	 -96.64		125.19   	-376.40		
  7.32   	 15.56   	104.09   	 -86.47		123.68   	-376.40		
 15.87   	 33.26   	103.74   	 -81.38		122.18   	-376.40		
 22.89   	 37.84   	103.42   	 -81.38		120.67   	-371.31		
 26.25   	 31.43   	103.09   	 -76.30		119.19   	-361.14		
 25.33   	 21.67   	102.79   	 -81.38		117.74   	-361.14		
 21.06   	 14.34   	102.46   	 -91.56		116.30   	-356.05		
 15.56   	  7.32   	102.10   	 -96.64		114.87   	-345.88		
 10.99   	 -1.83   	101.71   	-101.73		113.49   	-335.71		
  7.32   	-12.82   	101.30   	-106.82		112.15   	-330.62		
  5.49   	-18.01   	100.87   	-101.73		110.82   	-325.53		
  7.63   	 -9.16   	100.47   	-106.82		109.52   	-315.36		
 13.73   	 11.90   	100.04   	 -96.64		108.26   	-305.19		
 21.97   	 32.04   	 99.65   	 -96.64		107.04   	-300.10		
 28.99   	 38.76   	 99.27   	 -91.56		105.84   	-289.93		
 30.52   	 28.69   	 98.90   	 -91.56		104.68   	-279.75		
 27.47   	 11.90   	 98.53   	 -91.56		103.56   	-274.67		
 23.80   	  2.14   	 98.17   	 -91.56		102.46   	-264.50		
 24.41   	  5.49   	 97.80   	 -86.47		101.40   	-254.32		
 29.91   	 15.87   	 97.46   	 -91.56		100.39   	-254.32		
 36.32   	 22.89   	 97.09   	 -91.56		 99.37   	-239.06		
 39.98   	 20.75   	 96.72   	 -86.47		 98.41   	-239.06		
 38.76   	 14.34   	 96.38   	 -91.56		 97.46   	-223.80		
 35.10   	 11.29   	 96.01   	 -91.56		 96.56   	-223.80		
 32.35   	 14.04   	 95.65   	 -96.64		 95.67   	-213.63		
 33.26   	 17.70   	 95.26   	 -91.56		 94.81   	-203.46		
 37.84   	 18.01   	 94.89   	 -91.56		 94.00   	-198.37		
 44.56   	 14.34   	 94.53   	 -96.64		 93.20   	-193.29		
 49.74   	 10.68   	 94.14   	 -91.56		 92.43   	-183.11		
 51.57   	 13.12   	 93.77   	 -91.56		 91.70   	-178.03		
 49.74   	 22.58   	 93.41   	 -91.56		 90.99   	-172.94		
 45.78   	 34.18   	 93.04   	 -96.64		 90.29   	-162.77		
 42.11   	 40.28   	 92.65   	 -91.56		 89.64   	-162.77		
 40.28   	 39.67   	 92.29   	 -91.56		 88.99   	-147.51		
 40.89   	 35.71   	 91.92   	 -91.56		 88.40   	-147.51		
 42.72   	 32.35   	 91.56   	 -91.56		 87.81   	-142.42		
 46.08   	 31.74   	 91.19   	 -91.56		 87.24   	-132.25		
 49.74   	 31.74   	 90.82   	 -91.56		 86.71   	-132.25		
 52.80   	 29.91   	 90.46   	   0.00		 86.18   	   0.00		
 52.80   	 29.91   	 90.46   	-188.20		 86.18   	-233.98		
 49.44   	 19.53   	 89.70   	   0.00		 85.25   	   0.00		
 49.44   	 19.53   	 89.70   	-193.29		 85.25   	-218.72		
 38.45   	  7.32   	 88.93   	   0.00		 84.37   	   0.00		
 38.45   	  7.32   	 88.93   	-198.37		 84.37   	-203.46		
 42.72   	 13.73   	 88.14   	   0.00		 83.56   	   0.00		
 42.72   	 13.73   	 88.14   	-208.54		 83.56   	-178.03		
 49.13   	 47.00   	 87.30   	   0.00		 82.85   	   0.00		
 49.13   	 47.00   	 87.30   	-208.54		 82.85   	-167.85		
 45.47   	 38.76   	 86.47   	   0.00		 82.18   	   0.00		
 45.47   	 38.76   	 86.47   	-198.37		 82.18   	-152.59		
 50.35   	  3.05   	 85.68   	 -91.56		 81.57   	 -66.12		
 52.80   	  0.00   	 85.31   	 -91.56		 81.30   	 -71.21		
 52.80   	  6.71   	 84.94   	 -86.47		 81.02   	 -66.12		
 51.57   	 14.95   	 84.60   	 -86.47		 80.75   	 -61.04		
 50.05   	 17.40   	 84.25   	 -86.47		 80.51   	 -61.04		
 47.91   	 13.73   	 83.91   	 -86.47		 80.26   	 -55.95		
 45.78   	  8.85   	 83.56   	 -86.47		 80.04   	 -55.95		
 45.17   	  8.24   	 83.21   	 -91.56		 79.82   	 -55.95		
 47.30   	 13.12   	 82.85   	 -86.47		 79.59   	 -55.95		
 50.96   	 21.06   	 82.50   	 -91.56		 79.37   	 -50.86		
 54.02   	 27.47   	 82.14   	 -86.47		 79.17   	 -50.86		
 52.80   	 28.69   	 81.79   	 -91.56		 78.96   	 -50.86		
 49.74   	 25.94   	 81.42   	 -86.47		 78.76   	 -50.86		
 48.83   	 25.33   	 81.08   	 -86.47		 78.56   	 -50.86		
 52.49   	 32.65   	 80.73   	 -91.56		 78.35   	 -50.86		
 57.68   	 47.91   	 80.37   	 -86.47		 78.15   	 -50.86		
 60.12   	 68.36   	 80.02   	 -86.47		 77.94   	 -50.86		
 58.90   	 90.03   	 79.67   	 -81.38		 77.74   	 -50.86		
 55.54   	107.42   	 79.35   	 -81.38		 77.54   	 -50.86		
 53.71   	118.71   	 79.02   	 -81.38		 77.33   	 -50.86		
 54.63   	127.87   	 78.70   	 -76.30		 77.13   	 -45.78		
 58.59   	141.60   	 78.39   	 -71.21		 76.95   	 -50.86		
 65.31   	159.91   	 78.11   	 -71.21		 76.74   	 -50.86		
 73.24   	172.42   	 77.82   	 -66.12		 76.54   	 -50.86		
 81.48   	168.76   	 77.56   	 -66.12		 76.34   	 -45.78		
 88.81   	148.93   	 77.29   	 -61.04		 76.15   	 -50.86		
 91.25   	122.07   	 77.05   	 -66.12		 75.95   	 -45.78		
 88.20   	101.62   	 76.79   	 -71.21		 75.77   	 -50.86		
 81.18   	 93.69   	 76.50   	 -66.12		 75.56   	 -45.78		
 73.24   	 93.08   	 76.24   	 -71.21		 75.38   	 -50.86		
 68.66   	 93.38   	 75.95   	 -76.30		 75.18   	 -40.69		
 71.11   	 97.05   	 75.65   	 -76.30		 75.01   	 -45.78		
 79.96   	104.68   	 75.34   	 -76.30		 74.83   	 -45.78		
 91.25   	110.17   	 75.04   	 -76.30		 74.65   	 -40.69		
101.32   	106.81   	 74.73   	 -76.30		 74.49   	 -40.69		
106.51   	 93.08   	 74.42   	 -76.30		 74.32   	 -35.61		
107.42   	 77.82   	 74.12   	 -76.30		 74.18   	 -40.69		
104.06   	 72.02   	 73.81   	 -71.21		 74.02   	 -35.61		
 96.44   	 76.90   	 73.53   	   0.00		 73.88   	   0.00		
 96.44   	 76.90   	 73.53   	-142.42		 73.88   	 -66.12		
 72.33   	 70.19   	 72.96   	   0.00		 73.61   	   0.00		
 72.33   	 70.19   	 72.96   	-132.25		 73.61   	 -66.12		
 56.46   	 23.19   	 72.43   	   0.00		 73.35   	   0.00		
 56.46   	 23.19   	 72.43   	-116.99		 73.35   	 -61.04		
 60.12   	 10.99   	 71.96   	   0.00		 73.10   	   0.00		
 60.12   	 10.99   	 71.96   	-101.73		 73.10   	 -61.04		
 55.24   	  8.24   	 71.56   	   0.00		 72.86   	   0.00		
 55.24   	  8.24   	 71.56   	 -86.47		 72.86   	 -61.04		
 39.67   	 -1.22   	 71.21   	   0.00		 72.61   	   0.00		
 39.67   	 -1.22   	 71.21   	 -66.12		 72.61   	 -66.12		
 42.11   	 21.36   	 70.95   	 -30.52		 72.35   	 -30.52		
 47.91   	 27.16   	 70.82   	 -30.52		 72.23   	 -35.61		
 51.57   	 19.84   	 70.70   	 -25.43		 72.09   	 -35.61		
 51.27   	  9.16   	 70.60   	 -25.43		 71.94   	 -35.61		
 47.91   	  6.10   	 70.50   	 -25.43		 71.80   	 -40.69		
 44.25   	 11.60   	 70.40   	 -30.52		 71.64   	 -40.69		
 42.11   	 17.70   	 70.27   	 -25.43		 71.47   	 -40.69		
 39.06   	 20.14   	 70.17   	 -25.43		 71.31   	 -45.78		
 30.52   	 26.86   	 70.07   	 -25.43		 71.13   	 -45.78		
 12.21   	 49.13   	 69.97   	 -25.43		 70.95   	 -40.69		
-17.09   	 88.81   	 69.87   	 -30.52		 70.78   	 -45.78		
-49.13   	132.14   	 69.75   	 -30.52		 70.60   	 -45.78		
-66.22   	160.22   	 69.62   	 -35.61		 70.42   	 -50.86		
-46.39   	173.34   	 69.48   	 -35.61		 70.21   	 -45.78		
 25.33   	198.36   	 69.34   	 -35.61		 70.03   	 -50.86		
151.06   	268.55   	 69.20   	 -35.61		 69.83   	 -50.86		
315.55   	394.29   	 69.05   	 -40.69		 69.62   	 -50.86		
492.25   	536.19   	 68.89   	 -40.69		 69.42   	 -50.86		
646.67   	608.52(R)	 68.73   	 -40.69		 69.22   	 -50.86		
741.27   	528.56   	 68.57   	 -45.78		 69.01   	 -55.95		
750.12   	282.29   	 68.38   	 -45.78		 68.79   	 -50.86		
673.52   	-51.27   	 68.20   	 -40.69		 68.59   	 -55.95		
543.52   	-335.69   	 68.04   	 -45.78		 68.36   	 -55.95		
406.80   	-456.54   	 67.85   	 -45.78		 68.14   	 -55.95		
300.90   	-397.64   	 67.67   	 -40.69		 67.91   	 -55.95		
231.02   	-241.09   	 67.51   	 -45.78		 67.69   	 -55.95		
178.53   	-94.60   	 67.32   	 -40.69		 67.47   	 -55.95		
127.26   	-14.04   	 67.16   	 -35.61		 67.24   	 -61.04		
 77.21   	 10.38   	 67.02   	 -30.52		 67.00   	 -55.95		
 40.89   	 19.53   	 66.90   	 -30.52		 66.77   	 -55.95		
 26.55   	 39.67   	 66.77   	 -20.35		 66.55   	 -50.86		
 28.99   	 63.48   	 66.69   	 -25.43		 66.35   	 -50.86		
 33.26   	 71.72   	 66.59   	 -25.43		 66.14   	 -50.86		
 29.60   	 61.95   	 66.49   	 -30.52		 65.94   	 -45.78		
 18.92   	 48.52   	 66.37   	 -40.69		 65.76   	 -40.69		
  6.41   	 45.17   	 66.21   	 -45.78		 65.59   	 -40.69		
 -2.75   	 54.02   	 66.02   	 -55.95		 65.43   	 -35.61		
 -7.32   	 66.53   	 65.80   	 -50.86		 65.29   	 -30.52		
 -8.85   	 73.85   	 65.59   	   0.00		 65.17   	   0.00		
 -8.85   	 73.85   	 65.59   	 -45.78		 65.17   	 -61.04		
 -6.41   	 77.51   	 65.41(D)	   0.00		 64.92   	   0.00		
 -6.41   	 77.51   	 65.41   	  96.64		 64.92   	 -55.95		
 -8.24   	 89.11   	 65.80   	   0.00		 64.70   	   0.00		
 -8.24   	 89.11   	 65.80   	 289.93		 64.70   	 -50.86		
-15.87   	 77.82   	 66.96   	   0.00		 64.50   	   0.00		
-15.87   	 77.82   	 66.96   	 467.95		 64.50   	 -50.86		
-16.78   	 64.09   	 68.83   	   0.00		 64.29   	   0.00		
-16.78   	 64.09   	 68.83   	 605.29		 64.29   	 -50.86		
-18.92   	 81.18   	 71.25   	   0.00		 64.09   	   0.00		
-18.92   	 81.18   	 71.25   	 701.93		 64.09   	 -55.95		
-22.28   	 79.04   	 74.06   	 376.40		 63.87   	 -20.35		
-19.23   	 72.33   	 75.56   	 386.57		 63.78   	 -25.43		
-14.95   	 70.50   	 77.11   	 396.74		 63.68   	 -15.26		
-12.51   	 74.46   	 78.70   	 396.74		 63.62   	  -5.09		
-13.43   	 78.74   	 80.28   	 396.74		 63.60(D)	   0.00		
-16.48   	 79.35   	 81.87   	 391.66		 63.60   	  20.35		
-20.14   	 76.60   	 83.44   	 376.40		 63.68   	  40.69		
-22.28   	 73.55   	 84.94   	 361.14		 63.85   	  61.04		
-24.11   	 72.63   	 86.39   	 345.88		 64.09   	  86.47		
-27.16   	 72.94   	 87.77   	 325.53		 64.44   	 111.90		
-31.13   	 71.41   	 89.07   	 310.27		 64.88   	 142.42		
-33.26   	 68.36   	 90.32   	 289.93		 65.45   	 172.94		
-32.35   	 67.44   	 91.47   	 279.75		 66.14   	 193.29		
-28.99   	 72.02   	 92.59   	 264.50		 66.92   	 223.80		
-25.94   	 80.57   	 93.65   	 239.06		 67.81   	 249.24		
-26.25   	 86.06   	 94.61   	 213.63		 68.81   	 274.67		
-29.91   	 83.62   	 95.46   	 183.11		 69.91   	 295.01		
-34.48   	 73.85   	 96.19   	 142.42		 71.09   	 310.27		
-36.32   	 65.31   	 96.76   	 111.90		 72.33   	 330.62		
-35.10   	 67.44   	 97.21   	  81.38		 73.65   	 350.97		
-32.04   	 82.40   	 97.54   	  55.95		 75.06   	 361.14		
-29.30   	101.32   	 97.76   	  55.95		 76.50   	 381.48		
-28.38   	111.69   	 97.99   	  86.47		 78.03   	 386.57		
-30.82   	108.34   	 98.33   	 147.51		 79.57   	 406.92		
-35.71   	 96.44   	 98.92   	 223.80		 81.20   	 412.00		
-41.20   	 85.75   	 99.82   	 320.45		 82.85   	 432.35		
-45.78   	 81.48   	101.10   	 412.00		 84.58   	 437.43		
-47.61   	 83.92   	102.75   	 478.13		 86.33   	 452.69		
-47.00   	 88.81   	104.66   	 513.73		 88.14   	 462.87		
-45.47   	 93.69   	106.71   	 513.73		 89.99   	 467.95		
-45.78   	 98.88   	108.77   	 473.04		 91.86   	 483.21		
-47.91   	105.59   	110.66   	 412.00		 93.79   	 493.39		
-51.27   	112.00   	112.31   	 345.88		 95.77   	 498.47		
-54.32   	114.44   	113.69   	 279.75		 97.76   	 503.56		
-55.54   	112.00   	114.81   	 228.89		 99.78   	 508.65		
-54.32   	108.03   	115.73   	 203.46		101.81   	 513.73		
-52.49   	105.59   	116.54   	 193.29		103.87   	 513.73		
-53.10   	106.20   	117.31   	 193.29		105.92   	 508.65		
-57.07   	107.73   	118.09   	   0.00		107.95   	   0.00		
-57.07   	107.73   	118.09   	 412.00		107.95   	1007.12		
-65.61   	108.03   	119.74   	   0.00		111.98   	   0.00		
-65.61   	108.03   	119.74   	 417.09		111.98   	 986.77		
-56.46   	112.30   	121.40   	   0.00		115.93   	   0.00		
-56.46   	112.30   	121.40   	 371.31		115.93   	 946.08		
-43.64   	122.38   	122.89   	   0.00		119.71   	   0.00		
-43.64   	122.38   	122.89   	 305.19		119.71   	 895.22		
-32.65   	118.10   	124.11   	   0.00		123.30   	   0.00		
-32.65   	118.10   	124.11   	 254.32		123.30   	 844.35		
-17.09   	104.06   	125.13   	   0.00		126.67   	   0.00		
-17.09   	104.06   	125.13   	 239.06		126.67   	 773.14		
 -7.93   	 90.64   	126.08   	 122.07		129.77   	 366.22		
 -5.49   	 82.09   	126.57   	 122.07		131.23   	 345.88		
 -2.44   	 72.94   	127.06   	 111.90		132.61   	 325.53		
  1.22   	 64.39   	127.51   	 106.82		133.92   	 310.27		
  4.88   	 59.51   	127.93   	  91.56		135.16   	 295.01		
  7.02   	 58.90   	128.30   	  76.30		136.34   	 274.67		
  7.02   	 58.59   	128.61   	  71.21		137.44   	 254.32		
  6.10   	 54.02   	128.89   	  50.86		138.45   	 239.06		
  3.97   	 42.11   	129.09   	  40.69		139.41   	 223.80		
  1.53   	 25.63   	129.26   	  25.43		140.30   	 208.54		
 -0.61   	 10.38   	129.36   	  15.26		141.14   	 188.20		
 -1.53   	  1.83   	129.42(S)	 -15.26		141.89   	 167.85		
 -0.61   	  1.53   	129.36   	 -35.61		142.56   	 157.68		
