  I     	  II     	  FA     	  FA'		  LVp     	  LVp'		
 40.28   	 -2.75   	109.91   	 595.11		117.90   	 244.15		
 41.20   	 -0.61   	112.29   	 559.51		118.88   	 239.06		
 43.33   	  1.83   	114.53   	 528.99		119.84   	 233.98		
 48.22   	  7.02   	116.64   	 493.39		120.77   	 228.89		
 53.71   	 14.04   	118.62   	 462.87		121.69   	 223.80		
 57.98   	 19.53   	120.47   	 432.35		122.58   	 218.72		
 61.04   	 22.58   	122.20   	 401.83		123.46   	 213.63		
 65.31   	 26.86   	123.80   	 376.40		124.31   	 203.46		
 72.94   	 35.71   	125.31   	 350.97		125.13   	 203.46		
 82.09   	 48.83   	126.71   	 330.62		125.94   	 198.37		
 89.72   	 62.56   	128.04   	 305.19		126.73   	 188.20		
 92.47   	 70.80   	129.26   	 279.75		127.49   	 183.11		
 90.33   	 71.11   	130.38   	 264.50		128.22   	 172.94		
 87.59   	 68.05   	131.43   	 244.15		128.91   	 162.77		
 86.98   	 66.83   	132.41   	 223.80		129.56   	 157.68		
 89.11   	 69.89   	133.31   	 208.54		130.19   	 147.51		
 93.08   	 77.82   	134.14   	 183.11		130.78   	 137.33		
 97.05   	 89.42   	134.87   	 162.77		131.33   	 122.07		
 98.88   	100.10   	135.52   	 142.42		131.82   	 106.82		
 97.05   	105.29   	136.09   	 122.07		132.25   	  86.47		
 90.94   	102.84   	136.58   	 101.73		132.59   	  71.21		
 79.65   	 92.47   	136.99   	  86.47		132.88   	  50.86		
 63.78   	 77.21   	137.33   	  66.12		133.08   	  30.52		
 44.86   	 61.04   	137.60   	  55.95		133.20   	  20.35		
 27.47   	 48.52   	137.82   	  40.69		133.29   	   5.09		
 14.04   	 39.98   	137.99   	  25.43		133.31(S)	  -5.09		
  4.88   	 32.96   	138.09   	  10.17		133.29   	 -15.26		
 -3.05   	 25.02   	138.13(S)	  -5.09		133.22   	 -20.35		
-12.21   	 13.73   	138.11   	 -10.17		133.14   	 -35.61		
-23.19   	 -0.61   	138.07   	 -25.43		133.00   	 -35.61		
-31.43   	-14.65   	137.96   	 -35.61		132.86   	 -45.78		
-33.87   	-24.41   	137.82   	 -45.78		132.67   	 -61.04		
-31.13   	-29.60   	137.64   	 -55.95		132.43   	 -61.04		
-27.16   	-32.04   	137.42   	 -66.12		132.19   	 -81.38		
-27.47   	-34.79   	137.15   	 -76.30		131.86   	 -86.47		
-33.57   	-39.06   	136.85   	 -91.56		131.52   	-106.82		
-41.81   	-42.42   	136.48   	-101.73		131.09   	-122.07		
-48.52   	-43.64   	136.07   	-111.90		130.60   	-137.33		
-50.96   	-41.81   	135.63   	-122.07		130.05   	-162.77		
-50.35   	-39.37   	135.14   	-137.33		129.40   	-188.20		
-49.13   	-40.59   	134.59   	-147.51		128.65   	-213.63		
-49.13   	-44.86   	134.00   	-157.68		127.79   	-249.24		
-49.44   	-48.52   	133.37   	-172.94		126.80   	-284.84		
-47.91   	-47.00   	132.67   	-188.20		125.66   	-335.71		
-43.03   	-39.06   	131.92   	-203.46		124.31   	-381.48		
-34.48   	-28.08   	131.11   	-218.72		122.79   	-432.35		
-26.25   	-22.58   	130.23   	-239.06		121.06   	-488.30		
-23.19   	-27.16   	129.28   	-254.32		119.10   	-544.25		
-26.55   	-39.06   	128.26   	-274.67		116.93   	-605.29		
-33.87   	-50.05   	127.16   	-300.10		114.51   	-676.50		
-40.89   	-53.71   	125.96   	-315.36		111.80   	-752.79		
-44.25   	-48.22   	124.70   	-335.71		108.79   	-829.09		
-44.25   	-39.37   	123.36   	-361.14		105.47   	-910.47		
-41.81   	-34.48   	121.91   	-376.40		101.83   	-976.60		
-37.84   	-35.71   	120.41   	-396.74		 97.92   	-1037.64		
-33.26   	-40.59   	118.82   	-412.00		 93.77   	-1088.50		
-29.91   	-42.42   	117.17   	-427.26		 89.42   	-1129.19		
-29.30   	-37.84   	115.46   	-432.35		 84.90   	-1149.54		
-33.26   	-28.99   	113.73   	-437.43		 80.30   	-1159.71		
-39.37   	-21.36   	111.98   	-427.26		 75.67   	-1144.45		
-43.64   	-19.23   	110.27   	-412.00		 71.09   	-1129.19		
-45.47   	-22.89   	108.63   	-391.66		 66.57   	-1098.67		
-45.47   	-30.21   	107.06   	-361.14		 62.18   	-1063.07		
-43.95   	-36.01   	105.62   	-330.62		 57.92   	-1022.38		
-40.28   	-37.84   	104.29   	-310.27		 53.83   	-976.60		
-32.35   	-34.48   	103.05   	-284.84		 49.93   	-930.82		
-22.58   	-26.86   	101.91   	-264.50		 46.21   	-885.04		
-15.26   	-19.84   	100.85   	-244.15		 42.67   	-839.26		
-16.17   	-17.70   	 99.88   	-233.98		 39.31   	-788.40		
-25.94   	-23.80   	 98.94   	-218.72		 36.15   	-737.54		
-39.67   	-35.40   	 98.07   	-208.54		 33.20   	-691.76		
-48.22   	-45.78   	 97.23   	-198.37		 30.44   	-645.98		
-47.00   	-49.13   	 96.44   	-193.29		 27.85   	-600.20		
-38.76   	-44.25   	 95.67   	-188.20		 25.45   	-549.34		
-29.91   	-36.32   	 94.91   	-178.03		 23.26   	-508.65		
-26.86   	-33.57   	 94.20   	-172.94		 21.22   	-457.78		
-31.43   	-39.37   	 93.51   	-162.77		 19.39   	-422.18		
-39.37   	-49.44   	 92.86   	-162.77		 17.70   	-376.40		
-45.78   	-56.76   	 92.21   	-152.59		 16.20   	-335.71		
-47.61   	-55.85   	 91.60   	-142.42		 14.85   	-300.10		
-44.56   	-48.52   	 91.03   	-142.42		 13.65   	-264.50		
-39.06   	-42.11   	 90.46   	-132.25		 12.59   	-233.98		
-33.26   	-42.72   	 89.93   	-132.25		 11.66   	-203.46		
-30.21   	-50.35   	 89.40   	-122.07		 10.84   	-178.03		
-30.52   	-58.90   	 88.91   	-122.07		 10.13   	-152.59		
-32.96   	-61.34   	 88.42   	-111.90		  9.52   	-132.25		
-35.40   	-56.46   	 87.98   	-116.99		  8.99   	-116.99		
-36.01   	-48.52   	 87.51   	-106.82		  8.52   	-106.82		
-34.18   	-43.64   	 87.08   	-106.82		  8.10   	 -86.47		
-32.65   	-46.08   	 86.65   	-101.73		  7.75   	 -81.38		
-33.26   	-53.41   	 86.25   	-101.73		  7.43   	 -71.21		
-36.93   	-61.95   	 85.84   	 -96.64		  7.14   	 -61.04		
-41.20   	-68.97   	 85.45   	 -91.56		  6.90   	 -50.86		
-43.95   	-74.16   	 85.09   	 -86.47		  6.69   	 -45.78		
-43.95   	-74.77   	 84.74   	 -86.47		  6.51   	 -40.69		
-42.11   	-71.11   	 84.39   	 -81.38		  6.35   	 -35.61		
-42.11   	-63.48   	 84.07   	 -81.38		  6.21   	 -30.52		
-44.25   	-54.63   	 83.74   	 -76.30		  6.08   	 -25.43		
-46.69   	-48.52   	 83.44   	 -71.21		  5.98   	 -20.35		
-47.30   	-46.39   	 83.15   	 -76.30		  5.90   	 -20.35		
-45.78   	-45.47   	 82.85   	 -71.21		  5.82   	 -15.26		
-41.81   	-40.89   	 82.56   	 -71.21		  5.76   	 -10.17		
-36.62   	-29.60   	 82.28   	 -76.30		  5.72   	  -5.09		
-31.13   	-14.34   	 81.97   	 -71.21		  5.70(D)	   0.00		
-24.11   	 -0.31   	 81.69   	 -76.30		  5.70   	   0.00		
-15.26   	  8.24   	 81.38   	 -76.30		  5.70   	   5.09		
 -7.93   	  6.71   	 81.08   	 -76.30		  5.72   	   5.09		
 -4.58   	 -3.66   	 80.77   	 -81.38		  5.74   	   5.09		
 -4.58   	-13.73   	 80.45   	 -76.30		  5.76   	  10.17		
 -5.49   	-13.73   	 80.14   	 -71.21		  5.80   	   5.09		
 -5.19   	 -0.31   	 79.86   	 -76.30		  5.82   	   5.09		
 -1.53   	 21.06   	 79.55   	 -71.21		  5.84   	   0.00		
  4.27   	 38.45   	 79.27   	 -71.21		  5.84   	   5.09		
  9.77   	 42.11   	 78.98   	 -66.12		  5.86   	  -5.09		
 14.34   	 32.04   	 78.72   	 -71.21		  5.84   	   0.00		
 18.01   	 14.65   	 78.43   	 -66.12		  5.84   	   0.00		
 21.06   	 -2.44   	 78.17   	 -61.04		  5.84   	   0.00		
 21.36   	-16.48   	 77.92   	 -66.12		  5.84   	   0.00		
 17.09   	-28.08   	 77.66   	 -61.04		  5.84   	   0.00		
  8.24   	-37.84   	 77.42   	 -61.04		  5.84   	   5.09		
 -1.53   	-44.25   	 77.17   	 -61.04		  5.86   	   5.09		
 -8.54   	-47.30   	 76.93   	 -61.04		  5.88   	  15.26		
-11.90   	-48.83   	 76.68   	 -61.04		  5.94   	  10.17		
-15.56   	-53.10   	 76.44   	 -55.95		  5.98   	  20.35		
-24.11   	-61.34   	 76.22   	 -61.04		  6.06   	  20.35		
-36.93   	-72.02   	 75.97   	 -55.95		  6.14   	  25.43		
-47.91   	-81.48   	 75.75   	 -61.04		  6.25   	  25.43		
-51.88   	-86.98   	 75.50   	 -55.95		  6.35   	  30.52		
-47.91   	-87.89   	 75.28   	 -55.95		  6.47   	  35.61		
-41.81   	-87.59   	 75.06   	 -61.04		  6.61   	  40.69		
-39.06   	-88.20   	 74.81   	 -55.95		  6.78   	  45.78		
-40.59   	-91.25   	 74.59   	 -55.95		  6.96   	  45.78		
-42.72   	-94.91   	 74.36   	 -50.86		  7.14   	  50.86		
-42.72   	-97.35   	 74.16   	 -55.95		  7.34   	  50.86		
-41.81   	-97.66   	 73.94   	 -50.86		  7.55   	  50.86		
-43.03   	-96.44   	 73.73   	 -45.78		  7.75   	  55.95		
-48.52   	-96.74   	 73.55   	 -50.86		  7.98   	  50.86		
-56.46   	-99.18   	 73.35   	 -50.86		  8.18   	  55.95		
-63.78   	-101.93   	 73.14   	 -50.86		  8.40   	  50.86		
-66.22   	-100.71   	 72.94   	 -45.78		  8.61   	  55.95		
-62.56   	-93.69   	 72.76   	 -50.86		  8.83   	  61.04		
-55.54   	-83.31   	 72.55   	 -50.86		  9.07   	  55.95		
-50.35   	-77.82   	 72.35   	 -45.78		  9.30   	  55.95		
-52.19   	-80.57   	 72.17   	 -45.78		  9.52   	  61.04		
-62.56   	-83.62   	 71.98   	 -45.78		  9.77   	  55.95		
-73.55   	-69.27   	 71.80   	 -45.78		  9.99   	  61.04		
-66.53   	-23.50   	 71.62   	 -45.78		 10.23   	  61.04		
-23.19   	 52.80   	 71.43   	 -45.78		 10.48   	  55.95		
 64.39   	140.38   	 71.25   	 -40.69		 10.70   	  61.04		
188.60   	219.73   	 71.09   	 -45.78		 10.95   	  61.04		
325.32   	286.56   	 70.91   	 -45.78		 11.19   	  61.04		
444.03   	358.28   	 70.72   	 -40.69		 11.43   	  61.04		
516.66   	453.49   	 70.56   	 -40.69		 11.68   	  55.95		
520.63   	561.52   	 70.40   	 -45.78		 11.90   	  61.04		
445.25   	640.56   	 70.21   	 -40.69		 12.15   	  61.04		
301.21   	646.06(R)	 70.05   	 -35.61		 12.39(E)	  61.04		
123.60   	557.25   	 69.91   	 -40.69		 12.63   	  66.12		
-34.18   	397.64   	 69.75   	 -35.61		 12.90   	  71.21		
-127.26   	220.34   	 69.60   	 -35.61		 13.18   	  91.56		
-144.65   	 72.33   	 69.46   	 -35.61		 13.55   	 106.82		
-113.22   	-27.16   	 69.32   	 -40.69		 13.98   	 132.25		
-75.07   	-81.18   	 69.16   	 -35.61		 14.51   	 172.94		
-56.76   	-101.93   	 69.01   	 -40.69		 15.20   	 223.80		
-58.90   	-101.01   	 68.85   	 -40.69		 16.09   	 279.75		
-65.31   	-86.98   	 68.69   	 -45.78		 17.21   	 345.88		
-65.00   	-69.27   	 68.50   	 -45.78		 18.60   	 427.26		
-59.20   	-57.68   	 68.32   	 -45.78		 20.31   	 513.73		
-54.63   	-58.29   	 68.14   	 -45.78		 22.36   	 595.11		
-54.02   	-68.66   	 67.95   	 -50.86		 24.74   	 686.67		
-52.49   	-79.65   	 67.75   	 -45.78		 27.49   	 768.05		
-48.22   	-84.84   	 67.57   	 -50.86		 30.56   	 849.44		
-42.72   	-82.70   	 67.36   	 -55.95		 33.96   	 915.56		
-41.20   	-77.82   	 67.14   	 -50.86		 37.62   	 966.43		
-45.17   	-75.38   	 66.94   	 -55.95		 41.49   	1007.12		
-51.27   	-76.29   	 66.71   	 -55.95		 45.51   	1022.38		
-54.32   	-79.04   	 66.49   	 -50.86		 49.60   	1022.38		
-52.49   	-82.09   	 66.29   	 -55.95		 53.69   	 996.94		
-48.22   	-85.14   	 66.06   	 -50.86		 57.68   	 956.25		
-44.86   	-88.50   	 65.86   	 -55.95		 61.51   	 905.39		
-43.95   	-90.33   	 65.64   	 -45.78		 65.13   	 849.44		
-43.33   	-87.59   	 65.45   	 -45.78		 68.52   	 783.31		
-40.59   	-79.04   	 65.27   	 -40.69		 71.66   	 727.36		
-34.18   	-67.44   	 65.11   	 -35.61		 74.57   	 676.50		
-25.94   	-57.68   	 64.96   	 -25.43		 77.27   	 640.89		
-20.45   	-54.93   	 64.86   	 -20.35		 79.84   	 615.46		
-21.97   	-60.12   	 64.78   	  -5.09		 82.30   	 595.11		
-30.82   	-70.50   	 64.76(D)	  25.43		 84.68   	 584.94		
-42.11   	-79.65   	 64.86   	  61.04		 87.02   	 579.86		
-47.91   	-81.79   	 65.11   	 122.07		 89.34   	 574.77		
-45.78   	-74.46   	 65.59   	 203.46		 91.64   	 559.51		
-37.23   	-60.73   	 66.41   	 310.27		 93.88   	 549.34		
-28.99   	-47.91   	 67.65   	 406.92		 96.07   	 528.99		
-26.25   	-42.11   	 69.28   	 503.56		 98.19   	 498.47		
-27.16   	-44.56   	 71.29   	 584.94		100.18   	 473.04		
-25.94   	-50.96   	 73.63   	 645.98		102.07   	 437.43		
-19.23   	-56.15   	 76.22   	 691.76		103.82   	 406.92		
 -7.93   	-57.98   	 78.98   	 722.28		105.45   	 376.40		
  1.83   	-55.54   	 81.87   	 737.54		106.96   	 350.97		
  4.58   	-49.74   	 84.82   	 742.62		108.36   	 325.53		
 -0.61   	-42.42   	 87.79   	 737.54		109.66   	 315.36		
 -9.16   	-35.40   	 90.74   	 737.54		110.93   	 295.01		
-12.82   	-29.91   	 93.69   	 722.28		112.11   	 289.93		
 -7.02   	-26.86   	 96.58   	 707.02		113.27   	 279.75		
  6.10   	-24.11   	 99.41   	 696.84		114.38   	 279.75		
 19.23   	-21.97   	102.20   	 671.41		115.50   	 274.67		
 26.25   	-21.06   	104.88   	 651.07		116.60   	 274.67		
 26.25   	-20.75   	107.49   	 625.63		117.70   	 269.58		
 23.80   	-18.31   	109.99   	 600.20		118.78   	 259.41		
 24.11   	-10.07   	112.39   	 564.60		119.82   	 259.41		
 30.82   	  4.58   	114.65   	 534.08		120.85   	 244.15		
 43.64   	 19.53   	116.78   	 503.56		121.83   	 239.06		
 57.98   	 28.69   	118.80   	 473.04		122.79   	 223.80		
 69.58   	 29.30   	120.69   	 447.61		123.68   	 213.63		
 74.77   	 26.55   	122.48   	 417.09		124.54   	 203.46		
 72.94   	 26.25   	124.15   	 391.66		125.35   	 193.29		
 68.66   	 32.04   	125.72   	 371.31		126.12   	 178.03		
 67.75   	 42.42   	127.20   	 340.79		126.84   	 167.85		
 74.46   	 53.41   	128.57   	 320.45		127.51   	 162.77		
 85.14   	 60.73   	129.85   	 295.01		128.16   	 152.59		
 95.52   	 63.78   	131.03   	 274.67		128.77   	 147.51		
103.45   	 64.39   	132.13   	 244.15		129.36   	 137.33		
108.34   	 65.00   	133.10   	 223.80		129.91   	 132.25		
110.78   	 68.36   	134.00   	 203.46		130.44   	 122.07		
110.78   	 74.46   	134.81   	 183.11		130.93   	 106.82		
106.20   	 81.79   	135.54   	 157.68		131.35   	  91.56		
 96.44   	 86.67   	136.17   	 137.33		131.72   	  81.38		
 83.01   	 87.59   	136.72   	 122.07		132.04   	  66.12		
 69.27   	 84.23   	137.21   	  96.64		132.31   	  55.95		
 57.07   	 78.43   	137.60   	  86.47		132.53   	  45.78		
 48.52   	 72.02   	137.94   	  66.12		132.72   	  40.69		
 42.72   	 65.92   	138.21   	  50.86		132.88   	  35.61		
 37.54   	 58.59   	138.41   	  35.61		133.02   	  25.43		
 29.30   	 48.22   	138.55   	  25.43		133.12   	  20.35		
 14.65   	 32.35   	138.66   	  10.17		133.20   	  15.26		
 -5.49   	 11.29   	138.70   	   5.09		133.26   	   5.09		
-27.77   	 -9.77   	138.72(S)	 -10.17		133.29(S)	  -5.09		
-44.86   	-24.41   	138.68   	 -20.35		133.26   	 -15.26		
-50.66   	-28.08   	138.60   	 -30.52		133.20   	 -25.43		
-44.86   	-23.80   	138.47   	 -45.78		133.10   	 -35.61		
-34.48   	-21.36   	138.29   	 -55.95		132.96   	 -55.95		
-26.86   	-27.77   	138.07   	 -66.12		132.74   	 -66.12		
-26.55   	-41.20   	137.80   	 -81.38		132.47   	 -81.38		
-32.04   	-53.10   	137.48   	 -91.56		132.15   	-101.73		
-37.54   	-54.93   	137.11   	-106.82		131.74   	-116.99		
-38.45   	-45.78   	136.68   	-116.99		131.27   	-132.25		
-35.40   	-34.79   	136.22   	-132.25		130.74   	-162.77		
-32.35   	-30.52   	135.69   	-142.42		130.09   	-188.20		
-30.52   	-35.71   	135.12   	-157.68		129.34   	-218.72		
-29.30   	-45.17   	134.49   	-167.85		128.46   	-259.41		
-28.99   	-51.57   	133.81   	-183.11		127.43   	-305.19		
-30.21   	-50.66   	133.08   	-198.37		126.20   	-350.97		
-32.65   	-42.42   	132.29   	-208.54		124.80   	-406.92		
-36.32   	-30.21   	131.45   	-223.80		123.17   	-452.69		
-39.06   	-20.45   	130.56   	-244.15		121.36   	-508.65		
-37.84   	-17.40   	129.58   	-259.41		119.33   	-569.68		
-33.57   	-22.89   	128.54   	-274.67		117.05   	-630.72		
-29.60   	-35.10   	127.45   	-295.01		114.53   	-701.93		
-28.99   	-47.30   	126.27   	-315.36		111.72   	-773.14		
-31.43   	-53.10   	125.00   	-335.71		108.63   	-849.44		
-35.40   	-51.27   	123.66   	-356.05		105.23   	-915.56		
-38.76   	-44.25   	122.24   	-381.48		101.57   	-986.77		
-39.98   	-35.10   	120.71   	-396.74		 97.62   	-1042.72		
-40.28   	-27.77   	119.12   	-417.09		 93.45   	-1088.50		
-40.89   	-23.80   	117.46   	-432.35		 89.09   	-1113.93		
-39.98   	-23.50   	115.73   	-437.43		 84.64   	-1134.28		
-36.62   	-24.72   	113.98   	-437.43		 80.10   	-1134.28		
-29.91   	-24.72   	112.23   	-427.26		 75.56   	-1119.02		
-23.19   	-22.89   	110.52   	-412.00		 71.09   	-1098.67		
-20.45   	-20.14   	108.87   	-386.57		 66.69   	-1063.07		
-22.58   	-20.45   	107.32   	-366.22		 62.44   	-1022.38		
-26.25   	-23.50   	105.86   	-330.62		 58.35   	-981.68		
-26.55   	-25.63   	104.54   	-310.27		 54.43   	-935.91		
-21.67   	-24.11   	103.30   	-284.84		 50.68   	-885.04		
-14.34   	-19.23   	102.16   	-259.41		 47.14   	-844.35		
 -9.46   	-16.17   	101.12   	-244.15		 43.76   	-793.49		
 -9.46   	-18.92   	100.14   	-223.80		 40.59   	-747.71		
-14.04   	-25.33   	 99.25   	-208.54		 37.60   	-701.93		
-19.23   	-30.21   	 98.41   	-198.37		 34.79   	-661.24		
-23.50   	-29.60   	 97.62   	-188.20		 32.15   	-610.37		
-27.77   	-25.33   	 96.87   	-183.11		 29.70   	-569.68		
-32.04   	-21.97   	 96.13   	-172.94		 27.43   	-528.99		
-36.62   	-22.89   	 95.44   	-167.85		 25.31   	-483.21		
-38.76   	-27.47   	 94.77   	-162.77		 23.38   	-442.52		
-37.23   	-32.65   	 94.12   	-157.68		 21.61   	-406.92		
-32.35   	-35.40   	 93.49   	-152.59		 19.98   	-361.14		
-26.86   	-36.93   	 92.88   	-152.59		 18.54   	-325.53		
-23.19   	-39.98   	 92.27   	-147.51		 17.23   	-284.84		
-23.50   	-45.17   	 91.68   	-137.33		 16.09   	-254.32		
-26.55   	-52.19   	 91.13   	-137.33		 15.08   	-213.63		
-30.21   	-57.07   	 90.58   	-132.25		 14.22   	-188.20		
-32.96   	-55.85   	 90.05   	-127.16		 13.47   	-152.59		
-33.26   	-48.83   	 89.54   	-122.07		 12.86   	-132.25		
-32.35   	-39.98   	 89.05   	-116.99		 12.33   	-111.90		
-31.43   	-33.87   	 88.59   	-111.90		 11.88   	 -91.56		
-32.35   	-34.18   	 88.14   	-106.82		 11.52   	 -76.30		
-35.10   	-39.98   	 87.71   	-101.73		 11.21   	 -61.04		
-38.15   	-47.00   	 87.30   	 -96.64		 10.97   	 -55.95		
-39.37   	-50.96   	 86.92   	 -96.64		 10.74   	 -45.78		
-37.84   	-49.74   	 86.53   	 -91.56		 10.56   	 -40.69		
-34.79   	-45.78   	 86.16   	 -86.47		 10.40   	 -35.61		
-32.35   	-42.42   	 85.82   	 -86.47		 10.25   	 -35.61		
-32.04   	-43.95   	 85.47   	 -81.38		 10.11   	 -25.43		
-34.48   	-51.27   	 85.15   	 -81.38		 10.01   	 -25.43		
-38.45   	-61.95   	 84.82   	 -81.38		  9.91   	 -25.43		
-43.03   	-70.19   	 84.50   	 -76.30		  9.81   	 -25.43		
-46.08   	-72.33   	 84.19   	 -76.30		  9.70   	 -20.35		
-45.78   	-66.83   	 83.89   	 -76.30		  9.62   	 -20.35		
-41.20   	-55.85   	 83.58   	 -71.21		  9.54   	 -20.35		
-35.10   	-43.64   	 83.30   	 -76.30		  9.46   	 -15.26		
-29.60   	-34.18   	 82.99   	 -71.21		  9.40   	 -20.35		
-26.25   	-28.08   	 82.71   	 -71.21		  9.32   	 -10.17		
-24.72   	-22.58   	 82.42   	 -71.21		  9.28   	 -15.26		
-23.50   	-15.56   	 82.14   	 -71.21		  9.22   	  -5.09		
-21.06   	 -6.10   	 81.85   	 -66.12		  9.20   	  -5.09		
-18.31   	  2.75   	 81.59   	 -71.21		  9.18(D)	   0.00		
-17.09   	  6.10   	 81.30   	 -71.21		  9.18   	   0.00		
-18.01   	  2.14   	 81.02   	 -66.12		  9.18   	   0.00		
-18.31   	 -5.19   	 80.75   	 -71.21		  9.18   	   5.09		
-14.65   	 -7.02   	 80.47   	 -66.12		  9.20   	   5.09		
 -5.19   	  2.14   	 80.20   	 -71.21		  9.22   	   0.00		
  7.32   	 20.14   	 79.92   	 -66.12		  9.22   	   5.09		
 18.01   	 37.84   	 79.65   	 -66.12		  9.24   	   5.09		
 21.36   	 44.56   	 79.39   	 -66.12		  9.26   	   5.09		
 18.62   	 37.84   	 79.12   	 -66.12		  9.28   	   0.00		
 15.26   	 22.58   	 78.86   	 -66.12		  9.28   	   5.09		
 15.26   	  5.19   	 78.60   	 -66.12		  9.30   	   0.00		
 18.01   	 -9.46   	 78.33   	 -66.12		  9.30   	   5.09		
 19.23   	-20.14   	 78.07   	 -66.12		  9.32   	   5.09		
 16.17   	-27.47   	 77.80   	 -66.12		  9.34   	   0.00		
 10.99   	-31.74   	 77.54   	 -66.12		  9.34   	   0.00		
  6.41   	-35.10   	 77.27   	 -66.12		  9.34   	   5.09		
  3.66   	-41.81   	 77.01   	 -66.12		  9.36   	   0.00		
 -1.53   	-54.63   	 76.74   	 -61.04		  9.36   	   5.09		
-13.12   	-72.33   	 76.50   	 -66.12		  9.38   	   5.09		
-29.91   	-89.11   	 76.24   	 -61.04		  9.40   	  10.17		
-45.47   	-98.88   	 75.99   	 -66.12		  9.44   	  15.26		
-52.80   	-99.79   	 75.73   	 -61.04		  9.50   	  20.35		
-50.05   	-94.30   	 75.48   	 -55.95		  9.58   	  25.43		
-42.42   	-88.50   	 75.26   	 -61.04		  9.68   	  30.52		
-37.23   	-85.45   	 75.01   	 -55.95		  9.81   	  35.61		
-36.93   	-86.67   	 74.79   	 -55.95		  9.95   	  40.69		
-40.28   	-90.94   	 74.57   	 -50.86		 10.11   	  45.78		
-43.64   	-97.05   	 74.36   	 -50.86		 10.29   	  50.86		
-46.08   	-103.15   	 74.16   	 -50.86		 10.50   	  50.86		
-48.22   	-107.42   	 73.96   	 -50.86		 10.70   	  55.95		
-50.66   	-107.42   	 73.75   	 -50.86		 10.93   	  55.95		
-50.96   	-101.62   	 73.55   	 -50.86		 11.15   	  61.04		
-48.83   	-91.86   	 73.35   	 -50.86		 11.39   	  61.04		
-45.47   	-83.31   	 73.14   	 -50.86		 11.64   	  66.12		
-45.47   	-83.31   	 72.94   	 -50.86		 11.90   	  66.12		
-50.66   	-93.38   	 72.74   	 -50.86		 12.17   	  66.12		
-57.98   	-107.73   	 72.53   	 -50.86		 12.43   	  66.12		
-65.00   	-115.66   	 72.33   	 -50.86		 12.70   	  66.12		
-70.50   	-105.59   	 72.13   	 -45.78		 12.96   	  66.12		
-72.33   	-69.58   	 71.94   	 -50.86		 13.22   	  66.12		
-62.56   	-10.68   	 71.74   	 -50.86		 13.49   	  66.12		
-28.38   	 61.34   	 71.54   	 -45.78		 13.75   	  66.12		
 43.95   	135.50   	 71.35   	 -50.86		 14.02   	  66.12		
156.56   	204.16   	 71.15   	 -45.78		 14.28   	  66.12		
290.83   	267.33   	 70.97   	 -45.78		 14.55   	  61.04		
417.18   	337.22   	 70.78   	 -45.78		 14.79   	  66.12		
505.68   	425.72   	 70.60   	 -45.78		 15.06   	  55.95		
530.40   	522.16   	 70.42   	 -45.78		 15.28   	  61.04		
478.52   	592.35   	 70.23   	 -45.78		 15.52   	  55.95		
355.53   	599.67(R)	 70.05   	 -45.78		 15.75(E)	  55.95		
190.12   	524.60   	 69.87   	 -45.78		 15.97   	  55.95		
 27.47   	381.77   	 69.68   	 -40.69		 16.20   	  71.21		
-86.67   	218.81   	 69.52   	 -45.78		 16.48   	  76.30		
-131.23   	 79.35   	 69.34   	 -40.69		 16.79   	 101.73		
-119.32   	-16.17   	 69.18   	 -40.69		 17.19   	 122.07		
-86.06   	-68.97   	 69.01   	 -45.78		 17.68   	 162.77		
-60.73   	-90.94   	 68.83   	 -40.69		 18.33   	 208.54		
-53.10   	-94.91   	 68.67   	 -45.78		 19.17   	 269.58		
-54.32   	-88.20   	 68.48   	 -50.86		 20.24   	 335.71		
-53.71   	-76.90   	 68.28   	 -45.78		 21.59   	 412.00		
-48.22   	-68.36   	 68.10   	 -50.86		 23.23   	 498.47		
-43.03   	-67.44   	 67.89   	 -55.95		 25.23   	 584.94		
-43.64   	-73.55   	 67.67   	 -55.95		 27.57   	 676.50		
-49.44   	-80.57   	 67.45   	 -55.95		 30.27   	 768.05		
-55.24   	-83.01   	 67.22   	 -55.95		 33.35   	 844.35		
-55.85   	-77.21   	 67.00   	 -61.04		 36.72   	 920.65		
-51.88   	-68.66   	 66.75   	 -55.95		 40.41   	 976.60		
-47.30   	-64.70   	 66.53   	 -55.95		 44.31   	1012.20		
-46.08   	-68.05   	 66.31   	 -50.86		 48.36   	1022.38		
-49.13   	-76.29   	 66.10   	 -55.95		 52.45   	1017.29		
-54.93   	-83.62   	 65.88   	 -50.86		 56.52   	 986.77		
-57.07   	-85.75   	 65.68   	 -45.78		 60.47   	 930.82		
-53.41   	-82.09   	 65.49   	 -45.78		 64.19   	 869.78		
-44.25   	-75.68   	 65.31   	 -45.78		 67.67   	 798.57		
-34.18   	-69.58   	 65.13   	 -40.69		 70.86   	 737.54		
-28.38   	-65.61   	 64.96   	 -35.61		 73.81   	 676.50		
-29.30   	-63.17   	 64.82   	 -35.61		 76.52   	 630.72		
-36.32   	-63.17   	 64.68   	 -25.43		 79.04   	 600.20		
-44.86   	-65.61   	 64.58   	 -20.35		 81.44   	 579.86		
-48.22   	-68.05   	 64.50(D)	   0.00		 83.76   	 569.68		
-44.86   	-68.66   	 64.50   	  30.52		 86.04   	 574.77		
-37.54   	-68.66   	 64.62   	  76.30		 88.34   	 569.68		
-30.21   	-68.66   	 64.92   	 147.51		 90.62   	 564.60		
