  I     	  II     	  LV     	  LV'		  FA     	  FA'		
 23.50   	590.82   	 20.18   	 101.73		 76.56   	 -25.43		
-47.61   	309.75   	 20.59   	 106.82		 76.46   	 -25.43		
-90.33   	135.50   	 21.02   	 111.90		 76.36   	 -30.52		
-123.60   	 57.98   	 21.46   	 132.25		 76.24   	 -35.61		
-152.28   	 33.87   	 21.99   	 147.51		 76.09   	 -25.43		
-167.24   	 26.55   	 22.58   	 188.20		 75.99   	 -10.17		
-159.91   	 21.67   	 23.34   	 228.89		 75.95   	 -10.17		
-132.75   	 15.26   	 24.25   	 284.84		 75.91   	 -20.35		
-96.74   	  1.83   	 25.39   	 356.05		 75.83   	 -25.43		
-65.00   	-25.33   	 26.82   	 437.43		 75.73   	 -30.52		
-44.56   	-62.56   	 28.57   	 523.90		 75.60   	 -45.78		
-35.71   	-95.83   	 30.66   	 625.63		 75.42   	 -40.69		
-34.18   	-114.14   	 33.16   	 732.45		 75.26   	 -30.52		
-36.32   	-117.49   	 36.09   	 834.18		 75.14   	 -40.69		
-38.76   	-114.44   	 39.43   	 935.91		 74.97   	 -66.12		
-38.15   	-112.30   	 43.17   	1037.64		 74.71   	 -76.30		
-34.18   	-112.61   	 47.32   	1124.11		 74.40   	 -71.21		
-27.77   	-114.44   	 51.82   	1205.49		 74.12   	 -50.86		
-21.97   	-115.66   	 56.64   	1266.53		 73.92   	 -25.43		
-19.23   	-116.58   	 61.71   	1317.39		 73.81   	   0.00		
-19.84   	-117.80   	 66.98   	1353.00		 73.81   	  -5.09		
-22.89   	-119.32   	 72.39   	1368.26		 73.79   	 -25.43		
-26.55   	-121.15   	 77.86   	1368.26		 73.69   	 -40.69		
-29.60   	-122.38   	 83.34   	1347.91		 73.53   	 -20.35		
-29.91   	-121.77   	 88.73   	1317.39		 73.45   	  35.61		
-26.86   	-119.93   	 94.00   	1266.53		 73.59   	  76.30		
-20.45   	-116.58   	 99.06   	1200.40		 73.90   	  96.64		
-14.04   	-112.92   	103.87   	1129.19		 74.28   	 147.51		
-10.99   	-110.78   	108.38   	1047.81		 74.87   	 233.98		
-12.82   	-110.17   	112.57   	 956.25		 75.81   	 391.66		
-17.70   	-110.78   	116.40   	 859.61		 77.38   	 630.72		
-21.67   	-110.47   	119.84   	 762.97		 79.90   	 920.65		
-20.45   	-108.95   	122.89   	 676.50		 83.58   	1169.88		
-14.95   	-106.51   	125.59   	 595.11		 88.26   	1322.48		
 -9.46   	-104.37   	127.98   	 518.82		 93.55   	1317.39		
 -7.32   	-103.15   	130.05   	 452.69		 98.82   	1119.02		
 -8.85   	-102.54   	131.86   	 406.92		103.30   	 818.92		
-11.60   	-101.62   	133.49   	 361.14		106.57   	 620.55		
-12.51   	-99.18   	134.93   	 330.62		109.05   	 600.20		
-10.38   	-95.83   	136.26   	 305.19		111.45   	 691.76		
 -6.41   	-91.86   	137.48   	 295.01		114.22   	 773.14		
 -2.14   	-88.50   	138.66   	 284.84		117.31   	 783.31		
  1.83   	-86.06   	139.80   	 279.75		120.45   	 747.71		
  5.49   	-84.84   	140.92   	 274.67		123.44   	 732.45		
  8.54   	-83.92   	142.01   	 269.58		126.37   	 762.97		
 10.68   	-82.40   	143.09   	 259.41		129.42   	 757.88		
 11.29   	-79.04   	144.13   	 249.24		132.45   	 737.54		
 11.90   	-73.85   	145.13   	 228.89		135.40   	 757.88		
 13.43   	-67.44   	146.04   	 213.63		138.43   	 747.71		
 16.78   	-59.81   	146.90   	 198.37		141.42   	 676.50		
 21.36   	-51.88   	147.69   	 167.85		144.13   	 574.77		
 25.94   	-44.86   	148.36   	 152.59		146.43   	 508.65		
 28.69   	-39.67   	148.97   	 137.33		148.46   	 493.39		
 29.60   	-36.01   	149.52   	 111.90		150.44   	 498.47		
 28.99   	-33.26   	149.97   	 106.82		152.43   	 478.13		
 27.47   	-29.30   	150.40   	  86.47		154.34   	 422.18		
 25.02   	-23.50   	150.74   	  81.38		156.03   	 345.88		
 21.67   	-14.95   	151.07   	  81.38		157.42   	 269.58		
 18.62   	 -3.97   	151.39   	  71.21		158.49   	 244.15		
 17.09   	  8.24   	151.68   	  71.21		159.47   	 254.32		
 18.62   	 21.67   	151.96   	  76.30		160.49   	 259.41		
 23.19   	 35.10   	152.27   	  76.30		161.53   	 203.46		
 28.69   	 47.30   	152.57   	  71.21		162.34   	 132.25		
 32.35   	 57.07   	152.86   	  76.30		162.87   	 122.07		
 32.96   	 63.78   	153.16   	  71.21		163.36   	 127.16		
 31.13   	 67.75   	153.45   	  61.04		163.87   	 106.82		
 30.52   	 69.58   	153.69   	  50.86		164.29   	 106.82		
 32.96   	 69.58   	153.90   	  40.69		164.72   	  86.47		
 37.54   	 66.83   	154.06   	  30.52		165.07   	  45.78		
 40.28   	 60.42   	154.18   	  10.17		165.25(S)	 -10.17		
 37.23   	 50.35   	154.22(S)	   0.00		165.21   	 -25.43		
 27.47   	 37.84   	154.22   	 -15.26		165.11   	 -20.35		
 14.34   	 24.72   	154.16   	 -30.52		165.02   	 -30.52		
  3.05   	 12.51   	154.04   	 -35.61		164.90   	 -76.30		
 -2.14   	  2.14   	153.90   	 -45.78		164.60   	-106.82		
 -1.83   	 -7.32   	153.71   	 -55.95		164.17   	-106.82		
  0.61   	-15.56   	153.49   	 -61.04		163.74   	-101.73		
  1.83   	-21.97   	153.24   	 -66.12		163.34   	-147.51		
  0.00   	-26.86   	152.98   	 -76.30		162.75   	-193.29		
 -3.97   	-30.82   	152.67   	 -91.56		161.97   	-203.46		
 -8.54   	-34.18   	152.31   	-101.73		161.16   	-178.03		
-11.90   	-37.84   	151.90   	-122.07		160.45   	-183.11		
-13.43   	-42.11   	151.41   	-142.42		159.71   	-218.72		
-14.34   	-46.08   	150.84   	-162.77		158.84   	-269.58		
-14.65   	-48.52   	150.19   	-193.29		157.76   	-295.01		
-14.95   	-48.52   	149.42   	-218.72		156.58   	-310.27		
-14.34   	-46.69   	148.54   	-259.41		155.34   	-300.10		
-13.73   	-44.56   	147.51   	-289.93		154.14   	-284.84		
-12.82   	-43.64   	146.35   	-335.71		153.00   	-284.84		
-12.21   	-44.86   	145.00   	-381.48		151.86   	-315.36		
-11.90   	-46.39   	143.48   	-427.26		150.60   	-310.27		
-11.29   	-46.08   	141.77   	-483.21		149.36   	-401.83		
-10.68   	-44.25   	139.84   	-544.25		147.75   	-620.55		
-10.99   	-42.11   	137.66   	-605.29		145.27   	-478.13		
-12.51   	-40.59   	135.24   	-681.58		143.36   	-305.19		
-15.26   	-41.20   	132.51   	-747.71		142.14   	-401.83		
-17.40   	-42.72   	129.52   	-829.09		140.53   	-518.82		
-17.09   	-43.64   	126.20   	-900.30		138.45   	-595.11		
-14.04   	-43.95   	122.60   	-971.51		136.07   	-635.81		
-10.68   	-43.95   	118.72   	-1037.64		133.53   	-605.29		
 -9.77   	-43.95   	114.57   	-1093.59		131.11   	-534.08		
-11.90   	-43.33   	110.19   	-1144.45		128.97   	-488.30		
-16.17   	-42.11   	105.62   	-1174.97		127.02   	-488.30		
-19.23   	-39.98   	100.92   	-1195.32		125.07   	-493.39		
-18.31   	-36.93   	 96.13   	-1210.58		123.09   	-427.26		
-14.04   	-34.18   	 91.29   	-1210.58		121.38   	-320.45		
 -9.77   	-32.65   	 86.45   	-1190.23		120.10   	-233.98		
 -8.85   	-32.96   	 81.69   	-1174.97		119.17   	-193.29		
-11.60   	-34.79   	 76.99   	-1139.36		118.39   	-218.72		
-15.26   	-37.23   	 72.43   	-1103.76		117.52   	-279.75		
-15.87   	-38.45   	 68.02   	-1057.98		116.40   	-295.01		
-12.82   	-38.45   	 63.78   	-1012.20		115.22   	-259.41		
 -8.85   	-36.93   	 59.74   	-961.34		114.18   	-172.94		
 -7.63   	-35.40   	 55.89   	-905.39		113.49   	-101.73		
-10.07   	-34.18   	 52.27   	-849.44		113.08   	-228.89		
-14.65   	-33.87   	 48.87   	-793.49		112.17   	-356.05		
-18.01   	-35.10   	 45.70   	-732.45		110.74   	-223.80		
-18.31   	-37.54   	 42.77   	-681.58		109.85   	 -50.86		
-16.48   	-40.28   	 40.04   	-630.72		109.64   	 -35.61		
-13.73   	-42.72   	 37.52   	-574.77		109.50   	-111.90		
-12.51   	-44.86   	 35.22   	-523.90		109.05   	-172.94		
-13.12   	-46.39   	 33.12   	-478.13		108.36   	-208.54		
-15.56   	-48.83   	 31.21   	-437.43		107.53   	-203.46		
-18.31   	-51.88   	 29.46   	-396.74		106.71   	-122.07		
-18.31   	-53.41   	 27.87   	-371.31		106.23   	 -30.52		
-15.56   	-53.10   	 26.39   	-335.71		106.10   	 -30.52		
-10.99   	-51.27   	 25.05   	-315.36		105.98   	-101.73		
 -7.93   	-49.44   	 23.78   	-289.93		105.57   	-127.16		
 -8.54   	-49.74   	 22.62   	-274.67		105.07   	-106.82		
-12.51   	-52.19   	 21.53   	-254.32		104.64   	-106.82		
-16.48   	-54.93   	 20.51   	-239.06		104.21   	 -91.56		
-18.31   	-56.46   	 19.55   	-223.80		103.84   	 -50.86		
-17.70   	-57.07   	 18.66   	-208.54		103.64   	 -30.52		
-16.78   	-57.37   	 17.82   	-193.29		103.52   	 -86.47		
-16.78   	-58.90   	 17.05   	-178.03		103.17   	-147.51		
-18.01   	-60.42   	 16.34   	-157.68		102.58   	-101.73		
-18.92   	-60.12   	 15.71   	-147.51		102.18   	 -25.43		
-18.92   	-57.68   	 15.12   	-132.25		102.07   	 -10.17		
-17.40   	-54.32   	 14.59   	-111.90		102.03   	 -40.69		
-14.65   	-52.49   	 14.14   	 -96.64		101.87   	 -55.95		
-11.90   	-54.02   	 13.75   	 -76.30		101.65   	 -66.12		
 -9.77   	-57.68   	 13.45   	 -66.12		101.38   	-127.16		
 -9.16   	-60.73   	 13.18   	 -45.78		100.87   	-132.25		
-10.99   	-60.73   	 13.00   	 -35.61		100.35   	   0.00		
-13.43   	-56.46   	 12.86   	 -20.35		100.35   	  55.95		
-14.34   	-47.91   	 12.78   	  -5.09		100.57   	 -15.26		
-11.60   	-36.32   	 12.76(D)	   0.00		100.51   	-106.82		
 -5.19   	-22.89   	 12.76   	  10.17		100.08   	-142.42		
  1.53   	 -9.77   	 12.80   	  20.35		 99.51   	-106.82		
  6.41   	  1.22   	 12.88   	  20.35		 99.08   	 -66.12		
  8.24   	  8.24   	 12.96   	  25.43		 98.82   	 -40.69		
  7.93   	 11.29   	 13.06   	  30.52		 98.66   	 -35.61		
  7.63   	 11.90   	 13.18   	  25.43		 98.51   	 -40.69		
  9.77   	 12.51   	 13.29   	  25.43		 98.35   	 -40.69		
 14.34   	 16.48   	 13.39   	  25.43		 98.19   	 -50.86		
 21.36   	 25.94   	 13.49   	  20.35		 97.99   	-162.77		
 28.99   	 41.20   	 13.57   	  20.35		 97.33   	-172.94		
 36.01   	 58.29   	 13.65   	  15.26		 96.64   	 -30.52		
 42.42   	 69.89   	 13.71   	  15.26		 96.52   	  66.12		
 48.83   	 68.36   	 13.77   	  10.17		 96.78   	   0.00		
 54.93   	 50.35   	 13.81   	  15.26		 96.78   	-122.07		
 59.81   	 20.75   	 13.88   	   5.09		 96.30   	-167.85		
 62.56   	 -8.85   	 13.90   	  10.17		 95.63   	 -96.64		
 61.95   	-28.08   	 13.94   	   5.09		 95.24   	 -61.04		
 58.29   	-33.57   	 13.96   	   5.09		 94.99   	-132.25		
 50.96   	-29.30   	 13.98   	   5.09		 94.47   	 -81.38		
 40.28   	-23.50   	 14.00   	   5.09		 94.14   	  20.35		
 25.63   	-23.80   	 14.02   	   5.09		 94.22   	   5.09		
  9.16   	-32.35   	 14.04   	   5.09		 94.24   	 -35.61		
 -6.10   	-47.61   	 14.06   	   5.09		 94.10   	-106.82		
-17.40   	-66.22   	 14.08   	   5.09		 93.67   	-193.29		
-23.19   	-82.70   	 14.10   	  10.17		 92.90   	-142.42		
-24.11   	-93.08   	 14.14   	  15.26		 92.33   	   5.09		
-21.06   	-96.13   	 14.20   	  15.26		 92.35   	  71.21		
-16.78   	-93.99   	 14.26   	  20.35		 92.63   	  15.26		
-14.04   	-91.25   	 14.34   	  20.35		 92.70   	-101.73		
-14.34   	-90.64   	 14.43   	  30.52		 92.29   	-198.37		
-18.62   	-93.08   	 14.55   	  30.52		 91.50   	-142.42		
-24.41   	-95.83   	 14.67   	  30.52		 90.93   	 -15.26		
-28.69   	-96.74   	 14.79   	  35.61		 90.86   	  30.52		
-29.30   	-94.60   	 14.93   	  35.61		 90.99   	 -20.35		
-26.25   	-91.25   	 15.08   	  40.69		 90.91   	 -76.30		
-22.58   	-88.81   	 15.24   	  35.61		 90.60   	-106.82		
-21.36   	-90.03   	 15.38   	  40.69		 90.17   	-111.90		
-25.02   	-97.66   	 15.54   	  40.69		 89.72   	-106.82		
-34.48   	-114.14   	 15.71   	  45.78		 89.30   	-111.90		
-50.35   	-142.21   	 15.89   	  45.78		 88.85   	 -35.61		
-72.33   	-182.19   	 16.07   	  55.95		 88.71   	  20.35		
-96.13   	-227.66   	 16.30   	  55.95		 88.79   	 -10.17		
-113.22   	-262.76   	 16.52   	  66.12		 88.75   	 -61.04		
-108.34   	-266.11   	 16.79   	  66.12		 88.50   	-116.99		
-65.00   	-219.12   	 17.05   	  76.30		 88.04   	-157.68		
 30.21   	-114.75   	 17.35   	  86.47		 87.41   	-106.82		
178.53   	 39.98   	 17.70   	  86.47		 86.98   	  -5.09		
363.16   	231.32   	 18.05   	  91.56		 86.96   	  10.17		
546.88   	452.27   	 18.41   	  96.64		 87.00   	 -35.61		
681.76   	703.74   	 18.80   	  96.64		 86.86   	 -91.56		
726.32   	962.83   	 19.19   	 193.29		 86.49   	-193.29		
512.08   	1235.66(R)	 19.96(E)	 101.73		 85.72   	 -55.95		
323.18   	1121.83   	 20.37   	  96.64		 85.49   	 -71.21		
150.15   	848.39   	 20.75   	 101.73		 85.21   	 -81.38		
 25.02   	516.36   	 21.16   	 101.73		 84.88   	 -40.69		
-50.96   	241.39   	 21.57   	 106.82		 84.72   	  -5.09		
-96.74   	 80.87   	 21.99   	 116.99		 84.70   	 -30.52		
-131.23   	 21.67   	 22.46   	 132.25		 84.58   	 -55.95		
-159.00   	 14.34   	 22.99   	 157.68		 84.35   	 -66.12		
-171.20   	 16.78   	 23.62   	 193.29		 84.09   	 -55.95		
-161.13   	 11.29   	 24.39   	 244.15		 83.87   	 -45.78		
-131.84   	 -1.83   	 25.37   	 305.19		 83.68   	 -30.52		
-94.60   	-21.67   	 26.59   	 381.48		 83.56   	 -25.43		
-62.56   	-49.74   	 28.12   	 467.95		 83.46   	 -40.69		
-42.42   	-82.40   	 29.99   	 564.60		 83.30   	 -40.69		
-34.79   	-109.56   	 32.25   	 671.41		 83.13   	 -45.78		
-35.71   	-123.90   	 34.93   	 783.31		 82.95   	 -50.86		
-39.37   	-126.95   	 38.07   	 895.22		 82.75   	 -71.21		
-42.42   	-126.65   	 41.65   	1002.03		 82.46   	 -81.38		
-43.03   	-128.17   	 45.66   	1108.85		 82.14   	 -66.12		
-41.81   	-132.14   	 50.09   	1205.49		 81.87   	 -50.86		
-39.98   	-136.72   	 54.91   	1286.87		 81.67   	 -61.04		
-37.84   	-138.85   	 60.06   	1358.08		 81.42   	 -66.12		
-35.10   	-138.55   	 65.49   	1414.03		 81.16   	 -61.04		
-31.13   	-136.11   	 71.15   	1449.64		 80.92   	 -50.86		
-27.77   	-133.06   	 76.95   	1469.98		 80.71   	 -15.26		
-27.16   	-130.62   	 82.83   	1469.98		 80.65(D)	  30.52		
-29.60   	-129.09   	 88.71   	1454.72		 80.77   	  40.69		
-32.96   	-127.87   	 94.53   	1414.03		 80.94   	  45.78		
-34.79   	-126.34   	100.18   	1363.17		 81.12   	  61.04		
-33.87   	-125.12   	105.64   	1291.96		 81.36   	 106.82		
-31.43   	-125.12   	110.80   	1210.58		 81.79   	 178.03		
-29.30   	-125.43   	115.65   	1108.85		 82.50   	 366.22		
-27.77   	-124.51   	120.08   	1002.03		 83.97   	 635.81		
-25.63   	-120.54   	124.09   	 895.22		 86.51   	 946.08		
-22.28   	-115.36   	127.67   	 793.49		 90.29   	1246.18		
-18.62   	-110.78   	130.84   	 696.84		 95.28   	1388.60		
-16.17   	-108.95   	133.63   	 610.37		100.83   	1286.87		
-15.56   	-110.47   	136.07   	 544.25		105.98   	1027.46		
-16.17   	-112.30   	138.25   	 483.21		110.09   	 793.49		
-16.48   	-112.00   	140.18   	 437.43		113.27   	 696.84		
-15.56   	-108.34   	141.93   	 401.83		116.05   	 732.45		
-14.34   	-103.15   	143.54   	 381.48		118.98   	 803.66		
-13.12   	-97.96   	145.07   	 361.14		122.20   	 834.18		
-12.51   	-95.21   	146.51   	 345.88		125.53   	 783.31		
-11.60   	-95.21   	147.89   	 330.62		128.67   	 691.76		
 -9.46   	-95.52   	149.22   	 325.53		131.43   	 722.28		
 -6.71   	-94.60   	150.52   	 315.36		134.32   	 813.83		
 -2.75   	-90.94   	151.78   	 300.10		137.58   	 864.70		
  1.53   	-84.53   	152.98   	 289.93		141.04   	 890.13		
  5.49   	-77.51   	154.14   	 264.50		144.60   	 844.35		
  7.32   	-71.72   	155.20   	 249.24		147.98   	 691.76		
  7.32   	-66.83   	156.19   	 223.80		150.74   	 600.20		
  7.02   	-61.65   	157.09   	 198.37		153.14   	 630.72		
  8.54   	-54.93   	157.88   	 178.03		155.67   	 686.67		
 12.21   	-46.39   	158.60   	 152.59		158.41   	 630.72		
 17.70   	-37.23   	159.21   	 132.25		160.94   	 513.73		
 23.50   	-28.38   	159.73   	 122.07		162.99   	 406.92		
 27.16   	-20.45   	160.22   	 106.82		164.62   	 361.14		
 28.69   	-13.43   	160.65   	  96.64		166.06   	 366.22		
 28.08   	 -6.10   	161.04   	  91.56		167.53   	 356.05		
 25.63   	  1.83   	161.40   	  91.56		168.95   	 340.79		
 21.97   	 10.38   	161.77   	  96.64		170.31   	 284.84		
 18.62   	 20.14   	162.16   	  91.56		171.45   	 203.46		
 18.01   	 31.74   	162.52   	 106.82		172.27   	 162.77		
 21.36   	 43.95   	162.95   	 111.90		172.92   	 162.77		
 26.86   	 56.15   	163.40   	 116.99		173.57   	 167.85		
 32.04   	 66.53   	163.87   	 127.16		174.24   	 162.77		
 34.48   	 73.85   	164.37   	 137.33		174.89   	 162.77		
 33.87   	 78.13   	164.92   	 127.16		175.54   	 147.51		
 32.65   	 79.35   	165.43   	 127.16		176.13   	  96.64		
 32.35   	 78.43   	165.94   	 111.90		176.52   	  61.04		
 32.65   	 74.77   	166.39   	  91.56		176.76   	  45.78		
 32.35   	 68.36   	166.75   	  71.21		176.95   	   5.09		
 29.91   	 58.90   	167.04   	  40.69		176.97(S)	 -55.95		
 24.72   	 47.30   	167.20   	  15.26		176.74   	 -96.64		
 18.01   	 34.48   	167.26(S)	 -10.17		176.36   	 -76.30		
 10.99   	 21.97   	167.22   	 -35.61		176.05   	 -71.21		
  4.58   	  9.77   	167.08   	 -61.04		175.77   	 -91.56		
 -0.61   	 -1.22   	166.84   	 -76.30		175.40   	-122.07		
 -4.27   	-10.99   	166.53   	 -91.56		174.91   	-162.77		
 -7.02   	-19.84   	166.16   	-106.82		174.26   	-193.29		
 -9.46   	-27.16   	165.74   	-111.90		173.49   	-203.46		
-12.82   	-32.96   	165.29   	-132.25		172.67   	-218.72		
-16.78   	-37.84   	164.76   	-137.33		171.80   	-228.89		
-20.45   	-41.81   	164.21   	-152.59		170.88   	-244.15		
-21.97   	-44.86   	163.60   	-167.85		169.91   	-259.41		
-21.67   	-46.69   	162.93   	-193.29		168.87   	-269.58		
-19.84   	-46.39   	162.16   	-208.54		167.79   	-310.27		
-17.09   	-45.47   	161.32   	-239.06		166.55   	-335.71		
-14.34   	-45.17   	160.37   	-269.58		165.21   	-330.62		
-12.82   	-46.39   	159.29   	-305.19		163.89   	-345.88		
-12.51   	-48.83   	158.07   	-345.88		162.50   	-361.14		
-14.04   	-50.96   	156.68   	-386.57		161.06   	-381.48		
-16.17   	-51.57   	155.14   	-432.35		159.53   	-412.00		
-16.78   	-50.05   	153.41   	-488.30		157.88   	-401.83		
-15.87   	-47.61   	151.45   	-544.25		156.28   	-396.74		
-14.04   	-45.78   	149.28   	-605.29		154.69   	-493.39		
