  I     	  II     	  AOp     	  AOp'		  FA     	  FA'		
-52.19   	 16.17   	 61.42   	  61.04		 64.72   	 -50.86		
-41.81   	 18.62   	 61.67   	  81.38		 64.52   	 -45.78		
-36.32   	 21.06   	 61.99   	  96.64		 64.33   	 -35.61		
-40.28   	 23.50   	 62.38   	 101.73		 64.19   	 -35.61		
-49.44   	 25.02   	 62.79   	 111.90		 64.05   	 -35.61		
-54.63   	 25.02   	 63.23   	 106.82		 63.91   	 -25.43		
-52.19   	 24.72   	 63.66   	 111.90		 63.80   	 -30.52		
-42.72   	 25.33   	 64.11   	 101.73		 63.68   	 -30.52		
-31.13   	 27.77   	 64.52   	  96.64		 63.56   	 -30.52		
-21.67   	 32.96   	 64.90   	  91.56		 63.44   	 -30.52		
-17.70   	 38.76   	 65.27   	  76.30		 63.32   	 -30.52		
-22.89   	 41.50   	 65.57   	  61.04		 63.19   	 -30.52		
-38.15   	 39.06   	 65.82   	  50.86		 63.07   	 -35.61		
-57.37   	 31.43   	 66.02   	  30.52		 62.93   	 -35.61		
-69.89   	 21.36   	 66.14   	  20.35		 62.79   	 -40.69		
-69.27   	 13.12   	 66.23   	  10.17		 62.62   	 -40.69		
-57.07   	  9.77   	 66.27   	   0.00		 62.46   	 -45.78		
-41.50   	 11.29   	 66.27   	 -10.17		 62.28   	 -45.78		
-32.04   	 15.26   	 66.23   	 -15.26		 62.10   	 -40.69		
-31.13   	 18.62   	 66.16   	 -25.43		 61.93   	 -50.86		
-35.71   	 20.45   	 66.06   	 -30.52		 61.73   	 -45.78		
-42.72   	 20.75   	 65.94   	 -35.61		 61.55   	 -45.78		
-48.52   	 21.36   	 65.80   	 -40.69		 61.36   	 -45.78		
-50.66   	 22.28   	 65.64   	 -50.86		 61.18   	 -45.78		
-49.13   	 22.58   	 65.43   	 -55.95		 61.00   	 -45.78		
-46.39   	 23.19   	 65.21   	 -61.04		 60.81   	 -45.78		
-43.64   	 25.63   	 64.96   	 -66.12		 60.63   	 -45.78		
-42.42   	 30.21   	 64.70   	 -76.30		 60.45   	 -40.69		
-44.56   	 33.87   	 64.39   	 -76.30		 60.28   	 -45.78		
-47.91   	 32.96   	 64.09   	 -86.47		 60.10   	 -45.78		
-50.05   	 26.86   	 63.74   	-172.94		 59.92   	 -96.64		
-39.37   	 15.26   	 63.05   	 -86.47		 59.53   	 -55.95		
-22.28   	 19.53   	 62.71   	 -91.56		 59.31   	 -50.86		
 -7.32   	 28.08   	 62.34   	 -96.64		 59.10   	 -55.95		
 -2.44   	 35.40   	 61.95   	 -96.64		 58.88   	 -61.04		
 -9.77   	 38.15   	 61.57   	 -96.64		 58.64   	 -61.04		
-24.41   	 36.32   	 61.18   	-106.82		 58.39   	 -61.04		
-37.54   	 32.96   	 60.75   	-106.82		 58.15   	 -61.04		
-41.50   	 30.82   	 60.33   	-106.82		 57.90   	 -66.12		
-36.32   	 31.13   	 59.90   	-106.82		 57.64   	 -61.04		
-25.94   	 33.57   	 59.47   	-106.82		 57.40   	 -66.12		
-15.87   	 36.62   	 59.04   	-101.73		 57.13   	 -61.04		
-13.43   	 38.45   	 58.64   	 -91.56		 56.89   	 -55.95		
-19.84   	 37.23   	 58.27   	 -76.30		 56.66   	 -55.95		
-33.26   	 33.26   	 57.97   	 -71.21		 56.44   	 -50.86		
-46.08   	 29.60   	 57.68   	 -50.86		 56.24   	 -45.78		
-52.19   	 28.99   	 57.48   	 -40.69		 56.05   	 -45.78		
-52.19   	 32.04   	 57.31   	 -30.52		 55.87   	 -40.69		
-51.27   	 37.23   	 57.19   	 -20.35		 55.71   	 -35.61		
-51.88   	 40.89   	 57.11   	 -10.17		 55.56   	 -30.52		
-52.80   	 41.20   	 57.07   	   0.00		 55.44   	 -30.52		
-50.96   	 39.06   	 57.07   	   0.00		 55.32   	 -25.43		
-45.47   	 36.93   	 57.07   	   5.09		 55.22   	 -25.43		
-38.15   	 37.23   	 57.09   	   5.09		 55.12   	 -20.35		
-32.35   	 40.28   	 57.11   	  10.17		 55.04   	 -20.35		
-29.91   	 43.33   	 57.15   	   5.09		 54.95   	 -15.26		
-28.99   	 43.95   	 57.17   	   5.09		 54.89   	 -20.35		
-27.47   	 43.64   	 57.19   	   5.09		 54.81   	 -15.26		
-27.16   	 44.56   	 57.21   	   5.09		 54.75   	 -20.35		
-30.52   	 48.83   	 57.23   	   5.09		 54.67   	 -20.35		
-37.23   	 54.02   	 57.25   	   0.00		 54.59   	 -20.35		
-46.08   	 54.93   	 57.25   	   5.09		 54.51   	 -25.43		
-52.80   	 48.52   	 57.27   	  -5.09		 54.40   	 -30.52		
-51.57   	 36.62   	 57.25   	   0.00		 54.28   	 -25.43		
-41.20   	 23.19   	 57.25   	  -5.09		 54.18   	 -35.61		
-25.63   	 12.51   	 57.23   	 -10.17		 54.04   	 -30.52		
-12.51   	  7.63   	 57.19   	 -15.26		 53.92   	 -35.61		
 -6.41   	  8.54   	 57.13   	 -15.26		 53.77   	 -35.61		
 -7.93   	 14.04   	 57.07   	 -20.35		 53.63   	 -40.69		
-14.65   	 21.36   	 56.99   	 -20.35		 53.47   	 -40.69		
-22.58   	 27.47   	 56.91   	 -20.35		 53.31   	 -35.61		
-26.25   	 29.91   	 56.83   	 -20.35		 53.16   	 -40.69		
-24.41   	 28.38   	 56.74   	 -25.43		 53.00   	 -40.69		
-18.31   	 26.25   	 56.64   	 -25.43		 52.84   	 -35.61		
-11.90   	 25.63   	 56.54   	 -25.43		 52.70   	 -40.69		
-11.60   	 26.86   	 56.44   	 -30.52		 52.53   	 -30.52		
-21.67   	 28.08   	 56.32   	 -30.52		 52.41   	 -35.61		
-37.23   	 28.08   	 56.20   	 -35.61		 52.27   	 -35.61		
-49.44   	 26.86   	 56.05   	 -40.69		 52.13   	 -25.43		
-53.41   	 26.86   	 55.89   	 -50.86		 52.02   	 -30.52		
-50.05   	 28.08   	 55.69   	 -55.95		 51.90   	 -20.35		
-43.64   	 30.21   	 55.46   	 -61.04		 51.82   	 -20.35		
-38.45   	 30.52   	 55.22   	 -66.12		 51.74   	 -10.17		
-35.40   	 28.08   	 54.95   	 -71.21		 51.70   	 -10.17		
-33.87   	 24.11   	 54.67   	 -66.12		 51.66   	 -10.17		
-33.26   	 19.53   	 54.40   	 -66.12		 51.62   	  -5.09		
-32.96   	 17.09   	 54.14   	 -61.04		 51.60   	  -5.09		
-31.43   	 16.17   	 53.90   	 -61.04		 51.58   	   0.00		
-28.08   	 16.78   	 53.65   	 -55.95		 51.58   	   0.00		
-22.89   	 19.53   	 53.43   	 -61.04		 51.58   	   5.09		
-18.01   	 25.33   	 53.18   	 -66.12		 51.60   	   0.00		
-14.34   	 34.48   	 52.92   	 -66.12		 51.60   	   0.00		
-12.82   	 46.39   	 52.65   	 -76.30		 51.60   	   0.00		
-13.43   	 57.37   	 52.35   	 -76.30		 51.60   	   5.09		
-16.17   	 64.39   	 52.04   	 -76.30		 51.62   	   0.00		
-19.84   	 67.14   	 51.74   	 -76.30		 51.62   	  -5.09		
-23.50   	 66.53   	 51.43   	 -66.12		 51.60   	   0.00		
-23.50   	 66.53   	 51.17   	 -55.95		 51.60   	  -5.09		
-18.01   	 69.89   	 50.95   	 -40.69		 51.58   	  -5.09		
-10.07   	 77.21   	 50.78   	 -20.35		 51.56   	 -10.17		
 -3.97   	 86.98   	 50.70   	 -10.17		 51.52   	 -10.17		
 -1.22   	 95.21   	 50.66   	   5.09		 51.47   	 -15.26		
  0.61   	 99.49   	 50.68   	  15.26		 51.41   	 -25.43		
  5.49   	 99.79   	 50.74   	  20.35		 51.31   	 -30.52		
 10.68   	 98.88   	 50.82   	  25.43		 51.19   	 -35.61		
  8.24   	 98.88   	 50.93   	  25.43		 51.05   	 -35.61		
 -5.49   	 99.79   	 51.03   	  20.35		 50.91   	 -30.52		
-26.25   	 99.79   	 51.11   	  15.26		 50.78   	 -30.52		
-37.54   	 96.44   	 51.17   	   5.09		 50.66   	 -25.43		
-27.77   	 88.20   	 51.19   	 -10.17		 50.56   	 -20.35		
 -3.97   	 77.82   	 51.15   	 -15.26		 50.48   	 -15.26		
 15.87   	 69.27   	 51.09   	 -25.43		 50.42   	 -10.17		
 21.67   	 65.61   	 50.99   	 -30.52		 50.38   	  -5.09		
 14.95   	 68.66   	 50.86   	 -30.52		 50.36   	   0.00		
 10.38   	 76.90   	 50.74   	 -25.43		 50.36   	   0.00		
 17.09   	 84.53   	 50.64   	 -20.35		 50.36   	   0.00		
 28.99   	 84.84   	 50.56   	 -10.17		 50.36   	   0.00		
 31.43   	 73.85   	 50.52   	   5.09		 50.36   	   0.00		
 15.87   	 52.19   	 50.54   	  20.35		 50.36   	  -5.09		
-11.29   	 25.33   	 50.62   	  30.52		 50.34   	  -5.09		
-36.62   	  1.83   	 50.74   	  50.86		 50.32   	 -10.17		
-49.44   	-13.12   	 50.95   	  55.95		 50.27   	 -15.26		
-48.83   	-19.53   	 51.17   	  55.95		 50.21   	 -15.26		
-40.28   	-20.14   	 51.39   	  61.04		 50.15   	 -15.26		
-31.43   	-18.31   	 51.64   	  50.86		 50.09   	 -15.26		
-25.94   	-15.87   	 51.84   	  40.69		 50.03   	 -10.17		
-23.50   	-14.34   	 52.00   	  30.52		 49.99   	 -10.17		
-20.75   	-14.04   	 52.13   	  15.26		 49.95   	  -5.09		
-14.95   	-15.26   	 52.19   	   0.00		 49.93   	 -10.17		
 -7.32   	-18.01   	 52.19   	  -5.09		 49.89   	 -10.17		
 -4.88   	-20.75   	 52.17   	 -20.35		 49.85   	 -10.17		
-13.73   	-21.97   	 52.09   	 -25.43		 49.81   	 -20.35		
-34.18   	-21.67   	 51.98   	 -35.61		 49.73   	 -15.26		
-56.46   	-21.06   	 51.84   	 -45.78		 49.66   	 -25.43		
-67.14   	-22.58   	 51.66   	 -45.78		 49.56   	 -25.43		
-60.12   	-25.33   	 51.47   	 -55.95		 49.46   	 -30.52		
-43.33   	-27.47   	 51.25   	 -55.95		 49.34   	 -30.52		
-32.04   	-26.25   	 51.03   	 -61.04		 49.22   	 -30.52		
-33.87   	-21.36   	 50.78   	 -66.12		 49.09   	 -35.61		
-44.56   	-14.34   	 50.52   	 -61.04		 48.95   	 -35.61		
-54.32   	 -7.32   	 50.27   	 -61.04		 48.81   	 -30.52		
-59.20   	  1.53   	 50.03   	 -50.86		 48.69   	 -35.61		
-63.78   	 16.48   	 49.83   	 -45.78		 48.55   	 -25.43		
-72.94   	 40.28   	 49.64   	 -35.61		 48.44   	 -30.52		
-82.09   	 72.94   	 49.50   	 -20.35		 48.32   	 -25.43		
-72.63   	112.61   	 49.42   	  -5.09		 48.22   	 -20.35		
-25.94   	156.86   	 49.40   	   0.00		 48.14   	 -20.35		
 64.70   	205.38   	 49.40   	  15.26		 48.06   	 -15.26		
186.46   	256.04   	 49.46   	  10.17		 48.00   	 -10.17		
311.28   	290.83   	 49.50   	  15.26		 47.96   	 -10.17		
407.41   	272.52   	 49.56   	   5.09		 47.91   	 -10.17		
452.58   	170.90   	 49.58   	  -5.09		 47.87   	   0.00		
443.42   	 -5.19   	 49.56   	 -20.35		 47.87   	  -5.09		
394.90   	-200.81   	 49.48   	 -25.43		 47.85   	   0.00		
325.62   	-342.71   	 49.38   	 -30.52		 47.85   	  -5.09		
245.06   	-395.81   	 49.26   	 -40.69		 47.83   	   0.00		
157.47   	-393.98   	 49.09   	 -35.61		 47.83   	  -5.09		
 70.80   	-406.80   	 48.95   	 -30.52		 47.81   	  -5.09		
  3.66   	-471.50   	 48.83   	 -25.43		 47.79   	  -5.09		
-20.75   	-560.30   	 48.73   	 -15.26		 47.77   	 -10.17		
  0.00   	-609.13(R)	 48.67   	 -10.17		 47.73   	 -10.17		
 39.06   	-572.20   	 48.63(D)	   0.00		 47.69   	 -15.26		
 60.12   	-459.29   	 48.63   	   5.09		 47.63   	 -10.17		
 44.86   	-320.13   	 48.65   	  10.17		 47.59   	 -15.26		
  6.41   	-201.42   	 48.69   	   5.09		 47.53   	 -15.26		
-26.86   	-121.46   	 48.71   	   5.09		 47.47   	 -15.26		
-36.01   	-74.46   	 48.73   	   0.00		 47.41   	 -20.35		
-25.94   	-47.30   	 48.73   	   0.00		 47.32   	 -15.26		
-13.73   	-29.91   	 48.73   	   0.00		 47.26   	 -15.26		
-12.21   	-18.31   	 48.73   	   0.00		 47.20   	 -20.35		
-20.14   	-10.68   	 48.73   	   5.09		 47.12   	 -15.26		
-29.30   	 -4.58   	 48.75   	  10.17		 47.06   	 -15.26		
-31.13   	  2.14   	 48.79   	  30.52		 47.00   	 -15.26		
-25.02   	  9.46   	 48.91   	  40.69		 46.94   	 -15.26		
-14.95   	 18.01   	 49.07   	  66.12		 46.88   	 -15.26		
 -6.41   	 25.94   	 49.34   	  91.56		 46.82   	 -10.17		
 -4.27   	 31.13   	 49.70   	 116.99		 46.77   	 -10.17		
 -7.93   	 31.13   	 50.17   	 147.51		 46.73   	  -5.09		
-10.07   	 28.08   	 50.76   	 183.11		 46.71   	  -5.09		
 -3.66   	 25.33   	 51.50   	 213.63		 46.69   	   0.00		
  4.88   	 25.63   	 52.35   	 244.15		 46.69   	  10.17		
  4.88   	 28.69   	 53.33   	 269.58		 46.73   	  25.43		
-11.60   	 31.74   	 54.40   	 295.01		 46.84   	  40.69		
-41.20   	 32.65   	 55.58   	 315.36		 47.00   	  55.95		
-65.92   	 31.74   	 56.85   	 320.45		 47.22   	  81.38		
-67.75   	 31.13   	 58.13   	 330.62		 47.55   	 106.82		
-47.30   	 32.65   	 59.45   	 335.71		 47.98   	 132.25		
-20.75   	 36.62   	 60.79   	 335.71		 48.50   	 167.85		
 -4.58   	 39.67   	 62.14   	 335.71		 49.18   	 198.37		
 -3.97   	 39.37   	 63.48   	 340.79		 49.97   	 239.06		
-14.04   	 35.40   	 64.84   	 335.71		 50.93   	 279.75		
-24.72   	 30.52   	 66.18   	 335.71		 52.04   	 315.36		
-29.91   	 28.08   	 67.53   	 335.71		 53.31   	 350.97		
-26.86   	 30.21   	 68.87   	 330.62		 54.71   	 386.57		
-14.34   	 35.10   	 70.19   	 330.62		 56.26   	 417.09		
  4.88   	 39.98   	 71.52   	 325.53		 57.92   	 442.52		
 20.45   	 41.50   	 72.82   	 330.62		 59.69   	 457.78		
 21.06   	 39.06   	 74.14   	 335.71		 61.53   	 473.04		
  3.66   	 34.79   	 75.48   	 340.79		 63.42   	 478.13		
-21.67   	 32.35   	 76.85   	 340.79		 65.33   	 483.21		
-38.15   	 32.96   	 78.21   	 345.88		 67.26   	 483.21		
-35.71   	 36.01   	 79.59   	 345.88		 69.20   	 478.13		
-15.87   	 39.67   	 80.98   	 345.88		 71.11   	 478.13		
  8.24   	 41.81   	 82.36   	 340.79		 73.02   	 467.95		
 23.80   	 40.89   	 83.72   	 330.62		 74.89   	 457.78		
 24.41   	 38.15   	 85.05   	 325.53		 76.72   	 452.69		
 11.60   	 36.62   	 86.35   	 310.27		 78.53   	 437.43		
 -5.49   	 38.76   	 87.59   	 289.93		 80.28   	 432.35		
-16.48   	 43.95   	 88.75   	 274.67		 82.01   	 417.09		
-12.82   	 50.05   	 89.85   	 254.32		 83.68   	 401.83		
  6.10   	 55.54   	 90.86   	 228.89		 85.29   	 391.66		
 27.16   	 59.20   	 91.78   	 213.63		 86.86   	 376.40		
 34.48   	 61.95   	 92.63   	 203.46		 88.36   	 361.14		
 20.45   	 64.70   	 93.45   	 188.20		 89.81   	 345.88		
 -5.80   	 66.22   	 94.20   	 188.20		 91.19   	 330.62		
-24.72   	 65.92   	 94.95   	 178.03		 92.51   	 310.27		
-19.84   	 65.00   	 95.67   	 172.94		 93.75   	 300.10		
  6.41   	 65.00   	 96.36   	 167.85		 94.95   	 284.84		
 36.32   	 67.44   	 97.03   	 162.77		 96.09   	 269.58		
 52.19   	 71.11   	 97.68   	 162.77		 97.17   	 254.32		
 49.44   	 73.85   	 98.33   	 152.59		 98.19   	 244.15		
 34.79   	 75.38   	 98.94   	 152.59		 99.17   	 228.89		
 20.75   	 75.38   	 99.55   	 152.59		100.08   	 223.80		
 14.34   	 75.38   	100.16   	 152.59		100.98   	 208.54		
 15.26   	 78.43   	100.77   	 157.68		101.81   	 203.46		
 20.75   	 85.45   	101.40   	 167.85		102.62   	 193.29		
 28.38   	 95.21   	102.07   	 178.03		103.40   	 188.20		
 37.54   	104.98   	102.79   	 188.20		104.15   	 178.03		
 46.08   	111.08   	103.54   	 198.37		104.86   	 172.94		
 53.10   	112.00   	104.33   	 198.37		105.55   	 157.68		
 57.98   	111.08   	105.13   	 193.29		106.18   	 157.68		
 61.04   	112.61   	105.90   	 183.11		106.82   	 142.42		
 63.48   	118.41   	106.63   	 167.85		107.39   	 137.33		
 67.14   	125.73   	107.30   	 142.42		107.93   	 127.16		
 73.24   	130.62   	107.87   	 122.07		108.44   	 122.07		
 80.26   	129.39   	108.36   	  96.64		108.93   	 106.82		
 87.89   	124.51   	108.75   	  71.21		109.36   	 101.73		
 94.30   	119.32   	109.03   	  55.95		109.77   	  91.56		
 98.27   	116.58   	109.26   	  35.61		110.13   	  81.38		
100.10   	115.97   	109.40   	  30.52		110.46   	  71.21		
101.62   	115.05   	109.52   	  15.26		110.74   	  55.95		
104.06   	111.69   	109.58   	  15.26		110.97   	  50.86		
107.73   	105.59   	109.64   	  10.17		111.17   	  35.61		
111.69   	 97.96   	109.68   	   5.09		111.31   	  25.43		
116.27   	 90.33   	109.70   	   5.09		111.41   	  10.17		
120.24   	 83.01   	109.72(S)	  -5.09		111.45   	   5.09		
122.99   	 76.29   	109.70   	  -5.09		111.47(S)	 -10.17		
122.68   	 70.19   	109.68   	 -15.26		111.43   	 -15.26		
117.49   	 65.00   	109.62   	 -30.52		111.37   	 -30.52		
108.64   	 61.34   	109.50   	 -45.78		111.25   	 -40.69		
 98.27   	 58.59   	109.32   	 -61.04		111.09   	 -50.86		
 88.81   	 54.63   	109.07   	 -76.30		110.88   	 -55.95		
 80.87   	 48.52   	108.77   	 -91.56		110.66   	 -71.21		
 75.38   	 40.28   	108.40   	-111.90		110.38   	 -76.30		
 72.94   	 31.43   	107.95   	-122.07		110.07   	 -91.56		
 73.24   	 23.19   	107.47   	-142.42		109.70   	 -96.64		
 70.80   	 15.87   	106.90   	-152.59		109.32   	-111.90		
 57.98   	 10.38   	106.29   	-167.85		108.87   	-127.16		
 33.26   	  6.71   	105.62   	-188.20		108.36   	-132.25		
  2.44   	  4.27   	104.86   	-198.37		107.83   	-152.59		
-21.06   	  2.44   	104.07   	-213.63		107.22   	-162.77		
-26.86   	 -0.61   	103.21   	-218.72		106.57   	-172.94		
-14.65   	 -5.19   	102.34   	-228.89		105.88   	-193.29		
  3.66   	 -8.85   	101.42   	-228.89		105.11   	-203.46		
 14.04   	 -9.46   	100.51   	-223.80		104.29   	-213.63		
 10.07   	 -8.24   	 99.61   	-213.63		103.44   	-223.80		
 -3.97   	 -7.93   	 98.76   	-208.54		102.54   	-239.06		
-18.92   	-11.29   	 97.92   	-193.29		101.59   	-244.15		
-28.08   	-17.70   	 97.15   	-178.03		100.61   	-244.15		
-29.91   	-22.89   	 96.44   	-172.94		 99.63   	-249.24		
-28.38   	-22.89   	 95.75   	-162.77		 98.64   	-249.24		
-28.38   	-18.62   	 95.10   	-152.59		 97.64   	-244.15		
-29.91   	-13.73   	 94.49   	-147.51		 96.66   	-244.15		
-31.13   	-12.21   	 93.90   	-142.42		 95.69   	-228.89		
-30.21   	-14.95   	 93.33   	-132.25		 94.77   	-223.80		
-25.63   	-18.62   	 92.80   	-122.07		 93.88   	-213.63		
-19.23   	-18.92   	 92.31   	-122.07		 93.02   	-203.46		
-14.95   	-14.95   	 91.82   	-111.90		 92.21   	-193.29		
-15.56   	-10.07   	 91.37   	-111.90		 91.43   	-188.20		
-19.53   	 -7.32   	 90.93   	-106.82		 90.68   	-178.03		
-23.19   	 -7.93   	 90.50   	-101.73		 89.97   	-167.85		
-23.19   	-10.68   	 90.09   	-101.73		 89.30   	-162.77		
-18.92   	-13.12   	 89.68   	 -96.64		 88.65   	-157.68		
-13.12   	-13.73   	 89.30   	 -96.64		 88.02   	-147.51		
-10.38   	-13.43   	 88.91   	-101.73		 87.43   	-142.42		
-10.68   	-12.82   	 88.50   	-101.73		 86.86   	-142.42		
 -9.46   	-12.51   	 88.10   	 -96.64		 86.29   	-132.25		
 -3.05   	-12.82   	 87.71   	-106.82		 85.76   	-137.33		
  5.19   	-13.73   	 87.28   	-101.73		 85.21   	-127.16		
  7.02   	-15.26   	 86.88   	-106.82		 84.70   	-127.16		
 -3.36   	-15.26   	 86.45   	-106.82		 84.19   	-127.16		
-21.97   	-13.43   	 86.02   	-111.90		 83.68   	-122.07		
-36.93   	 -9.46   	 85.57   	-106.82		 83.19   	-116.99		
-36.93   	 -6.10   	 85.15   	-106.82		 82.73   	-116.99		
-22.89   	 -5.19   	 84.72   	-106.82		 82.26   	-116.99		
 -5.80   	 -7.02   	 84.29   	-106.82		 81.79   	-111.90		
  2.44   	-10.38   	 83.87   	-101.73		 81.34   	-106.82		
 -1.22   	-12.82   	 83.46   	 -96.64		 80.92   	-106.82		
 -9.77   	-13.43   	 83.07   	 -96.64		 80.49   	-101.73		
-16.17   	-12.51   	 82.69   	 -96.64		 80.08   	 -96.64		
-17.40   	-10.99   	 82.30   	 -91.56		 79.69   	 -91.56		
-14.95   	 -9.77   	 81.93   	 -91.56		 79.33   	 -91.56		
-13.43   	 -9.46   	 81.57   	 -86.47		 78.96   	 -86.47		
-15.87   	 -9.77   	 81.22   	 -86.47		 78.62   	 -86.47		
-20.75   	-10.68   	 80.87   	 -86.47		 78.27   	 -81.38		
-25.63   	-11.90   	 80.53   	 -81.38		 77.94   	 -81.38		
-28.38   	-12.82   	 80.20   	 -81.38		 77.62   	 -76.30		
-28.99   	-13.12   	 79.88   	 -86.47		 77.31   	 -81.38		
-26.86   	-12.51   	 79.53   	 -81.38		 76.99   	 -71.21		
-22.28   	-11.29   	 79.21   	 -81.38		 76.70   	 -76.30		
-16.48   	-10.07   	 78.88   	 -81.38		 76.40   	 -71.21		
-10.68   	 -9.46   	 78.56   	 -81.38		 76.11   	 -71.21		
 -7.63   	 -9.16   	 78.23   	 -81.38		 75.83   	 -71.21		
-10.07   	 -9.77   	 77.90   	 -81.38		 75.54   	 -71.21		
-18.31   	-10.68   	 77.58   	 -81.38		 75.26   	 -71.21		
-28.38   	-12.21   	 77.25   	 -81.38		 74.97   	 -71.21		
-34.48   	-14.04   	 76.93   	 -81.38		 74.69   	 -66.12		
-34.18   	-16.48   	 76.60   	 -81.38		 74.42   	 -71.21		
-28.38   	-17.40   	 76.28   	 -86.47		 74.14   	 -71.21		
-21.67   	-15.87   	 75.93   	 -81.38		 73.86   	 -66.12		
-17.40   	-12.21   	 75.60   	 -76.30		 73.59   	 -66.12		
-15.87   	 -7.02   	 75.30   	 -81.38		 73.33   	 -66.12		
-14.65   	 -1.53   	 74.97   	 -76.30		 73.06   	 -66.12		
-12.51   	  3.36   	 74.67   	 -76.30		 72.80   	 -61.04		
-10.68   	  8.85   	 74.36   	 -76.30		 72.55   	 -66.12		
-11.60   	 15.26   	 74.06   	 -71.21		 72.29   	 -61.04		
-13.73   	 24.11   	 73.77   	 -71.21		 72.04   	 -61.04		
-12.82   	 35.40   	 73.49   	 -66.12		 71.80   	 -61.04		
 -6.41   	 48.22   	 73.22   	 -71.21		 71.56   	 -55.95		
  2.14   	 58.29   	 72.94   	 -61.04		 71.33   	 -61.04		
  8.54   	 61.65   	 72.70   	 -66.12		 71.09   	 -55.95		
 10.07   	 57.37   	 72.43   	 -61.04		 70.86   	 -61.04		
  9.77   	 50.05   	 72.19   	 -61.04		 70.62   	 -55.95		
 10.38   	 47.91   	 71.94   	 -55.95		 70.40   	 -55.95		
 12.82   	 55.24   	 71.72   	 -61.04		 70.17   	 -61.04		
 12.82   	 69.89   	 71.47   	 -55.95		 69.93   	 -55.95		
  5.49   	 81.79   	 71.25   	 -61.04		 69.70   	 -55.95		
 -7.93   	 83.62   	 71.01   	 -55.95		 69.48   	 -55.95		
-20.45   	 73.85   	 70.78   	 -61.04		 69.26   	 -61.04		
-26.86   	 58.90   	 70.54   	 -55.95		 69.01   	 -55.95		
-25.33   	 45.47   	 70.32   	 -61.04		 68.79   	 -55.95		
-18.01   	 36.01   	 70.07   	 -55.95		 68.57   	 -55.95		
 -8.85   	 27.16   	 69.85   	 -50.86		 68.34   	 -55.95		
 -0.61   	 15.56   	 69.64   	 -55.95		 68.12   	 -50.86		
  7.02   	  2.75   	 69.42   	 -45.78		 67.91   	 -55.95		
 14.04   	 -6.10   	 69.24   	 -50.86		 67.69   	 -55.95		
 18.92   	 -7.02   	 69.03   	 -45.78		 67.47   	 -50.86		
 21.67   	  1.22   	 68.85   	 -45.78		 67.26   	 -50.86		
 22.58   	 14.95   	 68.67   	 -40.69		 67.06   	 -50.86		
 22.58   	 28.99   	 68.50   	 -45.78		 66.86   	 -50.86		
 21.67   	 37.23   	 68.32   	 -40.69		 66.65   	 -45.78		
 18.01   	 36.01   	 68.16   	 -40.69		 66.47   	 -50.86		
  9.16   	 23.50   	 68.00   	 -40.69		 66.27   	 -45.78		
 -6.10   	  2.14   	 67.83   	 -35.61		 66.08   	 -40.69		
-23.50   	-20.75   	 67.69   	 -40.69		 65.92   	 -45.78		
-37.23   	-37.84   	 67.53   	 -40.69		 65.74   	 -40.69		
-42.72   	-46.08   	 67.36   	 -40.69		 65.57   	 -40.69		
-40.59   	-46.69   	 67.20   	 -40.69		 65.41   	 -35.61		
-35.71   	-43.95   	 67.04   	 -40.69		 65.27   	 -35.61		
-32.65   	-41.50   	 66.88   	 -40.69		 65.13   	 -40.69		
