  I     	  II     	  AO     	  AO'		  FAC     	  FAC'		
-18.62   	-67.75   	 72.70   	 -81.38		 59.84   	 -50.86		
-25.02   	-77.21   	 72.37   	 -81.38		 59.63   	 -45.78		
-25.63   	-82.09   	 72.04   	 -76.30		 59.45   	 -35.61		
-24.11   	-81.48   	 71.74   	 -76.30		 59.31   	 -35.61		
-24.11   	-77.51   	 71.43   	 -76.30		 59.17   	 -40.69		
-25.94   	-73.24   	 71.13   	 -76.30		 59.00   	 -35.61		
-27.77   	-70.80   	 70.82   	 -71.21		 58.86   	 -40.69		
-26.55   	-68.36   	 70.54   	 -66.12		 58.70   	 -40.69		
-21.06   	-64.39   	 70.27   	 -71.21		 58.53   	 -40.69		
-14.95   	-58.59   	 69.99   	 -66.12		 58.37   	 -40.69		
-13.43   	-54.63   	 69.73   	 -61.04		 58.21   	 -35.61		
-19.84   	-55.54   	 69.48   	 -66.12		 58.07   	 -35.61		
-29.60   	-58.90   	 69.22   	 -66.12		 57.92   	 -35.61		
-33.26   	-57.98   	 68.95   	 -66.12		 57.78   	 -35.61		
-25.94   	-48.83   	 68.69   	 -66.12		 57.64   	 -35.61		
-10.99   	-34.18   	 68.42   	 -76.30		 57.50   	 -40.69		
  1.22   	-22.89   	 68.12   	 -76.30		 57.33   	 -35.61		
  0.31   	-22.28   	 67.81   	 -76.30		 57.19   	 -40.69		
-12.82   	-32.04   	 67.51   	 -86.47		 57.03   	 -35.61		
-27.16   	-43.64   	 67.16   	 -81.38		 56.89   	 -30.52		
-32.35   	-48.22   	 66.84   	 -91.56		 56.76   	 -25.43		
-26.55   	-43.33   	 66.47   	 -86.47		 56.66   	 -30.52		
-16.48   	-33.26   	 66.12   	 -86.47		 56.54   	 -40.69		
-11.29   	-25.33   	 65.78   	 -86.47		 56.38   	 -30.52		
-14.04   	-23.19   	 65.43   	 -76.30		 56.26   	 -30.52		
-21.36   	-26.86   	 65.13   	 -71.21		 56.13   	 -25.43		
-26.55   	-32.04   	 64.84   	 -66.12		 56.03   	 -30.52		
-26.55   	-34.48   	 64.58   	 -45.78		 55.91   	 -20.35		
-21.97   	-31.43   	 64.39   	 -35.61		 55.83   	 -30.52		
-15.87   	-24.11   	 64.25   	 -10.17		 55.71   	 -40.69		
-10.99   	-17.70   	 64.21   	  10.17		 55.54   	 -40.69		
 -8.85   	-15.56   	 64.25   	  25.43		 55.38   	 -45.78		
 -8.54   	-18.62   	 64.35   	  30.52		 55.20   	 -50.86		
 -9.77   	-23.50   	 64.48   	  20.35		 54.99   	 -61.04		
-10.68   	-25.33   	 64.56   	   0.00		 54.75   	 -55.95		
 -9.46   	-21.36   	 64.56   	 -35.61		 54.53   	 -61.04		
 -6.41   	-11.90   	 64.41   	 -76.30		 54.28   	 -45.78		
 -3.05   	 -1.83   	 64.11   	-116.99		 54.10   	 -40.69		
 -0.61   	  6.10   	 63.64   	-152.59		 53.94   	 -45.78		
 -0.31   	  8.54   	 63.03   	-178.03		 53.75   	 -66.12		
 -4.27   	  6.41   	 62.32   	-193.29		 53.49   	 -61.04		
-12.82   	  2.75   	 61.55   	-183.11		 53.24   	 -45.78		
-26.25   	  2.75   	 60.81   	-162.77		 53.06   	 -35.61		
-43.03   	  9.16   	 60.16   	-132.25		 52.92   	 -40.69		
-57.98   	 22.89   	 59.63   	 -96.64		 52.76   	 -40.69		
-60.42   	 43.33   	 59.25   	 -55.95		 52.59   	 -40.69		
-38.15   	 71.41   	 59.02   	 -20.35		 52.43   	 -45.78		
 17.09   	112.61   	 58.94   	   5.09		 52.25   	 -40.69		
108.34   	174.56   	 58.96   	  20.35		 52.09   	 -40.69		
234.38   	264.89   	 59.04   	  25.43		 51.92   	 -40.69		
392.46   	390.32   	 59.15   	  20.35		 51.76   	 -40.69		
575.56   	549.32   	 59.23   	   5.09		 51.60   	 -40.69		
761.11   	722.96   	 59.25   	 -45.78		 51.43   	 -86.47		
970.15   	931.70(R)	 59.06   	 -50.86		 51.09   	 -45.78		
912.17   	865.17   	 58.86   	 -61.04		 50.91   	 -40.69		
735.78   	674.13   	 58.62   	 -71.21		 50.74   	 -40.69		
483.40   	419.92   	 58.33   	 -66.12		 50.58   	 -40.69		
221.25   	190.43   	 58.07   	 -55.95		 50.42   	 -40.69		
 11.90   	 49.13   	 57.84   	 -50.86		 50.25   	 -40.69		
-110.17   	  0.31   	 57.64   	 -25.43		 50.09   	 -35.61		
-145.26   	 -3.05   	 57.54   	 -10.17		 49.95   	 -40.69		
-124.51   	-10.99   	 57.50(D)	  10.17		 49.79   	 -35.61		
-87.89   	-39.98   	 57.54   	  40.69		 49.64   	 -40.69		
-64.09   	-71.41   	 57.70   	  71.21		 49.48   	 -40.69		
-59.51   	-78.43   	 57.99   	 106.82		 49.32   	 -40.69		
-68.36   	-56.46   	 58.41   	 152.59		 49.16   	 -45.78		
-79.65   	-22.89   	 59.02   	 193.29		 48.97   	 -50.86		
-86.36   	  0.61   	 59.80   	 249.24		 48.77   	 -40.69		
-86.67   	  5.49   	 60.79   	 295.01		 48.61   	 -30.52		
-83.62   	 -1.22   	 61.97   	 345.88		 48.48   	 -35.61		
-78.74   	 -8.24   	 63.36   	 391.66		 48.34   	 -30.52		
-75.68   	-10.38   	 64.92   	 412.00		 48.22   	 -35.61		
-77.51   	-10.99   	 66.57   	 422.18		 48.08   	 -30.52		
-83.92   	-13.12   	 68.26   	 412.00		 47.96   	 -30.52		
-90.03   	-18.01   	 69.91   	 386.57		 47.83   	 -35.61		
-93.38   	-23.50   	 71.45   	 330.62		 47.69   	 -40.69		
-93.69   	-27.77   	 72.78   	 279.75		 47.53   	 -30.52		
-92.16   	-29.60   	 73.90   	 228.89		 47.41   	 -20.35		
-90.64   	-29.60   	 74.81   	 193.29		 47.32   	 -15.26		
-90.64   	-28.69   	 75.58   	 178.03		 47.26   	  -5.09		
-91.55   	-28.69   	 76.30   	 203.46		 47.24(D)	  15.26		
-93.38   	-30.52   	 77.11   	 244.15		 47.30   	  15.26		
-93.99   	-32.65   	 78.09   	 305.19		 47.37   	  35.61		
-90.03   	-31.13   	 79.31   	 371.31		 47.51   	 111.90		
-81.18   	-24.41   	 80.79   	 427.26		 47.96   	 233.98		
-70.80   	-14.65   	 82.50   	 467.95		 48.89   	 432.35		
-65.92   	 -7.63   	 84.37   	 488.30		 50.62   	 681.58		
-71.11   	 -8.54   	 86.33   	 498.47		 53.35   	 885.04		
-82.70   	-17.40   	 88.32   	 473.04		 56.89   	 991.86		
-92.47   	-27.77   	 90.21   	 447.61		 60.85   	 951.17		
-94.91   	-33.57   	 92.00   	 412.00		 64.66   	 885.04		
-91.25   	-32.65   	 93.65   	 381.48		 68.20   	 839.26		
-86.98   	-27.16   	 95.18   	 361.14		 71.56   	 844.35		
-84.53   	-21.36   	 96.62   	 361.14		 74.93   	 859.61		
-83.31   	-16.78   	 98.07   	 371.31		 78.37   	 879.96		
-81.18   	-13.43   	 99.55   	 396.74		 81.89   	 869.78		
-76.90   	 -9.16   	101.14   	 417.09		 85.37   	 824.00		
-72.94   	 -3.66   	102.81   	 442.52		 88.67   	 768.05		
-71.41   	  4.58   	104.58   	 447.61		 91.74   	 737.54		
-71.11   	 15.26   	106.37   	 447.61		 94.69   	 768.05		
-67.44   	 29.60   	108.16   	 442.52		 97.76   	 818.92		
-56.46   	 47.61   	109.93   	 427.26		101.04   	 808.75		
-39.98   	 67.44   	111.64   	 422.18		104.27   	 747.71		
-22.89   	 86.98   	113.33   	 417.09		107.26   	 645.98		
-12.21   	103.45   	114.99   	 412.00		109.85   	 574.77		
 -9.16   	116.58   	116.64   	 417.09		112.15   	 534.08		
-10.38   	128.78   	118.31   	 422.18		114.28   	 417.09		
 -9.16   	144.04   	120.00   	 422.18		115.95   	 350.97		
 -1.53   	162.66   	121.69   	 422.18		117.35   	 310.27		
 10.99   	182.50   	123.38   	 417.09		118.60   	 208.54		
 24.72   	198.97   	125.05   	 406.92		119.43   	 193.29		
 36.93   	210.27   	126.67   	 391.66		120.20   	 366.22		
 46.08   	216.98   	128.24   	 366.22		121.67   	 625.63		
 51.57   	221.86   	129.70   	 335.71		124.17   	 961.34		
 55.24   	227.66   	131.05   	 300.10		128.02   	 930.82		
 60.12   	235.29   	132.25   	 254.32		131.74   	 111.90		
 68.36   	243.53   	133.26   	 218.72		132.19   	-574.77		
 79.96   	249.63   	134.14   	 183.11		129.89   	 -76.30		
 88.81   	249.63   	134.87   	 172.94		129.58   	 773.14		
 86.67   	239.26   	135.56   	 167.85		132.67   	 854.52		
 71.72   	217.29   	136.24   	 172.94		136.09   	 386.57		
 50.05   	188.29   	136.93   	 193.29		137.64   	 -50.86		
 31.43   	159.61   	137.70   	 213.63		137.44   	-167.85		
 21.97   	135.50   	138.55   	 228.89		136.76   	 116.99		
 19.53   	116.27   	139.47   	 233.98		137.23   	 432.35		
 17.40   	 97.66   	140.41   	 233.98		138.96   	 310.27		
 10.07   	 75.38   	141.34   	 218.72		140.20   	  -5.09		
 -2.44   	 48.83   	142.22   	 193.29		140.18   	-137.33		
-16.17   	 20.75   	142.99   	 172.94		139.63   	 -15.26		
-26.86   	 -5.49   	143.68   	 147.51		139.57   	 167.85		
-32.96   	-28.08   	144.27   	 111.90		140.24   	 157.68		
-37.23   	-48.22   	144.72   	  81.38		140.87   	 -55.95		
-41.50   	-64.39   	145.05   	  50.86		140.65   	-167.85		
-44.86   	-73.85   	145.25   	  20.35		139.98   	-132.25		
-45.47   	-75.07   	145.33   	 -25.43		139.45   	-122.07		
-41.81   	-70.50   	145.23   	 -61.04		138.96   	 -76.30		
-35.71   	-66.22   	144.98   	-101.73		138.66   	  66.12		
-32.35   	-68.66   	144.58   	-147.51		138.92   	  35.61		
-35.71   	-79.04   	143.99   	-198.37		139.06   	-300.10		
-43.64   	-92.77   	143.19   	-244.15		137.86   	-478.13		
-51.27   	-102.54   	142.22   	-284.84		135.95   	-269.58		
-55.85   	-105.90   	141.08   	-320.45		134.87   	 -55.95		
-57.07   	-104.37   	139.80   	-350.97		134.65   	-152.59		
-56.15   	-101.32   	138.39   	-376.40		134.04   	-381.48		
-54.93   	-98.57   	136.89   	-386.57		132.51   	-483.21		
-53.10   	-96.44   	135.34   	-401.83		130.58   	-422.18		
-50.35   	-94.30   	133.73   	-401.83		128.89   	-274.67		
-47.00   	-92.16   	132.13   	-406.92		127.79   	-172.94		
-43.33   	-88.50   	130.50   	-412.00		127.10   	-244.15		
-39.06   	-83.62   	128.85   	-427.26		126.12   	-422.18		
-34.48   	-77.82   	127.14   	-432.35		124.43   	-544.25		
-31.74   	-73.85   	125.41   	-442.52		122.26   	-539.16		
-33.26   	-74.46   	123.64   	-457.78		120.10   	-457.78		
-37.54   	-78.43   	121.81   	-457.78		118.27   	-412.00		
-41.20   	-80.57   	119.98   	-457.78		116.62   	-412.00		
-40.28   	-77.51   	118.15   	-442.52		114.97   	-478.13		
-35.10   	-69.27   	116.38   	-422.18		113.06   	-549.34		
-29.60   	-60.73   	114.69   	-391.66		110.86   	-564.60		
-28.99   	-57.07   	113.12   	-361.14		108.61   	-539.16		
-32.65   	-58.59   	111.68   	-330.62		106.45   	-498.47		
-36.93   	-61.04   	110.36   	-300.10		104.46   	-473.04		
-38.76   	-61.34   	109.16   	-279.75		102.56   	-483.21		
-37.84   	-59.51   	108.04   	-264.50		100.63   	-488.30		
-36.93   	-57.98   	106.98   	-254.32		 98.68   	-483.21		
-36.93   	-58.29   	105.96   	-254.32		 96.74   	-462.87		
-36.93   	-59.81   	104.94   	-254.32		 94.89   	-427.26		
-35.10   	-60.12   	103.93   	-254.32		 93.18   	-401.83		
-31.13   	-57.37   	102.91   	-254.32		 91.58   	-376.40		
-26.86   	-51.57   	101.89   	-244.15		 90.07   	-361.14		
-24.11   	-45.78   	100.92   	-244.15		 88.63   	-350.97		
-23.50   	-42.11   	 99.94   	-223.80		 87.22   	-330.62		
-24.72   	-42.42   	 99.04   	-218.72		 85.90   	-315.36		
-26.25   	-46.08   	 98.17   	-198.37		 84.64   	-295.01		
-25.33   	-49.44   	 97.37   	-183.11		 83.46   	-279.75		
-21.36   	-48.83   	 96.64   	-172.94		 82.34   	-264.50		
-15.56   	-44.25   	 95.95   	-157.68		 81.28   	-254.32		
-10.99   	-39.98   	 95.32   	  N/A		 80.26   	  N/A		
