  I     	  II     	  AO     	  AO'		  FAC     	  FAC'		
 -3.36   	 60.12   	140.41   	 127.16		141.42(S)	 -25.43		
-10.38   	 33.57   	140.92   	 111.90		141.32   	-345.88		
-12.82   	 13.73   	141.36   	  91.56		139.94   	-183.11		
-12.21   	  1.53   	141.73   	  76.30		139.21   	 142.42		
-11.90   	 -5.80   	142.03   	  55.95		139.78   	 167.85		
-13.73   	-13.12   	142.26   	  45.78		140.45   	 -25.43		
-20.45   	-26.86   	142.44   	  30.52		140.35   	-137.33		
-32.04   	-48.22   	142.56   	   5.09		139.80   	-183.11		
-45.47   	-72.94   	142.58(S)	 -20.35		139.06   	-208.54		
-57.07   	-92.77   	142.50   	 -45.78		138.23   	-142.42		
-62.87   	-101.93   	142.32   	 -76.30		137.66   	 -61.04		
-61.95   	-100.71   	142.01   	-106.82		137.42   	 -66.12		
-54.93   	-93.99   	141.59   	-137.33		137.15   	-147.51		
-46.08   	-86.67   	141.04   	-162.77		136.56   	-213.63		
-40.89   	-83.62   	140.39   	-188.20		135.71   	-198.37		
-42.72   	-86.06   	139.63   	-208.54		134.91   	-198.37		
-50.05   	-92.47   	138.80   	-228.89		134.12   	-315.36		
-57.37   	-99.18   	137.88   	-254.32		132.86   	-432.35		
-60.73   	-102.54   	136.87   	-274.67		131.13   	-427.26		
-58.29   	-100.71   	135.77   	-310.27		129.42   	-310.27		
-53.10   	-94.60   	134.53   	-345.88		128.18   	-295.01		
-49.74   	-89.42   	133.14   	-386.57		127.00   	-371.31		
-48.52   	-86.36   	131.60   	-437.43		125.51   	-442.52		
-46.69   	-83.31   	129.85   	-478.13		123.74   	-483.21		
-41.81   	-77.21   	127.93   	-523.90		121.81   	-478.13		
-33.26   	-66.83   	125.84   	-564.60		119.90   	-457.78		
-25.02   	-55.85   	123.58   	-579.86		118.07   	-437.43		
-21.97   	-50.66   	121.26   	-590.03		116.32   	-462.87		
-26.55   	-55.24   	118.90   	-574.77		114.47   	-498.47		
-35.71   	-65.31   	116.60   	-549.34		112.47   	-518.82		
-43.64   	-73.55   	114.40   	-503.56		110.40   	-528.99		
-46.08   	-75.07   	112.39   	-457.78		108.28   	-534.08		
-43.64   	-69.89   	110.56   	-396.74		106.14   	-523.90		
-40.28   	-62.56   	108.97   	-345.88		104.05   	-513.73		
-39.98   	-57.68   	107.59   	-295.01		101.99   	-498.47		
-43.95   	-56.15   	106.41   	-264.50		100.00   	-493.39		
-48.83   	-55.85   	105.35   	-239.06		 98.03   	-473.04		
-51.88   	-54.93   	104.39   	-223.80		 96.13   	-452.69		
-51.57   	-52.80   	103.50   	-218.72		 94.32   	-432.35		
-47.30   	-50.35   	102.62   	-223.80		 92.59   	-412.00		
-41.81   	-47.61   	101.73   	-228.89		 90.95   	-386.57		
-36.93   	-44.86   	100.81   	-228.89		 89.40   	-366.22		
-33.87   	-41.81   	 99.90   	-228.89		 87.93   	-350.97		
-33.26   	-40.28   	 98.98   	-228.89		 86.53   	-330.62		
-34.18   	-40.89   	 98.07   	-218.72		 85.21   	-315.36		
-35.10   	-43.64   	 97.19   	-203.46		 83.95   	-305.19		
-35.10   	-47.00   	 96.38   	-193.29		 82.73   	-284.84		
-34.79   	-50.05   	 95.60   	-178.03		 81.59   	-269.58		
-35.40   	-51.88   	 94.89   	-162.77		 80.51   	-259.41		
-36.62   	-53.41   	 94.24   	-152.59		 79.47   	-259.41		
-38.45   	-55.54   	 93.63   	-142.42		 78.43   	-239.06		
-40.28   	-57.68   	 93.06   	-142.42		 77.48   	-228.89		
-40.28   	-58.90   	 92.49   	-142.42		 76.56   	-213.63		
-38.45   	-58.90   	 91.92   	-137.33		 75.71   	-203.46		
-36.93   	-59.81   	 91.37   	-142.42		 74.89   	-183.11		
-36.01   	-62.56   	 90.80   	-142.42		 74.16   	-183.11		
-36.01   	-65.00   	 90.23   	-137.33		 73.43   	-178.03		
-34.79   	-63.17   	 89.68   	-142.42		 72.72   	-167.85		
-30.82   	-55.54   	 89.11   	-137.33		 72.04   	-157.68		
-25.94   	-45.47   	 88.57   	-127.16		 71.41   	-152.59		
-24.11   	-40.59   	 88.06   	-122.07		 70.80   	-147.51		
-27.16   	-46.39   	 87.57   	-122.07		 70.21   	-132.25		
-32.96   	-59.20   	 87.08   	-111.90		 69.68   	-137.33		
-36.62   	-70.80   	 86.63   	-106.82		 69.14   	-127.16		
-34.79   	-73.24   	 86.21   	-106.82		 68.63   	-122.07		
-29.91   	-66.22   	 85.78   	-101.73		 68.14   	-116.99		
-25.94   	-54.63   	 85.37   	-106.82		 67.67   	-116.99		
-25.02   	-45.17   	 84.94   	-101.73		 67.20   	 -91.56		
-27.16   	-42.72   	 84.54   	-106.82		 66.84   	-101.73		
-30.21   	-47.00   	 84.11   	-111.90		 66.43   	 -96.64		
-33.57   	-56.15   	 83.66   	-106.82		 66.04   	 -86.47		
-38.15   	-64.70   	 83.23   	-106.82		 65.70   	 -91.56		
-43.03   	-69.89   	 82.81   	-106.82		 65.33   	 -91.56		
-45.78   	-68.66   	 82.38   	-101.73		 64.96   	 -81.38		
-41.81   	-61.04   	 81.97   	 -86.47		 64.64   	 -81.38		
-31.13   	-49.44   	 81.63   	 -81.38		 64.31   	 -81.38		
-19.23   	-39.37   	 81.30   	 -66.12		 63.99   	 -76.30		
-13.73   	-36.32   	 81.04   	 -55.95		 63.68   	 -76.30		
-18.92   	-42.11   	 80.81   	 -50.86		 63.38   	 -76.30		
-31.13   	-53.10   	 80.61   	 -61.04		 63.07   	 -71.21		
-42.42   	-62.26   	 80.37   	 -71.21		 62.79   	 -61.04		
-45.78   	-64.39   	 80.08   	 -96.64		 62.54   	 -61.04		
-42.72   	-61.04   	 79.69   	-122.07		 62.30   	 -55.95		
-39.98   	-60.42   	 79.21   	-152.59		 62.08   	 -50.86		
-42.11   	-69.58   	 78.60   	-183.11		 61.87   	 -66.12		
-47.00   	-88.50   	 77.86   	-198.37		 61.61   	 -76.30		
-49.13   	-109.56   	 77.07   	-208.54		 61.30   	 -66.12		
-46.08   	-124.82   	 76.24   	-203.46		 61.04   	 -50.86		
-40.59   	-130.62   	 75.42   	-188.20		 60.83   	 -50.86		
-37.84   	-130.62   	 74.67   	-167.85		 60.63   	 -50.86		
-39.37   	-130.31   	 74.00   	-142.42		 60.43   	 -55.95		
-40.59   	-129.39   	 73.43   	-106.82		 60.20   	 -50.86		
-35.10   	-122.99   	 73.00   	 -76.30		 60.00   	 -55.95		
-20.75   	-109.86   	 72.70   	 -61.04		 59.78   	 -55.95		
 -0.31   	-93.08   	 72.45   	 -45.78		 59.55   	 -55.95		
 18.62   	-79.96   	 72.27   	 -35.61		 59.33   	 -50.86		
 30.52   	-73.55   	 72.13   	 -45.78		 59.12   	 -45.78		
 33.87   	-71.11   	 71.94   	 -45.78		 58.94   	 -45.78		
 30.52   	-65.92   	 71.76   	 -66.12		 58.76   	 -50.86		
 22.28   	-55.24   	 71.50   	 -76.30		 58.56   	 -45.78		
 10.68   	-43.95   	 71.19   	 -86.47		 58.37   	 -50.86		
 -2.75   	-37.54   	 70.84   	 -96.64		 58.17   	 -45.78		
-14.04   	-38.45   	 70.46   	-101.73		 57.99   	 -40.69		
-20.75   	-43.03   	 70.05   	-101.73		 57.82   	 -40.69		
-24.41   	-48.52   	 69.64   	 -96.64		 57.66   	 -45.78		
-28.69   	-53.10   	 69.26   	 -86.47		 57.48   	 -50.86		
-33.87   	-57.07   	 68.91   	 -76.30		 57.27   	 -50.86		
-36.93   	-59.51   	 68.61   	 -61.04		 57.07   	 -40.69		
-33.57   	-57.68   	 68.36   	 -61.04		 56.91   	 -35.61		
-23.19   	-49.74   	 68.12   	 -50.86		 56.76   	 -35.61		
-11.60   	-36.62   	 67.91   	 -45.78		 56.62   	 -35.61		
 -7.02   	-23.50   	 67.73   	 -50.86		 56.48   	 -40.69		
-12.21   	-17.09   	 67.53   	 -45.78		 56.32   	 -40.69		
-22.89   	-18.92   	 67.34   	 -55.95		 56.15   	 -35.61		
-31.13   	-27.16   	 67.12   	 -61.04		 56.01   	 -35.61		
-32.35   	-37.23   	 66.88   	 -66.12		 55.87   	 -35.61		
-26.55   	-42.42   	 66.61   	 -71.21		 55.73   	 -30.52		
-18.31   	-39.98   	 66.33   	 -76.30		 55.61   	 -25.43		
-11.29   	-31.74   	 66.02   	 -76.30		 55.50   	 -35.61		
 -7.93   	-22.28   	 65.72   	 -86.47		 55.36   	 -35.61		
 -7.93   	-16.48   	 65.37   	 -86.47		 55.22   	 -40.69		
-10.38   	-16.48   	 65.03   	 -86.47		 55.06   	 -35.61		
-15.26   	-21.06   	 64.68   	 -86.47		 54.91   	 -40.69		
-21.06   	-26.55   	 64.33   	 -86.47		 54.75   	 -35.61		
-25.02   	-29.60   	 63.99   	 -81.38		 54.61   	 -40.69		
-24.11   	-26.86   	 63.66   	 -76.30		 54.45   	 -35.61		
-17.70   	-19.23   	 63.36   	 -71.21		 54.30   	 -30.52		
 -8.24   	-10.68   	 63.07   	 -61.04		 54.18   	 -30.52		
 -2.14   	 -5.49   	 62.83   	 -55.95		 54.06   	 -35.61		
 -3.36   	 -6.41   	 62.60   	 -45.78		 53.92   	 -40.69		
-10.99   	-11.90   	 62.42   	 -35.61		 53.75   	 -40.69		
-18.31   	-15.87   	 62.28   	 -25.43		 53.59   	 -40.69		
-20.14   	-13.43   	 62.18   	 -25.43		 53.43   	 -45.78		
-15.56   	 -4.58   	 62.08   	 -15.26		 53.24   	 -45.78		
 -7.63   	  5.19   	 62.01   	 -20.35		 53.06   	 -45.78		
 -1.22   	 10.38   	 61.93   	 -30.52		 52.88   	 -55.95		
  0.92   	  8.54   	 61.81   	 -35.61		 52.65   	 -55.95		
 -0.92   	  2.14   	 61.67   	 -45.78		 52.43   	 -50.86		
 -4.88   	 -3.97   	 61.49   	 -61.04		 52.23   	 -55.95		
 -9.77   	 -6.10   	 61.24   	 -81.38		 52.00   	 -55.95		
-14.34   	 -3.66   	 60.92   	 -91.56		 51.78   	 -50.86		
-16.48   	  2.14   	 60.55   	-101.73		 51.58   	 -45.78		
-14.34   	 10.38   	 60.14   	-111.90		 51.39   	 -45.78		
 -9.16   	 19.84   	 59.69   	-116.99		 51.21   	 -35.61		
 -6.10   	 28.99   	 59.23   	-111.90		 51.07   	 -40.69		
-10.99   	 36.01   	 58.78   	-106.82		 50.91   	 -40.69		
-26.86   	 39.06   	 58.35   	 -91.56		 50.74   	 -40.69		
-45.17   	 39.37   	 57.99   	 -81.38		 50.58   	 -30.52		
-49.44   	 43.33   	 57.66   	 -71.21		 50.46   	 -30.52		
-23.19   	 58.29   	 57.38   	 -50.86		 50.34   	 -30.52		
 42.42   	 90.94   	 57.17   	 -40.69		 50.21   	 -35.61		
147.09   	144.35   	 57.01   	 -35.61		 50.07   	 -45.78		
285.95   	221.86   	 56.87   	 -25.43		 49.89   	 -40.69		
455.32   	330.20   	 56.76   	 -20.35		 49.73   	 -35.61		
647.89   	475.46   	 56.68   	 -25.43		 49.58   	 -40.69		
841.37   	647.28   	 56.58   	 -55.95		 49.42   	 -86.47		
1044.62   	899.35(R)	 56.36   	 -35.61		 49.07   	 -45.78		
966.80   	868.23   	 56.22   	 -35.61		 48.89   	 -45.78		
759.58   	710.14   	 56.07   	 -45.78		 48.71   	 -55.95		
472.11   	475.16   	 55.89   	 -40.69		 48.48   	 -50.86		
180.97   	240.17   	 55.73   	 -45.78		 48.28   	 -45.78		
-43.95   	 66.22   	 55.54   	 -45.78		 48.10   	 -45.78		
-167.24   	-32.96   	 55.36   	 -35.61		 47.91   	 -45.78		
-196.23   	-79.96   	 55.22   	 -35.61		 47.73   	 -45.78		
-169.98   	-104.98   	 55.08   	 -15.26		 47.55   	 -40.69		
-131.53   	-122.99   	 55.02(D)	   5.09		 47.39   	 -45.78		
-104.68   	-133.67   	 55.04   	  35.61		 47.20   	 -40.69		
-90.64   	-131.84   	 55.18   	  71.21		 47.04   	 -35.61		
-83.01   	-115.66   	 55.46   	 116.99		 46.90   	 -40.69		
-77.51   	-88.20   	 55.93   	 172.94		 46.73   	 -30.52		
-76.29   	-57.37   	 56.62   	 228.89		 46.61   	 -35.61		
-79.96   	-32.65   	 57.54   	 289.93		 46.47   	 -35.61		
-86.06   	-21.97   	 58.70   	 345.88		 46.33   	 -45.78		
-89.72   	-26.55   	 60.08   	 396.74		 46.14   	 -40.69		
-88.20   	-38.45   	 61.67   	 422.18		 45.98   	 -45.78		
-86.06   	-47.00   	 63.36   	 437.43		 45.80   	 -40.69		
-86.67   	-46.08   	 65.11   	 417.09		 45.64   	 -30.52		
-88.50   	-36.62   	 66.77   	 381.48		 45.51   	 -30.52		
-86.67   	-25.33   	 68.30   	 335.71		 45.39   	 -40.69		
-79.65   	-18.01   	 69.64   	 274.67		 45.23   	 -40.69		
-71.11   	-18.31   	 70.74   	 233.98		 45.07   	 -35.61		
-66.83   	-26.25   	 71.68   	 208.54		 44.92   	 -20.35		
-70.19   	-38.76   	 72.51   	 208.54		 44.84   	 -15.26		
-77.82   	-48.83   	 73.35   	 228.89		 44.78(D)	   5.09		
-83.01   	-51.27   	 74.26   	 264.50		 44.80   	  25.43		
-82.09   	-46.39   	 75.32   	 325.53		 44.90   	  50.86		
-77.21   	-41.20   	 76.62   	 381.48		 45.11   	 147.51		
-73.85   	-42.11   	 78.15   	 437.43		 45.70   	 289.93		
-74.77   	-49.74   	 79.90   	 483.21		 46.86   	 467.95		
-79.04   	-58.29   	 81.83   	 523.90		 48.73   	 676.50		
-82.70   	-61.04   	 83.93   	 549.34		 51.43   	 879.96		
-83.31   	-54.93   	 86.12   	 554.42		 54.95   	 976.60		
-80.87   	-43.95   	 88.34   	 549.34		 58.86   	 946.08		
-77.82   	-34.18   	 90.54   	 528.99		 62.64   	 874.87		
-75.68   	-31.74   	 92.65   	 498.47		 66.14   	 834.18		
-73.55   	-34.79   	 94.65   	 467.95		 69.48   	 859.61		
-68.66   	-37.23   	 96.52   	 437.43		 72.92   	 879.96		
-60.12   	-32.96   	 98.27   	 406.92		 76.44   	 844.35		
-49.74   	-21.36   	 99.90   	 381.48		 79.82   	 834.18		
-40.89   	 -6.71   	101.42   	 361.14		 83.15   	 854.52		
-38.15   	  3.05   	102.87   	 345.88		 86.57   	 854.52		
-42.11   	  4.58   	104.25   	 335.71		 89.99   	 818.92		
-48.52   	  1.53   	105.59   	 330.62		 93.27   	 803.66		
-50.35   	  2.14   	106.92   	 335.71		 96.48   	 778.23		
-43.64   	 10.99   	108.26   	 366.22		 99.59   	 762.97		
-29.91   	 25.94   	109.72   	 401.83		102.64   	 747.71		
-13.12   	 42.72   	111.33   	 452.69		105.64   	 691.76		
  1.83   	 58.59   	113.14   	 503.56		108.40   	 574.77		
 14.34   	 73.85   	115.16   	 539.16		110.70   	 457.78		
 26.86   	 91.86   	117.31   	 544.25		112.53   	 361.14		
 40.89   	112.61   	119.49   	 518.82		113.98   	 325.53		
 55.85   	132.14   	121.57   	 467.95		115.28   	 269.58		
 69.27   	146.18   	123.44   	 386.57		116.36   	 193.29		
 77.82   	153.81   	124.98   	 289.93		117.13   	 172.94		
 81.48   	157.78   	126.14   	 203.46		117.82   	 310.27		
 83.92   	163.88   	126.96   	 127.16		119.06   	 605.29		
 90.33   	176.09   	127.47   	  81.38		121.48   	 900.30		
100.40   	193.18   	127.79   	  71.21		125.09   	 757.88		
111.08   	209.66   	128.08   	  81.38		128.12   	  50.86		
115.97   	219.12   	128.40   	 122.07		128.32   	-371.31		
110.78   	217.29   	128.89   	 172.94		126.84   	  66.12		
 97.96   	205.99   	129.58   	 223.80		127.10   	 727.36		
 84.84   	190.43   	130.48   	 254.32		130.01   	 742.62		
 75.38   	174.56   	131.49   	 274.67		132.98   	 381.48		
 70.19   	158.39   	132.59   	 274.67		134.51   	 -91.56		
 65.00   	139.77   	133.69   	 259.41		134.14   	-264.50		
 56.46   	118.41   	134.73   	 228.89		133.08   	  40.69		
 43.33   	 96.44   	135.65   	 193.29		133.24   	 427.26		
 27.47   	 75.38   	136.42   	 157.68		134.95   	 462.87		
 11.29   	 55.24   	137.05   	 122.07		136.81   	 101.73		
 -2.44   	 35.40   	137.54   	  86.47		137.21(S)	-284.84		
-11.90   	 13.73   	137.88   	  55.95		136.07   	-340.79		
-17.40   	 -7.63   	138.11   	  30.52		134.71   	 -71.21		
-21.67   	-26.25   	138.23(S)	 -10.17		134.42   	 244.15		
-28.38   	-41.81   	138.19   	 -40.69		135.40   	 305.19		
-37.23   	-52.80   	138.03   	 -71.21		136.62   	 106.82		
-43.95   	-58.90   	137.74   	-111.90		137.05   	-269.58		
-44.25   	-61.04   	137.29   	-142.42		135.97   	-488.30		
-39.06   	-62.56   	136.72   	-172.94		134.02   	-295.01		
-34.79   	-66.83   	136.03   	-198.37		132.84   	   5.09		
-36.62   	-74.77   	135.24   	-228.89		132.86   	  45.78		
-44.25   	-83.92   	134.32   	-244.15		133.04   	 -61.04		
-51.27   	-88.81   	133.35   	-259.41		132.80   	-178.03		
-52.49   	-89.11   	132.31   	-279.75		132.08   	-330.62		
-48.52   	-87.59   	131.19   	-289.93		130.76   	-386.57		
-44.56   	-88.20   	130.03   	-305.19		129.22   	-284.84		
-43.95   	-91.25   	128.81   	-320.45		128.08   	-223.80		
-47.91   	-93.69   	127.53   	-340.79		127.18   	-274.67		
-53.41   	-91.86   	126.16   	-361.14		126.08   	-330.62		
-56.46   	-86.36   	124.72   	-386.57		124.76   	-371.31		
-55.24   	-80.57   	123.17   	-412.00		123.28   	-422.18		
-52.19   	-78.43   	121.53   	-427.26		121.59   	-457.78		
-49.44   	-81.18   	119.82   	-452.69		119.76   	-452.69		
-48.22   	-84.84   	118.01   	-457.78		117.94   	-437.43		
-46.08   	-84.23   	116.17   	-467.95		116.19   	-467.95		
-42.42   	-77.51   	114.30   	-457.78		114.32   	-513.73		
-37.84   	-66.83   	112.47   	-442.52		112.27   	-549.34		
-35.40   	-57.07   	110.70   	-417.09		110.07   	-544.25		
-38.76   	-52.49   	109.03   	-386.57		107.89   	-523.90		
-46.69   	-54.02   	107.49   	-350.97		105.80   	-518.82		
-53.10   	-57.37   	106.08   	-310.27		103.72   	-523.90		
-52.19   	-57.68   	104.84   	-279.75		101.63   	-528.99		
-44.86   	-55.24   	103.72   	-249.24		 99.51   	-528.99		
-36.62   	-52.19   	102.73   	-228.89		 97.40   	-513.73		
-32.96   	-50.96   	101.81   	-213.63		 95.34   	-483.21		
-35.40   	-51.57   	100.96   	-198.37		 93.41   	-442.52		
-42.42   	-53.41   	100.16   	-198.37		 91.64   	-412.00		
-48.83   	-54.93   	 99.37   	-193.29		 89.99   	-381.48		
-50.05   	-54.93   	 98.60   	-193.29		 88.46   	-366.22		
-45.17   	-54.93   	 97.82   	-188.20		 87.00   	-356.05		
-36.01   	-56.46   	 97.07   	-193.29		 85.57   	-330.62		
-26.55   	-58.29   	 96.30   	-183.11		 84.25   	-310.27		
-19.84   	-57.98   	 95.56   	-178.03		 83.01   	-284.84		
-18.01   	-54.93   	 94.85   	-167.85		 81.87   	-264.50		
-18.31   	-49.44   	 94.18   	-157.68		 80.81   	-264.50		
-19.53   	-46.39   	 93.55   	-147.51		 79.76   	-259.41		
-21.67   	-49.13   	 92.96   	-132.25		 78.72   	-249.24		
-25.02   	-56.15   	 92.43   	-127.16		 77.72   	-233.98		
-28.38   	-62.56   	 91.92   	-111.90		 76.79   	-223.80		
-30.21   	-65.61   	 91.47   	-111.90		 75.89   	-208.54		
-29.60   	-67.14   	 91.03   	-111.90		 75.06   	-203.46		
-28.08   	-71.11   	 90.58   	-111.90		 74.24   	-188.20		
-26.55   	-79.35   	 90.13   	-111.90		 73.49   	-193.29		
-25.63   	-87.89   	 89.68   	-111.90		 72.72   	-178.03		
-25.02   	-90.33   	 89.24   	-116.99		 72.00   	-167.85		
-25.02   	-85.14   	 88.77   	-116.99		 71.33   	-157.68		
-26.25   	-76.29   	 88.30   	-122.07		 70.70   	-147.51		
-28.99   	-69.58   	 87.81   	-116.99		 70.11   	-142.42		
-30.82   	-68.97   	 87.34   	-116.99		 69.54   	-132.25		
-29.60   	-73.85   	 86.88   	-111.90		 69.01   	-137.33		
-25.33   	-81.79   	 86.43   	-101.73		 68.46   	-127.16		
-22.28   	-90.33   	 86.02   	 -96.64		 67.95   	-122.07		
-22.89   	-96.74   	 85.64   	 -86.47		 67.47   	-106.82		
-26.25   	-98.57   	 85.29   	 -71.21		 67.04   	-106.82		
-27.47   	-94.91   	 85.00   	 -71.21		 66.61   	-106.82		
-23.80   	-86.06   	 84.72   	 -61.04		 66.18   	-106.82		
-16.48   	-75.99   	 84.48   	 -71.21		 65.76   	 -96.64		
-11.60   	-70.50   	 84.19   	 -76.30		 65.37   	 -91.56		
-15.56   	-72.94   	 83.89   	 -91.56		 65.00   	 -81.38		
-26.86   	-81.18   	 83.52   	-116.99		 64.68   	 -86.47		
-38.15   	-88.81   	 83.05   	-137.33		 64.33   	 -86.47		
-42.42   	-91.86   	 82.50   	-167.85		 63.99   	 -86.47		
-36.93   	-89.42   	 81.83   	-188.20		 63.64   	 -76.30		
-26.55   	-84.53   	 81.08   	-203.46		 63.34   	 -76.30		
-18.01   	-81.48   	 80.26   	-203.46		 63.03   	 -76.30		
-16.17   	-82.70   	 79.45   	-203.46		 62.73   	 -81.38		
-20.45   	-86.98   	 78.64   	-183.11		 62.40   	 -71.21		
-25.94   	-91.55   	 77.90   	-162.77		 62.12   	 -55.95		
-28.38   	-93.99   	 77.25   	-142.42		 61.89   	 -55.95		
-25.94   	-93.38   	 76.68   	-111.90		 61.67   	 -61.04		
-21.36   	-91.25   	 76.24   	 -86.47		 61.42   	 -61.04		
-19.23   	-89.11   	 75.89   	 -76.30		 61.18   	 -66.12		
-23.19   	-90.03   	 75.58   	 -61.04		 60.92   	 -61.04		
-33.26   	-94.60   	 75.34   	 -61.04		 60.67   	 -61.04		
-45.78   	-102.54   	 75.10   	 -61.04		 60.43   	 -50.86		
-54.93   	-111.69   	 74.85   	 -71.21		 60.22   	 -50.86		
-55.24   	-119.63   	 74.57   	 -86.47		 60.02   	 -55.95		
-46.69   	-125.73   	 74.22   	 -96.64		 59.80   	 -61.04		
-35.10   	-130.92   	 73.83   	-106.82		 59.55   	 -50.86		
-27.77   	-137.63   	 73.41   	-111.90		 59.35   	 -50.86		
-28.99   	-146.48   	 72.96   	-111.90		 59.15   	 -50.86		
-36.62   	-155.64   	 72.51   	-111.90		 58.94   	 -45.78		
-42.11   	-159.61   	 72.06   	-111.90		 58.76   	 -45.78		
-39.37   	-154.72   	 71.62   	 -96.64		 58.58   	 -50.86		
-27.77   	-142.82   	 71.23   	 -91.56		 58.37   	 -45.78		
-11.29   	-129.09   	 70.86   	 -86.47		 58.19   	 -45.78		
  5.80   	-118.10   	 70.52   	 -71.21		 58.01   	 -45.78		
 21.97   	-110.47   	 70.23   	 -71.21		 57.82   	 -45.78		
 34.79   	-102.54   	 69.95   	 -66.12		 57.64   	 -40.69		
 39.98   	-92.77   	 69.68   	 -71.21		 57.48   	 -40.69		
 32.96   	-82.09   	 69.40   	 -66.12		 57.31   	 -40.69		
 15.26   	-74.46   	 69.14   	 -71.21		 57.15   	 -40.69		
 -4.88   	-70.80   	 68.85   	 -71.21		 56.99   	 -45.78		
-18.01   	-69.89   	 68.57   	 -81.38		 56.81   	 -40.69		
-21.97   	-71.72   	 68.24   	 -76.30		 56.64   	 -40.69		
-20.14   	-75.38   	 67.93   	 -76.30		 56.48   	 -35.61		
-18.92   	-79.65   	 67.63   	 -81.38		 56.34   	 -40.69		
-18.92   	-82.09   	 67.30   	 -76.30		 56.17   	 -40.69		
-17.40   	-80.26   	 67.00   	 -76.30		 56.01   	 -30.52		
-12.82   	-76.29   	 66.69   	 -71.21		 55.89   	 -40.69		
 -8.54   	-74.77   	 66.41   	 -66.12		 55.73   	 -40.69		
 -7.93   	-77.82   	 66.14   	 -66.12		 55.56   	 -35.61		
-11.29   	-83.62   	 65.88   	 -66.12		 55.42   	 -30.52		
-14.65   	-86.67   	 65.62   	 -61.04		 55.30   	 -30.52		
-14.95   	-83.92   	 65.37   	 -55.95		 55.18   	 -30.52		
-13.43   	-76.29   	 65.15   	 -61.04		 55.06   	 -30.52		
-13.43   	-68.97   	 64.90   	 -55.95		 54.93   	 -30.52		
-16.17   	-63.78   	 64.68   	 -55.95		 54.81   	 -35.61		
-20.14   	-61.65   	 64.46   	 -61.04		 54.67   	 -35.61		
-21.97   	-60.73   	 64.21   	 -61.04		 54.53   	 -35.61		
-21.06   	-60.42   	 63.97   	 -61.04		 54.38   	 -40.69		
-19.53   	-61.04   	 63.72   	 -61.04		 54.22   	 -30.52		
-20.45   	-64.39   	 63.48   	 -61.04		 54.10   	 -30.52		
-24.41   	-68.36   	 63.23   	 -61.04		 53.98   	 -30.52		
-27.47   	-70.19   	 62.99   	 -61.04		 53.86   	 -30.52		
-25.33   	-66.53   	 62.75   	 -55.95		 53.73   	 -35.61		
-16.17   	-56.76   	 62.52   	 -50.86		 53.59   	 -35.61		
 -3.66   	-44.25   	 62.32   	 -45.78		 53.45   	 -30.52		
  4.27   	-35.10   	 62.14   	 -40.69		 53.33   	 -25.43		
  2.44   	-34.48   	 61.97   	 -35.61		 53.22   	 -35.61		
 -7.32   	-42.42   	 61.83   	 -35.61		 53.08   	 -35.61		
-18.31   	-54.02   	 61.69   	 -35.61		 52.94   	 -40.69		
-23.80   	-62.87   	 61.55   	 -40.69		 52.78   	 -40.69		
-22.28   	-64.70   	 61.38   	 -45.78		 52.61   	 -50.86		
-15.87   	-59.81   	 61.20   	 -55.95		 52.41   	 -45.78		
 -9.16   	-51.88   	 60.98   	 -66.12		 52.23   	 -50.86		
 -4.58   	-45.47   	 60.71   	 -76.30		 52.02   	 -55.95		
 -2.75   	-43.64   	 60.41   	 -86.47		 51.80   	 -50.86		
 -2.75   	-45.78   	 60.06   	 -96.64		 51.60   	 -50.86		
 -3.66   	-48.22   	 59.67   	 -96.64		 51.39   	 -40.69		
 -3.36   	-47.30   	 59.29   	-106.82		 51.23   	 -40.69		
 -2.44   	-41.50   	 58.86   	 -96.64		 51.07   	 -45.78		
 -2.14   	-34.18   	 58.47   	 -91.56		 50.88   	 -45.78		
 -3.36   	-30.21   	 58.11   	 -86.47		 50.70   	 -45.78		
 -6.41   	-31.74   	 57.76   	 -66.12		 50.52   	 -40.69		
 -8.54   	-34.79   	 57.50   	 -61.04		 50.36   	 -35.61		
 -9.46   	-31.74   	 57.25   	 -45.78		 50.21   	 -35.61		
-11.60   	-19.84   	 57.07   	 -35.61		 50.07   	 -30.52		
-18.92   	 -3.36   	 56.93   	 -30.52		 49.95   	 -30.52		
-31.43   	  7.93   	 56.81   	 -25.43		 49.83   	 -30.52		
-37.84   	 10.68   	 56.70   	 -20.35		 49.70   	 -35.61		
-21.67   	 12.82   	 56.62   	 -25.43		 49.56   	 -35.61		
 29.91   	 28.99   	 56.52   	 -30.52		 49.42   	 -40.69		
120.24   	 72.63   	 56.40   	 -30.52		 49.26   	 -40.69		
245.36   	148.01   	 56.28   	 -35.61		 49.09   	 -45.78		
399.78   	257.26   	 56.13   	 -35.61		 48.91   	 -40.69		
579.22   	402.83   	 55.99   	 -40.69		 48.75   	 -40.69		
765.99   	575.87   	 55.83   	 -40.69		 48.59   	 -45.78		
919.19   	745.85   	 55.67   	 -71.21		 48.40   	 -91.56		
928.96   	857.24(R)	 55.38   	 -35.61		 48.04   	 -45.78		
743.10   	727.84   	 55.24   	 -30.52		 47.85   	 -40.69		
474.85   	508.12   	 55.12   	 -30.52		 47.69   	 -40.69		
199.28   	270.08   	 54.99   	 -30.52		 47.53   	 -40.69		
