  I     	  II     	  LVp     	  LVp'		  AO     	  AO'		
-82.40   	-53.10   	 98.17   	-1515.76		134.32   	-493.39		
-87.89   	-37.84   	 92.11   	-1475.07		132.35   	-478.13		
-83.92   	-32.35   	 86.21   	-1424.21		130.44   	-452.69		
-81.79   	-32.04   	 80.51   	-1368.26		128.63   	-432.35		
-89.42   	-28.38   	 75.04   	-1297.04		126.90   	-417.09		
-82.09   	-24.72   	 69.85   	-1220.75		125.23   	-401.83		
-72.94   	-27.47   	 64.96   	-1144.45		123.62   	-381.48		
-74.77   	-24.41   	 60.39   	-1068.15		122.10   	-371.31		
-72.94   	-15.26   	 56.11   	-991.86		120.61   	-361.14		
-84.53   	-23.19   	 52.15   	-910.47		119.17   	-345.88		
-103.45   	-13.12   	 48.50   	-844.35		117.78   	-335.71		
-100.71   	 -7.02   	 45.13   	-768.05		116.44   	-325.53		
-90.03   	 -9.16   	 42.05   	-701.93		115.14   	-320.45		
-84.23   	 -2.75   	 39.25   	-635.81		113.86   	-305.19		
-66.22   	 -6.71   	 36.70   	-574.77		112.63   	-300.10		
-71.72   	 -9.46   	 34.40   	-518.82		111.43   	-289.93		
-89.11   	-12.51   	 32.33   	-467.95		110.27   	-279.75		
-89.11   	 -9.46   	 30.46   	-427.26		109.16   	-269.58		
-96.74   	 -9.46   	 28.75   	-386.57		108.08   	-259.41		
-101.62   	-10.68   	 27.20   	-350.97		107.04   	-259.41		
-101.32   	 -9.77   	 25.80   	-325.53		106.00   	-249.24		
-101.01   	-11.90   	 24.50   	-295.01		105.00   	-244.15		
-86.67   	-14.04   	 23.32   	-274.67		104.03   	-239.06		
-74.77   	-19.23   	 22.22   	-249.24		103.07   	-233.98		
-68.97   	-20.14   	 21.22   	-233.98		102.14   	-228.89		
-57.07   	-31.43   	 20.28   	-208.54		101.22   	-228.89		
-57.98   	-47.30   	 19.45   	-198.37		100.30   	-223.80		
-70.19   	-62.26   	 18.66   	-172.94		 99.41   	-218.72		
-79.96   	-92.16   	 17.97   	-157.68		 98.53   	-213.63		
-80.57   	-114.75   	 17.33   	-132.25		 97.68   	-213.63		
-85.45   	-139.16   	 16.81   	-111.90		 96.83   	-203.46		
-79.35   	-159.91   	 16.36   	 -86.47		 96.01   	-198.37		
-57.68   	-167.54   	 16.01   	 -71.21		 95.22   	-193.29		
-63.48   	-177.92   	 15.73   	 -50.86		 94.45   	-188.20		
-72.63   	-182.50   	 15.52   	 -40.69		 93.69   	-183.11		
-75.99   	-177.92   	 15.36   	 -20.35		 92.96   	-172.94		
-83.01   	-173.34   	 15.28   	 -15.26		 92.27   	-172.94		
-88.20   	-167.85   	 15.22(D)	   0.00		 91.58   	-162.77		
-93.08   	-158.39   	 15.22   	   5.09		 90.93   	-157.68		
-86.98   	-152.28   	 15.24   	   5.09		 90.29   	-157.68		
-94.60   	-143.43   	 15.26   	  15.26		 89.66   	-147.51		
-97.05   	-138.85   	 15.32   	  20.35		 89.07   	-147.51		
-74.46   	-117.80   	 15.40   	  20.35		 88.48   	-147.51		
-83.62   	-86.06   	 15.48   	  25.43		 87.89   	-142.42		
-71.72   	-65.00   	 15.58   	  25.43		 87.32   	-137.33		
-54.32   	-33.26   	 15.69   	  25.43		 86.77   	-142.42		
-71.11   	-17.70   	 15.79   	  25.43		 86.21   	-132.25		
-65.61   	-15.56   	 15.89   	  20.35		 85.68   	-137.33		
-72.02   	-17.09   	 15.97   	  20.35		 85.13   	-132.25		
-81.48   	-24.11   	 16.05   	  25.43		 84.60   	-137.33		
-77.51   	-21.06   	 16.15   	  20.35		 84.05   	-127.16		
-70.50   	-24.41   	 16.24   	  20.35		 83.54   	-132.25		
-77.21   	-27.16   	 16.32   	  20.35		 83.01   	-127.16		
-85.14   	-15.87   	 16.40   	  20.35		 82.50   	-122.07		
-84.23   	-19.84   	 16.48   	  15.26		 82.01   	-127.16		
-80.26   	-19.84   	 16.54   	  15.26		 81.51   	-116.99		
-71.72   	 -3.36   	 16.60   	  15.26		 81.04   	-122.07		
-61.95   	 -0.92   	 16.66   	  10.17		 80.55   	-116.99		
-57.98   	 -6.10   	 16.70   	  10.17		 80.08   	-111.90		
-74.46   	  4.27   	 16.74   	  10.17		 79.63   	-111.90		
-95.52   	 26.86   	 16.79   	  10.17		 79.19   	-106.82		
-137.94   	 72.94   	 16.83   	  10.17		 78.76   	-106.82		
-180.97   	158.08   	 16.87   	  15.26		 78.33   	 -96.64		
-169.98   	243.53   	 16.93   	  20.35		 77.94   	 -96.64		
-117.80   	340.58   	 17.01   	  30.52		 77.56   	 -96.64		
 18.31   	430.60   	 17.13   	  35.61		 77.17   	 -86.47		
211.49   	513.61   	 17.27   	  40.69		 76.83   	 -81.38		
437.93   	591.13   	 17.44   	  50.86		 76.50   	 -81.38		
687.26   	507.20   	 17.64   	  55.95		 76.17   	 -81.38		
907.59   	199.89   	 17.86   	  66.12		 75.85   	 -71.21		
1066.89   	-224.91   	 18.13   	  66.12		 75.56   	 -76.30		
1097.72   	-720.21   	 18.39   	  81.38		 75.26   	 -71.21		
1007.39   	-1059.27   	 18.72   	  86.47		 74.97   	 -76.30		
862.12   	-1163.94   	 19.06   	 101.73		 74.67   	 -71.21		
711.06   	-1199.95(R)	 19.47(E)	 116.99		 74.38   	 -76.30		
598.14   	-1149.90   	 19.94   	 137.33		 74.08   	 -71.21		
520.32   	-1072.39   	 20.49   	 162.77		 73.79   	 -76.30		
420.23   	-946.04   	 21.14   	 188.20		 73.49   	 -76.30		
313.42   	-664.37   	 21.89   	 228.89		 73.18   	 -71.21		
177.61   	-379.64   	 22.81   	 269.58		 72.90   	 -76.30		
 52.80   	-177.00   	 23.89   	 325.53		 72.59   	 -76.30		
-22.89   	-49.74   	 25.19   	 396.74		 72.29   	 -71.21		
-71.72   	-30.21   	 26.78   	 488.30		 72.00   	 -71.21		
-88.20   	-21.67   	 28.73   	 584.94		 71.72   	 -71.21		
-90.64   	 12.82   	 31.07   	 701.93		 71.43   	 -61.04		
-93.69   	 16.17   	 33.88   	 829.09		 71.19   	 -50.86		
-104.68   	 28.08   	 37.19   	 956.25		 70.99   	 -35.61		
-114.44   	 29.91   	 41.02   	1073.24		 70.84   	 -20.35		
-106.81   	 23.80   	 45.31   	1180.06		 70.76   	  -5.09		
-99.18   	 34.79   	 50.03   	1266.53		 70.74(D)	  20.35		
-86.06   	 52.49   	 55.10   	1327.56		 70.82   	  45.78		
-93.99   	 62.56   	 60.41   	1373.34		 71.01   	  66.12		
-104.68   	 63.78   	 65.90   	1398.77		 71.27   	  91.56		
-108.03   	 65.92   	 71.50   	1414.03		 71.64   	 111.90		
-115.97   	 65.92   	 77.15   	1403.86		 72.09   	 137.33		
-108.64   	 60.12   	 82.77   	1393.69		 72.63   	 152.59		
-100.10   	 68.36   	 88.34   	1378.43		 73.24   	 178.03		
-106.51   	 69.27   	 93.86   	1358.08		 73.96   	 198.37		
-108.03   	 75.38   	 99.29   	1337.74		 74.75   	 218.72		
-115.97   	 74.77   	104.64   	1302.13		 75.63   	 239.06		
-111.39   	 74.46   	109.85   	1276.70		 76.58   	 264.50		
-108.03   	 82.70   	114.95   	1251.27		 77.64   	 289.93		
-112.30   	 80.26   	119.96   	1215.66		 78.80   	 310.27		
-108.03   	 79.35   	124.82   	1195.32		 80.04   	 330.62		
-112.61   	 82.70   	129.60   	1164.80		 81.36   	 356.05		
-117.19   	 89.72   	134.26   	1139.36		 82.79   	 376.40		
-112.92   	100.40   	138.82   	1108.85		 84.29   	 391.66		
-115.36   	106.51   	143.25   	1063.07		 85.86   	 401.83		
-118.71   	112.30   	147.51   	1017.29		 87.47   	 412.00		
-115.97   	108.95   	151.58   	 971.51		 89.11   	 427.26		
-122.07   	109.86   	155.46   	 925.73		 90.82   	 437.43		
-112.61   	122.68   	159.17   	 890.13		 92.57   	 442.52		
-116.88   	115.97   	162.73   	 849.44		 94.34   	 452.69		
-113.53   	121.15   	166.12   	 813.83		 96.15   	 462.87		
-105.59   	135.50   	169.38   	 783.31		 98.01   	 462.87		
-111.69   	146.18   	172.51   	 752.79		 99.86   	 462.87		
-102.84   	160.22   	175.52   	 717.19		101.71   	 462.87		
-108.64   	177.92   	178.39   	 691.76		103.56   	 457.78		
-114.14   	187.38   	181.16   	 656.15		105.39   	 452.69		
-104.68   	193.79   	183.78   	 605.29		107.20   	 442.52		
-102.23   	211.18   	186.20   	 554.42		108.97   	 437.43		
-91.86   	233.15   	188.42   	 503.56		110.72   	 422.18		
-96.74   	247.80   	190.44   	 473.04		112.41   	 422.18		
-107.42   	266.72   	192.33   	 447.61		114.10   	 422.18		
-107.12   	295.10   	194.12   	 447.61		115.79   	 427.26		
-104.06   	318.91   	195.91   	 457.78		117.50   	 432.35		
-92.47   	347.90   	197.74   	 462.87		119.23   	 447.61		
-73.55   	375.67   	199.59   	 467.95		121.02   	 452.69		
-73.55   	397.34   	201.46   	 462.87		122.83   	 462.87		
-76.90   	420.53   	203.32   	 452.69		124.68   	 473.04		
-74.16   	441.89   	205.13   	 442.52		126.57   	 483.21		
-71.72   	469.67   	206.90   	 427.26		128.50   	 483.21		
-60.73   	485.84   	208.61   	 417.09		130.44   	 488.30		
-49.74   	495.00   	210.27   	 401.83		132.39   	 488.30		
-36.32   	504.46   	211.88   	 381.48		134.34   	 488.30		
-29.60   	508.73   	213.41   	 371.31		136.30   	 483.21		
-24.11   	508.42   	214.89   	 340.79		138.23   	 473.04		
 -6.10   	510.86   	216.26   	 315.36		140.12   	 467.95		
 -5.80   	504.46   	217.52   	 289.93		141.99   	 452.69		
-11.29   	476.68   	218.68   	 259.41		143.80   	 442.52		
 -4.27   	461.12   	219.71   	 223.80		145.57   	 432.35		
-10.68   	428.16   	220.61   	 198.37		147.30   	 412.00		
 -3.97   	400.09   	221.40   	 162.77		148.95   	 396.74		
  3.66   	369.26   	222.05   	 132.25		150.54   	 381.48		
 -3.66   	313.42   	222.58   	  96.64		152.06   	 361.14		
-13.43   	271.91   	222.97   	  61.04		153.51   	 340.79		
-27.77   	223.39   	223.21   	  15.26		154.87   	 315.36		
-33.57   	186.46   	223.27(S)	 -15.26		156.13   	 289.93		
-40.28   	149.23   	223.21   	 -61.04		157.29   	 264.50		
-39.06   	122.99   	222.97   	 -91.56		158.35   	 239.06		
-43.03   	 88.81   	222.60   	-116.99		159.31   	 208.54		
-49.74   	 55.24   	222.14   	-142.42		160.14   	 193.29		
-52.49   	 47.61   	221.57   	-152.59		160.91   	 167.85		
-64.70   	 20.45   	220.96   	-157.68		161.59   	 157.68		
-71.11   	  0.92   	220.32   	-152.59		162.22   	 152.59		
-73.24   	 -5.49   	219.71   	-147.51		162.83   	 137.33		
-80.57   	-12.82   	219.12   	-157.68		163.38   	 137.33		
-88.50   	-22.58   	218.49   	-167.85		163.93   	 132.25		
-99.18   	-19.23   	217.82   	-198.37		164.46   	 122.07		
-97.35   	-24.72   	217.03   	-233.98		164.94   	 111.90		
-97.35   	-38.76   	216.09   	-269.58		165.39   	 101.73		
-84.23   	-36.93   	215.01   	-315.36		165.80   	  81.38		
-70.80   	-41.20   	213.75   	-366.22		166.12   	  66.12		
-80.57   	-45.47   	212.29   	-422.18		166.39   	  45.78		
-89.11   	-49.74   	210.60   	-473.04		166.57   	  25.43		
-93.99   	-59.51   	208.71   	-539.16		166.67(S)	  -5.09		
-98.27   	-65.61   	206.55   	-605.29		166.65   	 -30.52		
-100.10   	-61.04   	204.13   	-676.50		166.53   	 -66.12		
-97.66   	-61.04   	201.42   	-742.62		166.27   	 -96.64		
-94.30   	-58.90   	198.45   	-808.75		165.88   	-137.33		
-98.88   	-57.37   	195.22   	-869.78		165.33   	-167.85		
-92.47   	-72.33   	191.74   	-930.82		164.66   	-203.46		
-74.46   	-79.65   	188.02   	-981.68		163.84   	-239.06		
-79.35   	-79.35   	184.09   	-1032.55		162.89   	-279.75		
-77.82   	-82.70   	179.96   	-1088.50		161.77   	-325.53		
-78.13   	-85.14   	175.60   	-1139.36		160.47   	-361.14		
-94.30   	-87.28   	171.05   	-1195.32		159.02   	-406.92		
-95.52   	-92.16   	166.27   	-1241.09		157.40   	-442.52		
-88.81   	-86.06   	161.30   	-1291.96		155.63   	-483.21		
-80.87   	-87.89   	156.13   	-1337.74		153.69   	-508.65		
-68.36   	-97.66   	150.78   	-1383.51		151.66   	-534.08		
-49.44   	-95.83   	145.25   	-1424.21		149.52   	-549.34		
-47.00   	-107.73   	139.55   	-1459.81		147.32   	-554.42		
-15.87   	-94.91   	133.71   	-1490.33		145.11   	-564.60		
 32.35   	-34.18   	127.75   	-1510.68		142.85   	-559.51		
 72.63   	 50.05   	121.71   	-1525.93		140.61   	-554.42		
115.97   	193.48   	115.60   	-1531.02		138.39   	-544.25		
 65.92   	310.67   	109.48   	-1520.85		136.22   	-528.99		
-155.64   	328.06   	103.40   	-1495.42		134.10   	-513.73		
-428.16   	226.75   	 97.42   	-1464.90		132.04   	-493.39		
-721.44   	-41.50   	 91.56   	-1419.12		130.07   	-478.13		
-980.84   	-245.36   	 85.88   	-1363.17		128.16   	-452.69		
-1065.98   	-390.01   	 80.43   	-1307.22		126.35   	-432.35		
-1071.17   	-450.13   	 75.20   	-1241.09		124.62   	-412.00		
-1064.76   	-340.88   	 70.23   	-1169.88		122.97   	-401.83		
-997.01   	-296.02   	 65.55   	-1098.67		121.36   	-381.48		
